Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
138,Linus Gechter,de GER,DF,Hertha BSC,18-021,2004,6.3,218,278,78.4,4821,1597,63,69,91.3,112,120,93.3,40,81,49.4,0,0.1,-0.1,1,11,1,0,11,Matches
139,Dennis Geiger,de GER,MF,Hoffenheim,23-283,1998,15.1,633,768,82.4,12705,3367,249,281,88.6,275,307,89.6,103,161,64.0,2,2.1,-0.1,22,51,21,2,64,Matches
140,Yannick Gerhardt,de GER,MFDF,Wolfsburg,28-007,1994,11.6,424,573,74.0,7324,2598,174,218,79.8,197,248,79.4,41,72,56.9,0,0.8,-0.8,7,33,13,3,61,Matches
141,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,31-179,1990,5.5,73,109,67.0,974,79,45,65,69.2,20,26,76.9,4,6,66.7,2,1.1,+0.9,8,1,2,0,3,Matches
142,Niko Gießelmann,de GER,DF,Union Berlin,30-175,1991,18.8,649,940,69.0,13279,5561,229,282,81.2,312,420,74.3,102,214,47.7,5,1.3,+3.7,25,46,20,12,86,Matches
143,Rafał Gikiewicz,pl POL,GK,Augsburg,34-145,1987,26.0,622,943,66.0,21175,13697,85,86,98.8,238,245,97.1,295,607,48.6,0,0.1,-0.1,2,18,0,0,0,Matches
144,Daniel Ginczek,de GER,MFFW,Wolfsburg,30-341,1991,0.1,1,4,25.0,15,0,1,1,100.0,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
145,Matthias Ginter,de GER,DF,M'Gladbach,28-060,1994,22.6,1336,1587,84.2,27617,9832,428,467,91.6,718,795,90.3,182,300,60.7,0,1.5,-1.5,14,80,17,5,136,Matches
146,Serge Gnabry,de GER,FWDF,Bayern Munich,26-249,1995,19.2,841,1070,78.6,12916,3497,473,557,84.9,302,377,80.1,51,93,54.8,4,5.6,-1.6,37,47,47,8,96,Matches
147,Leon Goretzka,de GER,MF,Bayern Munich,27-042,1995,9.9,485,577,84.1,8412,2358,213,240,88.8,210,239,87.9,44,65,67.7,2,2.2,-0.2,20,48,10,0,58,Matches
148,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,30-253,1991,20.6,635,872,72.8,15583,6331,146,179,81.6,317,378,83.9,166,298,55.7,0,0.5,-0.5,5,64,12,1,49,Matches
149,Julian Green,us USA,MF,Greuther Fürth,26-287,1995,8.0,212,287,73.9,3866,1055,99,113,87.6,83,93,89.2,24,70,34.3,0,0.5,-0.5,9,17,4,1,19,Matches
150,Michael Gregoritsch,at AUT,FWMF,Augsburg,27-336,1994,11.2,178,295,60.3,2816,733,98,139,70.5,59,105,56.2,14,34,41.2,0,1.0,-1.0,6,21,6,3,20,Matches
151,Sebastian Griesbeck,de GER,DFMF,Greuther Fürth,31-168,1990,21.1,494,620,79.7,10437,2711,162,183,88.5,230,258,89.1,92,149,61.7,0,0.0,0.0,1,30,1,0,32,Matches
152,Sebastian Griesbeck,de GER,MF,Union Berlin,31-168,1990,0.1,1,1,100.0,18,16,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,Matches
153,Vincenzo Grifo,it ITA,MFFW,Freiburg,28-347,1993,23.9,815,1119,72.8,15111,5785,393,456,86.2,273,357,76.5,131,263,49.8,6,5.9,+0.1,51,64,50,9,111,Matches
154,Lennart Grill,de GER,GK,Leverkusen,23-054,1999,1.0,31,45,68.9,773,416,9,9,100.0,14,14,100.0,8,22,36.4,0,0.0,0.0,0,0,0,0,0,Matches
155,Florian Grillitsch,at AUT,DFMF,Hoffenheim,26-225,1995,15.6,870,968,89.9,20462,6242,232,256,90.6,417,443,94.1,215,251,85.7,0,0.5,-0.5,12,86,15,2,78,Matches
156,Carlos Gruezo,ec ECU,MF,Augsburg,26-335,1995,7.1,163,203,80.3,3554,967,48,57,84.2,78,89,87.6,35,49,71.4,0,0.0,0.0,1,9,2,1,15,Matches
157,Raphaël Guerreiro,pt POR,DF,Dortmund,28-088,1993,13.7,939,1100,85.4,14852,6483,492,552,89.1,374,419,89.3,56,86,65.1,2,1.5,+0.5,23,74,16,4,94,Matches
158,Josuha Guilavogui,fr FRA,MFDF,Wolfsburg,31-182,1990,10.5,438,527,83.1,8665,2433,142,169,84.0,222,251,88.4,62,86,72.1,0,0.1,-0.1,2,15,1,0,32,Matches
159,Péter Gulácsi,hu HUN,GK,RB Leipzig,31-318,1990,25.0,667,855,78.0,18022,9672,155,155,100.0,307,312,98.4,199,382,52.1,0,0.0,0.0,0,10,1,0,2,Matches
160,Manuel Gulde,de GER,DF,Freiburg,31-036,1991,12.2,437,522,83.7,9715,2999,107,126,84.9,241,264,91.3,84,120,70.0,0,0.1,-0.1,2,25,1,1,27,Matches
161,Robert Gumny,pl POL,DF,Augsburg,23-289,1998,19.2,598,784,76.3,10691,4377,294,337,87.2,225,290,77.6,74,131,56.5,0,0.3,-0.3,6,42,8,1,53,Matches
