Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1,Dickson Abiama,ng NGA,FW,Greuther Fürth,23-137,1998,7.1,80,122,65.6,1098,309,48,67,71.6,23,35,65.7,3,8,37.5,1,1.1,-0.1,7,6,6,0,13,Matches
2,Ragnar Ache,de GER,FWMF,Eint Frankfurt,23-235,1998,1.4,28,55,50.9,425,90,12,23,52.2,13,23,56.5,1,3,33.3,1,0.3,+0.7,2,1,2,2,1,Matches
3,Tyler Adams,us USA,MF,RB Leipzig,23-034,1999,12.2,658,760,86.6,10863,2753,328,356,92.1,253,282,89.7,58,84,69.0,1,0.8,+0.2,7,63,8,0,46,Matches
4,Sargis Adamyan,am ARM,FWMF,Hoffenheim,28-301,1993,3.7,73,98,74.5,1154,299,38,45,84.4,29,38,76.3,5,8,62.5,0,0.7,-0.7,4,5,4,2,9,Matches
5,Amine Adli,fr FRA,FWMF,Leverkusen,21-314,2000,13.1,365,484,75.4,5414,1620,203,242,83.9,140,188,74.5,11,24,45.8,2,1.7,+0.3,11,28,14,6,40,Matches
6,Naouirou Ahamada,fr FRA,MF,Stuttgart,19-356,2002,0.7,30,34,88.2,567,86,13,15,86.7,9,10,90.0,6,7,85.7,0,0.0,0.0,0,0,0,0,1,Matches
7,Manuel Akanji,ch SUI,DF,Dortmund,26-244,1995,17.4,1211,1331,91.0,27584,9188,323,349,92.6,623,646,96.4,262,324,80.9,0,0.1,-0.1,2,87,3,0,88,Matches
8,Kevin Akpoguma,ng NGA,DF,Hoffenheim,26-335,1995,13.5,579,754,76.8,10627,4449,259,306,84.6,250,304,82.2,64,117,54.7,2,2.0,0.0,11,37,12,2,67,Matches
9,Lucas Alario,ar ARG,FW,Leverkusen,29-163,1992,5.0,81,110,73.6,1108,179,53,71,74.6,24,28,85.7,2,5,40.0,0,0.9,-0.9,4,1,1,0,5,Matches
10,Nadiem Amiri,de GER,MFFW,Leverkusen,25-144,1996,4.1,184,223,82.5,3349,583,81,93,87.1,77,87,88.5,21,32,65.6,0,0.2,-0.2,3,9,9,0,18,Matches
11,Sebastian Andersson,se SWE,FW,Köln,30-248,1991,12.0,146,217,67.3,1726,344,95,127,74.8,33,58,56.9,1,4,25.0,1,1.3,-0.3,9,3,5,1,9,Matches
12,Andrés Andrade Cedeño,pa PAN,DF,Arminia,23-155,1998,10.7,324,470,68.9,6157,2902,132,165,80.0,149,202,73.8,37,86,43.0,0,0.2,-0.2,3,31,1,0,34,Matches
13,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,23-211,1998,2.8,105,128,82.0,1608,740,59,63,93.7,37,45,82.2,7,12,58.3,0,0.0,0.0,1,4,3,2,7,Matches
14,Robert Andrich,de GER,MF,Leverkusen,27-179,1994,14.3,565,690,81.9,10108,2925,250,277,90.3,241,281,85.8,63,109,57.8,2,0.7,+1.3,6,62,8,0,64,Matches
15,Angeliño,es ESP,DF,RB Leipzig,25-075,1997,20.1,907,1237,73.3,16451,6334,445,491,90.6,314,416,75.5,124,280,44.3,5,4.9,+0.1,41,63,49,27,94,Matches
16,Waldemar Anton,de GER,DF,Stuttgart,25-243,1996,22.8,1317,1515,86.9,28546,9543,378,406,93.1,715,767,93.2,210,315,66.7,1,1.2,-0.2,8,76,8,2,71,Matches
17,Christopher Antwi-Adjei,gh GHA,FWMF,Bochum,28-041,1994,11.3,161,258,62.4,2563,787,88,117,75.2,59,89,66.3,11,30,36.7,1,0.8,+0.2,7,10,10,3,17,Matches
18,Charles Aránguiz,cl CHI,MF,Leverkusen,32-337,1989,11.4,594,699,85.0,11633,3402,217,247,87.9,273,302,90.4,89,118,75.4,1,0.7,+0.3,12,60,5,1,56,Matches
19,Maximilian Arnold,de GER,MF,Wolfsburg,27-297,1994,25.5,1116,1440,77.5,25805,8393,311,364,85.4,504,564,89.4,280,467,60.0,1,3.5,-2.5,45,117,28,5,122,Matches
20,Takuma Asano,jp JPN,FWMF,Bochum,27-130,1994,11.9,165,248,66.5,2434,833,89,116,76.7,58,85,68.2,10,17,58.8,1,1.3,-0.3,12,12,9,4,21,Matches
21,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,25-023,1997,19.6,799,962,83.1,13798,3728,381,443,86.0,317,361,87.8,79,107,73.8,1,0.3,+0.7,8,53,2,0,62,Matches
22,Fisnik Asllani,xk KVX,MFFW,Hoffenheim,19-224,2002,0.1,6,8,75.0,89,13,4,4,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
23,Simon Asta,de GER,DF,Greuther Fürth,21-054,2001,4.1,146,204,71.6,2803,1323,64,73,87.7,56,74,75.7,25,45,55.6,0,0.0,0.0,1,9,2,1,11,Matches
24,Taiwo Awoniyi,ng NGA,FW,Union Berlin,24-220,1997,18.0,238,345,69.0,3792,991,122,163,74.8,88,124,71.0,18,30,60.0,0,1.0,-1.0,15,23,13,2,31,Matches
25,Sardar Azmoun,ir IRN,FW,Leverkusen,27-078,1995,0.3,10,10,100.0,155,41,5,5,100.0,5,5,100.0,0,0,,0,0.0,0.0,1,1,0,0,0,Matches
26,Mitchel Bakker,nl NED,DF,Leverkusen,21-273,2000,15.2,762,906,84.1,12654,4709,375,415,90.4,309,351,88.0,64,106,60.4,3,0.7,+2.3,7,48,17,8,58,Matches
27,Ridle Baku,de GER,DFFW,Wolfsburg,23-346,1998,21.0,738,967,76.3,13903,4709,316,377,83.8,317,398,79.6,98,157,62.4,3,3.2,-0.2,26,49,23,10,86,Matches
28,Aymen Barkok,ma MAR,FWMF,Eint Frankfurt,23-303,1998,1.1,30,43,69.8,515,295,15,17,88.2,10,17,58.8,3,6,50.0,0,0.0,0.0,0,2,0,0,8,Matches
29,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22-076,2000,15.8,304,425,71.5,4609,1550,161,202,79.7,117,162,72.2,16,30,53.3,2,1.6,+0.4,10,28,12,2,39,Matches
30,Jacob Barrett Laursen,dk DEN,DF,Arminia,27-123,1994,14.0,439,623,70.5,8199,3513,191,223,85.7,186,242,76.9,58,123,47.2,0,0.5,-0.5,5,27,3,1,41,Matches
31,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,22-027,2000,2.3,88,115,76.5,1685,743,37,41,90.2,33,41,80.5,13,22,59.1,0,0.1,-0.1,2,8,2,2,10,Matches
32,Maximilian Bauer,de GER,DF,Greuther Fürth,22-039,2000,15.9,588,714,82.4,13633,3973,137,161,85.1,318,345,92.2,129,194,66.5,0,0.0,0.0,1,18,0,0,17,Matches
33,Oliver Baumann,de GER,GK,Hoffenheim,31-291,1990,26.0,956,1210,79.0,23621,12541,260,263,98.9,433,438,98.9,247,492,50.2,0,0.0,0.0,0,10,0,0,0,Matches
34,Timo Baumgartl,de GER,DF,Union Berlin,26-016,1996,21.1,853,1054,80.9,18852,6653,233,271,86.0,453,507,89.3,160,259,61.8,1,0.1,+0.9,3,64,4,2,69,Matches
35,Julian Baumgartlinger,at AUT,MF,Leverkusen,34-077,1988,0.1,7,8,87.5,170,18,1,2,50.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches
36,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,22-231,1999,15.7,402,560,71.8,6939,1883,181,224,80.8,159,208,76.4,45,85,52.9,1,2.1,-1.1,15,30,16,4,53,Matches
37,Noah Joel Sarenren Bazee,ng NGA,MFFW,Augsburg,25-211,1996,2.7,31,51,60.8,496,172,15,22,68.2,8,13,61.5,4,6,66.7,0,0.2,-0.2,2,0,4,3,1,Matches
38,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,27-331,1994,18.0,339,473,71.7,5104,1582,190,240,79.2,106,150,70.7,23,38,60.5,2,1.3,+0.7,12,12,23,7,35,Matches
39,Sheraldo Becker,sr SUR,FWMF,Union Berlin,27-039,1995,14.1,292,454,64.3,5548,1575,130,176,73.9,107,166,64.5,47,80,58.8,3,4.9,-1.9,34,17,29,21,32,Matches
40,Kevin Behrens,de GER,FW,Union Berlin,31-045,1991,4.8,113,162,69.8,1685,312,64,87,73.6,39,52,75.0,7,13,53.8,2,1.6,+0.4,5,7,3,0,11,Matches
41,Ishak Belfodil,dz ALG,FW,Hertha BSC,30-067,1992,15.0,268,382,70.2,3481,701,177,227,78.0,73,109,67.0,6,16,37.5,2,1.6,+0.4,16,7,11,1,23,Matches
42,Stefan Bell,de GER,DF,Mainz 05,30-208,1991,23.8,827,1061,77.9,16533,6915,286,321,89.1,425,499,85.2,106,213,49.8,0,1.4,-1.4,8,55,4,1,67,Matches
43,Armel Bella Kotchap,de GER,DF,Bochum,20-099,2001,14.9,439,562,78.1,10755,2581,94,123,76.4,222,247,89.9,118,180,65.6,0,0.3,-0.3,3,28,1,1,21,Matches
44,Karim Bellarabi,de GER,FWMF,Leverkusen,31-346,1990,6.0,158,212,74.5,2557,709,83,102,81.4,52,68,76.5,15,29,51.7,2,1.1,+0.9,5,11,5,1,18,Matches
45,Jude Bellingham,eng ENG,MF,Dortmund,18-264,2003,23.0,922,1088,84.7,16023,3392,437,496,88.1,376,417,90.2,90,129,69.8,6,3.2,+2.8,25,72,23,2,88,Matches
46,George Bello,us USA,DF,Arminia,20-057,2002,2.9,98,120,81.7,1620,488,44,49,89.8,52,62,83.9,2,8,25.0,0,0.3,-0.3,3,5,1,0,8,Matches
47,László Bénes,sk SVK,MF,M'Gladbach,24-192,1997,2.6,140,185,75.7,2594,725,62,75,82.7,48,55,87.3,26,46,56.5,0,0.3,-0.3,4,19,1,0,14,Matches
48,Keanan Bennetts,eng ENG,FWDF,M'Gladbach,23-011,1999,0.6,17,23,73.9,334,29,8,11,72.7,6,7,85.7,3,4,75.0,0,0.0,0.0,0,1,0,0,1,Matches
49,Ramy Bensebaini,dz ALG,DF,M'Gladbach,26-338,1995,15.4,747,927,80.6,14379,4959,300,340,88.2,328,387,84.8,107,169,63.3,1,1.0,0.0,11,53,12,6,69,Matches
50,Louis Beyer,de GER,DF,M'Gladbach,21-305,2000,8.5,543,607,89.5,10991,3216,175,195,89.7,290,307,94.5,75,97,77.3,0,0.1,-0.1,2,25,1,0,29,Matches
51,Bartosz Bialek,pl POL,FWMF,Wolfsburg,20-129,2001,1.2,16,30,53.3,258,23,10,15,66.7,4,6,66.7,2,6,33.3,0,0.1,-0.1,1,1,0,0,0,Matches
52,Tom Bischof,de GER,MFFW,Hoffenheim,16-265,2005,0.2,5,8,62.5,52,11,4,5,80.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
53,Danny Blum,de GER,FW,Bochum,31-072,1991,2.8,85,127,66.9,1661,613,44,58,75.9,21,31,67.7,16,29,55.2,0,0.6,-0.6,10,7,4,2,13,Matches
54,Kevin-Prince Boateng,gh GHA,MFFW,Hertha BSC,35-014,1987,4.7,172,218,78.9,3678,1025,51,59,86.4,86,100,86.0,31,46,67.4,0,0.3,-0.3,4,17,1,0,17,Matches
55,Herbert Bockhorn,de GER,DF,Bochum,27-048,1995,6.2,197,275,71.6,3919,1110,73,90,81.1,89,117,76.1,33,56,58.9,0,0.1,-0.1,2,16,2,0,23,Matches
56,Jean-Paul Boëtius,nl NED,MF,Mainz 05,27-363,1994,14.5,457,628,72.8,9365,3192,175,212,82.5,194,242,80.2,83,155,53.5,1,1.8,-0.8,24,51,17,4,71,Matches
57,Tarsis Bonga,de GER,FW,Bochum,25-069,1997,0.0,2,4,50.0,12,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
58,Solomon Bonnah,nl NED,DF,RB Leipzig,18-213,2003,0.1,4,4,100.0,92,16,1,1,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
59,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,22-363,1999,17.6,742,870,85.3,17596,4872,145,170,85.3,414,459,90.2,179,232,77.2,0,0.2,-0.2,4,18,0,0,16,Matches
60,Rafael Borré,co COL,FW,Eint Frankfurt,26-186,1995,22.4,436,608,71.7,6785,1164,255,309,82.5,133,191,69.6,35,55,63.6,4,3.1,+0.9,22,26,19,1,34,Matches
61,Dedryck Boyata,be BEL,DF,Hertha BSC,31-112,1990,14.1,492,565,87.1,11004,2967,112,123,91.1,283,304,93.1,95,133,71.4,0,0.5,-0.5,3,12,2,0,12,Matches
62,Julian Brandt,de GER,MFFW,Dortmund,25-322,1996,17.0,783,1007,77.8,13286,3613,399,470,84.9,275,331,83.1,88,158,55.7,6,3.8,+2.2,37,55,30,6,91,Matches
63,Iker Bravo,es ESP,FW,Leverkusen,17-066,2005,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
64,Fabian Bredlow,de GER,GK,Stuttgart,27-018,1995,4.0,115,127,90.6,2598,1417,37,37,100.0,57,57,100.0,20,32,62.5,0,0.0,0.0,0,2,0,0,0,Matches
65,Josip Brekalo,hr CRO,MF,Wolfsburg,23-270,1998,0.2,13,18,72.2,236,32,8,10,80.0,3,5,60.0,2,3,66.7,1,0.4,+0.6,1,0,0,0,1,Matches
66,Brian Brobbey,nl NED,FW,RB Leipzig,20-047,2002,1.5,32,38,84.2,503,151,17,19,89.5,11,13,84.6,3,3,100.0,2,0.7,+1.3,3,4,0,0,3,Matches
67,John Brooks,us USA,DF,Wolfsburg,29-051,1993,21.1,1065,1257,84.7,25231,8662,223,243,91.8,621,674,92.1,217,318,68.2,1,0.6,+0.4,6,81,7,1,84,Matches
68,Daniel Brosinski,de GER,DF,Mainz 05,33-246,1988,3.5,126,201,62.7,2400,1442,54,65,83.1,58,81,71.6,13,45,28.9,0,0.3,-0.3,6,14,8,2,25,Matches
69,Cédric Brunner,ch SUI,DF,Arminia,28-031,1994,22.9,718,1079,66.5,14736,7072,260,301,86.4,318,427,74.5,131,308,42.5,1,1.3,-0.3,14,57,23,14,72,Matches
70,Jacob Bruun Larsen,dk DEN,FWMF,Hoffenheim,23-182,1998,6.9,173,238,72.7,2832,665,85,107,79.4,71,95,74.7,12,19,63.2,0,0.9,-0.9,9,8,11,2,20,Matches
71,Sascha Burchert,de GER,GK,Greuther Fürth,32-141,1989,13.0,307,506,60.7,11531,7736,27,27,100.0,113,114,99.1,167,365,45.8,0,0.1,-0.1,1,10,0,0,1,Matches
72,Delano Burgzorg,nl NED,FW,Mainz 05,23-133,1998,0.3,4,4,100.0,31,4,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0,0,1,0,1,Matches
73,Jonathan Burkardt,de GER,FWMF,Mainz 05,21-252,2000,22.2,324,458,70.7,4956,1057,172,224,76.8,116,156,74.4,20,38,52.6,3,2.2,+0.8,25,26,15,1,41,Matches
74,Daniel Caligiuri,it ITA,MFDF,Augsburg,34-064,1988,15.6,418,625,66.9,8047,3522,186,232,80.2,156,215,72.6,71,154,46.1,2,1.4,+0.6,15,47,14,3,53,Matches
75,Emre Can,de GER,MFDF,Dortmund,28-067,1994,12.3,798,918,86.9,16721,4546,256,271,94.5,401,439,91.3,133,183,72.7,0,0.2,-0.2,3,59,4,0,56,Matches
76,Koen Casteels,be BEL,GK,Wolfsburg,29-268,1992,23.0,698,898,77.7,21225,12004,108,108,100.0,318,321,99.1,271,466,58.2,0,0.0,0.0,0,9,0,0,1,Matches
77,Gonzalo Castro,de GER,MF,Arminia,34-282,1987,2.9,73,115,63.5,1272,355,36,45,80.0,24,31,77.4,9,26,34.6,0,0.1,-0.1,3,9,2,1,9,Matches
78,Julian Chabot,de GER,DF,Köln,24-036,1998,1.0,65,77,84.4,1445,379,15,17,88.2,34,38,89.5,16,22,72.7,0,0.0,0.0,0,1,0,0,2,Matches
79,Timothy Chandler,us USA,DF,Eint Frankfurt,31-356,1990,10.8,278,429,64.8,5518,2675,96,131,73.3,143,203,70.4,36,74,48.6,0,0.6,-0.6,8,22,8,4,32,Matches
80,Justin Che,us USA,DF,Hoffenheim,18-122,2003,0.2,11,13,84.6,216,70,7,7,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0,1,0,0,2,Matches
81,Max Christiansen,de GER,MF,Greuther Fürth,25-176,1996,19.4,628,768,81.8,12029,2868,239,282,84.8,296,333,88.9,81,118,68.6,0,0.3,-0.3,8,45,4,0,56,Matches
82,Kingsley Coman,fr FRA,FWDF,Bayern Munich,25-280,1996,12.0,456,588,77.6,8109,1932,206,245,84.1,192,241,79.7,49,77,63.6,2,2.8,-0.8,24,13,35,14,49,Matches
83,Lucas Copado,de GER,FW,Bayern Munich,18-069,2004,0.2,4,6,66.7,34,16,3,5,60.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
84,Sergio Córdova,ve VEN,FWMF,Augsburg,24-223,1997,3.6,36,56,64.3,573,134,23,30,76.7,9,19,47.4,3,5,60.0,0,0.1,-0.1,2,4,1,0,5,Matches
85,Danny da Costa,de GER,DF,Eint Frankfurt,28-250,1993,7.1,188,283,66.4,3635,1930,66,87,75.9,92,130,70.8,27,53,50.9,0,0.2,-0.2,3,14,6,2,35,Matches
86,Tanguy Coulibaly,fr FRA,DFFW,Stuttgart,21-030,2001,11.2,246,322,76.4,3623,780,146,170,85.9,84,114,73.7,11,20,55.0,1,0.4,+0.6,6,10,5,1,15,Matches
87,Mickaël Cuisance,fr FRA,MF,Bayern Munich,22-216,1999,0.1,10,11,90.9,215,62,4,4,100.0,1,1,100.0,4,5,80.0,0,0.1,-0.1,1,3,0,0,3,Matches
88,Matheus Cunha,br BRA,FW,Hertha BSC,22-297,1999,0.7,12,13,92.3,166,38,6,6,100.0,3,4,75.0,1,1,100.0,1,0.0,+1.0,0,0,0,0,2,Matches
89,Rafael Czichos,de GER,DF,Köln,31-310,1990,15.6,873,1042,83.8,22157,8301,132,162,81.5,472,513,92.0,265,350,75.7,1,0.4,+0.6,2,69,4,0,80,Matches
90,Lennart-Marten Czyborra,de GER,DF,Arminia,22-321,1999,1.5,29,57,50.9,524,218,14,18,77.8,10,22,45.5,5,12,41.7,0,0.0,0.0,0,3,1,1,3,Matches
91,Moanes Dabbur,il ISR,FWMF,Hoffenheim,29-310,1992,11.1,282,370,76.2,4228,1122,152,189,80.4,99,121,81.8,16,29,55.2,4,2.3,+1.7,14,19,9,3,28,Matches
92,Mahmoud Dahoud,de GER,MF,Dortmund,26-078,1996,17.7,814,1029,79.1,15119,4156,328,385,85.2,371,426,87.1,97,169,57.4,3,3.3,-0.3,29,78,20,3,93,Matches
93,Márton Dárdai,de GER,DF,Hertha BSC,20-036,2002,7.0,238,322,73.9,6268,2615,29,36,80.6,130,152,85.5,77,128,60.2,1,0.1,+0.9,2,22,0,0,20,Matches
94,Vladimír Darida,cz CZE,MF,Hertha BSC,31-224,1990,16.2,612,835,73.3,11856,3611,251,296,84.8,263,325,80.9,88,172,51.2,5,3.3,+1.7,32,42,16,4,58,Matches
95,Alphonso Davies,ca CAN,DF,Bayern Munich,21-138,2000,14.1,805,954,84.4,13250,3783,396,442,89.6,350,408,85.8,50,76,65.8,3,3.2,-0.2,23,38,29,11,78,Matches
96,Saulo Decarli,ch SUI,DF,Bochum,30-044,1992,0.1,6,6,100.0,145,14,1,1,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches
97,Thomas Delaney,dk DEN,MF,Dortmund,30-198,1991,0.2,11,15,73.3,129,31,7,8,87.5,3,5,60.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2,Matches
98,Kerem Demirbay,de GER,MF,Leverkusen,28-260,1993,19.9,946,1244,76.0,20845,6919,335,396,84.6,377,449,84.0,210,348,60.3,3,3.3,-0.3,40,115,23,3,111,Matches
99,Ermedin Demirović,ba BIH,FWMF,Freiburg,23-360,1998,7.8,93,142,65.5,1177,230,67,89,75.3,18,31,58.1,5,10,50.0,3,1.0,+2.0,8,3,3,1,5,Matches
100,Mike van der Hoorn,nl NED,DF,Arminia,29-156,1992,0.2,3,4,75.0,72,9,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
101,Moussa Diaby,fr FRA,FW,Leverkusen,22-256,1999,22.8,555,740,75.0,9897,2423,253,318,79.6,234,286,81.8,60,94,63.8,7,6.3,+0.7,39,44,42,10,78,Matches
102,Daniel Didavi,de GER,FWMF,Stuttgart,32-027,1990,3.1,80,114,70.2,1387,296,35,45,77.8,36,46,78.3,7,13,53.8,1,0.8,+0.2,6,4,5,0,9,Matches
103,Javairô Dilrosun,nl NED,FW,Hertha BSC,23-271,1998,1.5,26,34,76.5,388,103,18,23,78.3,4,5,80.0,3,3,100.0,0,0.0,0.0,0,1,0,0,2,Matches
104,Lee Dongjun,kr KOR,MF,Hertha BSC,25-047,1997,1.3,13,18,72.2,123,36,12,12,100.0,1,4,25.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,Matches
105,Niklas Dorsch,de GER,MF,Augsburg,24-064,1998,18.9,730,867,84.2,17356,4675,206,233,88.4,330,361,91.4,182,246,74.0,0,0.3,-0.3,12,60,8,2,66,Matches
106,Ondrej Duda,sk SVK,MF,Köln,27-105,1994,16.0,452,608,74.3,7936,1912,222,271,81.9,146,198,73.7,66,102,64.7,0,2.0,-2.0,16,43,20,4,55,Matches
107,Jeremy Dudziak,tn TUN,MFFW,Greuther Fürth,26-204,1995,12.5,216,320,67.5,3632,1143,98,125,78.4,88,116,75.9,18,49,36.7,0,1.6,-1.6,14,21,8,5,32,Matches
108,Erik Durm,de GER,DF,Eint Frankfurt,29-312,1992,5.3,190,274,69.3,3818,1558,65,74,87.8,97,129,75.2,25,60,41.7,1,0.6,+0.4,3,16,5,0,22,Matches
109,Maximilian Eggestein,de GER,MF,Freiburg,25-102,1996,17.7,476,639,74.5,8093,2454,223,272,82.0,199,252,79.0,43,75,57.3,1,1.4,-0.4,16,62,14,2,65,Matches
110,Lilian Egloff,de GER,FWMF,Stuttgart,19-212,2002,0.3,6,9,66.7,68,24,3,3,100.0,2,3,66.7,0,1,0.0,0,0.2,-0.2,1,0,0,0,1,Matches
111,Kingsley Ehizibue,nl NED,DF,Köln,26-299,1995,3.4,115,172,66.9,2367,1186,39,53,73.6,55,67,82.1,19,42,45.2,1,0.6,+0.4,6,10,7,6,16,Matches
112,Jurgen Ekkelenkamp,nl NED,MFFW,Hertha BSC,21-349,2000,7.2,147,218,67.4,2062,571,83,102,81.4,47,63,74.6,6,21,28.6,0,0.8,-0.8,8,10,3,0,15,Matches
113,Nico Elvedi,ch SUI,DF,M'Gladbach,25-171,1996,22.3,1324,1424,93.0,27752,6984,366,401,91.3,739,775,95.4,210,228,92.1,0,0.0,0.0,2,35,0,0,46,Matches
114,Breel Embolo,ch SUI,FW,M'Gladbach,25-034,1997,16.4,332,445,74.6,4708,1055,207,254,81.5,86,122,70.5,22,33,66.7,2,3.2,-1.2,23,21,13,0,39,Matches
115,Keita Endo,jp JPN,MFFW,Union Berlin,24-118,1997,0.6,18,27,66.7,289,51,9,12,75.0,5,9,55.6,2,2,100.0,0,0.0,0.0,0,1,0,0,2,Matches
116,Wataru Endo,jp JPN,MF,Stuttgart,29-039,1993,26.2,1112,1331,83.5,20094,5034,495,573,86.4,463,529,87.5,134,186,72.0,2,0.8,+1.2,13,103,8,1,107,Matches
117,Michael Esser,de GER,GK,Bochum,34-118,1987,2.0,47,90,52.2,1482,1005,6,6,100.0,25,25,100.0,16,59,27.1,0,0.0,0.0,0,1,0,0,0,Matches
118,Wahidullah Faghir,dk DEN,FW,Stuttgart,18-234,2003,1.4,21,33,63.6,255,55,16,19,84.2,4,8,50.0,0,3,0.0,0,0.0,0.0,0,2,1,0,4,Matches
119,Ömer Faruk Beyaz,tr TUR,FWDF,Stuttgart,18-203,2003,0.8,29,39,74.4,382,91,19,24,79.2,9,13,69.2,1,1,100.0,0,0.0,0.0,0,1,1,0,3,Matches
120,Adrian Fein,de GER,MF,Greuther Fürth,23-002,1999,0.4,6,9,66.7,117,18,2,3,66.7,4,4,100.0,0,2,0.0,0,0.0,0.0,1,0,0,0,0,Matches
121,Ohis Felix Uduokhai,de GER,DF,Augsburg,24-192,1997,7.3,261,328,79.6,5928,2020,71,85,83.5,134,150,89.3,54,87,62.1,0,0.0,0.0,1,22,2,0,19,Matches
122,Edimilson Fernandes,ch SUI,DFFW,Arminia,25-339,1996,3.1,93,124,75.0,1700,653,47,51,92.2,32,42,76.2,12,22,54.5,0,0.3,-0.3,6,6,7,3,14,Matches
123,Alfreð Finnbogason,is ISL,FWMF,Augsburg,33-047,1989,2.2,30,48,62.5,503,152,17,24,70.8,10,15,66.7,3,4,75.0,1,0.8,+0.2,3,3,0,0,4,Matches
124,Mark Flekken,nl NED,GK,Freiburg,28-280,1993,25.0,702,1035,67.8,24983,17248,85,86,98.8,277,279,99.3,338,668,50.6,0,0.1,-0.1,2,37,2,0,2,Matches
125,Emil Forsberg,se SWE,MFFW,RB Leipzig,30-148,1991,14.3,486,604,80.5,7755,2097,278,318,87.4,157,181,86.7,42,83,50.6,2,2.8,-0.8,23,47,28,2,72,Matches
126,Philipp Förster,de GER,FWMF,Stuttgart,27-044,1995,10.2,359,412,87.1,5715,1291,194,214,90.7,136,153,88.9,23,26,88.5,1,0.8,+0.2,7,29,13,2,31,Matches
127,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,24-077,1998,1.6,72,92,78.3,1273,548,35,39,89.7,30,39,76.9,6,10,60.0,0,0.4,-0.4,1,4,3,2,1,Matches
128,Raphael Framberger,de GER,DFMF,Augsburg,26-195,1995,8.2,257,393,65.4,4745,2439,124,155,80.0,88,130,67.7,41,91,45.1,0,0.6,-0.6,12,23,18,10,35,Matches
129,Marvin Friedrich,de GER,DF,Union Berlin,26-097,1995,13.0,471,623,75.6,10735,4243,122,150,81.3,249,286,87.1,93,167,55.7,0,0.9,-0.9,4,40,2,1,34,Matches
130,Marvin Friedrich,de GER,DF,M'Gladbach,26-097,1995,4.5,279,317,88.0,6228,1868,71,78,91.0,156,160,97.5,52,75,69.3,0,0.0,0.0,0,11,2,0,14,Matches
131,Jeremie Frimpong,nl NED,DF,Leverkusen,21-100,2000,22.8,986,1209,81.6,16037,4909,499,553,90.2,402,473,85.0,69,129,53.5,6,4.1,+1.9,27,37,25,10,62,Matches
132,Chris Führich,de GER,MFFW,Stuttgart,24-070,1998,13.9,436,533,81.8,7195,2246,221,251,88.0,157,185,84.9,42,70,60.0,1,2.6,-1.6,23,32,27,6,45,Matches
133,Marius Funk,de GER,GK,Greuther Fürth,26-078,1996,8.0,226,362,62.4,7790,4697,34,34,100.0,89,92,96.7,102,233,43.8,0,0.1,-0.1,3,10,0,0,0,Matches
134,Stephan Fürstner,de GER,MF,Mainz 05,34-190,1987,0.1,1,5,20.0,12,11,1,1,100.0,0,1,0.0,0,3,0.0,0,0.0,0.0,0,0,0,0,1,Matches
135,Mijat Gaćinović,rs SRB,FWDF,Hoffenheim,27-040,1995,1.2,39,46,84.8,660,252,17,18,94.4,20,23,87.0,2,5,40.0,0,0.0,0.0,0,2,0,0,5,Matches
136,Cristian Gamboa,cr CRC,DF,Bochum,32-147,1989,12.2,415,576,72.0,9514,4916,118,132,89.4,188,248,75.8,103,179,57.5,0,0.4,-0.4,6,42,9,7,45,Matches
137,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,25-271,1996,1.7,34,60,56.7,612,99,16,22,72.7,14,26,53.8,3,5,60.0,0,0.0,0.0,0,2,0,0,3,Matches
