name,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
Jeremie Frimpong,40384.61538461538,2100000,21346.153846153848,1110000,33648.980769230766,1749747,17785.884615384617,924866,45720.32692307692,2377457,24166.46153846154,1256656,4-yrs,8400000,4440000,6998989,3699466,9509827,5026623,Starter,D,RB,21,Netherlands,Bayer Leverkusen
Daniel Didavi,40384.61538461538,2100000,21346.153846153848,1110000,33648.980769230766,1749747,17785.884615384617,924866,45720.32692307692,2377457,24166.46153846154,1256656,1-yr,2100000,1110000,1749747,924866,2377457,1256656,Reserve,F,AM,31,Germany,Stuttgart
Daniel Caligiuri,40384.61538461538,2100000,21346.153846153848,1110000,33648.980769230766,1749747,17785.884615384617,924866,45720.32692307692,2377457,24166.46153846154,1256656,2-yrs,4200000,2220000,3499494,1849733,4754914,2513312,Reserve,F,RW,34,Italy,Augsburg
Sebastian Rode,40384.61538461538,2100000,21346.153846153848,1110000,33648.980769230766,1749747,17785.884615384617,924866,45720.32692307692,2377457,24166.46153846154,1256656,3-yrs,6300000,3330000,5249242,2774599,7132370,3769967,Starter,M,CM,31,Germany,Eintracht Frankfurt
Maximilian Philipp,40384.61538461538,2100000,21346.153846153848,1110000,33648.980769230766,1749747,17785.884615384617,924866,45720.32692307692,2377457,24166.46153846154,1256656,4-yrs,8400000,4440000,6998989,3699466,9509827,5026623,Reserve,F,SS,27,Germany,Wolfsburg
Rune Jarstein,40000,2080000,21153.846153846152,1100000,33328.519230769234,1733083,17625.653846153848,916534,45284.88461538462,2354814,23948.75,1245335,2-yrs,4160000,2200000,3466166,1833069,4709629,2490669,Reserve,K,GK,37,Norway,Hertha Berlin
Djibril Sow,39807.692307692305,2070000,21153.846153846152,1100000,33168.28846153846,1724751,17625.653846153848,916534,45067.17307692308,2343493,23948.75,1245335,3-yrs,6210000,3300000,5174253,2749603,7030479,3736004,Starter,M,CM,24,Switzerland,Eintracht Frankfurt
Jonas Wind,39230.769230769234,2040000,20769.23076923077,1080000,32687.576923076922,1699754,17305.19230769231,899870,44414.019230769234,2309529,23513.30769230769,1222692,5-yrs,10200000,5400000,8498772,4499350,11547647,6113460,Starter,F,CF,22,Denmark,Wolfsburg
Aarón Martín,38461.53846153846,2000000,20384.615384615383,1060000,32046.653846153848,1666426,16984.73076923077,883206,43543.17307692308,2264245,23077.884615384617,1200050,2-yrs,4000000,2120000,3332852,1766411,4528489,2400099,Starter,D,LB,24,Spain,Mainz
Daley Sinkgraven,38461.53846153846,2000000,20384.615384615383,1060000,32046.653846153848,1666426,16984.73076923077,883206,43543.17307692308,2264245,23077.884615384617,1200050,2-yrs,4000000,2120000,3332852,1766411,4528489,2400099,Reserve,D,LB,26,Netherlands,Bayer Leverkusen
Tanguy Nianzou,38461.53846153846,2000000,20384.615384615383,1060000,32046.653846153848,1666426,16984.73076923077,883206,43543.17307692308,2264245,23077.884615384617,1200050,3-yrs,6000000,3180000,4999278,2649617,6792734,3600149,Reserve,D,CB,19,France,Bayern Munich
Luca Waldschmidt,38461.53846153846,2000000,20384.615384615383,1060000,32046.653846153848,1666426,16984.73076923077,883206,43543.17307692308,2264245,23077.884615384617,1200050,4-yrs,8000000,4240000,6665704,3532823,9056978,4800199,Reserve,F,SS,25,Germany,Wolfsburg
Munas Dabbur,38461.53846153846,2000000,20384.615384615383,1060000,32046.653846153848,1666426,16984.73076923077,883206,43543.17307692308,2264245,23077.884615384617,1200050,3-yrs,6000000,3180000,4999278,2649617,6792734,3600149,Starter,F,CF,29,Israel,Hoffenheim
Moussa Diaby,36538.46153846154,1900000,19423.076923076922,1010000,30444.326923076922,1583105,16183.557692307691,841545,41366,2151032,21989.30769230769,1143444,4-yrs,7600000,4040000,6332419,3366180,8604129,4573774,Starter,F,LW,22,France,Bayer Leverkusen
Ramy Bensebaini,36538.46153846154,1900000,19423.076923076922,1010000,30444.326923076922,1583105,16183.557692307691,841545,41366,2151032,21989.30769230769,1143444,2-yrs,3800000,2020000,3166209,1683090,4302065,2286887,Starter,D,LB,26,Algeria,Monchengladbach
William,36538.46153846154,1900000,19423.076923076922,1010000,30444.326923076922,1583105,16183.557692307691,841545,41366,2151032,21989.30769230769,1143444,1-yr,1900000,1010000,1583105,841545,2151032,1143444,Reserve,D,RB,26,Brazil,Wolfsburg
Bouna Sarr,36538.46153846154,1900000,19423.076923076922,1010000,30444.326923076922,1583105,16183.557692307691,841545,41366,2151032,21989.30769230769,1143444,3-yrs,5700000,3030000,4749314,2524635,6453097,3430331,Reserve,D,RB,30,Senegal,Bayern Munich
Jens Petter Hauge,36346.153846153844,1890000,19230.76923076923,1000000,30284.096153846152,1574773,16023.326923076924,833213,41148.28846153846,2139711,21771.576923076922,1132122,1-yr,1890000,1000000,1574773,833213,2139711,1132122,Reserve,F,RW,22,Norway,Eintracht Frankfurt
Santos Borré,35576.92307692308,1850000,18846.153846153848,980000,29643.153846153848,1541444,15702.865384615385,816549,40277.42307692308,2094426,21336.153846153848,1109480,4-yrs,7400000,3920000,6165776,3266195,8377705,4437919,Starter,F,CF,26,Colombia,Eintracht Frankfurt
Sebastiaan Bornauw,35192.307692307695,1830000,18653.846153846152,970000,29322.69230769231,1524780,15542.634615384615,808217,39842,2071784,21118.44230769231,1098159,5-yrs,9150000,4850000,7623899,4041083,10358919,5490793,Starter,D,CB,22,Belgium,Wolfsburg
Edimilson Fernandes,35000,1820000,18461.53846153846,960000,29162.46153846154,1516448,15382.384615384615,799884,39624.28846153846,2060463,20900.71153846154,1086837,1-yr,1820000,960000,1516448,799884,2060463,1086837,Reserve,M,CM,25,Switzerland,Arminia Bielefeld
Robert Skov,34615.38461538462,1800000,18269.23076923077,950000,28841.98076923077,1499783,15222.153846153846,791552,39188.846153846156,2037820,20683,1075516,3-yrs,5400000,2850000,4499350,2374657,6113460,3226549,Reserve,F,RW,25,Denmark,Hoffenheim
Stefan Bell,34615.38461538462,1800000,18269.23076923077,950000,28841.98076923077,1499783,15222.153846153846,791552,39188.846153846156,2037820,20683,1075516,2-yrs,3600000,1900000,2999567,1583105,4075640,2151032,Starter,D,CB,30,Germany,Mainz
Marvin Friedrich,33653.846153846156,1750000,17884.615384615383,930000,28040.826923076922,1458123,14901.692307692309,774888,38100.269230769234,1981214,20247.576923076922,1052874,5-yrs,8750000,4650000,7290613,3874440,9906070,5264369,Starter,D,CB,26,Germany,Monchengladbach
Kevin Vogt,32692.30769230769,1700000,17307.69230769231,900000,27239.653846153848,1416462,14421,749892,37011.692307692305,1924608,19594.423076923078,1018910,4-yrs,6800000,3600000,5665848,2999567,7698432,4075640,Starter,D,CB,30,Germany,Hoffenheim
Benjamin Henrichs,32692.30769230769,1700000,17307.69230769231,900000,27239.653846153848,1416462,14421,749892,37011.692307692305,1924608,19594.423076923078,1018910,4-yrs,6800000,3600000,5665848,2999567,7698432,4075640,Reserve,D,RB,24,Germany,Leipzig
Patrick Herrmann,32692.30769230769,1700000,17307.69230769231,900000,27239.653846153848,1416462,14421,749892,37011.692307692305,1924608,19594.423076923078,1018910,1-yr,1700000,900000,1416462,749892,1924608,1018910,Reserve,F,RW,30,Germany,Monchengladbach
Ellyes Skhiri,32692.30769230769,1700000,17307.69230769231,900000,27239.653846153848,1416462,14421,749892,37011.692307692305,1924608,19594.423076923078,1018910,2-yrs,3400000,1800000,2832924,1499783,3849216,2037820,Reserve,M,DM,26,Tunisia,Koln
Almamy Touré,32692.30769230769,1700000,17307.69230769231,900000,27239.653846153848,1416462,14421,749892,37011.692307692305,1924608,19594.423076923078,1018910,2-yrs,3400000,1800000,2832924,1499783,3849216,2037820,Reserve,D,RB,25,France,Eintracht Frankfurt
Ihlas Bebou,32692.30769230769,1700000,17307.69230769231,900000,27239.653846153848,1416462,14421,749892,37011.692307692305,1924608,19594.423076923078,1018910,5-yrs,8500000,4500000,7082310,3749458,9623040,5094550,Starter,F,CF,27,Togo,Hoffenheim
Havard Nordtveit,32692.30769230769,1700000,17307.69230769231,900000,27239.653846153848,1416462,14421,749892,37011.692307692305,1924608,19594.423076923078,1018910,1-yr,1700000,900000,1416462,749892,1924608,1018910,Reserve,D,CB,31,Norway,Hoffenheim
Tony Jantschke,32692.30769230769,1700000,17307.69230769231,900000,27239.653846153848,1416462,14421,749892,37011.692307692305,1924608,19594.423076923078,1018910,2-yrs,3400000,1800000,2832924,1499783,3849216,2037820,Reserve,D,CB,31,Germany,Monchengladbach
Pavel Kaderabek,32692.30769230769,1700000,17307.69230769231,900000,27239.653846153848,1416462,14421,749892,37011.692307692305,1924608,19594.423076923078,1018910,4-yrs,6800000,3600000,5665848,2999567,7698432,4075640,Reserve,D,RB,29,Czech Republic,Hoffenheim
Exequiel Palacios,32692.30769230769,1700000,17307.69230769231,900000,27239.653846153848,1416462,14421,749892,37011.692307692305,1924608,19594.423076923078,1018910,4-yrs,6800000,3600000,5665848,2999567,7698432,4075640,Reserve,M,CM,23,Argentina,Bayer Leverkusen
Jesper Lindström,31538.46153846154,1640000,16730.76923076923,870000,26278.25,1366469,13940.288461538461,724895,35705.403846153844,1856681,18941.26923076923,984946,5-yrs,8200000,4350000,6832346,3624476,9283403,4924732,Starter,F,AM,21,Denmark,Eintracht Frankfurt
Marin Pongracic,31538.46153846154,1640000,16730.76923076923,870000,26278.25,1366469,13940.288461538461,724895,35705.403846153844,1856681,18941.26923076923,984946,1-yr,1640000,870000,1366469,724895,1856681,984946,Reserve,D,CB,24,Croatia,Borussia Dortmund
Odilon Kossounou,31346.153846153848,1630000,16538.46153846154,860000,26118.01923076923,1358137,13780.057692307691,716563,35487.67307692308,1845359,18723.55769230769,973625,5-yrs,8150000,4300000,6790686,3582816,9226797,4868126,Reserve,D,CB,21,Cote d&#39;Ivoire,Bayer Leverkusen
Andi Zeqiri,30961.53846153846,1610000,16346.153846153846,850000,25797.55769230769,1341473,13619.826923076924,708231,35052.25,1822717,18505.846153846152,962304,1-yr,1610000,850000,1341473,708231,1822717,962304,Reserve,F,CF,22,Switzerland,Augsburg
Mitchel Bakker,30961.53846153846,1610000,16346.153846153846,850000,25797.55769230769,1341473,13619.826923076924,708231,35052.25,1822717,18505.846153846152,962304,4-yrs,6440000,3400000,5365892,2832924,7290868,3849216,Starter,D,LB,21,Netherlands,Bayer Leverkusen
Nico Elvedi,30769.23076923077,1600000,16346.153846153846,850000,25637.326923076922,1333141,13619.826923076924,708231,34834.53846153846,1811396,18505.846153846152,962304,3-yrs,4800000,2550000,3999422,2124693,5434187,2886912,Starter,D,CB,25,Switzerland,Monchengladbach
Santiago Ascacíbar,30769.23076923077,1600000,16346.153846153846,850000,25637.326923076922,1333141,13619.826923076924,708231,34834.53846153846,1811396,18505.846153846152,962304,3-yrs,4800000,2550000,3999422,2124693,5434187,2886912,Starter,M,DM,24,Argentina,Hertha Berlin
Carlos Gruezo,30769.23076923077,1600000,16346.153846153846,850000,25637.326923076922,1333141,13619.826923076924,708231,34834.53846153846,1811396,18505.846153846152,962304,3-yrs,4800000,2550000,3999422,2124693,5434187,2886912,Reserve,M,DM,26,Ecuador,Augsburg
André Hahn,30769.23076923077,1600000,16346.153846153846,850000,25637.326923076922,1333141,13619.826923076924,708231,34834.53846153846,1811396,18505.846153846152,962304,1-yr,1600000,850000,1333141,708231,1811396,962304,Starter,F,RW,31,Germany,Augsburg
Florian Neuhaus,30769.23076923077,1600000,16346.153846153846,850000,25637.326923076922,1333141,13619.826923076924,708231,34834.53846153846,1811396,18505.846153846152,962304,3-yrs,4800000,2550000,3999422,2124693,5434187,2886912,Starter,M,CM,24,Germany,Monchengladbach
Thorgan Hazard,30769.23076923077,1600000,16346.153846153846,850000,25637.326923076922,1333141,13619.826923076924,708231,34834.53846153846,1811396,18505.846153846152,962304,3-yrs,4800000,2550000,3999422,2124693,5434187,2886912,Starter,F,LW,28,Belgium,Borussia Dortmund
Jude Bellingham,30769.23076923077,1600000,16346.153846153846,850000,25637.326923076922,1333141,13619.826923076924,708231,34834.53846153846,1811396,18505.846153846152,962304,4-yrs,6400000,3400000,5332563,2832924,7245583,3849216,Starter,M,CM,18,England,Borussia Dortmund
Sam Lammers,29038.46153846154,1510000,15384.615384615385,800000,24195.23076923077,1258152,12818.653846153846,666570,32875.096153846156,1709505,17417.26923076923,905698,1-yr,1510000,800000,1258152,666570,1709505,905698,Reserve,F,CF,24,Netherlands,Eintracht Frankfurt
Jonathan Tah,28846.153846153848,1500000,15384.615384615385,800000,24034.98076923077,1249819,12818.653846153846,666570,32657.365384615383,1698183,17417.26923076923,905698,4-yrs,6000000,3200000,4999278,2666282,6792734,3622791,Starter,D,CB,25,Germany,Bayer Leverkusen
Marvin Plattenhardt,28846.153846153848,1500000,15384.615384615385,800000,24034.98076923077,1249819,12818.653846153846,666570,32657.365384615383,1698183,17417.26923076923,905698,2-yrs,3000000,1600000,2499639,1333141,3396367,1811396,Reserve,D,LB,30,Germany,Hertha Berlin
Robin Knoche,28846.153846153848,1500000,15384.615384615385,800000,24034.98076923077,1249819,12818.653846153846,666570,32657.365384615383,1698183,17417.26923076923,905698,1-yr,1500000,800000,1249819,666570,1698183,905698,Starter,D,CB,29,Germany,Union Berlin
Charles Aránguiz,28846.153846153848,1500000,15384.615384615385,800000,24034.98076923077,1249819,12818.653846153846,666570,32657.365384615383,1698183,17417.26923076923,905698,2-yrs,3000000,1600000,2499639,1333141,3396367,1811396,Reserve,M,CM,32,Chile,Bayer Leverkusen
Florian Niederlechner,28846.153846153848,1500000,15384.615384615385,800000,24034.98076923077,1249819,12818.653846153846,666570,32657.365384615383,1698183,17417.26923076923,905698,2-yrs,3000000,1600000,2499639,1333141,3396367,1811396,Starter,F,CF,31,Germany,Augsburg
Lukas Klostermann,28846.153846153848,1500000,15384.615384615385,800000,24034.98076923077,1249819,12818.653846153846,666570,32657.365384615383,1698183,17417.26923076923,905698,3-yrs,4500000,2400000,3749458,1999711,5094550,2717094,Starter,D,RB,25,Germany,Leipzig
Florian Wirtz,28846.153846153848,1500000,15384.615384615385,800000,24034.98076923077,1249819,12818.653846153846,666570,32657.365384615383,1698183,17417.26923076923,905698,5-yrs,7500000,4000000,6249097,3332852,8490917,4528489,Starter,F,AM,18,Germany,Bayer Leverkusen
Jeffrey Gouweleeuw,28846.153846153848,1500000,15384.615384615385,800000,24034.98076923077,1249819,12818.653846153846,666570,32657.365384615383,1698183,17417.26923076923,905698,3-yrs,4500000,2400000,3749458,1999711,5094550,2717094,Starter,D,CB,30,Netherlands,Augsburg
Keanan Bennetts,28846.153846153848,1500000,15384.615384615385,800000,24034.98076923077,1249819,12818.653846153846,666570,32657.365384615383,1698183,17417.26923076923,905698,1-yr,1500000,800000,1249819,666570,1698183,905698,Reserve,M,LM,22,England,Monchengladbach
Taiwo Awoniyi,28846.153846153848,1500000,15384.615384615385,800000,24034.98076923077,1249819,12818.653846153846,666570,32657.365384615383,1698183,17417.26923076923,905698,1-yr,1500000,800000,1249819,666570,1698183,905698,Starter,F,CF,24,Nigeria,Union Berlin
Timo Baumgartl,28269.23076923077,1470000,15000,780000,23554.28846153846,1224823,12498.192307692309,649906,32004.23076923077,1664220,16981.826923076922,883055,1-yr,1470000,780000,1224823,649906,1664220,883055,Starter,D,CB,25,Germany,Union Berlin
Stefan Ilsanker,26923.076923076922,1400000,14230.76923076923,740000,22432.653846153848,1166498,11857.26923076923,616578,30480.21153846154,1584971,16110.98076923077,837771,1-yr,1400000,740000,1166498,616578,1584971,837771,Reserve,M,DM,32,Austria,Eintracht Frankfurt
Erik Durm,26923.076923076922,1400000,14230.76923076923,740000,22432.653846153848,1166498,11857.26923076923,616578,30480.21153846154,1584971,16110.98076923077,837771,2-yrs,2800000,1480000,2332996,1233155,3169942,1675541,Reserve,D,RB,29,Germany,Eintracht Frankfurt
Davie Selke,26923.076923076922,1400000,14230.76923076923,740000,22432.653846153848,1166498,11857.26923076923,616578,30480.21153846154,1584971,16110.98076923077,837771,2-yrs,2800000,1480000,2332996,1233155,3169942,1675541,Reserve,F,CF,27,Germany,Hertha Berlin
Stevan Jovetic,25192.30769230769,1310000,13269.23076923077,690000,20990.55769230769,1091509,11056.096153846154,574917,28520.76923076923,1483080,15022.384615384615,781164,2-yrs,2620000,1380000,2183018,1149834,2966160,1562329,Starter,F,CF,32,Montenegro,Hertha Berlin
Eduard Löwen,25000,1300000,13269.23076923077,690000,20830.326923076922,1083177,11056.096153846154,574917,28303.05769230769,1471759,15022.384615384615,781164,1-yr,1300000,690000,1083177,574917,1471759,781164,Reserve,M,CM,25,Germany,Bochum
Silvan Widmer,25000,1300000,13269.23076923077,690000,20830.326923076922,1083177,11056.096153846154,574917,28303.05769230769,1471759,15022.384615384615,781164,3-yrs,3900000,2070000,3249531,1724751,4415277,2343493,Starter,D,RB,28,Switzerland,Mainz
Nico Schulz,25000,1300000,13269.23076923077,690000,20830.326923076922,1083177,11056.096153846154,574917,28303.05769230769,1471759,15022.384615384615,781164,3-yrs,3900000,2070000,3249531,1724751,4415277,2343493,Reserve,D,LB,28,Germany,Borussia Dortmund
Paulinho,25000,1300000,13269.23076923077,690000,20830.326923076922,1083177,11056.096153846154,574917,28303.05769230769,1471759,15022.384615384615,781164,2-yrs,2600000,1380000,2166354,1149834,2943518,1562329,Reserve,F,LW,21,Brazil,Bayer Leverkusen
Timothy Fosu-Mensah,25000,1300000,13269.23076923077,690000,20830.326923076922,1083177,11056.096153846154,574917,28303.05769230769,1471759,15022.384615384615,781164,3-yrs,3900000,2070000,3249531,1724751,4415277,2343493,Reserve,D,RB,24,Netherlands,Bayer Leverkusen
Andrey Lunev,23846.153846153848,1240000,12692.307692307691,660000,19868.923076923078,1033184,10575.403846153846,549921,26996.76923076923,1403832,14369.25,747201,2-yrs,2480000,1320000,2066368,1099841,2807663,1494401,Reserve,K,GK,30,Russia,Bayer Leverkusen
Manuel Riemann,23653.846153846152,1230000,12500,650000,19708.69230769231,1024852,10415.153846153846,541588,26779.03846153846,1392510,14151.51923076923,735879,2-yrs,2460000,1300000,2049704,1083177,2785021,1471759,Starter,K,GK,33,Germany,Bochum
Ádám Szalai,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,1-yr,1200000,640000,999856,533256,1358547,724558,Reserve,F,CF,34,Hungary,Mainz
Niklas Stark,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,1-yr,1200000,640000,999856,533256,1358547,724558,Starter,D,CB,26,Germany,Hertha Berlin
Dani Olmo,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,3-yrs,3600000,1920000,2999567,1599769,4075640,2173675,Starter,F,AM,23,Spain,Leipzig
Renato Steffen,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,2-yrs,2400000,1280000,1999711,1066513,2717094,1449117,Starter,F,LW,30,Switzerland,Wolfsburg
Dominique Heintz,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,3-yrs,3600000,1920000,2999567,1599769,4075640,2173675,Starter,D,CB,28,Germany,Union Berlin
Ermin Bicakcic,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,1-yr,1200000,640000,999856,533256,1358547,724558,Reserve,D,CB,32,Bosnia-Herzegovina,Hoffenheim
Angelo Stiller,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,4-yrs,4800000,2560000,3999422,2133025,5434187,2898233,Starter,M,DM,20,Germany,Hoffenheim
Florian Kainz,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,1-yr,1200000,640000,999856,533256,1358547,724558,Starter,F,LW,29,Austria,Koln
Gonzalo Castro,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,1-yr,1200000,640000,999856,533256,1358547,724558,Reserve,M,CM,34,Germany,Arminia Bielefeld
Kevin-Prince Boateng,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,1-yr,1200000,640000,999856,533256,1358547,724558,Reserve,F,AM,34,Ghana,Hertha Berlin
Iago,23076.923076923078,1200000,12307.692307692309,640000,19228,999856,10254.923076923076,533256,26125.903846153848,1358547,13933.807692307691,724558,3-yrs,3600000,1920000,2999567,1599769,4075640,2173675,Starter,D,LB,24,Brazil,Augsburg
Dominik Kohr,22884.615384615383,1190000,12115.384615384615,630000,19067.75,991523,10094.692307692309,524924,25908.19230769231,1347226,13716.096153846154,713237,1-yr,1190000,630000,991523,524924,1347226,713237,Reserve,M,CM,28,Germany,Mainz
Alfred Finnbogason,22500,1170000,11923.076923076924,620000,18747.28846153846,974859,9934.461538461539,516592,25472.75,1324583,13498.384615384615,701916,1-yr,1170000,620000,974859,516592,1324583,701916,Reserve,F,CF,33,Iceland,Augsburg
Bastian Oczipka,22307.69230769231,1160000,11730.76923076923,610000,18587.05769230769,966527,9774.23076923077,508260,25255.03846153846,1313262,13280.673076923076,690595,1-yr,1160000,610000,966527,508260,1313262,690595,Reserve,D,LB,33,Germany,Union Berlin
Piero Hincapié,22307.69230769231,1160000,11730.76923076923,610000,18587.05769230769,966527,9774.23076923077,508260,25255.03846153846,1313262,13280.673076923076,690595,5-yrs,5800000,3050000,4832635,2541300,6566309,3452973,Starter,D,CB,20,Ecuador,Bayer Leverkusen
Alessandro Schöpf,22115.384615384617,1150000,11730.76923076923,610000,18426.826923076922,958195,9774.23076923077,508260,25037.326923076922,1301941,13280.673076923076,690595,2-yrs,2300000,1220000,1916390,1016520,2603881,1381189,Reserve,M,CM,27,Austria,Arminia Bielefeld
Hiroki Ito,22115.384615384617,1150000,11730.76923076923,610000,18426.826923076922,958195,9774.23076923077,508260,25037.326923076922,1301941,13280.673076923076,690595,1-yr,1150000,610000,958195,508260,1301941,690595,Starter,D,CB,22,Japan,Stuttgart
Fredrik André Björkan,22115.384615384617,1150000,11730.76923076923,610000,18426.826923076922,958195,9774.23076923077,508260,25037.326923076922,1301941,13280.673076923076,690595,5-yrs,5750000,3050000,4790975,2541300,6509703,3452973,Reserve,D,LB,23,Norway,Hertha Berlin
Gonçalo Paciência,21923.076923076922,1140000,11538.461538461539,600000,18266.596153846152,949863,9614,499928,24819.596153846152,1290619,13062.942307692309,679273,2-yrs,2280000,1200000,1899726,999856,2581239,1358547,Reserve,F,CF,27,Portugal,Eintracht Frankfurt
Mark Uth,21923.076923076922,1140000,11538.461538461539,600000,18266.596153846152,949863,9614,499928,24819.596153846152,1290619,13062.942307692309,679273,2-yrs,2280000,1200000,1899726,999856,2581239,1358547,Starter,F,SS,30,Germany,Koln
Josko Gvardiol,21538.46153846154,1120000,11346.153846153846,590000,17946.134615384617,933199,9453.76923076923,491596,24384.173076923078,1267977,12845.23076923077,667952,5-yrs,5600000,2950000,4665993,2457978,6339885,3339761,Starter,D,CB,20,Croatia,Leipzig
Amine Adli,21346.153846153848,1110000,11346.153846153846,590000,17785.884615384617,924866,9453.76923076923,491596,24166.46153846154,1256656,12845.23076923077,667952,5-yrs,5550000,2950000,4624332,2457978,6283279,3339761,Reserve,F,RW,21,France,Bayer Leverkusen
Lászlo Bénes,21153.846153846152,1100000,11153.846153846154,580000,17625.653846153848,916534,9293.538461538461,483264,23948.75,1245335,12627.51923076923,656631,3-yrs,3300000,1740000,2749603,1449791,3736004,1969893,Reserve,M,CM,24,Slovakia,Monchengladbach
Edmond Tapsoba,21153.846153846152,1100000,11153.846153846154,580000,17625.653846153848,916534,9293.538461538461,483264,23948.75,1245335,12627.51923076923,656631,5-yrs,5500000,2900000,4582671,2416318,6226673,3283155,Reserve,D,CB,23,Burkina Faso,Bayer Leverkusen
Erik Thommy,21153.846153846152,1100000,11153.846153846154,580000,17625.653846153848,916534,9293.538461538461,483264,23948.75,1245335,12627.51923076923,656631,1-yr,1100000,580000,916534,483264,1245335,656631,Reserve,M,LM,27,Germany,Stuttgart
Ondrej Duda,21153.846153846152,1100000,11153.846153846154,580000,17625.653846153848,916534,9293.538461538461,483264,23948.75,1245335,12627.51923076923,656631,3-yrs,3300000,1740000,2749603,1449791,3736004,1969893,Reserve,F,AM,27,Slovakia,Koln
Jürgen Locadia,20769.23076923077,1080000,10961.538461538461,570000,17305.19230769231,899870,9133.288461538461,474931,23513.30769230769,1222692,12409.807692307691,645310,1-yr,1080000,570000,899870,474931,1222692,645310,Starter,F,CF,28,Netherlands,Bochum
Marc Oliver Kempf,20769.23076923077,1080000,10961.538461538461,570000,17305.19230769231,899870,9133.288461538461,474931,23513.30769230769,1222692,12409.807692307691,645310,5-yrs,5400000,2850000,4499350,2374657,6113460,3226549,Starter,D,CB,27,Germany,Hertha Berlin
Luca Itter,20192.30769230769,1050000,10769.23076923077,560000,16824.5,874874,8973.057692307691,466599,22860.153846153848,1188728,12192.076923076924,633988,1-yr,1050000,560000,874874,466599,1188728,633988,Reserve,D,LB,23,Germany,Furth
Soumaïla Coulibaly,20192.30769230769,1050000,10769.23076923077,560000,16824.5,874874,8973.057692307691,466599,22860.153846153848,1188728,12192.076923076924,633988,3-yrs,3150000,1680000,2624621,1399798,3566185,1901965,Reserve,D,CB,18,France,Borussia Dortmund
Tobias Strobl,19230.76923076923,1000000,10192.307692307691,530000,16023.326923076924,833213,8492.365384615385,441603,21771.576923076922,1132122,11538.942307692309,600025,2-yrs,2000000,1060000,1666426,883206,2264245,1200050,Reserve,M,DM,31,Germany,Augsburg
Stefan Posch,19230.76923076923,1000000,10192.307692307691,530000,16023.326923076924,833213,8492.365384615385,441603,21771.576923076922,1132122,11538.942307692309,600025,3-yrs,3000000,1590000,2499639,1324809,3396367,1800074,Starter,D,CB,24,Austria,Hoffenheim
Christopher Nkunku,19230.76923076923,1000000,10192.307692307691,530000,16023.326923076924,833213,8492.365384615385,441603,21771.576923076922,1132122,11538.942307692309,600025,3-yrs,3000000,1590000,2499639,1324809,3396367,1800074,Starter,F,AM,24,France,Leipzig
Tomas Koubek,19230.76923076923,1000000,10192.307692307691,530000,16023.326923076924,833213,8492.365384615385,441603,21771.576923076922,1132122,11538.942307692309,600025,3-yrs,3000000,1590000,2499639,1324809,3396367,1800074,Reserve,K,GK,29,Czech Republic,Augsburg
Makoto Hasebe,19230.76923076923,1000000,10192.307692307691,530000,16023.326923076924,833213,8492.365384615385,441603,21771.576923076922,1132122,11538.942307692309,600025,1-yr,1000000,530000,833213,441603,1132122,600025,Starter,M,DM,38,Japan,Eintracht Frankfurt
Amadou Haidara,19230.76923076923,1000000,10192.307692307691,530000,16023.326923076924,833213,8492.365384615385,441603,21771.576923076922,1132122,11538.942307692309,600025,4-yrs,4000000,2120000,3332852,1766411,4528489,2400099,Reserve,M,CM,24,Mali,Leipzig
Tyler Adams,19230.76923076923,1000000,10192.307692307691,530000,16023.326923076924,833213,8492.365384615385,441603,21771.576923076922,1132122,11538.942307692309,600025,4-yrs,4000000,2120000,3332852,1766411,4528489,2400099,Reserve,M,DM,22,United States,Leipzig
