Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1,Luis Abram,pe PER,DF,Granada,26-021,1996,6.2,194,220,88.2,4320,1153,42,46,91.3,115,124,92.7,36,48,75.0,0,0.0,0.0,0,8,0,0,9,Matches
2,Marcos Acuña,ar ARG,DF,Sevilla,30-143,1991,18.5,1137,1434,79.3,23512,8594,429,457,93.9,492,579,85.0,207,357,58.0,3,2.7,+0.3,36,71,35,20,89,Matches
3,Martin Agirregabiria,es ESP,DF,Alavés,25-314,1996,16.2,512,722,70.9,9598,4934,204,246,82.9,254,333,76.3,52,124,41.9,1,0.9,+0.1,13,42,18,10,51,Matches
4,Julen Agirrezabala,es ESP,GK,Athletic Club,21-084,2000,4.0,61,82,74.4,1695,1037,14,14,100.0,30,30,100.0,16,37,43.2,0,0.0,0.0,0,1,0,0,0,Matches
5,Sergio Agüero,ar ARG,FW,Barcelona,33-291,1988,1.7,31,43,72.1,469,43,18,25,72.0,10,15,66.7,2,2,100.0,0,0.3,-0.3,1,2,0,0,2,Matches
6,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,22-045,2000,0.1,2,2,100.0,24,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
7,Joseph Aidoo,gh GHA,DF,Celta Vigo,26-172,1995,19.3,815,975,83.6,18745,5264,185,210,88.1,426,469,90.8,194,274,70.8,0,0.1,-0.1,2,65,4,0,63,Matches
8,Carlos Akapo,gq EQG,DF,Cádiz,29-008,1993,13.1,365,514,71.0,7053,2941,146,174,83.9,165,216,76.4,48,98,49.0,0,0.3,-0.3,5,16,9,5,18,Matches
9,Ilias Akhomach,es ESP,FW,Barcelona,17-338,2004,1.4,45,53,84.9,625,193,35,36,97.2,8,10,80.0,2,5,40.0,0,0.4,-0.4,3,3,5,1,6,Matches
10,Paul Akouokou,ci CIV,MF,Betis,24-090,1997,3.7,170,192,88.5,3085,659,70,79,88.6,80,87,92.0,15,20,75.0,0,0.0,0.0,1,17,1,0,13,Matches
11,David Alaba,at AUT,DF,Real Madrid,29-269,1992,24.9,1534,1663,92.2,28546,9438,641,662,96.8,686,724,94.8,187,241,77.6,3,2.2,+0.8,18,119,15,3,88,Matches
12,Tomás Alarcón,cl CHI,MF,Cádiz,23-060,1999,14.7,375,527,71.2,8513,2311,124,142,87.3,150,196,76.5,91,163,55.8,1,1.1,-0.1,14,43,8,3,36,Matches
13,Jordi Alba,es ESP,DF,Barcelona,32-364,1989,19.4,1488,1771,84.0,25796,9740,686,758,90.5,650,741,87.7,133,208,63.9,7,3.4,+3.6,33,129,38,10,161,Matches
14,Raúl Albiol,es ESP,DF,Villarreal,36-197,1985,21.5,1120,1279,87.6,26558,7332,237,257,92.2,612,655,93.4,259,341,76.0,0,0.0,0.0,1,51,0,0,53,Matches
15,Paco Alcácer,es ESP,FW,Villarreal,28-202,1993,5.2,81,108,75.0,1119,223,49,59,83.1,18,26,69.2,6,7,85.7,2,1.6,+0.4,5,5,3,1,7,Matches
16,Rubén Alcaraz,es ESP,MF,Cádiz,30-323,1991,6.3,314,366,85.8,6863,1942,115,123,93.5,117,129,90.7,77,103,74.8,0,0.4,-0.4,6,47,7,1,40,Matches
17,Omar Alderete,py PAR,DF,Valencia,25-084,1996,21.0,435,694,62.7,11446,5119,110,136,80.9,180,234,76.9,138,310,44.5,0,0.2,-0.2,3,59,6,0,63,Matches
18,Iván Alejo,es ESP,MF,Cádiz,27-038,1995,6.3,88,163,54.0,1431,619,49,63,77.8,24,44,54.5,11,46,23.9,2,1.1,+0.9,11,6,10,8,9,Matches
19,Carles Aleñá,es ESP,MF,Getafe,24-074,1998,21.9,571,717,79.6,10397,2110,268,298,89.9,207,256,80.9,84,129,65.1,2,1.5,+0.5,18,50,15,4,54,Matches
20,Mircea Alexandru Tirlea,ro ROU,DF,Alavés,21-357,2000,0.2,10,14,71.4,186,127,4,4,100.0,4,6,66.7,2,3,66.7,0,0.0,0.0,0,0,0,0,0,Matches
21,Hugo Álvarez,es ESP,FW,Celta Vigo,36-272,1985,0.1,1,3,33.3,22,3,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
22,Yeray Álvarez,es ESP,DF,Athletic Club,27-055,1995,15.5,677,803,84.3,15107,5558,186,203,91.6,359,394,91.1,128,189,67.7,0,0.1,-0.1,2,47,4,0,55,Matches
23,Dani Alves,br BRA,DF,Barcelona,38-318,1983,4.7,352,415,84.8,6065,2061,189,202,93.6,125,140,89.3,35,67,52.2,2,1.2,+0.8,13,41,8,4,22,Matches
24,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,20-120,2001,0.9,27,40,67.5,447,165,15,19,78.9,9,12,75.0,3,7,42.9,1,0.0,+1.0,1,1,0,0,2,Matches
25,Amath,sn SEN,FWMF,Mallorca,25-247,1996,9.2,156,199,78.4,2230,537,91,105,86.7,41,58,70.7,11,13,84.6,1,0.2,+0.8,4,11,4,0,14,Matches
26,Florin Andone,ro ROU,FW,Cádiz,28-343,1993,2.0,28,40,70.0,372,45,18,21,85.7,8,13,61.5,1,2,50.0,0,0.0,0.0,2,3,0,0,2,Matches
27,José Ángel,es ESP,DF,Osasuna,32-196,1989,8.6,430,556,77.3,9767,4557,146,174,83.9,184,214,86.0,96,158,60.8,1,1.1,-0.1,7,46,21,10,52,Matches
28,Josep Antoni Gayá,es ESP,DF,Mallorca,21-256,2000,0.6,20,25,80.0,317,70,11,11,100.0,4,7,57.1,3,5,60.0,0,0.0,0.0,0,1,0,0,0,Matches
29,Mauro Arambarri,uy URU,MF,Getafe,26-171,1995,21.6,702,940,74.7,15936,3902,255,306,83.3,248,306,81.0,184,284,64.8,5,1.5,+3.5,26,67,10,4,49,Matches
30,Néstor Araujo,mx MEX,DF,Celta Vigo,30-203,1991,20.5,909,1057,86.0,20147,4801,241,265,90.9,467,510,91.6,193,262,73.7,0,0.0,0.0,0,43,2,0,45,Matches
31,Ronald Araújo,uy URU,DF,Barcelona,23-013,1999,16.9,1017,1131,89.9,21388,5774,281,293,95.9,584,615,95.0,145,212,68.4,0,0.4,-0.4,5,68,4,1,56,Matches
32,Jesús Areso,es ESP,DF,Osasuna,22-261,1999,1.9,45,66,68.2,932,485,15,16,93.8,22,33,66.7,8,17,47.1,0,0.0,0.0,1,3,0,0,3,Matches
33,Matias Arezo,uy URU,FW,Granada,19-119,2002,1.1,8,15,53.3,93,9,7,14,50.0,1,1,100.0,0,0,,0,0.1,-0.1,2,0,0,0,0,Matches
34,Santiago Arias,co COL,DF,Granada,30-066,1992,3.6,131,174,75.3,2352,982,48,60,80.0,68,87,78.2,13,21,61.9,0,0.2,-0.2,2,7,1,1,11,Matches
35,Santiago Arzamendia,py PAR,MFDF,Cádiz,23-319,1998,5.0,103,161,64.0,1671,479,48,59,81.4,42,57,73.7,7,33,21.2,0,0.0,0.0,1,3,4,3,5,Matches
36,Sergio Asenjo,es ESP,GK,Villarreal,32-265,1989,3.0,86,107,80.4,2289,1201,19,19,100.0,41,41,100.0,26,46,56.5,0,0.0,0.0,0,1,0,0,0,Matches
37,Marco Asensio,es ESP,FWMF,Real Madrid,26-058,1996,14.1,532,654,81.3,9367,1874,278,316,88.0,173,201,86.1,69,109,63.3,0,1.8,-1.8,20,38,17,3,42,Matches
38,Iago Aspas,es ESP,FW,Celta Vigo,34-231,1987,24.6,694,973,71.3,11183,2209,390,476,81.9,195,277,70.4,76,141,53.9,4,5.1,-1.1,50,30,28,6,59,Matches
39,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,32-275,1989,4.1,75,103,72.8,1099,141,38,53,71.7,27,33,81.8,3,4,75.0,0,0.2,-0.2,2,4,5,0,6,Matches
40,Ludwig Augustinsson,se SWE,DF,Sevilla,27-333,1994,6.3,312,388,80.4,5372,1818,153,162,94.4,125,144,86.8,29,67,43.3,1,0.2,+0.8,6,13,4,2,10,Matches
41,Serge Aurier,ci CIV,DF,Villarreal,29-086,1992,7.6,389,467,83.3,6878,2543,165,190,86.8,188,214,87.9,30,49,61.2,1,1.1,-0.1,6,23,13,5,42,Matches
42,Ezequiel Ávila,ar ARG,FWMF,Osasuna,28-042,1994,13.9,188,334,56.3,3862,1153,74,117,63.2,80,127,63.0,32,69,46.4,1,1.0,0.0,9,19,15,11,26,Matches
43,Iddrisu Baba,gh GHA,MF,Mallorca,26-057,1996,16.4,492,603,81.6,10228,2799,165,193,85.5,219,251,87.3,97,132,73.5,0,0.2,-0.2,5,48,4,1,50,Matches
44,Carlos Bacca,co COL,FW,Granada,35-193,1986,5.5,66,101,65.3,1048,233,32,41,78.0,22,37,59.5,7,12,58.3,1,0.5,+0.5,4,7,2,0,7,Matches
45,Édgar Badía,es ESP,GK,Elche,30-036,1992,17.0,398,594,67.0,13946,9426,58,59,98.3,150,152,98.7,189,381,49.6,0,0.0,0.0,0,5,0,0,0,Matches
46,Miguel Baeza,es ESP,DF,Celta Vigo,21-358,2000,0.0,4,5,80.0,68,10,2,2,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
47,Alejandro Balde,es ESP,FWDF,Barcelona,18-153,2003,1.1,61,65,93.8,974,235,31,31,100.0,25,27,92.6,3,4,75.0,0,0.1,-0.1,1,2,2,0,5,Matches
48,Gareth Bale,wls WAL,FW,Real Madrid,32-247,1989,2.9,43,59,72.9,732,203,21,27,77.8,19,23,82.6,3,6,50.0,0,0.0,0.0,1,4,3,0,9,Matches
49,Mikel Balenziaga,es ESP,DF,Athletic Club,34-019,1988,20.5,702,917,76.6,11850,4740,344,378,91.0,286,372,76.9,54,126,42.9,0,0.4,-0.4,7,41,10,3,68,Matches
50,Iván Balliu,al ALB,DF,Rayo Vallecano,30-078,1992,27.0,997,1302,76.6,19027,8743,409,462,88.5,436,544,80.1,135,243,55.6,2,2.7,-0.7,29,65,28,20,103,Matches
51,Barbero,es ESP,FWMF,Osasuna,23-215,1998,0.2,5,10,50.0,51,0,5,9,55.6,0,1,0.0,0,0,,0,0.0,0.0,1,0,0,0,0,Matches
52,Enis Bardhi,mk MKD,MFFW,Levante,26-261,1995,15.2,420,601,69.9,7749,2359,198,230,86.1,134,181,74.0,67,139,48.2,2,2.9,-0.9,32,37,15,2,47,Matches
53,Keidi Bare,al ALB,MF,Espanyol,24-204,1997,13.4,603,701,86.0,11113,2580,261,282,92.6,252,284,88.7,78,108,72.2,1,0.9,+0.1,8,63,6,1,48,Matches
54,Kike Barja,es ESP,MFFW,Osasuna,24-353,1997,7.5,188,285,66.0,3316,779,96,121,79.3,60,91,65.9,25,48,52.1,0,0.6,-0.6,5,16,7,1,24,Matches
55,Antonio Barragán,es ESP,DF,Elche,34-281,1987,10.0,401,501,80.0,7920,3691,128,140,91.4,216,249,86.7,50,95,52.6,0,0.1,-0.1,2,24,4,1,36,Matches
56,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,20-083,2001,6.1,136,187,72.7,2121,569,70,86,81.4,49,64,76.6,10,16,62.5,1,1.0,0.0,8,5,8,1,14,Matches
57,Marc Bartra,es ESP,DF,Betis,31-064,1991,14.1,590,717,82.3,13480,4460,149,163,91.4,322,349,92.3,117,197,59.4,0,0.1,-0.1,5,44,2,0,36,Matches
58,Álvaro Bastida,es ESP,MF,Cádiz,17-312,2004,2.2,42,53,79.2,733,86,22,25,88.0,15,16,93.8,5,10,50.0,0,0.0,0.0,0,2,0,0,1,Matches
59,Rodrigo Battaglia,ar ARG,MF,Mallorca,30-251,1991,7.9,330,391,84.4,5610,1512,158,170,92.9,121,144,84.0,39,57,68.4,0,0.1,-0.1,2,23,1,0,24,Matches
60,Jon Bautista,es ESP,FWMF,Real Sociedad,26-260,1995,0.5,6,8,75.0,81,21,4,5,80.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,1,0,2,Matches
61,Bebé,pt POR,FWMF,Rayo Vallecano,31-251,1990,6.9,137,222,61.7,2703,799,64,77,83.1,46,74,62.2,24,59,40.7,2,1.7,+0.3,14,10,9,3,14,Matches
62,Héctor Bellerín,es ESP,DF,Betis,27-001,1995,17.7,665,877,75.8,11036,4510,339,406,83.5,252,316,79.7,59,103,57.3,2,2.1,-0.1,23,46,18,3,58,Matches
63,Fran Beltrán,es ESP,MF,Celta Vigo,23-045,1999,21.1,1209,1346,89.8,24949,4562,415,453,91.6,573,613,93.5,205,238,86.1,0,0.5,-0.5,9,87,6,2,66,Matches
64,Darío Benedetto,ar ARG,FW,Elche,31-307,1990,6.6,77,114,67.5,1537,371,38,55,69.1,24,36,66.7,14,19,73.7,1,0.9,+0.1,5,11,4,0,14,Matches
65,Iker Benito,es ESP,MFFW,Osasuna,19-222,2002,1.3,22,29,75.9,271,106,13,15,86.7,6,10,60.0,0,0,,0,0.1,-0.1,1,2,1,1,2,Matches
66,Pedro Benito,es ESP,FW,Cádiz,21-358,2000,0.3,4,6,66.7,60,12,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0,2,0,0,1,Matches
67,Karim Benzema,fr FRA,FW,Real Madrid,34-091,1987,22.8,830,973,85.3,12210,2774,497,563,88.3,241,277,87.0,56,68,82.4,11,7.1,+3.9,47,44,72,4,111,Matches
68,Yuri Berchiche,es ESP,DF,Athletic Club,32-038,1990,4.2,200,247,81.0,3487,1654,90,100,90.0,89,108,82.4,17,27,63.0,1,0.4,+0.6,3,18,4,3,28,Matches
69,Álex Berenguer,es ESP,MF,Athletic Club,26-259,1995,18.4,440,688,64.0,7065,2511,240,298,80.5,145,208,69.7,42,135,31.1,6,4.7,+1.3,32,24,20,11,49,Matches
70,Pedro Bigas,es ESP,DF,Elche,31-186,1990,12.1,562,638,88.1,12283,4514,166,181,91.7,289,310,93.2,103,138,74.6,0,0.2,-0.2,2,32,4,1,27,Matches
71,Blanco,es ESP,MF,Real Madrid,21-240,2000,0.3,17,18,94.4,277,37,8,8,100.0,8,9,88.9,1,1,100.0,0,0.0,0.0,0,1,0,0,1,Matches
72,Yassine Bounou,ma MAR,GK,Sevilla,30-349,1991,23.0,612,810,75.6,18519,8772,84,84,100.0,304,307,99.0,221,416,53.1,2,0.6,+1.4,2,6,0,0,0,Matches
73,Lucas Boyé,ar ARG,FW,Elche,26-020,1996,18.2,315,426,73.9,4868,714,177,214,82.7,84,118,71.2,34,53,64.2,3,1.8,+1.2,18,18,10,0,24,Matches
74,Martin Braithwaite,dk DEN,FW,Barcelona,30-288,1991,2.6,46,57,80.7,673,104,29,32,90.6,15,20,75.0,1,2,50.0,1,1.3,-0.3,2,1,2,0,3,Matches
75,Darko Brašanac,rs SRB,MF,Osasuna,30-036,1992,21.0,526,706,74.5,8324,1717,277,342,81.0,191,247,77.3,36,62,58.1,2,1.3,+0.7,22,41,13,3,42,Matches
76,Claudio Bravo,cl CHI,GK,Betis,38-341,1983,11.0,221,336,65.8,7757,5106,33,34,97.1,87,91,95.6,101,211,47.9,0,0.2,-0.2,1,7,1,0,0,Matches
77,Yan Brice Eteki,cm CMR,MF,Granada,24-206,1997,1.5,39,53,73.6,674,142,20,25,80.0,13,16,81.3,4,8,50.0,0,0.0,0.0,0,2,0,0,5,Matches
78,Bryan,es ESP,MFFW,Valencia,21-037,2001,5.3,84,144,58.3,1544,642,47,57,82.5,24,49,49.0,12,34,35.3,1,1.0,0.0,8,7,8,2,14,Matches
79,Ante Budimir,hr CRO,FW,Osasuna,30-241,1991,11.3,134,211,63.5,1866,280,85,120,70.8,35,62,56.5,6,7,85.7,1,0.6,+0.4,4,10,2,1,7,Matches
80,Sergio Busquets,es ESP,MF,Barcelona,33-247,1988,25.5,1743,1988,87.7,34139,8412,680,741,91.8,741,816,90.8,282,366,77.0,0,1.5,-1.5,24,190,19,0,166,Matches
81,Adrián Butzke,es ESP,FW,Granada,22-355,1999,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
