Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
479,Rodrigo,es ESP,FW,Betis,21-308,2000,8.4,303,369,82.1,5270,1630,146,162,90.1,123,146,84.2,30,48,62.5,1,1.2,-0.2,15,32,20,2,49,Matches
480,Kévin Rodrigues,pt POR,DFFW,Rayo Vallecano,28-015,1994,3.0,95,131,72.5,1487,692,43,52,82.7,42,52,80.8,6,19,31.6,0,0.0,0.0,1,9,1,0,7,Matches
481,Óscar Rodríguez Arnaiz,es ESP,FWMF,Sevilla,23-265,1998,4.6,166,210,79.0,3187,714,83,90,92.2,57,74,77.0,24,38,63.2,0,1.2,-1.2,7,13,5,2,15,Matches
482,Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,23-265,1998,5.6,142,200,71.0,2423,775,84,101,83.2,36,46,78.3,20,43,46.5,0,0.3,-0.3,7,14,0,0,9,Matches
483,Ángel Rodríguez,es ESP,FWMF,Mallorca,34-328,1987,12.3,143,200,71.5,2049,369,84,109,77.1,41,52,78.8,9,21,42.9,2,1.1,+0.9,8,11,9,1,18,Matches
484,Dani Rodríguez,es ESP,FWMF,Mallorca,33-287,1988,24.8,598,787,76.0,9759,2802,317,373,85.0,196,236,83.1,57,110,51.8,2,2.0,0.0,35,52,19,0,59,Matches
485,Guido Rodríguez,ar ARG,MF,Betis,27-342,1994,19.1,830,969,85.7,15931,4503,340,382,89.0,344,377,91.2,121,163,74.2,2,0.3,+1.7,9,79,7,2,60,Matches
486,Rodrygo,br BRA,FW,Real Madrid,21-070,2001,8.7,321,395,81.3,4026,1012,228,242,94.2,71,92,77.2,10,33,30.3,1,0.6,+0.4,8,17,16,1,28,Matches
487,Leonardo Román,es ESP,GK,Mallorca,21-257,2000,2.0,49,69,71.0,1460,824,10,10,100.0,19,19,100.0,20,40,50.0,0,0.0,0.0,0,1,0,0,0,Matches
488,Iván Romero,es ESP,FW,Sevilla,20-344,2001,1.9,25,32,78.1,362,26,11,14,78.6,10,11,90.9,1,1,100.0,0,0.0,0.0,0,1,1,0,1,Matches
489,Rubén,es ESP,DF,Espanyol,21-044,2001,0.2,3,10,30.0,48,9,2,3,66.7,1,4,25.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
490,Aitor Ruibal,es ESP,FWDF,Betis,25-363,1996,7.5,216,278,77.7,3453,1180,119,137,86.9,79,98,80.6,14,27,51.9,0,0.3,-0.3,6,19,9,1,30,Matches
491,Isma Ruiz,es ESP,MF,Granada,21-034,2001,3.0,90,107,84.1,1825,238,30,35,85.7,44,50,88.0,15,20,75.0,0,0.1,-0.1,1,6,0,0,1,Matches
492,Víctor Ruiz,es ESP,DF,Betis,33-054,1989,13.8,679,786,86.4,14869,5409,195,214,91.1,340,371,91.6,134,183,73.2,0,0.1,-0.1,5,37,2,0,39,Matches
493,Gerónimo Rulli,ar ARG,GK,Villarreal,29-304,1992,25.0,835,1006,83.0,23451,12064,106,109,97.2,454,460,98.7,274,436,62.8,0,0.0,0.0,0,10,0,0,1,Matches
494,Franco Russo,ar ARG,DF,Mallorca,27-146,1994,14.4,468,607,77.1,10800,4160,125,154,81.2,223,268,83.2,112,170,65.9,0,0.0,0.0,0,24,0,0,34,Matches
495,Mathew Ryan,au AUS,GK,Real Sociedad,29-346,1992,3.0,68,107,63.6,2178,1317,11,11,100.0,29,29,100.0,28,67,41.8,0,0.0,0.0,0,1,0,0,0,Matches
496,Youssouf Sabaly,sn SEN,DF,Betis,29-015,1993,3.0,134,157,85.4,2152,735,65,70,92.9,54,64,84.4,10,13,76.9,1,0.1,+0.9,3,8,2,0,10,Matches
497,Salvi,es ESP,MF,Cádiz,30-355,1991,14.6,209,340,61.5,3292,1182,116,145,80.0,70,103,68.0,16,67,23.9,1,1.4,-0.4,9,11,15,5,26,Matches
498,Fede San Emeterio,es ESP,MF,Cádiz,25-004,1997,5.5,176,205,85.9,3211,784,86,97,88.7,60,69,87.0,28,33,84.8,0,0.4,-0.4,3,15,3,0,16,Matches
499,Oihan Sancet,es ESP,FW,Athletic Club,21-329,2000,14.3,327,424,77.1,5066,1082,177,211,83.9,107,144,74.3,23,36,63.9,4,2.0,+2.0,21,29,22,1,40,Matches
500,Antonio Sánchez,es ESP,MFFW,Mallorca,25-078,1997,11.7,333,432,77.1,5558,1472,175,201,87.1,112,138,81.2,36,68,52.9,0,0.2,-0.2,7,21,7,2,27,Matches
501,Germán Sánchez,es ESP,DF,Granada,35-140,1986,20.4,647,833,77.7,14507,5050,188,207,90.8,302,341,88.6,145,266,54.5,0,0.0,0.0,0,31,0,0,32,Matches
502,Juan Sánchez,es ESP,MF,Sevilla,18-217,2003,0.1,2,4,50.0,50,1,0,1,0.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
503,Manuel Sánchez,es ESP,DF,Osasuna,21-208,2000,19.9,674,907,74.3,11472,5300,315,366,86.1,298,374,79.7,49,116,42.2,2,1.1,+0.9,15,64,27,10,73,Matches
504,Oier Sanjurjo,es ESP,MF,Osasuna,35-299,1986,5.5,142,198,71.7,2750,843,59,80,73.8,55,72,76.4,24,36,66.7,0,0.2,-0.2,2,23,6,2,17,Matches
505,Sergio Santos,es ESP,DF,Real Madrid,21-076,2001,0.1,7,7,100.0,133,37,4,4,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,1,0,1,1,0,Matches
506,Alvaro Sanz,es ESP,MF,Barcelona,21-034,2001,0.3,12,14,85.7,219,19,5,5,100.0,5,5,100.0,2,3,66.7,0,0.0,0.0,1,1,0,0,0,Matches
507,Joan Sastre Vanrell,es ESP,DF,Mallorca,24-324,1997,2.9,79,109,72.5,1584,760,29,36,80.6,35,48,72.9,13,21,61.9,0,0.0,0.0,0,4,0,0,3,Matches
508,Esteban Saveljich,me MNE,DF,Rayo Vallecano,30-304,1991,18.9,495,583,84.9,11490,3004,105,117,89.7,283,307,92.2,102,144,70.8,0,0.3,-0.3,2,16,4,2,25,Matches
509,Stefan Savić,me MNE,DF,Atlético Madrid,31-071,1991,19.1,772,921,83.8,17153,5390,228,262,87.0,379,410,92.4,157,228,68.9,0,0.1,-0.1,2,58,0,0,62,Matches
510,Valentino Scotta,es ESP,DF,Sevilla,20-222,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
511,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,30-097,1991,4.5,138,170,81.2,3024,1070,34,40,85.0,75,86,87.2,27,38,71.1,0,0.0,0.0,2,6,0,0,10,Matches
512,Javier Serrano,es ESP,MF,Atlético Madrid,19-063,2003,0.3,3,5,60.0,24,13,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
513,Nicolás Serrano,es ESP,MF,Athletic Club,19-015,2003,3.3,80,117,68.4,1262,386,41,48,85.4,30,37,81.1,6,22,27.3,0,0.1,-0.1,2,10,2,2,7,Matches
514,Salva Sevilla,es ESP,MF,Mallorca,38-002,1984,10.7,578,702,82.3,11302,3765,243,270,90.0,222,251,88.4,105,163,64.4,2,2.1,-0.1,17,65,15,0,70,Matches
515,David Silva,es ESP,MF,Real Sociedad,36-071,1986,13.0,581,668,87.0,9788,2015,288,321,89.7,220,246,89.4,56,70,80.0,1,2.0,-1.0,14,49,24,1,59,Matches
516,Jonathan Silva,ar ARG,DFMF,Getafe,27-264,1994,2.5,65,97,67.0,1107,536,30,37,81.1,27,34,79.4,6,16,37.5,0,0.1,-0.1,2,6,3,2,8,Matches
517,Rui Silva,pt POR,GK,Betis,28-041,1994,17.0,398,553,72.0,11759,6722,59,60,98.3,187,189,98.9,151,303,49.8,0,0.0,0.0,1,3,0,0,0,Matches
518,Unai Simón,es ESP,GK,Athletic Club,24-282,1997,25.0,510,679,75.1,15174,9454,83,83,100.0,251,254,98.8,174,339,51.3,0,0.0,0.0,1,10,0,0,0,Matches
519,Antonio Sivera,es ESP,GK,Alavés,25-221,1996,2.1,38,72,52.8,1762,1374,3,3,100.0,10,10,100.0,25,59,42.4,0,0.0,0.0,0,2,0,0,0,Matches
520,Rubén Sobrino,es ESP,FWMF,Cádiz,29-292,1992,14.7,255,344,74.1,3937,882,144,176,81.8,86,106,81.1,18,34,52.9,1,1.1,-0.1,11,18,5,2,23,Matches
521,Rubén Sobrino,es ESP,MF,Valencia,29-292,1992,0.2,1,1,100.0,19,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
522,Alex Sola,es ESP,DFFW,Real Sociedad,22-284,1999,0.5,15,21,71.4,258,123,7,8,87.5,7,8,87.5,1,3,33.3,0,0.1,-0.1,1,1,0,0,0,Matches
523,Augusto Solari,ar ARG,MFDF,Celta Vigo,30-076,1992,5.7,206,297,69.4,3270,932,108,132,81.8,73,101,72.3,17,44,38.6,0,0.2,-0.2,4,14,7,6,13,Matches
524,Roberto Soldado,es ESP,FW,Levante,36-297,1985,6.6,88,127,69.3,1271,214,49,66,74.2,25,37,67.6,6,9,66.7,2,0.7,+1.3,6,7,3,1,7,Matches
525,Carlos Soler,es ESP,MF,Valencia,25-077,1997,19.8,439,645,68.1,9012,3164,179,213,84.0,145,186,78.0,99,215,46.0,5,3.0,+2.0,39,37,27,6,59,Matches
526,Son,es ESP,DF,Levante,27-355,1994,14.8,552,748,73.8,10708,3938,238,274,86.9,216,274,78.8,88,169,52.1,0,0.8,-0.8,9,37,25,5,67,Matches
527,David Soria,es ESP,GK,Getafe,28-350,1993,28.9,474,890,53.3,22002,16889,29,29,100.0,98,100,98.0,345,757,45.6,0,0.0,0.0,0,19,0,0,0,Matches
528,Alberto Soro,es ESP,MFFW,Granada,23-011,1999,6.3,113,154,73.4,1809,500,60,73,82.2,41,52,78.8,9,18,50.0,0,0.6,-0.6,7,10,5,0,11,Matches
529,Hugo Sotelo,es ESP,MF,Celta Vigo,18-091,2003,0.0,2,2,100.0,64,30,0,0,,0,0,,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches
530,Damián Suárez,uy URU,DFMF,Getafe,33-327,1988,23.7,826,1201,68.8,16693,8640,347,404,85.9,343,452,75.9,123,291,42.3,3,2.7,+0.3,39,89,36,22,117,Matches
531,Denis Suárez,es ESP,MF,Celta Vigo,28-073,1994,22.4,1130,1423,79.4,19788,4887,551,621,88.7,425,507,83.8,126,230,54.8,2,2.8,-0.8,27,106,20,6,87,Matches
532,Luis Suárez,uy URU,FW,Atlético Madrid,35-055,1987,17.2,293,398,73.6,4760,705,162,210,77.1,94,118,79.7,31,41,75.6,2,1.3,+0.7,13,15,12,2,21,Matches
533,Mario Suárez,es ESP,DF,Rayo Vallecano,35-024,1987,5.2,112,139,80.6,2704,1117,27,29,93.1,56,64,87.5,29,46,63.0,0,0.0,0.0,1,7,0,0,7,Matches
534,Suso,es ESP,FW,Sevilla,28-121,1993,4.3,142,186,76.3,2378,574,79,87,90.8,51,68,75.0,12,25,48.0,1,0.4,+0.6,3,7,9,2,13,Matches
535,Mamadou Sylla,sn SEN,FW,Alavés,28-000,1994,4.4,39,69,56.5,727,154,20,33,60.6,15,24,62.5,4,9,44.4,0,0.1,-0.1,3,4,2,1,4,Matches
536,Mamadou Sylla,sn SEN,FWMF,Rayo Vallecano,28-000,1994,2.0,31,47,66.0,498,93,15,20,75.0,12,19,63.2,2,5,40.0,0,0.0,0.0,0,3,0,0,4,Matches
537,Alexander Sørloth,no NOR,FW,Real Sociedad,26-105,1995,10.2,187,262,71.4,2563,475,111,145,76.6,58,84,69.0,8,13,61.5,0,1.3,-1.3,12,10,7,2,17,Matches
538,Tachi,es ESP,DF,Alavés,24-191,1997,2.7,55,85,64.7,1606,845,10,16,62.5,28,36,77.8,17,33,51.5,0,0.1,-0.1,1,10,1,1,5,Matches
539,Renato Tapia,pe PER,MF,Celta Vigo,26-235,1995,13.1,561,707,79.3,12140,2685,178,208,85.6,238,277,85.9,129,189,68.3,0,0.1,-0.1,4,38,8,0,40,Matches
540,Cristian Tello,es ESP,FWMF,Betis,30-221,1991,8.0,249,325,76.6,3963,1029,132,158,83.5,86,108,79.6,21,35,60.0,2,2.0,0.0,16,10,10,4,22,Matches
541,Nahuel Tenaglia,ar ARG,DF,Alavés,26-027,1996,6.4,126,197,64.0,2376,1406,47,62,75.8,66,88,75.0,11,36,30.6,0,0.1,-0.1,2,13,3,0,14,Matches
542,Marc-André ter Stegen,de GER,GK,Barcelona,29-324,1992,25.0,828,951,87.1,21761,12403,155,157,98.7,424,429,98.8,242,358,67.6,0,0.0,0.0,0,6,0,0,2,Matches
543,David Timor,es ESP,MF,Getafe,32-154,1989,3.8,140,176,79.5,3092,903,54,63,85.7,55,62,88.7,29,48,60.4,0,0.0,0.0,0,16,2,0,20,Matches
544,Raúl de Tomás,es ESP,FW,Espanyol,27-154,1994,25.4,462,564,81.9,8595,1468,255,283,90.1,132,159,83.0,66,93,71.0,3,1.5,+1.5,22,39,11,2,47,Matches
545,Raúl Torrente,es ESP,DF,Granada,21-019,2001,14.1,439,595,73.8,10307,3616,115,133,86.5,218,256,85.2,105,194,54.1,0,0.8,-0.8,4,26,1,0,25,Matches
546,Ferrán Torres,es ESP,FW,Barcelona,22-019,2000,6.1,198,237,83.5,2957,556,117,133,88.0,61,71,85.9,11,16,68.8,2,0.8,+1.2,2,12,3,1,16,Matches
547,Óliver Torres,es ESP,MFFW,Sevilla,27-130,1994,8.2,365,449,81.3,7592,1896,157,171,91.8,124,143,86.7,77,115,67.0,1,0.8,+0.2,5,45,5,0,26,Matches
548,Pau Torres,es ESP,DF,Villarreal,25-063,1997,24.5,1394,1612,86.5,32662,10709,332,366,90.7,749,803,93.3,306,417,73.4,0,0.9,-0.9,7,132,5,0,134,Matches
549,Roberto Torres,es ESP,MFFW,Osasuna,33-013,1989,7.3,220,357,61.6,4477,1571,101,125,80.8,71,109,65.1,47,106,44.3,2,2.1,-0.1,22,16,11,5,21,Matches
550,Lucas Torró,es ESP,MF,Osasuna,27-244,1994,24.1,788,1014,77.7,13936,3644,350,427,82.0,341,418,81.6,77,127,60.6,0,0.2,-0.2,5,71,12,1,98,Matches
551,Adama Traoré,es ESP,FW,Barcelona,26-054,1996,2.9,90,119,75.6,1438,357,50,58,86.2,31,44,70.5,5,9,55.6,2,0.6,+1.4,5,5,8,6,8,Matches
552,Óscar Trejo,ar ARG,MF,Rayo Vallecano,33-328,1988,19.1,657,864,76.0,11499,3469,334,383,87.2,228,274,83.2,79,165,47.9,9,4.0,+5.0,46,75,22,3,86,Matches
553,Manu Trigueros,es ESP,MFFW,Villarreal,30-154,1991,17.9,709,882,80.4,12508,3706,325,366,88.8,297,347,85.6,74,124,59.7,4,2.5,+1.5,20,96,25,3,96,Matches
554,Kieran Trippier,eng ENG,DF,Atlético Madrid,31-182,1990,10.8,612,773,79.2,12116,5112,247,274,90.1,263,314,83.8,93,163,57.1,0,0.2,-0.2,7,54,23,4,87,Matches
555,Beñat Turrientes,es ESP,MF,Real Sociedad,20-048,2002,2.3,81,94,86.2,1461,254,43,46,93.5,24,31,77.4,13,15,86.7,0,0.2,-0.2,3,5,1,0,3,Matches
556,Samuel Umtiti,fr FRA,DF,Barcelona,28-126,1993,1.0,42,50,84.0,898,324,14,15,93.3,22,25,88.0,6,9,66.7,0,0.0,0.0,0,5,0,0,5,Matches
557,Enes Ünal,tr TUR,FW,Getafe,24-314,1997,22.2,322,493,65.3,4567,1018,189,262,72.1,95,147,64.6,18,31,58.1,0,0.9,-0.9,20,27,5,2,33,Matches
558,Myrto Uzuni,al ALB,MFFW,Granada,26-293,1995,5.3,55,81,67.9,857,120,29,40,72.5,19,27,70.4,4,6,66.7,0,0.0,0.0,1,1,0,0,1,Matches
559,Álvaro Vadillo,es ESP,MFDF,Espanyol,27-189,1994,0.1,7,11,63.6,117,10,3,4,75.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0,Matches
560,Óscar Valentín,es ESP,MF,Rayo Vallecano,27-212,1994,19.9,718,851,84.4,14184,3770,287,311,92.3,312,353,88.4,110,158,69.6,0,0.4,-0.4,10,84,8,1,76,Matches
561,Germán Valera,es ESP,FWMF,Real Sociedad,20-004,2002,0.6,14,17,82.4,209,36,9,9,100.0,3,5,60.0,2,3,66.7,0,0.0,0.0,0,0,0,0,1,Matches
562,Martin Valjent,sk SVK,DF,Mallorca,26-099,1995,26.3,872,1041,83.8,19964,7323,234,254,92.1,420,459,91.5,205,307,66.8,0,0.5,-0.5,6,53,1,0,39,Matches
563,Jesús Vallejo,es ESP,DF,Real Madrid,25-074,1997,0.1,11,11,100.0,254,57,2,2,100.0,7,7,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches
564,Manu Vallejo,es ESP,FWMF,Valencia,25-034,1997,1.1,31,44,70.5,510,188,16,18,88.9,11,15,73.3,3,8,37.5,0,0.1,-0.1,2,1,1,0,5,Matches
565,Manu Vallejo,es ESP,FWMF,Alavés,25-034,1997,1.8,13,18,72.2,231,65,7,11,63.6,5,5,100.0,1,1,100.0,1,0.0,+1.0,0,1,1,0,2,Matches
566,Federico Valverde,uy URU,MF,Real Madrid,23-241,1998,13.8,691,802,86.2,11562,2900,368,404,91.1,241,263,91.6,68,94,72.3,1,1.7,-0.7,15,72,14,2,51,Matches
567,José Luis García Vayá,es ESP,MF,Levante,23-221,1998,14.6,633,804,78.7,12458,3426,276,322,85.7,239,277,86.3,106,176,60.2,0,1.0,-1.0,15,68,10,2,62,Matches
568,Jesus Vazquez,es ESP,DFMF,Valencia,19-077,2003,4.8,126,186,67.7,1990,746,67,75,89.3,50,76,65.8,6,20,30.0,0,0.2,-0.2,4,8,1,1,6,Matches
569,Kevin Vázquez,es ESP,DF,Celta Vigo,28-362,1993,7.5,335,455,73.6,5180,2156,187,215,87.0,123,162,75.9,18,55,32.7,1,0.0,+1.0,1,14,6,3,22,Matches
570,Lucas Vázquez,es ESP,DF,Real Madrid,30-262,1991,12.5,833,985,84.6,14725,4364,389,425,91.5,358,404,88.6,77,131,58.8,0,1.3,-1.3,21,43,25,7,69,Matches
571,Gabriel Veiga,es ESP,MFFW,Celta Vigo,19-297,2002,0.1,6,6,100.0,79,32,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
572,Unai Vencedor Paris,es ESP,MF,Athletic Club,21-125,2000,20.4,814,1027,79.3,16368,4869,281,333,84.4,393,457,86.0,128,207,61.8,0,0.4,-0.4,11,98,14,1,110,Matches
573,Gonzalo Verdú,es ESP,DF,Elche,33-150,1988,12.4,467,546,85.5,11960,3140,61,65,93.8,285,305,93.4,118,170,69.4,0,0.0,0.0,0,18,0,0,20,Matches
574,Mikel Vesga,es ESP,MF,Athletic Club,28-303,1993,10.1,381,484,78.7,7475,2388,144,176,81.8,166,192,86.5,61,91,67.0,0,0.8,-0.8,10,48,8,3,69,Matches
575,Rúben Vezo,pt POR,DF,Levante,27-329,1994,20.8,852,1027,83.0,19962,6568,182,218,83.5,472,505,93.5,191,282,67.7,0,0.2,-0.2,3,57,3,0,69,Matches
576,Aleix Vidal,es ESP,DFMF,Espanyol,32-211,1989,15.5,636,796,79.9,11648,4266,259,291,89.0,296,338,87.6,69,126,54.8,0,1.2,-1.2,16,36,19,8,56,Matches
577,Nacho Vidal,es ESP,DF,Osasuna,27-055,1995,25.5,868,1209,71.8,16157,7519,363,437,83.1,387,521,74.3,104,196,53.1,1,1.8,-0.8,15,69,22,8,82,Matches
578,Dídac Vilà,es ESP,DF,Espanyol,32-284,1989,1.8,56,68,82.4,945,325,29,30,96.7,24,28,85.7,3,7,42.9,0,0.1,-0.1,1,4,1,0,4,Matches
579,Tonny Vilhena,nl NED,FWMF,Espanyol,27-076,1995,4.2,91,131,69.5,1371,490,62,72,86.1,14,26,53.8,13,27,48.1,1,0.5,+0.5,4,7,2,2,9,Matches
580,Asier Villalibre,es ESP,FW,Athletic Club,24-171,1997,3.8,45,80,56.3,614,75,28,41,68.3,16,27,59.3,0,5,0.0,0,0.0,0.0,1,4,0,0,2,Matches
581,Gonzalo Villar,es ESP,MF,Getafe,23-362,1998,1.4,38,48,79.2,839,228,16,16,100.0,12,17,70.6,9,12,75.0,0,0.0,0.0,0,8,1,0,6,Matches
582,Vitolo,es ESP,MFFW,Getafe,32-138,1989,2.5,96,119,80.7,1336,280,55,64,85.9,37,42,88.1,1,5,20.0,0,0.1,-0.1,4,8,4,0,8,Matches
583,Daniel Vivian,es ESP,DF,Athletic Club,22-248,1999,16.0,602,693,86.9,14016,4579,147,161,91.3,325,349,93.1,127,173,73.4,1,0.2,+0.8,1,22,0,0,31,Matches
584,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,30-069,1992,6.5,279,389,71.7,4695,1893,151,175,86.3,87,124,70.2,32,71,45.1,1,0.4,+0.6,3,17,4,3,26,Matches
585,Nikola Vukčević,me MNE,MF,Levante,30-097,1991,1.3,61,72,84.7,1069,248,24,26,92.3,29,32,90.6,6,8,75.0,0,0.0,0.0,2,5,1,0,6,Matches
586,Daniel Wass,dk DEN,MF,Valencia,32-293,1989,17.6,538,682,78.9,10155,3058,209,244,85.7,225,262,85.9,77,139,55.4,1,0.6,+0.4,13,61,8,1,61,Matches
587,Daniel Wass,dk DEN,DF,Atlético Madrid,32-293,1989,0.5,22,27,81.5,337,135,14,15,93.3,8,10,80.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,Matches
588,Iñaki Williams,es ESP,FW,Athletic Club,27-278,1994,23.4,320,495,64.6,4665,1006,198,266,74.4,86,139,61.9,21,41,51.2,3,4.3,-1.3,24,14,19,3,41,Matches
589,Nico Williams,es ESP,MF,Athletic Club,19-251,2002,10.5,243,341,71.3,3558,833,143,170,84.1,79,114,69.3,12,34,35.3,0,1.2,-1.2,12,13,10,3,28,Matches
590,Okay Yokuşlu,tr TUR,MFDF,Getafe,28-011,1994,1.2,40,47,85.1,628,134,19,23,82.6,18,19,94.7,1,3,33.3,0,0.0,0.0,0,4,1,0,5,Matches
591,Okay Yokuşlu,tr TUR,DFMF,Celta Vigo,28-011,1994,1.6,70,75,93.3,1140,265,36,38,94.7,23,25,92.0,8,9,88.9,0,0.0,0.0,0,1,0,0,3,Matches
592,Joseba Zaldúa,es ESP,DF,Real Sociedad,29-269,1992,9.6,363,472,76.9,6492,2655,163,180,90.6,156,205,76.1,40,69,58.0,0,0.4,-0.4,4,17,10,3,25,Matches
593,Oier Zarraga,es ESP,MF,Athletic Club,23-075,1999,10.7,329,423,77.8,5895,2273,138,166,83.1,142,175,81.1,37,59,62.7,0,0.2,-0.2,5,52,9,0,52,Matches
594,Luca Zidane,fr FRA,GKMF,Rayo Vallecano,23-311,1998,6.2,150,201,74.6,4849,3385,27,27,100.0,61,62,98.4,62,112,55.4,0,0.0,0.0,0,2,0,0,0,Matches
595,Igor Zubeldia,es ESP,DF,Real Sociedad,24-355,1997,10.9,542,611,88.7,11990,3125,143,149,96.0,290,318,91.2,107,138,77.5,1,0.0,+1.0,0,31,1,0,17,Matches
596,Martín Zubimendi,es ESP,MF,Real Sociedad,23-046,1999,18.8,781,915,85.4,14715,3713,319,357,89.4,346,386,89.6,100,140,71.4,1,0.4,+0.6,9,67,7,1,62,Matches
