Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
317,Florian Neuhaus,de GER,MF,M'Gladbach,25-004,1997,16.6,43,28,22,16,5,16,44,36.4,28,278,95,34.2,70,145,63,40,4,0,36,29,72,14,2,Matches
318,Moussa Niakhate,fr FRA,DF,Mainz 05,26-012,1996,20.5,42,27,26,15,1,16,28,57.1,12,245,104,42.4,132,96,17,32,8,1,24,55,97,83,0,Matches
319,Florian Niederlechner,de GER,FW,Augsburg,31-147,1990,8.6,7,5,0,5,2,4,9,44.4,5,117,35,29.9,2,47,68,10,1,0,9,1,8,4,0,Matches
320,Håvard Nielsen,no NOR,MFFW,Greuther Fürth,28-248,1993,14.3,27,18,8,15,4,8,21,38.1,13,253,81,32.0,47,135,71,19,1,0,18,8,35,16,0,Matches
321,Joakim Nilsson,se SWE,DF,Arminia,28-042,1994,23.4,34,16,22,12,0,16,23,69.6,7,261,80,30.7,156,99,6,49,19,1,30,47,81,145,1,Matches
322,Christopher Nkunku,fr FRA,FWMF,RB Leipzig,24-126,1997,23.4,20,10,7,10,3,6,21,28.6,15,398,122,30.7,50,168,180,26,5,0,21,18,38,13,0,Matches
323,Lukas Nmecha,de GER,FWMF,Wolfsburg,23-096,1998,11.2,12,7,6,4,2,1,8,12.5,7,210,54,25.7,22,104,84,10,0,0,10,5,17,10,0,Matches
324,Håvard Nordtveit,no NOR,DFMF,Hoffenheim,31-272,1990,1.4,2,2,1,1,0,2,2,100.0,0,12,4,33.3,5,5,2,1,0,0,1,3,5,8,0,Matches
325,Connor Noß,ie IRL,MF,M'Gladbach,21-078,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
326,Hugo Novoa,es ESP,MFFW,RB Leipzig,19-078,2003,1.4,5,2,2,0,3,2,5,40.0,3,43,10,23.3,8,16,19,1,0,0,1,2,7,0,0,Matches
327,Soma Novothny,hu HUN,FWMF,Bochum,27-277,1994,0.9,1,0,1,0,0,0,0,,0,23,7,30.4,5,8,10,0,0,0,0,2,3,1,0,Matches
328,Kasim Nuhu,gh GHA,DF,Hoffenheim,26-271,1995,0.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
329,Hans Nunoo Sarpei,gh GHA,DFMF,Greuther Fürth,23-210,1998,7.1,18,11,10,8,0,11,15,73.3,4,78,33,42.3,35,41,2,11,5,0,6,15,33,32,0,Matches
330,Bastian Oczipka,de GER,DF,Union Berlin,33-067,1989,7.9,17,12,13,2,2,8,12,66.7,4,101,33,32.7,53,32,16,15,1,0,14,16,33,14,1,Matches
331,Masaya Okugawa,jp JPN,MFFW,Arminia,25-340,1996,22.7,42,26,24,14,4,12,31,38.7,19,435,127,29.2,111,194,130,23,3,0,20,35,77,13,0,Matches
332,Dani Olmo,es ESP,MF,RB Leipzig,23-317,1998,4.2,5,3,0,3,2,1,6,16.7,5,89,25,28.1,17,36,36,5,1,0,4,6,11,1,0,Matches
333,Karim Onisiwo,at AUT,FW,Mainz 05,30-003,1992,20.4,20,10,2,9,9,3,13,23.1,10,423,112,26.5,27,147,249,27,1,0,26,8,28,4,0,Matches
334,Willi Orban,hu HUN,DF,RB Leipzig,29-137,1992,21.4,25,12,10,14,1,7,20,35.0,13,180,72,40.0,89,81,10,40,16,0,24,45,70,117,2,Matches
335,Stefan Ortega,de GER,GK,Arminia,29-134,1992,26.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,1,0,0,1,0,0,2,1,Matches
336,Patrick Osterhage,de GER,MF,Bochum,22-047,2000,4.3,9,9,5,4,0,2,4,50.0,2,112,40,35.7,26,61,25,8,1,0,7,9,18,3,0,Matches
337,Tomáš Ostrák,cz CZE,MFFW,Köln,22-043,2000,0.3,1,1,0,0,1,0,2,0.0,2,11,5,45.5,2,3,6,0,0,0,0,0,1,0,0,Matches
338,Paulo Otávio,br BRA,DF,Wolfsburg,27-117,1994,4.0,9,4,5,4,0,6,14,42.9,8,101,27,26.7,48,37,16,18,7,0,11,4,13,3,0,Matches
339,Reece Oxford,eng ENG,DF,Augsburg,23-094,1998,22.0,27,17,17,7,3,6,19,31.6,13,197,69,35.0,106,84,7,47,25,0,22,84,111,126,0,Matches
340,Salih Özcan,de GER,MF,Köln,24-068,1998,19.3,48,37,18,24,6,23,45,51.1,22,379,152,40.1,117,204,58,33,4,0,29,58,106,31,0,Matches
341,Levin Öztunalı,de GER,MF,Union Berlin,26-005,1996,6.2,14,9,6,5,3,5,13,38.5,8,173,43,24.9,46,87,40,8,0,0,8,6,20,15,0,Matches
342,Gonçalo Paciência,pt POR,FW,Eint Frankfurt,27-231,1994,2.1,1,1,1,0,0,0,0,,0,32,10,31.3,5,12,15,1,0,0,1,2,3,5,0,Matches
343,Exequiel Palacios,ar ARG,MF,Leverkusen,23-166,1998,9.4,29,21,15,11,3,12,25,48.0,13,197,67,34.0,81,92,24,12,1,0,11,41,70,6,1,Matches
344,Miloš Pantović,rs SRB,MFFW,Bochum,25-256,1996,13.3,19,13,10,6,3,6,19,31.6,13,252,75,29.8,82,121,49,25,4,0,21,20,39,13,0,Matches
345,Antonios Papadopoulos,de GER,DF,Dortmund,22-191,1999,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Matches
346,Matondo-Merveille Papela,de GER,MF,Mainz 05,21-061,2001,0.4,3,0,0,3,0,0,0,,0,21,8,38.1,5,15,1,1,0,0,1,2,5,0,0,Matches
347,Felix Passlack,de GER,DF,Dortmund,23-295,1998,4.1,11,7,9,2,0,7,9,77.8,2,59,20,33.9,32,19,8,14,1,0,13,1,12,8,0,Matches
348,Paulinho,br BRA,FW,Leverkusen,21-248,2000,7.8,18,13,6,10,2,4,17,23.5,13,116,40,34.5,31,57,28,12,1,0,11,10,28,3,0,Matches
349,Benjamin Pavard,fr FRA,DF,Bayern Munich,25-357,1996,17.5,33,22,17,12,4,11,22,50.0,11,191,62,32.5,75,81,35,29,11,0,18,38,71,42,0,Matches
350,Mads Pedersen,dk DEN,DFMF,Augsburg,25-200,1996,11.7,25,14,10,12,3,12,31,38.7,19,225,49,21.8,99,88,38,22,4,1,18,27,52,18,0,Matches
351,Peter Pekarík,sk SVK,DF,Hertha BSC,35-141,1986,17.8,38,16,26,10,2,21,32,65.6,11,172,46,26.7,101,56,15,38,8,0,30,26,64,40,0,Matches
352,Philipp Pentke,de GER,GK,Hoffenheim,36-323,1985,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
353,Ricardo Pepi,us USA,FW,Augsburg,19-070,2003,3.0,4,3,2,1,1,0,2,0.0,2,86,20,23.3,10,34,42,7,1,0,6,4,8,3,0,Matches
354,Pavao Pervan,at AUT,GK,Wolfsburg,34-127,1987,3.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
355,Nils Petersen,de GER,FW,Freiburg,33-104,1988,3.8,7,3,2,3,2,2,10,20.0,8,91,27,29.7,15,40,36,8,0,0,8,3,10,11,0,Matches
356,Jens Petter Hauge,no NOR,FWMF,Eint Frankfurt,22-159,1999,7.3,8,4,1,6,1,3,13,23.1,10,143,49,34.3,27,73,43,9,1,0,8,1,9,1,0,Matches
357,Maximilian Philipp,de GER,MFFW,Wolfsburg,28-019,1994,10.4,15,11,6,5,4,6,18,33.3,12,188,47,25.0,29,107,52,16,2,0,14,10,25,6,0,Matches
358,Krzysztof Piątek,pl POL,FW,Hertha BSC,26-262,1995,3.9,2,1,0,0,2,0,1,0.0,1,85,23,27.1,5,42,38,2,0,0,2,0,2,6,0,Matches
359,Amos Pieper,de GER,DF,Arminia,24-062,1998,21.6,44,22,28,15,1,17,36,47.2,19,207,83,40.1,119,79,9,40,20,0,20,52,96,154,2,Matches
360,Marvin Plattenhardt,de GER,DF,Hertha BSC,30-053,1992,14.9,28,16,20,5,3,13,25,52.0,12,166,51,30.7,94,56,16,39,4,0,35,15,43,32,0,Matches
361,Alassane Pléa,fr FRA,FWMF,M'Gladbach,29-010,1993,16.4,16,12,4,9,3,5,16,31.3,11,267,82,30.7,25,128,114,10,2,0,8,9,25,7,0,Matches
362,Joel Pohjanpalo,fi FIN,FW,Leverkusen,27-188,1994,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
363,Sebastian Polter,de GER,FW,Bochum,30-353,1991,19.5,7,6,0,5,2,3,10,30.0,7,324,94,29.0,6,131,187,13,4,0,9,6,13,15,0,Matches
364,Marin Pongračić,hr CRO,DF,Dortmund,24-190,1997,8.8,21,14,15,6,0,6,11,54.5,5,101,44,43.6,60,40,1,12,5,0,7,32,53,40,1,Matches
365,Stefan Posch,at AUT,DF,Hoffenheim,24-310,1997,19.9,57,34,26,25,6,28,46,60.9,18,249,99,39.8,112,118,19,50,18,1,32,38,95,71,0,Matches
366,Yussuf Poulsen,dk DEN,FWMF,RB Leipzig,27-278,1994,9.6,15,12,5,5,5,4,11,36.4,7,241,81,33.6,23,120,98,13,0,0,13,4,19,7,0,Matches
367,Manuel Prietl,at AUT,MF,Arminia,30-229,1991,16.9,42,25,15,23,4,11,40,27.5,29,337,109,32.3,93,205,39,21,4,0,17,41,83,33,0,Matches
368,Grischa Prömel,de GER,MF,Union Berlin,27-070,1995,19.9,29,20,13,14,2,17,44,38.6,27,330,101,30.6,88,172,70,28,3,0,25,33,62,17,0,Matches
369,Afimico Pululu,fr FRA,FW,Greuther Fürth,22-362,1999,0.6,2,2,1,0,1,0,0,,0,25,11,44.0,4,9,12,0,0,0,0,0,2,0,0,Matches
370,Sidney Raebiger,de GER,MF,RB Leipzig,16-337,2005,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Matches
371,Diant Ramaj,de GER,GK,Eint Frankfurt,20-182,2001,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
372,Guilherme Ramos,pt POR,DF,Arminia,24-221,1997,5.1,14,7,11,3,0,4,6,66.7,2,52,14,26.9,35,16,1,12,5,0,7,14,28,36,1,Matches
373,Tobias Raschl,de GER,MF,Greuther Fürth,22-027,2000,1.2,2,1,0,2,0,0,0,,0,20,6,30.0,6,11,3,4,0,0,4,2,4,0,0,Matches
374,David Raum,de GER,DF,Hoffenheim,23-332,1998,24.7,50,28,27,13,10,27,53,50.9,26,332,107,32.2,125,133,74,45,3,0,42,37,87,43,1,Matches
375,Reinier,br BRA,MFFW,Dortmund,20-060,2002,0.8,5,3,1,2,2,1,1,100.0,0,29,11,37.9,4,11,14,2,0,0,2,2,7,0,0,Matches
376,Panagiotis Retsos,gr GRE,DFFW,Leverkusen,23-223,1998,0.4,0,0,0,0,0,0,0,,0,6,3,50.0,4,2,0,0,0,0,0,1,1,1,0,Matches
377,Marco Reus,de GER,MFFW,Dortmund,32-293,1989,21.0,24,17,9,11,4,7,29,24.1,22,416,146,35.1,58,202,156,32,6,0,26,20,44,21,0,Matches
378,Elvis Rexhbeçaj,de GER,MF,Bochum,24-139,1997,22.5,40,17,14,21,5,12,37,32.4,25,367,100,27.2,85,200,82,46,8,0,38,29,69,15,0,Matches
379,Gio Reyna,us USA,MF,Dortmund,19-127,2002,3.6,5,1,1,4,0,2,6,33.3,4,66,20,30.3,13,30,23,5,0,0,5,2,7,2,0,Matches
380,Chris Richards,us USA,DF,Hoffenheim,21-357,2000,12.5,23,16,11,11,1,6,11,54.5,5,146,66,45.2,73,61,12,32,10,0,22,35,58,58,1,Matches
381,Chris Richards,us USA,DF,Bayern Munich,21-357,2000,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,Matches
382,Omar Richards,eng ENG,DF,Bayern Munich,24-033,1998,4.1,17,11,10,5,2,7,11,63.6,4,80,32,40.0,32,29,19,6,0,0,6,5,22,6,0,Matches
383,Marco Richter,de GER,FWMF,Hertha BSC,24-116,1997,16.5,27,13,10,10,7,11,28,39.3,17,268,68,25.4,74,118,76,31,4,0,27,28,55,14,0,Matches
384,Manuel Riemann,de GER,GK,Bochum,33-192,1988,24.0,0,0,0,0,0,0,3,0.0,3,7,1,14.3,7,0,0,0,0,0,0,1,1,0,1,Matches
385,Marc Roca,es ESP,MF,Bayern Munich,25-114,1996,4.0,9,7,2,4,3,2,6,33.3,4,99,34,34.3,22,55,22,6,0,0,6,8,17,2,0,Matches
386,Cimo Röcker,de GER,DF,Hertha BSC,28-058,1994,0.2,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,1,1,0,0,Matches
387,Sebastian Rode,de GER,MF,Eint Frankfurt,31-160,1990,5.8,14,10,8,4,2,3,11,27.3,8,123,37,30.1,40,67,16,13,2,0,11,13,27,5,1,Matches
388,Romario Rösch,de GER,MF,Mainz 05,22-262,1999,0.0,0,0,0,0,0,0,0,,0,3,1,33.3,0,0,3,0,0,0,0,0,0,0,0,Matches
389,Jérôme Roussillon,fr FRA,DF,Wolfsburg,29-073,1993,16.2,23,13,13,9,1,7,15,46.7,8,202,65,32.2,91,81,30,36,3,0,33,19,42,27,1,Matches
390,Sebastian Rudy,de GER,MF,Hoffenheim,32-020,1990,7.4,23,12,5,17,1,6,17,35.3,11,141,56,39.7,39,79,23,7,3,0,4,11,34,17,0,Matches
391,Georginio Rutter,fr FRA,FWMF,Hoffenheim,19-334,2002,15.3,21,16,7,9,5,6,13,46.2,7,328,104,31.7,31,133,164,22,1,0,21,5,26,7,0,Matches
392,Julian Ryerson,no NOR,DF,Union Berlin,24-123,1997,11.8,20,8,5,13,2,11,18,61.1,7,180,49,27.2,70,78,32,18,4,0,14,16,36,21,0,Matches
393,Frederik Rønnow,dk DEN,GK,Union Berlin,29-228,1992,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
394,Marcel Sabitzer,at AUT,MFFW,RB Leipzig,28-003,1994,0.5,1,1,1,0,0,1,1,100.0,0,5,2,40.0,1,4,0,1,0,0,1,1,2,0,0,Matches
395,Marcel Sabitzer,at AUT,MFDF,Bayern Munich,28-003,1994,8.3,17,7,7,8,2,10,21,47.6,11,139,45,32.4,37,70,32,11,2,0,9,11,28,6,0,Matches
396,Roland Sallai,hu HUN,MFFW,Freiburg,24-302,1997,11.7,20,11,9,5,6,7,20,35.0,13,164,50,30.5,41,68,55,14,0,0,14,14,34,14,0,Matches
397,Diadie Samassékou,ml MLI,MF,Hoffenheim,26-068,1996,12.4,27,16,10,13,4,12,25,48.0,13,214,63,29.4,52,130,32,22,6,0,16,24,51,22,0,Matches
398,Leroy Sané,de GER,FWMF,Bayern Munich,26-068,1996,19.0,29,17,3,19,7,11,27,40.7,16,323,121,37.5,41,143,139,15,0,0,15,25,54,4,1,Matches
399,Mohamed Sankoh,nl NED,FW,Stuttgart,18-155,2003,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
400,Baptiste Santamaria,fr FRA,MF,Freiburg,27-011,1995,0.2,0,0,0,0,0,0,1,0.0,1,3,3,100.0,1,1,1,1,0,0,1,0,0,1,0,Matches
401,Bouna Sarr,sn SEN,DF,Bayern Munich,30-048,1992,0.7,4,2,2,1,1,3,4,75.0,1,11,6,54.5,5,5,1,4,1,0,3,3,7,0,0,Matches
402,Joseph Scally,us USA,DF,M'Gladbach,19-079,2002,19.1,38,18,18,15,5,14,34,41.2,20,337,94,27.9,136,138,63,38,4,0,34,36,74,30,0,Matches
403,Kevin Schade,de GER,FWMF,Freiburg,20-113,2001,9.2,16,11,9,7,0,5,17,29.4,12,180,55,30.6,47,64,69,15,2,0,13,9,25,12,0,Matches
404,András Schäfer,hu HUN,MF,Union Berlin,22-341,1999,0.7,2,2,0,1,1,0,4,0.0,4,24,8,33.3,5,14,5,1,0,0,1,3,5,1,0,Matches
405,Louis Schaub,at AUT,MF,Köln,27-081,1994,5.4,16,9,11,3,2,5,15,33.3,10,146,61,41.8,52,48,46,16,3,0,13,5,21,6,0,Matches
406,Patrik Schick,cz CZE,FW,Leverkusen,26-055,1996,17.2,3,1,0,2,1,0,5,0.0,5,172,44,25.6,9,74,89,9,2,0,7,5,8,21,0,Matches
407,Kingsley Schindler,de GER,DFMF,Köln,28-251,1993,3.5,2,1,0,1,1,1,10,10.0,9,58,16,27.6,20,23,15,3,1,0,2,7,9,8,0,Matches
408,Xaver Schlager,at AUT,MF,Wolfsburg,24-173,1997,4.5,14,11,5,7,2,7,19,36.8,12,110,39,35.5,38,60,12,7,0,0,7,5,19,5,0,Matches
409,Keven Schlotterbeck,de GER,DF,Freiburg,24-326,1997,3.1,12,3,7,5,0,4,5,80.0,1,41,15,36.6,22,17,2,6,4,0,2,12,24,23,1,Matches
410,Nico Schlotterbeck,de GER,DF,Freiburg,22-109,1999,23.9,62,42,32,24,6,23,38,60.5,15,236,92,39.0,125,95,16,52,29,1,23,63,125,134,1,Matches
411,Jonathan Schmid,fr FRA,DF,Freiburg,31-267,1990,4.6,7,5,2,2,3,4,7,57.1,3,41,20,48.8,12,18,11,7,1,0,6,7,14,6,0,Matches
412,Benno Schmitz,de GER,DF,Köln,27-123,1994,23.7,62,38,27,24,11,39,82,47.6,43,375,131,34.9,156,137,82,43,8,1,35,49,111,44,0,Matches
413,Alessandro Schöpf,at AUT,MF,Arminia,28-041,1994,22.3,34,19,13,17,4,15,26,57.7,11,438,128,29.2,109,227,102,32,5,0,27,40,74,19,0,Matches
414,Nico Schulz,de GER,DF,Dortmund,28-353,1993,9.0,24,18,8,10,6,7,15,46.7,8,107,45,42.1,32,41,34,13,1,0,12,19,43,9,0,Matches
415,Marvin Schwäbe,de GER,GK,Köln,26-329,1995,13.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,1,0,0,1,0,0,0,1,Matches
416,Alexander Schwolow,de GER,GK,Hertha BSC,29-291,1992,24.0,0,0,0,0,0,0,0,,0,4,2,50.0,4,0,0,0,0,0,0,1,1,2,1,Matches
417,Paul Seguin,de GER,MF,Greuther Fürth,26-356,1995,22.8,51,32,14,28,9,25,53,47.2,28,391,129,33.0,119,201,71,38,4,0,34,38,89,27,0,Matches
418,Davie Selke,de GER,FW,Hertha BSC,27-059,1995,7.3,6,5,1,4,1,1,7,14.3,6,161,46,28.6,14,95,52,7,1,0,6,1,7,5,0,Matches
419,Suat Serdar,de GER,MFFW,Hertha BSC,24-343,1997,20.1,59,35,25,29,5,13,41,31.7,28,403,114,28.3,113,216,74,37,3,0,34,35,94,10,0,Matches
420,Janni Serra,de GER,FW,Arminia,24-007,1998,7.7,3,1,1,1,1,1,6,16.7,5,161,56,34.8,10,71,80,9,2,0,7,6,9,19,0,Matches
421,Zidan Sertdemir,dk DEN,MFFW,Leverkusen,17-044,2005,0.2,2,0,2,0,0,1,1,100.0,0,6,0,0.0,3,1,2,0,0,0,0,0,2,0,0,Matches
422,Nils Seufert,de GER,MF,Greuther Fürth,25-045,1997,1.1,2,2,1,1,0,1,1,100.0,0,21,4,19.0,9,9,3,3,1,0,2,1,3,2,0,Matches
423,Kiliann Sildillia,fr FRA,DF,Freiburg,19-308,2002,1.5,5,3,2,3,0,2,4,50.0,2,31,10,32.3,18,11,2,4,0,0,4,3,8,10,0,Matches
424,André Silva,pt POR,FW,RB Leipzig,26-134,1995,18.1,13,13,1,5,7,2,11,18.2,9,233,79,33.9,8,99,126,18,2,0,16,6,19,7,0,Matches
425,Mohamed Simakan,fr FRA,DF,RB Leipzig,21-321,2000,17.3,32,17,22,8,2,13,26,50.0,13,208,81,38.9,116,77,15,25,11,0,14,38,70,65,1,Matches
426,Daley Sinkgraven,nl NED,DF,Leverkusen,26-259,1995,2.6,5,2,3,2,0,2,5,40.0,3,25,10,40.0,15,7,3,5,1,0,4,2,7,3,0,Matches
427,Ellyes Skhiri,tn TUN,MF,Köln,26-314,1995,13.2,38,25,22,15,1,15,34,44.1,19,262,94,35.9,91,131,40,35,5,0,30,33,71,26,1,Matches
428,Robert Skov,dk DEN,DFFW,Hoffenheim,25-304,1996,2.7,2,2,1,1,0,1,4,25.0,3,32,9,28.1,7,15,10,3,0,0,3,4,6,2,0,Matches
429,Danilo Soares,br BRA,DF,Bochum,30-142,1991,23.2,102,60,56,34,12,45,72,62.5,27,381,130,34.1,171,145,65,60,7,2,53,90,192,72,0,Matches
430,Yann Sommer,ch SUI,GK,M'Gladbach,33-093,1988,26.0,0,0,0,0,0,0,2,0.0,2,3,0,0.0,3,0,0,0,0,0,0,0,0,0,2,Matches
431,Borna Sosa,hr CRO,DF,Stuttgart,24-058,1998,21.8,26,12,17,6,3,10,23,43.5,13,192,66,34.4,88,61,43,38,5,1,33,23,49,39,0,Matches
432,Djibril Sow,ch SUI,MF,Eint Frankfurt,25-042,1997,23.9,65,31,33,27,5,13,44,29.5,31,495,153,30.9,154,279,62,46,9,0,37,64,129,22,0,Matches
433,Jerry St. Juste,nl NED,DF,Mainz 05,25-152,1996,6.7,16,12,7,9,0,8,11,72.7,3,78,36,46.2,41,34,3,14,5,0,9,21,37,26,0,Matches
434,Anton Stach,de GER,MF,Mainz 05,23-125,1998,14.1,28,19,17,9,2,11,28,39.3,17,281,82,29.2,107,132,42,27,3,0,24,54,82,28,1,Matches
435,Kostas Stafylidis,gr GRE,DF,Bochum,28-108,1993,11.9,41,21,21,11,9,15,27,55.6,12,129,43,33.3,59,47,23,24,6,1,18,37,78,45,0,Matches
436,Josip Stanišić,hr CRO,DF,Bayern Munich,21-352,2000,5.5,16,10,6,8,2,7,16,43.8,9,90,27,30.0,30,38,22,11,0,0,11,15,31,9,0,Matches
437,Niklas Stark,de GER,DF,Hertha BSC,26-340,1995,21.2,39,24,26,11,2,11,21,52.4,10,205,83,40.5,132,64,9,40,15,0,25,41,80,127,1,Matches
438,Renato Steffen,ch SUI,FWMF,Wolfsburg,30-137,1991,9.7,19,5,11,7,1,7,18,38.9,11,175,50,28.6,53,76,46,14,0,0,14,15,34,10,0,Matches
439,Pascal Stenzel,de GER,DF,Stuttgart,26-000,1996,6.7,19,15,12,4,3,9,24,37.5,15,97,42,43.3,54,31,12,15,2,0,13,16,35,12,0,Matches
440,Angelo Stiller,de GER,MF,Hoffenheim,20-350,2001,13.1,20,13,9,5,6,4,10,40.0,6,223,74,33.2,61,112,50,17,3,0,14,17,37,11,0,Matches
441,Lars Stindl,de GER,MFFW,M'Gladbach,33-206,1988,14.3,18,11,5,11,2,5,21,23.8,16,308,80,26.0,41,144,123,24,3,0,21,11,29,9,0,Matches
442,Kevin Stöger,at AUT,MFFW,Mainz 05,28-205,1993,3.9,11,6,5,4,2,3,9,33.3,6,79,25,31.6,22,26,31,7,0,0,7,12,23,1,0,Matches
443,Tobias Strobl,de GER,MFDF,Augsburg,31-312,1990,3.6,5,2,2,3,0,1,8,12.5,7,75,28,37.3,25,45,5,11,2,0,9,8,13,5,0,Matches
444,Niklas Süle,de GER,DF,Bayern Munich,26-198,1995,19.2,35,22,22,13,0,17,22,77.3,5,142,56,39.4,74,60,8,20,11,0,9,32,67,60,1,Matches
445,Ádám Szalai,hu HUN,FW,Mainz 05,34-101,1987,2.9,4,3,0,3,1,1,2,50.0,1,58,20,34.5,2,25,31,4,0,0,4,0,4,0,0,Matches
446,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,21-146,2000,14.3,21,14,7,10,4,10,24,41.7,14,310,104,33.5,46,159,105,34,3,0,31,16,37,15,0,Matches
447,Jonathan Tah,de GER,DF,Leverkusen,26-037,1996,24.8,26,13,20,6,0,13,20,65.0,7,185,72,38.9,119,59,7,36,19,0,17,54,80,136,2,Matches
448,Edmond Tapsoba,bf BFA,DF,Leverkusen,23-046,1999,12.2,20,12,15,4,1,10,19,52.6,9,121,46,38.0,80,37,4,23,10,0,13,35,55,39,1,Matches
449,Niklas Tauer,de GER,DFMF,Mainz 05,21-031,2001,3.9,14,6,7,7,0,7,10,70.0,3,73,17,23.3,38,30,5,6,2,0,4,8,22,13,0,Matches
450,Robert Tesche,de GER,MF,Bochum,34-297,1987,3.2,6,3,3,2,1,4,7,57.1,3,42,15,35.7,16,20,6,6,3,1,3,7,13,7,1,Matches
451,Cedric Teuchert,de GER,MFFW,Union Berlin,25-065,1997,1.2,4,1,3,1,0,1,5,20.0,4,32,12,37.5,11,17,4,2,0,0,2,1,5,0,0,Matches
452,Jan Thielmann,de GER,MFFW,Köln,19-298,2002,10.5,28,13,10,13,5,9,18,50.0,9,249,78,31.3,45,105,99,27,2,0,25,21,49,12,0,Matches
453,Erik Thommy,de GER,FWDF,Stuttgart,27-212,1994,1.0,0,0,0,0,0,0,0,,0,14,5,35.7,6,0,8,4,0,0,4,2,2,0,0,Matches
454,Marcus Thuram,fr FRA,FWMF,M'Gladbach,24-226,1997,8.7,17,11,0,12,5,3,6,50.0,3,148,51,34.5,21,77,50,8,0,0,8,6,23,6,0,Matches
455,Alexis Tibidi,fr FRA,FWMF,Stuttgart,18-137,2003,3.5,8,3,3,3,2,3,5,60.0,2,49,15,30.6,6,30,13,7,0,0,7,3,11,2,0,Matches
456,Steffen Tigges,de GER,FWMF,Dortmund,23-232,1998,1.2,5,2,3,1,1,1,2,50.0,1,43,15,34.9,3,25,15,6,1,0,5,1,6,3,0,Matches
457,Malik Tillman,de GER,FWMF,Bayern Munich,19-296,2002,1.2,2,1,0,2,0,0,2,0.0,2,39,15,38.5,12,14,13,8,1,0,7,4,6,0,0,Matches
458,Timothy Tillman,de GER,MF,Greuther Fürth,23-075,1999,15.7,35,18,20,10,5,12,31,38.7,19,307,97,31.6,109,136,62,33,3,0,30,23,58,19,0,Matches
459,Corentin Tolisso,fr FRA,MF,Bayern Munich,27-229,1994,7.3,14,9,2,11,1,6,15,40.0,9,159,60,37.7,38,90,31,8,1,0,7,7,21,12,0,Matches
460,Tiago Tomás,pt POR,FWMF,Stuttgart,19-277,2002,5.7,2,1,0,2,0,0,2,0.0,2,91,23,25.3,10,38,43,4,0,0,4,0,2,2,0,Matches
461,Jordan Torunarigha,de GER,DF,Hertha BSC,24-225,1997,5.4,4,2,1,3,0,2,4,50.0,2,35,14,40.0,19,14,2,5,2,0,3,19,23,31,0,Matches
462,Almamy Touré,ml MLI,DF,Eint Frankfurt,25-326,1996,4.5,11,6,6,4,1,4,10,40.0,6,80,26,32.5,36,29,15,12,1,0,11,7,18,11,0,Matches
463,Lucas Tousart,fr FRA,MF,Hertha BSC,24-325,1997,14.8,35,20,15,18,2,6,24,25.0,18,336,108,32.1,133,164,39,24,5,0,19,30,65,48,0,Matches
464,Kevin Trapp,de GER,GK,Eint Frankfurt,31-255,1990,25.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,Matches
465,Christopher Trimmel,at AUT,DF,Union Berlin,35-024,1987,16.2,42,21,24,15,3,22,39,56.4,17,205,59,28.8,98,85,22,29,3,1,26,37,79,60,0,Matches
466,Tuta,br BRA,DF,Eint Frankfurt,22-259,1999,17.6,36,18,23,12,1,16,37,43.2,21,274,92,33.6,141,112,21,47,12,2,35,48,84,68,0,Matches
