Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
467,Anthony Ujah,ng NGA,FWMF,Union Berlin,31-157,1990,0.4,0,0,0,0,0,0,0,,0,13,3,23.1,0,7,6,0,0,0,0,0,0,0,0,Matches
468,Sven Ulreich,de GER,GK,Bayern Munich,33-229,1988,5.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
469,Dayot Upamecano,fr FRA,DF,Bayern Munich,23-144,1998,18.6,46,23,28,18,0,16,26,61.5,10,255,106,41.6,133,108,14,26,7,0,19,52,98,52,3,Matches
470,Benjamin Uphoff,de GER,GK,Freiburg,28-224,1993,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,Matches
471,Mark Uth,de GER,FWMF,Köln,30-208,1991,15.2,29,16,9,9,11,12,30,40.0,18,372,114,30.6,48,151,173,21,1,0,20,15,44,9,0,Matches
472,Ruben Vargas,ch SUI,MFFW,Augsburg,23-227,1998,19.0,28,14,8,15,5,7,19,36.8,12,267,87,32.6,61,127,79,12,1,0,11,27,55,14,0,Matches
473,Sebastian Vasiliadis,gr GRE,MF,Arminia,24-167,1997,10.9,44,25,23,17,4,11,34,32.4,23,254,77,30.3,86,132,36,22,2,0,20,34,78,29,1,Matches
474,Mickey van de Ven,nl NED,DF,Wolfsburg,20-335,2001,0.4,3,1,1,1,1,0,0,,0,5,1,20.0,2,2,1,1,1,0,0,3,6,0,0,Matches
475,Vincent Vermeij,nl NED,MF,Freiburg,27-223,1994,0.0,0,0,0,0,0,0,0,,0,3,2,66.7,0,0,3,1,0,0,1,0,0,0,0,Matches
476,Nick Viergever,nl NED,DF,Greuther Fürth,32-229,1989,16.7,30,19,22,7,1,10,20,50.0,10,156,63,40.4,94,54,8,33,18,0,15,37,67,103,0,Matches
477,Andreas Voglsammer,de GER,FW,Union Berlin,30-070,1992,8.0,15,7,6,5,4,4,13,30.8,9,158,37,23.4,26,66,66,12,3,0,9,0,15,7,0,Matches
478,Kevin Vogt,de GER,DF,Hoffenheim,30-178,1991,22.5,20,11,14,6,0,8,20,40.0,12,198,88,44.4,91,100,7,23,6,0,17,25,45,82,1,Matches
479,Aster Vranckx,be BEL,MF,Wolfsburg,19-167,2002,11.1,32,23,16,12,4,9,25,36.0,16,283,104,36.7,96,144,43,24,7,0,17,17,49,18,0,Matches
480,Luca Waldschmidt,de GER,MFFW,Wolfsburg,25-305,1996,7.8,9,3,4,5,0,3,10,30.0,7,94,27,28.7,28,44,22,7,0,0,7,8,17,3,0,Matches
481,Paul Wanner,de GER,FWMF,Bayern Munich,16-087,2005,0.4,2,2,0,2,0,1,1,100.0,0,15,6,40.0,2,6,7,1,0,0,1,0,2,0,0,Matches
482,Wout Weghorst,nl NED,FW,Wolfsburg,29-225,1992,17.3,13,7,4,6,3,3,12,25.0,9,403,117,29.0,32,171,200,16,3,0,13,3,16,10,0,Matches
483,Noah Weißhaupt,de GER,MFFW,Freiburg,20-181,2001,0.7,2,0,1,0,1,1,3,33.3,2,13,5,38.5,3,6,4,2,0,0,2,4,6,0,0,Matches
484,Silvan Widmer,ch SUI,DF,Mainz 05,29-015,1993,25.5,57,35,29,17,11,27,48,56.3,21,383,127,33.2,169,137,77,61,14,0,47,35,92,49,2,Matches
485,Jetro Willems,nl NED,DF,Greuther Fürth,27-355,1994,14.1,28,17,15,8,5,13,21,61.9,8,155,45,29.0,71,61,23,28,1,0,27,27,55,39,0,Matches
486,Patrick Wimmer,at AUT,FWMF,Arminia,20-294,2001,16.9,42,27,10,21,11,8,35,22.9,27,408,115,28.2,74,201,133,28,2,0,26,38,80,16,0,Matches
487,Jonas Wind,dk DEN,FW,Wolfsburg,23-041,1999,5.7,5,0,0,3,2,0,0,,0,98,30,30.6,6,37,55,3,1,0,2,4,9,8,0,Matches
488,Frederik Winther,dk DEN,DF,Augsburg,21-075,2001,3.6,8,4,4,4,0,5,6,83.3,1,42,14,33.3,28,14,0,7,1,0,6,9,17,17,0,Matches
489,Florian Wirtz,de GER,MFFW,Leverkusen,18-321,2003,20.6,28,18,11,12,5,8,27,29.6,19,423,140,33.1,85,215,123,14,1,0,13,29,57,2,0,Matches
490,Axel Witsel,be BEL,MFDF,Dortmund,33-067,1989,15.6,33,21,11,19,3,12,26,46.2,14,186,64,34.4,68,103,15,20,5,0,15,21,54,41,0,Matches
491,Hannes Wolf,at AUT,FWMF,M'Gladbach,22-338,1999,3.4,20,10,5,9,6,8,17,47.1,9,92,32,34.8,15,50,27,13,0,0,13,5,25,2,0,Matches
492,Marius Wolf,de GER,DFFW,Dortmund,26-297,1995,8.3,14,6,7,6,1,3,10,30.0,7,148,40,27.0,47,73,28,12,1,0,11,16,30,3,0,Matches
493,Jeong Woo-yeong,kr KOR,FWMF,Freiburg,22-181,1999,16.7,9,4,3,6,0,2,9,22.2,7,335,88,26.3,48,184,103,8,0,0,8,14,23,14,0,Matches
494,Joscha Wosz,de GER,DF,RB Leipzig,19-243,2002,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Matches
495,Dan-Axel Zagadou,fr FRA,DF,Dortmund,22-290,1999,5.2,13,5,10,2,1,4,6,66.7,2,65,23,35.4,33,26,6,10,4,1,6,12,25,20,0,Matches
496,Denis Zakaria,ch SUI,MFDF,M'Gladbach,25-120,1996,15.5,29,19,13,14,2,11,25,44.0,14,215,75,34.9,87,102,26,36,5,0,31,37,66,23,0,Matches
497,Deyovaisio Zeefuik,nl NED,DFMF,Hertha BSC,24-009,1998,6.3,12,7,7,4,1,3,8,37.5,5,93,28,30.1,49,28,16,17,4,0,13,12,24,17,3,Matches
498,Robin Zentner,de GER,GK,Mainz 05,27-143,1994,26.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,3,0,Matches
499,Andi Zeqiri,ch SUI,FWMF,Augsburg,22-271,1999,10.5,8,4,2,4,2,1,9,11.1,8,216,54,25.0,33,118,65,15,1,0,14,10,18,10,0,Matches
500,Simon Zoller,de GER,FW,Bochum,30-267,1991,4.0,3,2,0,0,3,0,3,0.0,3,69,16,23.2,16,27,26,2,0,0,2,1,4,1,0,Matches
