,Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
122,158,Junior Firpo,es ESP,DF,Leeds United,25-209,1996.0,19,15,1334,14.8,0,1,0,0,0,9,0,0.0,0.07,0.07,0.0,0.07,0.7,0.7,1.7,2.4,0.05,0.11,0.16,0.05,0.16,Matches,50776.557692307695,2640381,27927.115384615383,1452210,42307.69230769231,2200000,23269.23076923077,1210000,57485.28846153846,2989235,31616.903846153848,1644079,4-yrs,10561526,5808839,8800000,4840000,11956938,6576316,Reserve,D,LB,25,Dominican Republic,Leeds
123,159,Ashley Fletcher,eng ENG,FW,Watford,26-168,1995.0,3,0,30,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.16,0.0,1.16,1.16,1.16,Matches,8308.884615384615,432062,4616.057692307692,240035,6923.076923076923,360000,3846.153846153846,200000,9406.673076923076,489147,5225.942307692308,271749,5-yrs,2160312,1200173,1800000,1000000,2445737,1358743,Reserve,F,CF,26,England,Watford
124,160,Phil Foden,eng ENG,FW,Manchester City,21-295,2000.0,21,18,1608,17.9,7,3,7,0,0,1,0,0.39,0.17,0.56,0.39,0.56,7.8,7.8,4.6,12.4,0.43,0.26,0.69,0.43,0.69,Matches,14309.76923076923,744108,7847.288461538462,408059,11923.076923076924,620000,6538.461538461538,340000,16200.403846153846,842421,8884.096153846154,461973,3-yrs,2232323,1224177,1860000,1020000,2527262,1385918,Starter,M,CM,21,England,Manchester City
125,161,Pablo Fornals,es ESP,FWMF,West Ham,26-025,1996.0,27,25,2129,23.7,6,2,6,0,0,4,0,0.25,0.08,0.34,0.25,0.34,4.1,4.1,3.5,7.6,0.17,0.15,0.32,0.17,0.32,Matches,80780.90384615384,4200607,44544.90384615384,2316335,67307.69230769231,3500000,37115.38461538462,1930000,91453.84615384616,4755600,50430.269230769234,2622374,3-yrs,12601821,6949004,10500000,5790000,14266802,7867122,Starter,F,AM,25,Spain,West Ham
126,162,Adam Forshaw,eng ENG,MF,Leeds United,30-162,1991.0,21,16,1440,16.0,0,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,1.1,1.4,0.02,0.07,0.09,0.02,0.09,Matches,24003.46153846154,1248180,13155.75,684099,20000.0,1040000,10961.53846153846,570000,27174.865384615383,1413093,14893.923076923076,774484,2-yrs,2496361,1368198,2080000,1140000,2826185,1548967,Reserve,M,CM,30,England,Leeds
127,164,Fraser Forster,eng ENG,GK,Southampton,34-002,1988.0,12,12,1080,12.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,84012.13461538461,4368631,46160.519230769234,2400347,70000.0,3640000,38461.53846153846,2000000,95112.01923076923,4945825,52259.34615384616,2717486,1-yr,4368631,2400347,3640000,2000000,4945825,2717486,Starter,K,GK,33,England,Southampton
128,165,Ben Foster,eng ENG,GK,Watford,38-350,1983.0,18,18,1620,18.0,0,1,0,0,0,0,0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches,36005.21153846154,1872271,19849.01923076923,1032149,30000.0,1560000,16538.46153846154,860000,40762.28846153846,2119639,22471.51923076923,1168519,1-yr,1872271,1032149,1560000,860000,2119639,1168519,Starter,K,GK,38,England,Watford
129,166,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,28-023,1994.0,24,16,1349,15.0,2,3,2,0,0,3,0,0.13,0.2,0.33,0.13,0.33,2.4,2.4,2.0,4.3,0.16,0.13,0.29,0.16,0.29,Matches,42006.07692307692,2184316,23080.25,1200173,35000.0,1820000,19230.76923076923,1000000,47556.0,2472912,26129.67307692308,1358743,4-yrs,8737262,4800694,7280000,4000000,9891649,5434972,Starter,F,LW,27,Scotland,Newcastle
130,167,Fred,br BRA,MF,Manchester Utd,29-014,1993.0,23,21,1764,19.6,3,4,3,0,0,5,0,0.15,0.2,0.36,0.15,0.36,1.0,1.0,1.5,2.4,0.05,0.08,0.12,0.05,0.12,Matches,144020.8076923077,7489082,79165.28846153847,4116595,120000.0,6240000,65961.53846153847,3430000,163049.15384615384,8478556,89624.76923076923,4660488,2-yrs,14978164,8233190,12480000,6860000,16957113,9320977,Reserve,M,CM,28,Brazil,Manchester United
131,168,Ryan Fredericks,eng ENG,DF,West Ham,29-160,1992.0,5,1,127,1.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,48006.94230769231,2496361,26311.5,1368198,40000.0,2080000,21923.07692307692,1140000,54349.71153846154,2826185,29787.82692307692,1548967,1-yr,2496361,1368198,2080000,1140000,2826185,1548967,Reserve,D,RB,29,England,West Ham
132,170,Conor Gallagher,eng ENG,MF,Crystal Palace,22-041,2000.0,25,25,2200,24.4,8,3,8,0,0,8,0,0.33,0.12,0.45,0.33,0.45,5.0,5.0,3.2,8.2,0.2,0.13,0.33,0.2,0.33,Matches,38313.230769230766,1992288,21003.03846153846,1092158,31923.07692307692,1660000,17500.0,910000,43375.25,2255513,23778.0,1236456,1-yr,1992288,1092158,1660000,910000,2255513,1236456,Starter,M,CM,21,England,Crystal Palace
133,171,Dwight Gayle,eng ENG,FW,Newcastle Utd,31-153,1990.0,5,0,32,0.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.05,0.18,0.14,0.18,Matches,48006.94230769231,2496361,26311.5,1368198,40000.0,2080000,21923.07692307692,1140000,54349.71153846154,2826185,29787.82692307692,1548967,3-yrs,7489082,4104593,6240000,3420000,8478556,4646901,Reserve,F,CF,32,England,Newcastle
134,172,Jean-Philippe Gbamin,ci CIV,MF,Everton,26-175,1995.0,3,1,67,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,3-yrs,14042029,7741118,11700000,6450000,15897293,8763892,Reserve,M,DM,26,Cote d&#39;Ivoire,Everton
135,173,David de Gea,es ESP,GK,Manchester Utd,31-132,1990.0,29,29,2610,29.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,450065.0192307693,23403381,247651.17307692303,12877861,375000.0,19500000,206346.15384615384,10730000,509528.6153846154,26495488,280371.3846153846,14579312,2-yrs,46806763,25755721,39000000,21460000,52990977,29158625,Starter,K,GK,31,Spain,Manchester United
136,174,Joe Gelhardt,eng ENG,FWMF,Leeds United,19-319,2002.0,13,2,467,5.2,2,1,2,0,0,4,0,0.39,0.19,0.58,0.39,0.58,2.2,2.2,0.4,2.6,0.42,0.07,0.5,0.42,0.5,Matches,19849.01923076923,1032149,10847.71153846154,564081,16538.46153846154,860000,9038.46153846154,470000,22471.51923076923,1168519,12280.942307692309,638609,3-yrs,3096447,1692244,2580000,1410000,3505557,1915828,Reserve,F,CF,19,England,Leeds
137,175,Anwar El Ghazi,nl NED,FW,Everton,26-320,1995.0,2,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,37159.21153846154,1932279,20541.42307692308,1068154,30961.53846153846,1610000,17115.384615384617,890000,42068.769230769234,2187576,23255.403846153848,1209281,1-yr,1932279,1068154,1610000,890000,2187576,1209281,Reserve,F,RW,26,Netherlands,Everton
138,176,Anwar El Ghazi,nl NED,FWMF,Aston Villa,26-320,1995.0,9,4,386,4.3,1,1,0,1,1,2,0,0.23,0.23,0.47,0.0,0.23,1.1,0.3,0.4,0.7,0.25,0.09,0.33,0.07,0.16,Matches,37159.21153846154,1932279,20541.42307692308,1068154,30961.53846153846,1610000,17115.384615384617,890000,42068.769230769234,2187576,23255.403846153848,1209281,1-yr,1932279,1068154,1610000,890000,2187576,1209281,Reserve,F,RW,26,Netherlands,Everton
139,177,Saman Ghoddos,ir IRN,MFDF,Brentford,28-194,1993.0,15,3,434,4.8,1,1,1,0,0,2,0,0.21,0.21,0.41,0.21,0.41,0.6,0.6,1.2,1.9,0.13,0.25,0.38,0.13,0.38,Matches,18002.596153846152,936135,9924.51923076923,516075,15000.0,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,2-yrs,1872271,1032149,1560000,860000,2119639,1168519,Starter,F,AM,28,Iran,Brentford
140,180,Ben Gibson,eng ENG,DF,Norwich City,29-063,1993.0,24,24,2134,23.7,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,0.05,0.0,0.05,0.05,0.05,Matches,48006.94230769231,2496361,26311.5,1368198,40000.0,2080000,21923.07692307692,1140000,54349.71153846154,2826185,29787.82692307692,1548967,3-yrs,7489082,4104593,6240000,3420000,8478556,4646901,Starter,D,CB,29,England,Norwich
141,181,Billy Gilmour,sct SCO,MF,Norwich City,20-281,2001.0,18,16,1416,15.7,0,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,0.7,0.7,2.0,2.6,0.04,0.13,0.17,0.04,0.17,Matches,51930.57692307692,2700390,28619.51923076923,1488215,43269.230769230766,2250000,23846.153846153848,1240000,58791.769230769234,3057172,32400.78846153846,1684841,1-yr,2700390,1488215,2250000,1240000,3057172,1684841,Reserve,M,CM,20,Scotland,Norwich
142,182,Ben Godfrey,eng ENG,DF,Everton,24-063,1998.0,19,19,1669,18.5,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.7,1.8,0.06,0.04,0.1,0.06,0.1,Matches,92321.03846153848,4800694,50776.557692307695,2640381,76923.07692307692,4000000,42307.69230769231,2200000,104518.69230769233,5434972,57485.28846153846,2989235,4-yrs,19202774,10561526,16000000,8800000,21739888,11956938,Reserve,D,CB,24,England,Everton
143,183,André Gomes,pt POR,MF,Everton,28-232,1993.0,12,5,503,5.6,0,1,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,0.6,0.6,0.2,0.8,0.11,0.04,0.15,0.11,0.15,Matches,134788.71153846153,7009013,74087.63461538461,3852557,112307.69230769233,5840000,61730.769230769234,3210000,152597.28846153847,7935059,83876.25,4361565,3-yrs,21027038,11557670,17520000,9630000,23805177,13084695,Starter,M,CM,28,Portugal,Everton
144,184,Toti Gomes,pt POR,DF,Wolves,23-062,1999.0,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3231.230769230769,168024,1846.423076923077,96014,2692.3076923076924,140000,1538.4615384615386,80000,3658.153846153846,190224,2090.3653846153848,108699,1-yr,168024,96014,140000,80000,190224,108699,Reserve,D,CB,23,Portugal,Wolverhampton
145,185,Joe Gomez,eng ENG,DF,Liverpool,24-300,1997.0,5,1,106,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,3-yrs,14042029,7741118,11700000,6450000,15897293,8763892,Reserve,D,CB,24,England,Liverpool
146,187,Anthony Gordon,eng ENG,MFFW,Everton,21-023,2001.0,24,16,1505,16.7,3,2,3,0,0,2,0,0.18,0.12,0.3,0.18,0.3,2.4,2.4,1.8,4.1,0.14,0.11,0.25,0.14,0.25,Matches,12001.73076923077,624090,6693.269230769231,348050,10000.0,520000,5576.923076923077,290000,13587.423076923076,706546,7577.596153846154,394035,4-yrs,2496361,1392201,2080000,1160000,2826185,1576142,Starter,F,LW,20,England,Everton
147,189,Dan Gosling,eng ENG,MF,Watford,32-046,1990.0,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,42006.07692307692,2184316,23080.25,1200173,35000.0,1820000,19230.76923076923,1000000,47556.0,2472912,26129.67307692308,1358743,2-yrs,4368631,2400347,3640000,2000000,4945825,2717486,Reserve,M,CM,32,England,Watford
148,190,Demarai Gray,eng ENG,MFFW,Everton,25-264,1996.0,23,21,1692,18.8,5,2,5,0,0,3,0,0.27,0.11,0.37,0.27,0.37,3.2,3.2,2.7,5.9,0.17,0.14,0.31,0.17,0.31,Matches,53084.59615384616,2760399,29311.92307692308,1524220,44230.769230769234,2300000,24423.07692307692,1270000,60098.25,3125109,33184.692307692305,1725604,3-yrs,8281196,4572661,6900000,3810000,9375327,5176811,Starter,F,LW,25,England,Everton
149,191,Jack Grealish,eng ENG,FW,Manchester City,26-190,1995.0,19,17,1446,16.1,2,2,2,0,0,2,0,0.12,0.12,0.25,0.12,0.25,4.1,4.1,5.0,9.1,0.26,0.31,0.57,0.26,0.57,Matches,360052.01923076925,18722705,198028.61538461535,10297488,300000.0,15600000,165000.0,8580000,407622.9038461539,21196391,224192.59615384616,11658015,6-yrs,112336230,61784927,93600000,51480000,127178345,69948090,Reserve,F,LW,26,England,Manchester City
150,193,Sam Greenwood,eng ENG,FWMF,Leeds United,20-052,2002.0,2,0,81,0.9,0,1,0,0,0,0,0,0.0,1.11,1.11,0.0,1.11,0.1,0.1,0.2,0.3,0.08,0.22,0.3,0.08,0.3,Matches,1615.6153846153843,84012,923.2115384615385,48007,1346.1538461538462,70000,769.2307692307693,40000,1829.076923076923,95112,1045.1923076923076,54350,2-yrs,168024,96014,140000,80000,190224,108699,Reserve,F,CF,20,England,Leeds
151,194,Pascal Groß,de GER,MFDF,Brighton,30-277,1991.0,20,17,1376,15.3,0,3,0,0,1,0,0,0.0,0.2,0.2,0.0,0.2,2.1,1.3,3.2,4.5,0.14,0.21,0.35,0.09,0.3,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,1-yr,3120451,1716248,2600000,1430000,3532732,1943002,Starter,M,CM,30,Germany,Brighton
152,195,Vicente Guaita,es ESP,GK,Crystal Palace,35-068,1987.0,24,24,2115,23.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,92321.03846153848,4800694,50776.557692307695,2640381,76923.07692307692,4000000,42307.69230769231,2200000,104518.69230769233,5434972,57485.28846153846,2989235,2-yrs,9601387,5280763,8000000,4400000,10869944,5978469,Starter,K,GK,35,Spain,Crystal Palace
153,197,Bruno Guimarães,br BRA,MF,Newcastle Utd,24-123,1997.0,8,3,290,3.2,1,0,1,0,0,1,0,0.31,0.0,0.31,0.31,0.31,0.9,0.9,0.5,1.3,0.27,0.14,0.41,0.27,0.41,Matches,144020.8076923077,7489082,79165.28846153847,4116595,120000.0,6240000,65961.53846153847,3430000,163049.15384615384,8478556,89624.76923076923,4660488,5-yrs,37445410,20582974,31200000,17150000,42392782,23302442,Reserve,M,DM,24,Brazil,Newcastle
154,199,Angus Gunn,eng ENG,GK,Norwich City,26-056,1996.0,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,4-yrs,6240902,3456499,5200000,2880000,7065464,3913180,Starter,K,GK,26,England,Norwich
155,200,Grant Hanley,sct SCO,DF,Norwich City,30-119,1991.0,24,24,2087,23.2,1,0,1,0,0,2,0,0.04,0.0,0.04,0.04,0.04,1.2,1.2,0.2,1.4,0.05,0.01,0.06,0.05,0.06,Matches,24003.46153846154,1248180,13155.75,684099,20000.0,1040000,10961.53846153846,570000,27174.865384615383,1413093,14893.923076923076,774484,4-yrs,4992721,2736395,4160000,2280000,5652371,3097934,Starter,D,CB,30,Scotland,Norwich
156,201,Jack Harrison,eng ENG,FWMF,Leeds United,25-119,1996.0,27,24,1973,21.9,5,1,5,0,0,3,0,0.23,0.05,0.27,0.23,0.27,3.2,3.2,2.2,5.4,0.15,0.1,0.25,0.15,0.25,Matches,18002.596153846152,936135,9924.51923076923,516075,15000.0,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,3-yrs,2808406,1548224,2340000,1290000,3179459,1752778,Starter,F,LW,25,England,Leeds
157,202,Kortney Hause,eng ENG,DF,Aston Villa,26-246,1995.0,7,4,397,4.4,1,0,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches,9693.71153846154,504073,5308.461538461538,276040,8076.923076923077,420000,4423.076923076923,230000,10974.46153846154,570672,6009.826923076923,312511,4-yrs,2016291,1104160,1680000,920000,2282688,1250044,Reserve,D,CB,26,England,Aston Villa
158,203,Kai Havertz,de GER,FWMF,Chelsea,22-281,1999.0,20,16,1305,14.5,6,2,6,0,0,2,0,0.41,0.14,0.55,0.41,0.55,5.5,5.5,1.1,6.6,0.38,0.08,0.46,0.38,0.46,Matches,180026.01923076922,9361353,99014.30769230767,5148744,150000.0,7800000,82500.0,4290000,203811.4423076923,10598195,112096.28846153848,5829007,4-yrs,37445410,20594976,31200000,17160000,42392782,23316030,Reserve,F,AM,22,Germany,Chelsea
159,204,Isaac Hayden,eng ENG,MFDF,Newcastle Utd,26-362,1995.0,14,12,1002,11.1,1,0,1,0,0,5,0,0.09,0.0,0.09,0.09,0.09,0.4,0.4,0.1,0.5,0.04,0.01,0.05,0.04,0.05,Matches,26311.5,1368198,14540.557692307691,756109,21923.07692307692,1140000,12115.384615384615,630000,29787.82692307692,1548967,16461.69230769231,856008,5-yrs,6840988,3780546,5700000,3150000,7744835,4280040,Reserve,M,DM,26,England,Newcastle
160,206,Jordan Henderson,eng ENG,MF,Liverpool,31-275,1990.0,26,23,2003,22.3,2,5,2,0,0,3,0,0.09,0.22,0.31,0.09,0.31,1.4,1.4,3.4,4.8,0.06,0.15,0.22,0.06,0.22,Matches,168024.26923076922,8737262,92321.03846153848,4800694,140000.0,7280000,76923.07692307692,4000000,190224.0192307692,9891649,104518.69230769233,5434972,4-yrs,34949049,19202774,29120000,16000000,39566596,21739888,Reserve,M,CM,31,England,Liverpool
161,208,Wayne Hennessey,wls WAL,GK,Burnley,35-054,1987.0,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.06,0.06,0.0,0.06,Matches,14309.76923076923,744108,7847.288461538462,408059,11923.076923076924,620000,6538.461538461538,340000,16200.403846153846,842421,8884.096153846154,461973,2-yrs,1488215,816118,1240000,680000,1684841,923945,Reserve,K,GK,35,Wales,Burnley
162,209,Rico Henry,eng ENG,DF,Brentford,24-254,1997.0,25,24,2014,22.4,2,0,2,0,0,2,0,0.09,0.0,0.09,0.09,0.09,1.5,1.5,0.6,2.1,0.07,0.03,0.09,0.07,0.09,Matches,14309.76923076923,744108,7847.288461538462,408059,11923.076923076924,620000,6538.461538461538,340000,16200.403846153846,842421,8884.096153846154,461973,2-yrs,1488215,816118,1240000,680000,1684841,923945,Starter,D,LB,24,England,Brentford
163,211,Ki-Jana Hoever,nl NED,DF,Wolves,20-060,2002.0,8,4,308,3.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,48468.53846153846,2520364,26773.096153846152,1392201,40384.61538461538,2100000,22307.69230769231,1160000,54872.307692307695,2853360,30310.42307692308,1576142,4-yrs,10081457,5568805,8400000,4640000,11413441,6304568,Reserve,D,RB,20,Netherlands,Wolverhampton
164,212,Rob Holding,eng ENG,DF,Arsenal,26-180,1995.0,8,4,431,4.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.04,0.0,0.04,0.04,0.04,Matches,48006.94230769231,2496361,26311.5,1368198,40000.0,2080000,21923.07692307692,1140000,54349.71153846154,2826185,29787.82692307692,1548967,3-yrs,7489082,4104593,6240000,3420000,8478556,4646901,Reserve,D,CB,26,England,Arsenal
165,213,Mason Holgate,eng ENG,DF,Everton,25-148,1996.0,16,14,1328,14.8,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.03,0.0,0.03,0.03,0.03,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,4-yrs,6240902,3456499,5200000,2880000,7065464,3913180,Starter,D,CB,25,England,Everton
166,214,Callum Hudson-Odoi,eng ENG,FWMF,Chelsea,21-132,2000.0,15,11,962,10.7,1,2,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28,2.1,2.1,2.3,4.4,0.2,0.21,0.41,0.2,0.41,Matches,144020.8076923077,7489082,79165.28846153847,4116595,120000.0,6240000,65961.53846153847,3430000,163049.15384615384,8478556,89624.76923076923,4660488,3-yrs,22467246,12349784,18720000,10290000,25435669,13981465,Starter,F,RW,21,England,Chelsea
167,215,Will Hughes,eng ENG,MF,Crystal Palace,26-336,1995.0,12,10,818,9.1,0,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,0.1,0.1,0.6,0.7,0.01,0.07,0.08,0.01,0.08,Matches,64624.730769230766,3360486,35543.59615384616,1848267,53846.15384615384,2800000,29615.384615384617,1540000,73163.07692307692,3804480,40239.69230769231,2092464,3-yrs,10081457,5544801,8400000,4620000,11413441,6277393,Starter,M,CM,26,England,Crystal Palace
168,217,Adam Idah,ie IRL,FWMF,Norwich City,21-008,2001.0,17,6,625,6.9,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,2.0,2.0,0.6,2.6,0.28,0.09,0.37,0.28,0.37,Matches,6000.865384615385,312045,3231.230769230769,168024,5000.0,260000,2692.3076923076924,140000,6793.711538461538,353273,3658.153846153846,190224,3-yrs,936135,504073,780000,420000,1059820,570672,Starter,F,CF,20,Ireland,Norwich
169,218,Kelechi Iheanacho,ng NGA,FWMF,Leicester City,25-167,1996.0,18,7,744,8.3,2,5,2,0,0,1,0,0.24,0.6,0.85,0.24,0.85,2.2,2.2,2.3,4.5,0.26,0.28,0.55,0.26,0.55,Matches,72010.40384615384,3744541,39698.03846153846,2064298,60000.0,3120000,33076.92307692308,1720000,81524.57692307692,4239278,44943.03846153846,2337038,3-yrs,11233623,6192895,9360000,5160000,12717834,7011114,Reserve,F,CF,25,Nigeria,Leicester
170,219,Danny Ings,eng ENG,FW,Aston Villa,29-239,1992.0,22,18,1515,16.8,5,5,4,1,1,2,0,0.3,0.3,0.59,0.24,0.53,4.5,3.8,1.6,5.3,0.27,0.09,0.36,0.22,0.32,Matches,144020.8076923077,7489082,79165.28846153847,4116595,120000.0,6240000,65961.53846153847,3430000,163049.15384615384,8478556,89624.76923076923,4660488,3-yrs,22467246,12349784,18720000,10290000,25435669,13981465,Reserve,F,CF,29,England,Aston Villa
171,221,Alex Iwobi,ng NGA,MFFW,Everton,25-320,1996.0,17,11,1045,11.6,2,1,2,0,0,1,0,0.17,0.09,0.26,0.17,0.26,1.5,1.5,1.4,2.9,0.13,0.12,0.25,0.13,0.25,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,3-yrs,9361353,5148744,7800000,4290000,10598195,5829007,Reserve,F,LW,25,Nigeria,Everton
172,222,Daniel James,wls WAL,FWMF,Leeds United,24-129,1997.0,26,24,2025,22.5,4,3,4,0,0,6,0,0.18,0.13,0.31,0.18,0.31,5.0,5.0,2.4,7.4,0.22,0.11,0.33,0.22,0.33,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,5-yrs,15602254,8581240,13000000,7150000,17663659,9715012,Starter,F,LW,24,Wales,Leeds
173,223,Daniel James,wls WAL,FW,Manchester Utd,24-129,1997.0,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,5-yrs,15602254,8581240,13000000,7150000,17663659,9715012,Starter,F,LW,24,Wales,Leeds
174,224,Reece James,eng ENG,DF,Chelsea,22-101,1999.0,17,15,1183,13.1,5,6,5,0,0,4,1,0.38,0.46,0.84,0.38,0.84,2.0,2.0,4.3,6.2,0.15,0.32,0.47,0.15,0.47,Matches,69702.38461538461,3624524,38313.230769230766,1992288,58076.92307692308,3020000,31923.07692307692,1660000,78911.61538461539,4103404,43375.25,2255513,4-yrs,14498095,7969151,12080000,6640000,16413615,9022054,Reserve,D,RB,22,England,Chelsea
175,225,Vitaly Janelt,de GER,MF,Brentford,23-313,1998.0,23,20,1726,19.2,2,0,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1,2.0,2.0,1.5,3.5,0.11,0.08,0.18,0.11,0.18,Matches,12001.73076923077,624090,6693.269230769231,348050,10000.0,520000,5576.923076923077,290000,13587.423076923076,706546,7577.596153846154,394035,3-yrs,1872271,1044151,1560000,870000,2119639,1182106,Reserve,M,DM,23,Germany,Brentford
176,226,Pontus Jansson,se SWE,DF,Brentford,31-034,1991.0,29,29,2601,28.9,1,1,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,1.6,1.6,0.4,2.0,0.05,0.01,0.07,0.05,0.07,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,2-yrs,3120451,1728250,2600000,1440000,3532732,1956590,Starter,D,CB,30,Sweden,Brentford
177,227,Mathias Jensen,dk DEN,MF,Brentford,26-077,1996.0,22,14,1133,12.6,0,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,1.2,1.2,2.8,4.0,0.09,0.22,0.32,0.09,0.32,Matches,24003.46153846154,1248180,13155.75,684099,20000.0,1040000,10961.53846153846,570000,27174.865384615383,1413093,14893.923076923076,774484,2-yrs,2496361,1368198,2080000,1140000,2826185,1548967,Starter,M,CM,26,Denmark,Brentford
