Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
16,Rubén Alcaraz,es ESP,MF,Cádiz,30-323,1991.0,7,6,570,6.3,2,0,2,0,0,3,0,0.32,0.0,0.32,0.32,0.32,0.6,0.6,0.4,0.9,0.09,0.06,0.15,0.09,0.15,Matches,6.3,22,15,8,14,0,7,16,43.8,9,135,49,36.3,46,77,12,9,1,0,8,9,31,5,0,,,,,,,,,,,,,,,314,366,85.8,6863,1942,115,123,93.5,117,129,90.7,77,103,74.8,0,0.4,-0.4,6,47,7,1,40,14807.692307692309,770000,7115.384615384615,370000,12337.96153846154,641574,5928.634615384615,308289,16764.115384615383,871734,8055.4807692307695,418885,1-yr,770000,370000,641574,308289,871734,418885,Starter,M,CM,30,Spain,Cadiz
17,Omar Alderete,py PAR,DF,Valencia,25-084,1996.0,23,22,1886,21.0,2,0,2,0,0,11,0,0.1,0.0,0.1,0.1,0.1,0.8,0.8,0.2,1.0,0.04,0.01,0.05,0.04,0.05,Matches,21.0,47,32,29,17,1,23,39,59.0,16,184,69,37.5,102,74,8,30,16,0,14,45,92,152,0,,,,,,,,,,,,,,,435,694,62.7,11446,5119,110,136,80.9,180,234,76.9,138,310,44.5,0,0.2,-0.2,3,59,6,0,63,23076.92307692308,1200000,11153.846153846154,580000,19228.0,999856,9293.53846153846,483264,26125.903846153848,1358547,12627.51923076923,656631,1-yr,1200000,580000,999856,483264,1358547,656631,Reserve,D,CB,25,Paraguay,Valencia
18,Iván Alejo,es ESP,MF,Cádiz,27-038,1995.0,12,5,569,6.3,1,2,1,0,0,5,0,0.16,0.32,0.47,0.16,0.47,0.3,0.3,1.1,1.4,0.04,0.18,0.22,0.04,0.22,Matches,6.3,17,13,15,2,0,10,22,45.5,12,165,39,23.6,70,64,31,8,0,0,8,7,24,6,0,,,,,,,,,,,,,,,88,163,54.0,1431,619,49,63,77.8,24,44,54.5,11,46,23.9,2,1.1,0.9,11,6,10,8,9,9038.46153846154,470000,4423.076923076923,230000,7530.961538461538,391610,3685.3653846153848,191639,10232.634615384615,532097,5007.461538461538,260388,4-yrs,1880000,920000,1566440,766556,2128390,1041553,Starter,F,RW,26,Spain,Cadiz
19,Carles Aleñá,es ESP,MF,Getafe,24-074,1998.0,25,25,1971,21.9,1,2,1,0,0,6,1,0.05,0.09,0.14,0.05,0.14,1.4,1.4,1.5,2.9,0.06,0.07,0.13,0.06,0.13,Matches,21.9,27,17,11,13,3,14,40,35.0,26,453,114,25.2,98,253,102,23,2,0,21,16,43,9,0,,,,,,,,,,,,,,,571,717,79.6,10397,2110,268,298,89.9,207,256,80.9,84,129,65.1,2,1.5,0.5,18,50,15,4,54,12115.384615384615,630000,5769.2307692307695,300000,10094.692307692309,524924,4807.0,249964,13716.096153846154,713237,6531.4807692307695,339637,5-yrs,3150000,1500000,2624621,1249819,3566185,1698183,Starter,M,CM,24,Spain,Getafe
22,Yeray Álvarez,es ESP,DF,Athletic Club,27-055,1995.0,16,16,1395,15.5,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.02,0.0,0.02,0.02,0.02,Matches,15.5,29,16,16,13,0,7,11,63.6,4,102,44,43.1,47,50,5,18,11,1,7,41,70,68,0,,,,,,,,,,,,,,,677,803,84.3,15107,5558,186,203,91.6,359,394,91.1,128,189,67.7,0,0.1,-0.1,2,47,4,0,55,49230.769230769234,2560000,23653.846153846152,1230000,41019.71153846154,2133025,19708.69230769231,1024852,55735.25,2898233,26779.03846153846,1392510,5-yrs,12800000,6150000,10665126,5124260,14491165,6962552,Reserve,D,CB,27,Spain,Athletic Club
23,Dani Alves,br BRA,DF,Barcelona,38-318,1983.0,5,5,422,4.7,1,2,1,0,0,1,1,0.21,0.43,0.64,0.21,0.64,0.1,0.1,1.2,1.3,0.02,0.26,0.28,0.02,0.28,Matches,4.7,12,8,4,6,2,6,11,54.5,5,58,17,29.3,20,27,11,4,2,0,2,7,19,2,0,,,,,,,,,,,,,,,352,415,84.8,6065,2061,189,202,93.6,125,140,89.3,35,67,52.2,2,1.2,0.8,13,41,8,4,22,2980.769230769231,155000,1346.1538461538462,70000,2483.6153846153848,129148,1121.6346153846157,58325,3374.596153846154,175479,1524.0192307692307,79249,1-yr,155000,70000,129148,58325,175479,79249,Starter,D,RB,38,Brazil,Barcelona
26,Florin Andone,ro ROU,FW,Cádiz,28-343,1993.0,5,1,176,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.13,0.02,0.15,0.13,0.15,Matches,2.0,0,0,0,0,0,0,0,,0,28,8,28.6,1,14,13,2,0,0,2,1,1,1,0,,,,,,,,,,,,,,,28,40,70.0,372,45,18,21,85.7,8,13,61.5,1,2,50.0,0,0.0,0.0,2,3,0,0,2,46730.769230769234,2430000,22500.0,1170000,38936.69230769231,2024708,18747.28846153846,974859,52904.94230769231,2751057,25472.75,1324583,1-yr,2430000,1170000,2024708,974859,2751057,1324583,Reserve,F,CF,28,Romania,Cadiz
27,José Ángel,es ESP,DF,Osasuna,32-196,1989.0,18,8,773,8.6,1,1,1,0,0,1,1,0.12,0.12,0.23,0.12,0.23,0.2,0.2,1.1,1.3,0.02,0.13,0.15,0.02,0.15,Matches,8.6,23,20,9,11,3,10,18,55.6,8,76,30,39.5,31,36,9,10,0,0,10,15,38,18,0,,,,,,,,,,,,,,,430,556,77.3,9767,4557,146,174,83.9,184,214,86.0,96,158,60.8,1,1.1,-0.1,7,46,21,10,52,12500.0,650000,5961.538461538462,310000,10415.153846153846,541588,4967.2307692307695,258296,14151.51923076923,735879,6749.192307692308,350958,2-yrs,1300000,620000,1083177,516592,1471759,701916,Reserve,D,LB,32,Spain,Osasuna
29,Mauro Arambarri,uy URU,MF,Getafe,26-171,1995.0,23,23,1943,21.6,0,5,0,0,0,9,0,0.0,0.23,0.23,0.0,0.23,0.9,0.9,1.5,2.4,0.04,0.07,0.11,0.04,0.11,Matches,21.6,54,30,19,26,9,14,46,30.4,32,456,124,27.2,134,268,54,37,1,0,36,37,91,16,1,,,,,,,,,,,,,,,702,940,74.7,15936,3902,255,306,83.3,248,306,81.0,184,284,64.8,5,1.5,3.5,26,67,10,4,49,29423.07692307692,1530000,14038.46153846154,730000,24515.69230769231,1274816,11697.01923076923,608245,33310.519230769234,1732147,15893.25,826449,2-yrs,3060000,1460000,2549632,1216491,3464294,1652899,Starter,M,CM,26,Uruguay,Getafe
31,Ronald Araújo,uy URU,DF,Barcelona,23-013,1999.0,21,16,1521,16.9,3,0,3,0,0,4,0,0.18,0.0,0.18,0.18,0.18,0.9,0.9,0.4,1.3,0.05,0.02,0.08,0.05,0.08,Matches,16.9,28,17,23,4,1,16,21,76.2,5,134,48,35.8,70,55,9,34,13,1,21,25,53,63,1,,,,,,,,,,,,,,,1017,1131,89.9,21388,5774,281,293,95.9,584,615,95.0,145,212,68.4,0,0.4,-0.4,5,68,4,1,56,4230.769230769231,220000,2115.3846153846152,110000,3525.1346153846152,183307,1762.5576923076924,91653,4789.75,249067,2394.8653846153848,124533,2-yrs,440000,220000,366614,183307,498134,249067,Starter,D,CB,22,Uruguay,Barcelona
