Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
14,Maghnes Akliouche,fr FRA,MFFW,Monaco,20-023,2002,6,0,47,0.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.35,0.11,0.46,0.35,0.46,Matches,0.5,2,1,1,1,0,0,1,0.0,1,17,6,35.3,3,9,5,1,0,0,1,0,2,0,0,,,,,,,,,,,,,,,17,19,89.5,242,71,11,11,100.0,5,6,83.3,1,2,50.0,0,0.1,-0.1,1,1,2,0,3,2307.692307692308,120000,1923.076923076923,100000,1922.8076923076924,99986,1602.326923076923,83321,2612.596153846154,135855,2177.153846153846,113212,2-yrs,240000,200000,199971,166643,271709,226424,Reserve,F,AM,19,France,Monaco
15,Sofiane Alakouch,ma MAR,DFMF,Metz,23-234,1998,4,0,158,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,1.8,8,6,4,4,0,3,6,50.0,3,52,12,23.1,21,24,7,6,0,0,6,6,14,2,0,,,,,,,,,,,,,,,84,102,82.4,1278,378,48,51,94.1,32,38,84.2,2,5,40.0,0,0.0,0.0,1,5,0,0,4,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.21153846154,509455,5442.903846153846,283031,4-yrs,1800000,1000000,1499783,833213,2037820,1132122,Reserve,D,RB,23,Morocco,Metz
16,Josué Albert,gf GUF,DF,Clermont Foot,30-058,1992,1,0,17,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,4,4,100.0,41,13,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,1-yr,40000,20000,33329,16664,45285,22642,Reserve,D,CB,30,French Guiana,Clermont
19,Jim Allevinah,ga GAB,FW,Clermont Foot,27-021,1995,21,10,1018,11.3,1,2,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,2.0,2.0,1.7,3.7,0.18,0.15,0.33,0.18,0.33,Matches,11.3,15,10,4,7,4,5,15,33.3,10,133,32,24.1,38,54,41,9,2,0,7,8,23,1,0,,,,,,,,,,,,,,,271,353,76.8,4242,778,158,186,84.9,83,109,76.1,21,38,55.3,2,1.7,0.3,12,18,8,3,21,2500.0,130000,1346.1538461538462,70000,2083.038461538461,108318,1121.6346153846157,58325,2830.3076923076924,147176,1524.0192307692307,79249,3-yrs,390000,210000,324953,174975,441528,237746,Reserve,F,LW,26,Gabon,Clermont
20,Ibrahim Amadou,fr FRA,DFMF,Metz,28-348,1993,6,6,527,5.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.05,0.0,0.05,0.05,0.05,Matches,5.9,15,8,10,5,0,6,14,42.9,8,104,29,27.9,45,55,4,9,2,0,7,12,27,14,0,,,,,,,,,,,,,,,255,292,87.3,5308,1374,78,82,95.1,139,150,92.7,36,53,67.9,0,0.0,0.0,1,6,0,0,6,9807.692307692309,510000,5384.615384615385,280000,8171.903846153846,424939,4486.538461538462,233300,11103.5,577382,6096.038461538462,316994,1-yr,510000,280000,424939,233300,577382,316994,Starter,M,DM,28,France,Metz
21,Jordan Amavi,fr FRA,DF,Marseille,28-011,1994,2,2,128,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07,Matches,1.4,7,3,4,2,1,5,9,55.6,4,13,2,15.4,6,6,1,1,0,0,1,1,8,1,0,,,,,,,,,,,,,,,76,88,86.4,1404,379,34,38,89.5,33,36,91.7,9,12,75.0,0,0.1,-0.1,1,6,2,1,7,19615.384615384617,1020000,10769.23076923077,560000,16343.78846153846,849877,8973.057692307691,466599,22207.01923076923,1154765,12192.076923076924,633988,1-yr,1020000,560000,849877,466599,1154765,633988,Reserve,D,LB,27,France,Nice
22,Jordan Amavi,fr FRA,DF,Nice,28-011,1994,2,2,164,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.4,7,3,4,2,1,5,9,55.6,4,13,2,15.4,6,6,1,1,0,0,1,1,8,1,0,,,,,,,,,,,,,,,76,88,86.4,1404,379,34,38,89.5,33,36,91.7,9,12,75.0,0,0.1,-0.1,1,6,2,1,7,19615.384615384617,1020000,10769.23076923077,560000,16343.78846153846,849877,8973.057692307691,466599,22207.01923076923,1154765,12192.076923076924,633988,1-yr,1020000,560000,849877,466599,1154765,633988,Reserve,D,LB,27,France,Nice
23,Benjamin André,fr FRA,MF,Lille,31-229,1990,25,25,2109,23.4,2,1,2,0,0,9,1,0.09,0.04,0.13,0.09,0.13,1.3,1.3,1.6,3.0,0.06,0.07,0.13,0.06,0.13,Matches,23.4,84,58,27,48,9,21,71,29.6,50,530,162,30.6,171,292,67,61,12,0,49,67,151,56,0,,,,,,,,,,,,,,,1101,1355,81.3,19746,5453,504,584,86.3,415,500,83.0,140,197,71.1,1,1.6,-0.6,13,102,14,1,112,30000.0,1560000,16538.46153846154,860000,24996.384615384617,1299812,13780.057692307691,716563,33963.67307692308,1766111,18723.55769230769,973625,2-yrs,3120000,1720000,2599624,1433126,3532222,1947250,Starter,M,DM,31,France,Lille
24,Houssem Aouar,fr FRA,MFFW,Lyon,23-263,1998,26,21,1844,20.5,3,3,3,0,0,1,0,0.15,0.15,0.29,0.15,0.29,5.8,5.8,4.5,10.2,0.28,0.22,0.5,0.28,0.5,Matches,20.5,41,25,11,19,11,13,35,37.1,22,378,98,25.9,81,156,141,17,1,0,16,25,66,5,0,,,,,,,,,,,,,,,874,1003,87.1,13691,3314,492,536,91.8,280,315,88.9,72,97,74.2,3,4.5,-1.5,25,89,24,2,82,71538.46153846153,3720000,39423.07692307692,2050000,59606.769230769234,3099552,32847.82692307692,1708087,80990.28846153847,4211495,44631.75,2320851,2-yrs,7440000,4100000,6199104,3416173,8422990,4641701,Reserve,M,CM,23,France,Lyon
25,Adil Aouchiche,fr FRA,MFFW,Saint-Étienne,19-248,2002,27,8,773,8.6,0,4,0,0,0,2,0,0.0,0.47,0.47,0.0,0.47,0.9,0.9,0.7,1.6,0.1,0.08,0.18,0.1,0.18,Matches,8.6,11,6,2,5,4,3,17,17.6,14,223,66,29.6,36,126,61,13,0,0,13,15,26,6,0,,,,,,,,,,,,,,,351,465,75.5,6470,1565,175,207,84.5,100,121,82.6,57,100,57.0,4,0.7,3.3,12,33,6,2,29,6153.846153846154,320000,3461.538461538461,180000,5127.461538461538,266628,2884.192307692308,149978,6966.903846153846,362279,3918.8846153846152,203782,2-yrs,640000,360000,533256,299957,724558,407564,Reserve,F,AM,19,France,St-Etienne
26,Dennis Appiah,fr FRA,DF,Nantes,29-284,1992,24,17,1602,17.8,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.02,0.02,0.0,0.02,Matches,17.8,56,31,36,16,4,20,43,46.5,23,293,90,30.7,153,106,34,32,9,0,23,35,91,48,0,,,,,,,,,,,,,,,594,782,76.0,11067,5230,255,293,87.0,256,321,79.8,78,139,56.1,0,0.3,-0.3,4,39,15,8,64,18461.53846153846,960000,10192.307692307691,530000,15382.384615384615,799884,8492.365384615385,441603,20900.71153846154,1086837,11538.942307692309,600025,2-yrs,1920000,1060000,1599769,883206,2173675,1200050,Starter,D,RB,29,France,Nantes
