Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches
513,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,24-232,1997,24,21,1778,19.8,1,5,1,0,0,3,0,0.05,0.25,0.30,0.05,0.30,0.8,0.8,4.2,4.9,0.04,0.21,0.25,0.04,0.25,Matches
514,Gabriel Silva,br BRA,DF,Saint-Étienne,30-311,1991,6,5,405,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
515,Moses Simon,ng NGA,FWMF,Nantes,26-251,1995,24,23,1913,21.3,3,7,3,0,0,3,0,0.14,0.33,0.47,0.14,0.47,3.5,3.5,6.4,9.9,0.17,0.30,0.47,0.17,0.47,Matches
516,Xavi Simons,nl NED,FWMF,Paris S-G,18-333,2003,4,1,104,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.27,0.11,0.38,0.27,0.38,Matches
517,Issouf Sissokho,ml MLI,MF,Bordeaux,20-049,2002,7,6,436,4.8,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.03,0.07,0.10,0.03,0.10,Matches
518,Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,24-144,1997,25,21,1807,20.1,1,5,1,0,0,4,0,0.05,0.25,0.30,0.05,0.30,1.8,1.8,3.8,5.6,0.09,0.19,0.28,0.09,0.28,Matches
519,Nelson Sissoko,fr FRA,DF,Saint-Étienne,25-013,1997,1,1,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
520,Sambou Sissoko,fr FRA,MFDF,Reims,22-327,1999,8,0,176,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.4,0.08,0.13,0.21,0.08,0.21,Matches
521,Islam Slimani,dz ALG,FW,Lyon,33-275,1988,12,6,573,6.4,1,1,1,0,0,3,0,0.16,0.16,0.31,0.16,0.31,1.8,1.8,0.7,2.5,0.28,0.11,0.39,0.28,0.39,Matches
522,Florian Sotoca,fr FRA,FWMF,Lens,31-146,1990,27,20,1846,20.5,5,4,3,2,2,6,0,0.24,0.20,0.44,0.15,0.34,7.2,5.7,2.5,8.2,0.35,0.12,0.47,0.28,0.40,Matches
523,Sambou Soumano,sn SEN,FW,Lorient,21-076,2001,13,3,338,3.8,3,0,3,0,0,1,0,0.80,0.00,0.80,0.80,0.80,3.5,3.5,0.1,3.6,0.93,0.03,0.97,0.93,0.97,Matches
524,Arnaud Souquet,fr FRA,DF,Montpellier,30-036,1992,24,17,1498,16.6,0,2,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.5,0.9,0.02,0.03,0.05,0.02,0.05,Matches
525,Saidou Sow,gn GUI,DF,Saint-Étienne,19-259,2002,11,9,835,9.3,2,1,2,0,0,2,0,0.22,0.11,0.32,0.22,0.32,0.4,0.4,0.6,1.0,0.04,0.06,0.10,0.04,0.10,Matches
526,Calvin Stengs,nl NED,MF,Nice,23-092,1998,18,9,892,9.9,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,2.6,2.6,2.1,4.7,0.27,0.21,0.48,0.27,0.48,Matches
527,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,20-033,2002,20,11,1015,11.3,4,2,4,0,0,3,0,0.35,0.18,0.53,0.35,0.53,2.5,2.5,1.4,3.8,0.22,0.12,0.34,0.22,0.34,Matches
528,Abdoulaye Sylla,gn GUI,DF,Nantes,21-344,2000,1,1,67,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
529,Waniss Taibi,fr FRA,MFDF,Angers,20-013,2002,5,1,121,1.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
530,Flavien Tait,fr FRA,MF,Rennes,29-046,1993,18,15,1375,15.3,2,3,2,0,0,1,0,0.13,0.20,0.33,0.13,0.33,2.0,2.0,2.7,4.7,0.13,0.18,0.31,0.13,0.31,Matches
531,Florian Tardieu,fr FRA,MF,Troyes,29-332,1992,21,20,1822,20.2,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,2.3,2.6,0.02,0.11,0.13,0.02,0.13,Matches
532,Oussama Targhalline,ma MAR,FW,Marseille,19-304,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
533,Loum Tchaouna,fr FRA,MFFW,Rennes,18-193,2003,7,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.27,0.06,0.32,0.27,0.32,Matches
534,Warren Tchimbembé,cg CGO,MF,Metz,23-333,1998,9,1,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches
535,Aurélien Tchouaméni,fr FRA,MF,Monaco,22-052,2000,26,24,2124,23.6,1,1,1,0,0,7,1,0.04,0.04,0.08,0.04,0.08,1.7,1.7,2.0,3.7,0.07,0.09,0.16,0.07,0.16,Matches
536,Mathys Tel,fr FRA,FWMF,Rennes,16-327,2005,5,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.11,0.18,0.29,0.11,0.29,Matches
537,Jordan Tell,fr FRA,FW,Clermont Foot,24-283,1997,15,1,290,3.2,1,1,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,0.8,0.8,1.0,1.8,0.26,0.31,0.57,0.26,0.57,Matches
538,Martin Terrier,fr FRA,FWMF,Rennes,25-016,1997,27,27,1939,21.5,14,0,14,0,0,1,0,0.65,0.00,0.65,0.65,0.65,9.1,9.1,2.4,11.6,0.42,0.11,0.54,0.42,0.54,Matches
539,Sada Thioub,sn SEN,MF,Angers,26-292,1995,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
540,Sada Thioub,sn SEN,DF,Saint-Étienne,26-292,1995,10,7,603,6.7,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.9,1.0,0.02,0.13,0.15,0.02,0.15,Matches
541,Romain Thomas,fr FRA,DF,Angers,33-281,1988,22,21,1874,20.8,2,0,2,0,0,5,0,0.10,0.00,0.10,0.10,0.10,1.9,1.9,0.1,2.0,0.09,0.00,0.09,0.09,0.09,Matches
542,Adrien Thomasson,fr FRA,MF,Strasbourg,28-100,1993,24,21,1898,21.1,7,4,7,0,0,2,1,0.33,0.19,0.52,0.33,0.52,6.0,6.0,3.3,9.2,0.28,0.15,0.44,0.28,0.44,Matches
543,Thuler,br BRA,DF,Montpellier,23-010,1999,13,9,747,8.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
544,Khéphren Thuram-Ulie,fr FRA,MF,Nice,20-359,2001,27,14,1340,14.9,3,2,3,0,0,1,0,0.20,0.13,0.34,0.20,0.34,2.2,2.2,2.2,4.4,0.15,0.15,0.29,0.15,0.29,Matches
545,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,23-016,1999,6,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.06,0.12,0.06,0.12,Matches
546,Jean-Clair Todibo,fr FRA,DF,Nice,22-080,1999,26,25,2225,24.7,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,2.2,2.2,0.7,2.8,0.09,0.03,0.11,0.09,0.11,Matches
547,Karl Toko Ekambi,cm CMR,FW,Lyon,29-187,1992,22,19,1648,18.3,7,3,5,2,2,2,0,0.38,0.16,0.55,0.27,0.44,8.6,7.1,2.8,9.9,0.47,0.15,0.62,0.39,0.54,Matches
548,Yoann Touzghar,tn TUN,FW,Troyes,35-112,1986,20,13,1138,12.6,3,0,3,0,0,0,0,0.24,0.00,0.24,0.24,0.24,4.3,4.3,0.5,4.8,0.34,0.04,0.38,0.34,0.38,Matches
549,Amadou Traore,fr FRA,FW,Bordeaux,20-013,2002,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
550,Boubacar Traoré,ml MLI,MF,Metz,20-212,2001,20,10,1141,12.7,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.2,0.8,0.04,0.02,0.06,0.04,0.06,Matches
551,Charles Traore,ml MLI,DF,Nantes,30-078,1992,16,7,718,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
552,Hamari Traoré,ml MLI,DF,Rennes,30-052,1992,23,23,2007,22.3,1,6,1,0,0,3,0,0.04,0.27,0.31,0.04,0.31,1.1,1.1,3.4,4.5,0.05,0.15,0.20,0.05,0.20,Matches
553,Ismaël Traoré,ci CIV,DF,Angers,35-214,1986,27,27,2403,26.7,3,0,3,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.4,2.4,0.4,2.7,0.09,0.01,0.10,0.09,0.10,Matches
554,Miguel Trauco,pe PER,DF,Saint-Étienne,29-207,1992,10,8,749,8.3,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.2,0.2,0.2,0.4,0.02,0.03,0.05,0.02,0.05,Matches
555,Adrien Truffert,fr FRA,DF,Rennes,20-120,2001,21,10,963,10.7,3,1,3,0,0,3,0,0.28,0.09,0.37,0.28,0.37,1.6,1.6,1.5,3.1,0.15,0.14,0.29,0.15,0.29,Matches
556,Matthieu Udol,fr FRA,DF,Metz,26-000,1996,12,11,1007,11.2,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,0.5,0.5,0.4,0.9,0.04,0.04,0.08,0.04,0.08,Matches
557,Ike Ugbo,ca CAN,FW,Troyes,23-180,1998,6,6,407,4.5,2,0,2,0,0,0,0,0.44,0.00,0.44,0.44,0.44,1.9,1.9,0.0,2.0,0.43,0.01,0.44,0.43,0.44,Matches
558,Chimuanya Ugochukwu,fr FRA,MF,Rennes,17-359,2004,12,3,365,4.1,1,0,1,0,0,2,0,0.25,0.00,0.25,0.25,0.25,0.3,0.3,0.1,0.3,0.07,0.01,0.08,0.07,0.08,Matches
559,Hwang Ui-jo,kr KOR,FW,Bordeaux,29-204,1992,23,22,1857,20.6,10,2,10,0,0,2,0,0.48,0.10,0.58,0.48,0.58,5.3,5.3,0.9,6.2,0.26,0.04,0.30,0.26,0.30,Matches
560,Cengiz Ünder,tr TUR,FWMF,Marseille,24-249,1997,23,17,1575,17.5,8,1,8,0,0,2,1,0.46,0.06,0.51,0.46,0.51,4.9,4.9,2.8,7.7,0.28,0.16,0.44,0.28,0.44,Matches
561,Jere Uronen,fi FIN,DF,Brest,27-250,1994,11,8,688,7.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
562,Vanderson,br BRA,DFMF,Monaco,20-272,2001,9,4,481,5.3,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,0.5,0.5,0.8,1.3,0.09,0.16,0.25,0.09,0.25,Matches
563,Jonathan Varane,fr FRA,MF,Lens,20-192,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
564,Marco Verratti,it ITA,MF,Paris S-G,29-135,1992,16,15,1251,13.9,2,1,2,0,0,10,0,0.14,0.07,0.22,0.14,0.22,0.4,0.4,1.6,2.1,0.03,0.12,0.15,0.03,0.15,Matches
565,Kevin Volland,de GER,FWMF,Monaco,29-233,1992,25,22,1757,19.5,5,5,4,1,1,6,0,0.26,0.26,0.51,0.20,0.46,5.3,4.5,2.7,7.2,0.27,0.14,0.41,0.23,0.37,Matches
566,Timothy Weah,us USA,MFFW,Lille,22-026,2000,22,11,1064,11.8,0,3,0,0,0,1,1,0.00,0.25,0.25,0.00,0.25,1.8,1.8,2.7,4.5,0.16,0.23,0.38,0.16,0.38,Matches
567,Georginio Wijnaldum,nl NED,MF,Paris S-G,31-129,1990,23,15,1334,14.8,1,3,1,0,0,2,0,0.07,0.20,0.27,0.07,0.27,2.2,2.2,2.1,4.4,0.15,0.14,0.29,0.15,0.29,Matches
568,Christopher Wooh,fr FRA,DF,Lens,20-183,2001,10,7,690,7.7,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,1.0,1.0,0.5,1.5,0.13,0.07,0.19,0.13,0.19,Matches
569,Xeka,pt POR,MF,Lille,27-130,1994,21,17,1478,16.4,2,0,2,0,0,9,0,0.12,0.00,0.12,0.12,0.12,1.7,1.7,1.4,3.0,0.10,0.08,0.18,0.10,0.18,Matches
570,Sekou Yansané,gn GUI,FW,Paris S-G,18-326,2003,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
571,Yusuf Yazıcı,tr TUR,MFFW,Lille,25-050,1997,15,5,509,5.7,1,1,1,0,0,3,0,0.18,0.18,0.35,0.18,0.35,0.9,0.9,1.3,2.2,0.16,0.23,0.40,0.16,0.40,Matches
572,Burak Yılmaz,tr TUR,FW,Lille,36-248,1985,25,19,1709,19.0,4,3,2,2,2,7,0,0.21,0.16,0.37,0.11,0.26,9.3,7.8,3.4,11.2,0.49,0.18,0.67,0.41,0.59,Matches
573,Zaydou Youssouf,fr FRA,MF,Saint-Étienne,22-252,1999,23,15,1271,14.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.06,0.03,0.09,0.06,0.09,Matches
574,Akim Zedadka,fr FRA,DF,Clermont Foot,26-294,1995,29,29,2598,28.9,0,3,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,2.1,2.8,0.02,0.07,0.10,0.02,0.10,Matches
575,Arber Zeneli,xk KVX,FW,Reims,27-023,1995,3,1,103,1.1,0,3,0,0,0,0,0,0.00,2.62,2.62,0.00,2.62,0.0,0.0,1.6,1.6,0.03,1.38,1.41,0.03,1.41,Matches
576,Mehdi Zerkane,dz ALG,MFDF,Bordeaux,22-248,1999,6,0,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
577,Edon Zhegrova,xk KVX,MF,Lille,22-354,1999,4,0,52,0.6,1,0,1,0,0,2,1,1.73,0.00,1.73,1.73,1.73,0.0,0.0,0.2,0.3,0.08,0.38,0.45,0.08,0.45,Matches
578,Banhie Zoukrou,fr FRA,DF,Troyes,18-317,2003,4,0,77,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
