Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches
397,Lionel Messi,ar ARG,FWMF,Paris S-G,34-269,1987,18,16,1433,15.9,2,10,2,0,0,0,0,0.13,0.63,0.75,0.13,0.75,6.7,6.7,6.5,13.2,0.42,0.41,0.83,0.42,0.83,Matches
398,Mexer,mz MOZ,DF,Bordeaux,33-193,1988,16,14,1227,13.6,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
399,Edouard Michut,fr FRA,MF,Paris S-G,19-016,2003,2,0,23,0.3,0,1,0,0,0,0,0,0.00,3.91,3.91,0.00,3.91,0.0,0.0,0.1,0.1,0.00,0.47,0.47,0.00,0.47,Matches
400,Georges Mikautadze,ge GEO,FW,Metz,21-140,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,13.93,0.00,13.93,13.93,13.93,Matches
401,William Mikelbrencis,fr FRA,DF,Metz,18-023,2004,2,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
402,Arkadiusz Milik,pl POL,FW,Marseille,28-020,1994,18,11,1065,11.8,6,1,6,0,0,0,0,0.51,0.08,0.59,0.51,0.59,5.5,5.5,1.9,7.4,0.46,0.16,0.62,0.46,0.62,Matches
403,Terem Moffi,ng NGA,FW,Lorient,22-299,1999,27,25,2048,22.8,4,3,3,1,1,0,0,0.18,0.13,0.31,0.13,0.26,9.0,8.2,2.9,11.1,0.39,0.13,0.52,0.36,0.49,Matches
404,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,20-090,2001,6,0,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.71,0.11,0.83,0.71,0.83,Matches
405,Florent Mollet,fr FRA,FWMF,Montpellier,30-121,1991,25,24,1979,22.0,5,2,5,0,0,5,0,0.23,0.09,0.32,0.23,0.32,4.2,4.2,2.1,6.3,0.19,0.09,0.28,0.19,0.28,Matches
406,Thomas Monconduit,fr FRA,MF,Lorient,31-038,1991,25,20,1679,18.7,3,2,3,0,0,3,0,0.16,0.11,0.27,0.16,0.27,0.9,0.9,2.7,3.6,0.05,0.14,0.19,0.05,0.19,Matches
407,Jérémy Morel,mg MAD,DF,Lorient,37-352,1984,5,3,327,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
408,Lebo Mothiba,za RSA,FW,Strasbourg,26-051,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
409,Lebo Mothiba,za RSA,FW,Troyes,26-051,1996,7,3,307,3.4,2,0,1,1,1,0,0,0.59,0.00,0.59,0.29,0.29,1.9,1.1,0.6,1.7,0.55,0.17,0.72,0.33,0.50,Matches
410,Baptiste Mouazan,fr FRA,MF,Lorient,20-174,2001,3,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches
411,Aimen Moueffek,fr FRA,MF,Saint-Étienne,20-345,2001,13,4,414,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,Matches
412,Harold Moukoudi,cm CMR,DF,Saint-Étienne,24-113,1997,17,14,1305,14.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.06,0.00,0.06,0.06,0.06,Matches
413,Steve Mounié,bj BEN,FW,Brest,27-172,1994,25,18,1682,18.7,6,1,5,1,1,2,0,0.32,0.05,0.37,0.27,0.32,8.7,8.0,0.9,8.9,0.47,0.05,0.52,0.43,0.47,Matches
414,Samuel Moutoussamy,cd COD,MF,Nantes,25-220,1996,25,11,1073,11.9,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,1.2,1.2,0.4,1.6,0.10,0.03,0.13,0.10,0.13,Matches
415,Marshall Munetsi,zw ZIM,MFDF,Reims,25-271,1996,16,13,1275,14.2,3,0,3,0,0,5,0,0.21,0.00,0.21,0.21,0.21,2.0,2.0,0.2,2.3,0.14,0.01,0.16,0.14,0.16,Matches
416,Kévin N'Doram,fr FRA,MFDF,Metz,26-057,1996,11,10,791,8.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.11,0.02,0.13,0.11,0.13,Matches
417,Vital N'Simba,cd COD,DF,Clermont Foot,28-255,1993,28,26,2316,25.7,1,2,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,0.6,0.6,3.0,3.6,0.02,0.12,0.14,0.02,0.14,Matches
418,Mickael Nade,fr FRA,DF,Saint-Étienne,23-016,1999,22,21,1870,20.8,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,1.0,1.0,0.1,1.2,0.05,0.01,0.06,0.05,0.06,Matches
419,Paul Nardi,fr FRA,GK,Lorient,27-306,1994,22,22,1980,22.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
420,Keylor Navas,cr CRC,GK,Paris S-G,35-095,1986,17,17,1504,16.7,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
421,Papa Ndiaga Yade,sn SEN,DFMF,Metz,22-074,2000,13,4,521,5.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.03,0.12,0.15,0.03,0.15,Matches
422,Tanguy Ndombele,fr FRA,MF,Lyon,25-082,1996,5,4,392,4.4,0,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.1,0.1,0.9,1.1,0.03,0.21,0.24,0.03,0.24,Matches
423,Dan Ndoye,ch SUI,FWMF,Nice,21-146,2000,3,2,205,2.3,0,1,0,0,0,0,0,0.00,0.44,0.44,0.00,0.44,0.1,0.1,0.6,0.7,0.06,0.25,0.31,0.06,0.31,Matches
424,Neymar,br BRA,FWMF,Paris S-G,30-043,1992,14,14,1161,12.9,5,3,4,1,2,3,0,0.39,0.23,0.62,0.31,0.54,5.9,4.4,4.4,8.8,0.46,0.34,0.80,0.34,0.68,Matches
425,Yvan Neyou,cm CMR,MF,Saint-Étienne,25-076,1997,13,12,893,9.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04,Matches
426,Opa Nguette,sn SEN,FWMF,Metz,27-255,1994,21,10,967,10.7,2,2,2,0,0,0,0,0.19,0.19,0.37,0.19,0.37,2.5,2.5,0.3,2.8,0.23,0.03,0.26,0.23,0.26,Matches
427,Sikou Niakaté,fr FRA,DF,Metz,22-253,1999,7,5,376,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
428,Ibrahima Niane,sn SEN,FW,Metz,23-009,1999,23,18,1422,15.8,3,1,2,1,1,2,0,0.19,0.06,0.25,0.13,0.19,4.2,3.4,1.3,4.7,0.27,0.08,0.35,0.22,0.30,Matches
429,M'Baye Niang,sn SEN,FW,Bordeaux,27-091,1994,15,1,311,3.5,1,0,1,0,0,3,0,0.29,0.00,0.29,0.29,0.29,1.3,1.3,0.4,1.7,0.38,0.13,0.50,0.38,0.50,Matches
430,Cheikh Niasse,sn SEN,MFFW,Lille,22-060,2000,4,0,44,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
431,Casimir Ninga,td CHA,FW,Angers,28-307,1993,12,3,312,3.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.23,0.02,0.25,0.23,0.25,Matches
432,Arnaud Nordin,fr FRA,FWMF,Saint-Étienne,23-276,1998,27,15,1370,15.2,2,4,2,0,0,3,0,0.13,0.26,0.39,0.13,0.39,3.1,3.1,3.1,6.2,0.20,0.20,0.41,0.20,0.41,Matches
433,Alexander Nübel,de GER,GK,Monaco,25-171,1996,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
434,Gerzino Nyamsi,fr FRA,DF,Strasbourg,25-057,1997,24,23,2084,23.2,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,1.4,1.4,0.2,1.6,0.06,0.01,0.07,0.06,0.07,Matches
435,Florent Ogier,fr FRA,DF,Clermont Foot,32-364,1989,22,22,1826,20.3,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.2,0.5,0.02,0.01,0.03,0.02,0.03,Matches
436,Warmed Omari,fr FRA,DF,Rennes,21-331,2000,24,21,1903,21.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.01,0.02,0.02,0.02,Matches
437,Jonas Omlin,ch SUI,GK,Montpellier,28-069,1994,23,23,2048,22.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
438,Amadou Onana,be BEL,MF,Lille,20-216,2001,24,7,900,10.0,1,0,1,0,0,2,1,0.10,0.00,0.10,0.10,0.10,1.1,1.1,0.4,1.5,0.11,0.04,0.15,0.11,0.15,Matches
439,Jean Onana,cm CMR,MF,Bordeaux,22-071,2000,16,16,1270,14.1,2,2,2,0,0,2,1,0.14,0.14,0.28,0.14,0.28,0.6,0.6,1.1,1.7,0.04,0.08,0.12,0.04,0.12,Matches
440,Otávio,br BRA,MF,Bordeaux,27-320,1994,16,13,1147,12.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.5,0.03,0.01,0.04,0.03,0.04,Matches
441,Dango Ouattara,bf BFA,MFFW,Lorient,20-037,2002,16,5,541,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,1.1,0.13,0.05,0.18,0.13,0.18,Matches
442,Remi Oudin,fr FRA,MFFW,Bordeaux,25-122,1996,25,19,1567,17.4,4,5,4,0,0,5,0,0.23,0.29,0.52,0.23,0.52,3.0,3.0,2.5,5.5,0.17,0.14,0.32,0.17,0.32,Matches
443,Alexandre Oukidja,dz ALG,GK,Metz,33-244,1988,18,18,1617,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
444,Azzedine Ounahi,ma MAR,MF,Angers,21-335,2000,23,12,1235,13.7,2,0,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,1.6,1.6,0.9,2.5,0.12,0.07,0.18,0.12,0.18,Matches
445,Ambroise Oyongo,cm CMR,DF,Montpellier,30-271,1991,5,3,279,3.1,1,0,1,0,0,2,0,0.32,0.00,0.32,0.32,0.32,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
446,Vincent Pajot,fr FRA,MF,Metz,31-213,1990,23,21,1736,19.3,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.01,0.01,0.03,0.01,0.03,Matches
447,Nicolas Pallois,fr FRA,DF,Nantes,34-182,1987,25,24,2018,22.4,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.00,0.01,0.01,0.01,Matches
448,Erik Palmer-Brown,us USA,DF,Troyes,24-330,1997,12,11,961,10.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
449,Emerson Palmieri,it ITA,DF,Lyon,27-229,1994,23,22,1896,21.1,1,2,1,0,0,3,1,0.05,0.09,0.14,0.05,0.14,0.9,0.9,2.2,3.1,0.04,0.11,0.15,0.04,0.15,Matches
450,Lucas Paquetá,br BRA,FWMF,Lyon,24-205,1997,26,23,1967,21.9,7,4,6,1,1,3,0,0.32,0.18,0.50,0.27,0.46,9.5,8.7,4.0,12.8,0.43,0.18,0.62,0.40,0.58,Matches
451,Rubén Pardo,es ESP,MF,Bordeaux,29-149,1992,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
452,Leandro Paredes,ar ARG,MF,Paris S-G,27-264,1994,13,8,728,8.1,1,2,1,0,0,3,0,0.12,0.25,0.37,0.12,0.37,0.2,0.2,0.2,0.5,0.03,0.03,0.06,0.03,0.06,Matches
453,Strahinja Pavlović,rs SRB,DF,Monaco,20-300,2001,7,5,451,5.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.09,0.00,0.09,0.09,0.09,Matches
454,Dimitri Payet,fr FRA,FWMF,Marseille,34-356,1987,24,23,2080,23.1,9,9,5,4,4,3,0,0.39,0.39,0.78,0.22,0.61,6.6,3.5,8.8,12.3,0.28,0.38,0.66,0.15,0.53,Matches
455,Timothee Pembele,fr FRA,DF,Bordeaux,19-192,2002,25,16,1385,15.4,1,1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,0.9,0.9,2.1,3.0,0.06,0.14,0.19,0.06,0.19,Matches
456,Mathias Pereira Lage,pt POR,DFFW,Angers,25-110,1996,17,5,548,6.1,1,1,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33,0.4,0.4,0.6,1.0,0.06,0.10,0.17,0.06,0.17,Matches
457,Brayann Pereira,fr FRA,DF,Lens,18-303,2003,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.92,0.92,0.00,0.92,Matches
458,Danilo Pereira,pt POR,MF,Paris S-G,30-192,1991,18,14,1333,14.8,5,0,5,0,0,2,0,0.34,0.00,0.34,0.34,0.34,2.7,2.7,0.1,2.8,0.18,0.00,0.19,0.18,0.19,Matches
459,Luan Peres Petroni,br BRA,DF,Marseille,27-244,1994,27,22,2054,22.8,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,1.3,1.4,0.00,0.06,0.06,0.00,0.06,Matches
460,Lucas Perrin,fr FRA,DF,Strasbourg,23-121,1998,24,22,1896,21.1,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.6,0.9,0.01,0.03,0.04,0.01,0.04,Matches
461,Danijel Petković,me MNE,GK,Angers,28-299,1993,15,15,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
462,Léo Pétrot,fr FRA,DF,Lorient,24-339,1997,14,14,1191,13.2,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,0.2,0.2,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches
463,Romain Philippoteaux,fr FRA,MF,Brest,34-018,1988,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
464,Jérôme Phojo,fr FRA,DF,Clermont Foot,28-339,1993,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
465,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,23-280,1998,24,24,2097,23.3,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Matches
466,Julian Pollersbeck,de GER,GK,Lyon,27-216,1994,2,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
467,Gaëtan Poussin,fr FRA,GK,Bordeaux,23-066,1999,7,7,630,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
468,Sanjin Prcić,ba BIH,MF,Strasbourg,28-120,1993,24,21,1720,19.1,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.2,1.2,1.8,3.0,0.06,0.09,0.16,0.06,0.16,Matches
469,Nicolas de Préville,fr FRA,FWMF,Metz,31-071,1991,18,15,1263,14.0,4,1,4,0,0,4,0,0.29,0.07,0.36,0.29,0.36,1.6,1.6,1.2,2.8,0.12,0.08,0.20,0.12,0.20,Matches
470,Nemanja Radonjić,rs SRB,MF,Marseille,26-033,1996,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.89,0.89,0.00,0.89,Matches
471,Rafinha,br BRA,FWMF,Paris S-G,29-036,1993,5,3,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.16,0.05,0.21,0.16,0.21,Matches
472,Predrag Rajković,rs SRB,GK,Reims,26-140,1995,28,28,2520,28.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
473,Adil Rami,fr FRA,DF,Troyes,36-083,1985,14,12,1075,11.9,3,0,3,0,0,1,0,0.25,0.00,0.25,0.25,0.25,0.8,0.8,0.0,0.8,0.07,0.00,0.07,0.07,0.07,Matches
474,Sergio Ramos,es ESP,DF,Paris S-G,35-355,1986,4,2,239,2.7,1,0,1,0,0,2,1,0.38,0.00,0.38,0.38,0.38,0.9,0.9,0.0,0.9,0.33,0.00,0.33,0.33,0.33,Matches
475,Elba Rashani,xk KVX,FWMF,Clermont Foot,28-315,1993,25,20,1668,18.5,7,3,7,0,0,2,0,0.38,0.16,0.54,0.38,0.54,4.0,4.0,2.8,6.8,0.21,0.15,0.37,0.21,0.37,Matches
476,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,24-062,1998,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.40,0.40,0.00,0.40,Matches
477,Tiago Ribeiro,pt POR,FW,Monaco,20-006,2002,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
478,Sergio Rico,es ESP,GK,Paris S-G,28-200,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
479,Renaud Ripart,fr FRA,FWDF,Troyes,29-006,1993,19,15,1326,14.7,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,2.2,2.2,1.2,3.4,0.15,0.08,0.23,0.15,0.23,Matches
480,Mihailo Ristić,rs SRB,DF,Montpellier,26-140,1995,25,16,1551,17.2,1,2,1,0,0,3,0,0.06,0.12,0.17,0.06,0.17,0.4,0.4,1.8,2.2,0.02,0.10,0.13,0.02,0.13,Matches
481,Maxence Rivera,fr FRA,FW,Saint-Étienne,19-294,2002,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
482,Patrick Roberts,eng ENG,DF,Troyes,25-043,1997,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,1.19,0.00,1.19,1.19,1.19,Matches
483,Stian Rode Gregersen,no NOR,DF,Bordeaux,26-307,1995,20,18,1631,18.1,1,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.4,1.4,0.3,1.7,0.08,0.02,0.09,0.08,0.09,Matches
484,Gerson Rodrigues,lu LUX,FW,Troyes,26-273,1995,12,9,848,9.4,1,1,1,0,0,6,0,0.11,0.11,0.21,0.11,0.21,2.7,2.7,0.2,2.9,0.28,0.03,0.31,0.28,0.31,Matches
485,Valentin Rongier,fr FRA,MFDF,Marseille,27-103,1994,22,17,1490,16.6,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,2.0,2.0,0.7,2.7,0.12,0.04,0.16,0.12,0.16,Matches
486,Pablo Rosario,nl NED,MF,Nice,25-072,1997,26,22,1964,21.8,0,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,1.1,1.1,0.9,2.0,0.05,0.04,0.09,0.05,0.09,Matches
487,Roli Pereira de Sa,fr FRA,MF,Nantes,25-100,1996,15,5,522,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.07,0.09,0.16,0.07,0.16,Matches
488,Mathys Saban,fr FRA,FWMF,Saint-Étienne,19-309,2002,3,0,73,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
489,Falaye Sacko,ml MLI,DF,Saint-Étienne,26-323,1995,7,7,550,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
490,Rafiki Said Ahamada,fr FRA,MFFW,Brest,22-005,2000,9,0,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.37,0.00,0.37,0.37,0.37,Matches
491,Wesley Saïd,fr FRA,FWMF,Lens,26-335,1995,14,7,540,6.0,5,0,5,0,0,2,0,0.83,0.00,0.83,0.83,0.83,3.7,3.7,0.6,4.4,0.62,0.10,0.73,0.62,0.73,Matches
492,Mamadou Sakho,fr FRA,DF,Montpellier,32-035,1990,21,21,1855,20.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01,Matches
493,Bakary Sako,ml MLI,FWMF,Saint-Étienne,33-328,1988,4,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.04,0.12,0.08,0.12,Matches
494,William Saliba,fr FRA,DF,Marseille,20-361,2001,27,27,2430,27.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.6,1.8,0.04,0.02,0.07,0.04,0.07,Matches
495,Romain Salin,fr FRA,GK,Rennes,37-234,1984,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
496,Yoann Salmier,gf GUF,DF,Troyes,29-119,1992,26,26,2294,25.5,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.3,0.3,0.3,0.6,0.01,0.01,0.02,0.01,0.02,Matches
497,Mama Samba Baldé,gw GNB,FWMF,Troyes,26-134,1995,23,19,1522,16.9,3,1,3,0,1,1,0,0.18,0.06,0.24,0.18,0.24,5.4,4.6,1.1,5.7,0.32,0.07,0.38,0.27,0.34,Matches
498,Junior Sambia,fr FRA,DFFW,Montpellier,25-194,1996,25,15,1392,15.5,1,0,1,0,0,5,1,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.4,1.8,0.09,0.03,0.11,0.09,0.11,Matches
499,Renato Sanches,pt POR,MF,Lille,24-214,1997,18,14,1139,12.7,1,5,1,0,0,4,0,0.08,0.40,0.47,0.08,0.47,0.5,0.5,2.8,3.3,0.04,0.22,0.26,0.04,0.26,Matches
500,Philippe Sandler,nl NED,DF,Troyes,25-038,1997,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
501,Baptiste Santamaria,fr FRA,MF,Rennes,27-011,1995,24,18,1622,18.0,2,1,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,1.1,1.1,0.8,1.9,0.06,0.05,0.11,0.06,0.11,Matches
502,Pablo Sarabia,es ESP,FW,Paris S-G,29-313,1992,2,0,22,0.2,1,0,1,0,0,1,0,4.09,0.00,4.09,4.09,4.09,0.8,0.8,0.0,0.8,3.27,0.00,3.27,3.27,3.27,Matches
503,Martin Satriano,it ITA,FW,Brest,21-028,2001,7,5,403,4.5,3,0,3,0,0,2,0,0.67,0.00,0.67,0.67,0.67,2.2,2.2,0.0,2.2,0.49,0.00,0.49,0.49,0.49,Matches
504,Téji Savanier,fr FRA,MF,Montpellier,30-088,1991,23,23,1975,21.9,6,6,5,1,2,9,2,0.27,0.27,0.55,0.23,0.50,4.7,3.1,5.2,8.4,0.21,0.24,0.45,0.14,0.38,Matches
505,Morgan Schneiderlin,fr FRA,MF,Nice,32-132,1989,15,4,480,5.3,0,1,0,0,0,1,1,0.00,0.19,0.19,0.00,0.19,0.2,0.2,0.2,0.4,0.04,0.04,0.08,0.04,0.08,Matches
506,Alidu Seidu,ci CIV,DFFW,Clermont Foot,21-289,2000,14,10,863,9.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.06,0.01,0.07,0.06,0.07,Matches
507,Matz Sels,be BEL,GK,Strasbourg,30-022,1992,27,27,2430,27.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
508,Xherdan Shaqiri,ch SUI,FWMF,Lyon,30-161,1991,11,9,679,7.5,2,3,2,0,0,0,0,0.27,0.40,0.66,0.27,0.66,0.6,0.6,2.4,3.0,0.08,0.31,0.40,0.08,0.40,Matches
509,Mahame Siby,ml MLI,MFDF,Strasbourg,25-256,1996,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
510,Aboubakar Sidibé,fr FRA,FW,Clermont Foot,25-321,1996,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
511,Djibril Sidibé,fr FRA,DF,Monaco,29-234,1992,15,12,896,10.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,1.1,0.02,0.09,0.11,0.02,0.11,Matches
512,Kaj Sierhuis,nl NED,FW,Reims,23-327,1998,2,1,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.10,0.11,0.21,0.10,0.21,Matches
