Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Unnamed: 0,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
1741,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,25,1995,32,32,2746,30.5,8,9,8,0,0,4,0,0.26,0.29,0.56,0.26,0.56,5.7,5.7,6.4,12.1,0.19,0.21,0.4,0.19,0.4,Matches,30.5,73,46,25,32,16,29,90,32.2,61,526,149,28.3,157,246,123,57,13,1,44,37,110,52,0,,,,,,,,,,,,,,,,1407,1802,78.1,27320,7484,576,698,82.5,578,683,84.6,213,332,64.2,9,6.4,2.6,41,138,66,16,161,31,114038.46153846152,5930000,61538.46153846154,3200000,95018.32692307692,4940953,51274.65384615384,2666282,129105.48076923077,6713485,69669.05769230769,3622791,3-yrs,17790000,9600000,14822859,7998845,20140456,10868374,Starter,M,CM,26,Serbia,Lazio
1742,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,23,1997,5,5,450,5.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5.0,1,1,1,0,0,1,1,100.0,0,2,1,50.0,2,0,0,0,0,0,0,0,1,1,1,6.0,1.2,19.0,14.0,73.7,2.0,2.0,1.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,121,179,67.6,3520,2150,21,21,100.0,68,69,98.6,31,88,35.2,0,0.0,0.0,0,6,0,0,0,350,14230.76923076923,740000,7692.307692307692,400000,11857.26923076923,616578,6409.326923076923,333285,16110.98076923077,837771,8708.634615384615,452849,3-yrs,2220000,1200000,1849733,999856,2513312,1358547,Starter,K,GK,24,Serbia,Torino
1743,Éder Militão,br BRA,DF,Real Madrid,es La Liga,22,1998,14,13,1133,12.6,1,0,1,0,0,3,1,0.08,0.0,0.08,0.08,0.08,1.1,1.1,0.0,1.1,0.09,0.0,0.09,0.09,0.09,Matches,12.6,22,13,16,6,0,8,19,42.1,11,113,41,36.3,63,40,10,21,6,0,15,21,43,72,0,,,,,,,,,,,,,,,,695,768,90.5,15764,4289,187,199,94.0,348,362,96.1,154,195,79.0,0,0.0,0.0,0,29,1,1,24,29,180384.61538461532,9380000,86538.46153846153,4500000,150298.8076923077,7815538,72104.96153846153,3749458,204217.4423076923,10619307,97972.1153846154,5094550,4-yrs,37520000,18000000,31262151,14997833,42477229,20378201,Starter,D,CB,24,Brazil,Real Madrid
1745,Luis Milla,es ESP,MF,Granada,es La Liga,25,1994,16,14,1253,13.9,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,0.5,0.5,2.1,2.6,0.04,0.15,0.19,0.04,0.19,Matches,13.9,20,16,13,5,2,3,26,11.5,23,279,91,32.6,82,155,42,19,1,0,18,21,41,13,0,,,,,,,,,,,,,,,,416,535,77.8,8696,2524,152,168,90.5,179,210,85.2,77,137,56.2,1,2.1,-1.1,20,38,13,1,40,254,20576.92307692308,1070000,9807.692307692309,510000,17144.96153846154,891538,8171.903846153846,424939,23295.596153846152,1211371,11103.5,577382,3-yrs,3210000,1530000,2674614,1274816,3634113,1732147,Starter,M,CM,27,Spain,Granada
1746,Pere Milla,es ESP,FWMF,Elche,es La Liga,27,1992,32,22,1981,22.0,4,3,4,0,0,6,0,0.18,0.14,0.32,0.18,0.32,5.6,5.6,1.7,7.3,0.26,0.08,0.33,0.26,0.33,Matches,22.0,28,21,9,17,2,11,42,26.2,31,464,120,25.9,91,269,104,23,4,0,19,18,46,15,0,,,,,,,,,,,,,,,,424,577,73.5,6344,1133,262,318,82.4,118,160,73.8,31,56,55.4,3,1.7,1.3,13,27,6,0,26,424,6538.461538461538,340000,3076.923076923077,160000,5447.923076923077,283292,2563.730769230769,133314,7402.346153846154,384922,3483.4615384615386,181140,1-yr,340000,160000,283292,133314,384922,181140,Starter,F,SS,29,Spain,Elche
1749,Enzo Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,2,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.25,0.0,0.25,0.25,0.25,Matches,0.5,1,0,0,1,0,0,0,,0,8,3,37.5,2,3,3,1,0,0,1,1,2,0,0,,,,,,,,,,,,,,,,19,25,76.0,306,67,13,14,92.9,4,4,100.0,2,5,40.0,0,0.0,0.0,0,1,0,0,1,361,5769.2307692307695,300000,3076.923076923077,160000,4807.0,249964,2563.730769230769,133314,6531.4807692307695,339637,3483.4615384615386,181140,4-yrs,1200000,640000,999856,533256,1358547,724558,Reserve,M,CM,19,France,Stuttgart
1750,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,34,1986,26,11,1070,11.9,0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,1.2,1.7,0.04,0.1,0.14,0.04,0.14,Matches,11.9,26,14,8,16,2,10,36,27.8,26,209,69,33.0,52,121,36,39,4,0,35,16,42,21,1,,,,,,,,,,,,,,,,776,914,84.9,14666,4242,332,360,92.2,331,369,89.7,105,146,71.9,1,1.2,-0.2,13,76,26,5,89,42,168024.26923076922,8737262,92321.03846153848,4800694,140000.0,7280000,76923.07692307692,4000000,190224.0192307692,9891649,104518.69230769233,5434972,1-yr,8737262,4800694,7280000,4000000,9891649,5434972,Reserve,M,CM,36,England,Liverpool
1751,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,34,29,2412,26.8,12,3,11,1,1,4,0,0.45,0.11,0.56,0.41,0.52,8.8,8.0,1.5,9.5,0.33,0.05,0.38,0.3,0.35,Matches,26.8,34,19,8,15,11,9,29,31.0,20,519,112,21.6,55,279,185,18,4,0,14,10,44,21,0,,,,,,,,,,,,,,,,455,614,74.1,6191,1096,285,359,79.4,102,148,68.9,29,45,64.4,3,1.5,1.5,12,18,5,1,28,178,32884.61538461538,1710000,15769.23076923077,820000,27399.884615384617,1424794,13139.134615384615,683235,37229.40384615384,1935929,17852.69230769231,928340,3-yrs,5130000,2460000,4274383,2049704,5807787,2785021,Starter,F,CF,26,Spain,Celta Vigo
1752,Yerry Mina,co COL,DF,Everton,eng Premier League,25,1994,24,23,1937,21.5,2,0,2,0,0,2,0,0.09,0.0,0.09,0.09,0.09,1.3,1.3,0.0,1.3,0.06,0.0,0.06,0.06,0.06,Matches,21.5,25,12,19,6,0,7,10,70.0,3,148,43,29.1,101,45,2,38,26,0,12,13,38,130,1,,,,,,,,,,,,,,,,1115,1227,90.9,23055,6367,294,313,93.9,634,664,95.5,160,214,74.8,0,0.0,0.0,0,49,0,0,45,60,144020.8076923077,7489082,79165.28846153847,4116595,120000.0,6240000,65961.53846153847,3430000,163049.15384615384,8478556,89624.76923076923,4660488,2-yrs,14978164,8233190,12480000,6860000,16957113,9320977,Starter,D,CB,27,Colombia,Everton
1753,Takumi Minamino,jp JPN,MFFW,Southampton,eng Premier League,25,1995,10,9,711,7.9,2,0,2,0,0,1,0,0.25,0.0,0.25,0.25,0.25,1.2,1.2,0.5,1.7,0.15,0.07,0.22,0.15,0.22,Matches,7.9,5,2,2,3,0,1,16,6.3,15,148,45,30.4,35,83,30,10,1,0,9,8,13,11,0,,,,,,,,,,,,,,,,111,139,79.9,1589,332,66,73,90.4,40,49,81.6,3,12,25.0,0,0.0,0.0,0,11,2,0,4,128,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,3-yrs,14042029,7741118,11700000,6450000,15897293,8763892,Reserve,F,LW,27,Japan,Liverpool
1754,Takumi Minamino,jp JPN,MFFW,Liverpool,eng Premier League,25,1995,9,2,293,3.3,1,0,1,0,0,0,0,0.31,0.0,0.31,0.31,0.31,0.7,0.7,0.0,0.7,0.2,0.0,0.2,0.2,0.2,Matches,7.9,5,2,2,3,0,1,16,6.3,15,148,45,30.4,35,83,30,10,1,0,9,8,13,11,0,,,,,,,,,,,,,,,,111,139,79.9,1589,332,66,73,90.4,40,49,81.6,3,12,25.0,0,0.0,0.0,0,11,2,0,4,128,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,3-yrs,14042029,7741118,11700000,6450000,15897293,8763892,Reserve,F,LW,27,Japan,Liverpool
1755,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,36,36,3194,35.5,2,2,2,0,0,6,1,0.06,0.06,0.11,0.06,0.11,1.9,1.9,0.6,2.5,0.05,0.02,0.07,0.05,0.07,Matches,35.5,33,18,24,7,2,14,26,53.8,12,252,71,28.2,146,87,19,84,47,1,37,38,71,230,5,,,,,,,,,,,,,,,,1262,1585,79.6,29862,11824,288,324,88.9,707,768,92.1,257,462,55.6,2,0.6,1.4,7,120,6,2,108,115,96013.8653846154,4992721,52853.78846153846,2748397,80000.0,4160000,44038.46153846154,2290000,108699.44230769233,5652371,59836.94230769231,3111521,3-yrs,14978164,8245191,12480000,6870000,16957113,9334564,Starter,D,CB,28,England,Aston Villa
1756,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,27,23,1901,21.1,2,2,2,0,0,4,0,0.09,0.09,0.19,0.09,0.19,1.0,1.0,1.0,2.0,0.05,0.05,0.09,0.05,0.09,Matches,21.1,60,42,30,23,7,28,51,54.9,23,318,114,35.8,137,141,40,37,8,0,29,25,85,43,5,,,,,,,,,,,,,,,,1550,1686,91.9,26276,7561,722,755,95.6,698,737,94.7,107,153,69.9,2,1.0,1.0,8,118,12,2,58,466,4230.769230769231,220000,2115.3846153846152,110000,3525.1346153846152,183307,1762.5576923076924,91653,4789.75,249067,2394.8653846153848,124533,2-yrs,440000,220000,366614,183307,498134,249067,Reserve,D,CB,22,Spain,Barcelona
1757,Rafa Mir,es ESP,FW,Huesca,es La Liga,23,1997,38,32,2877,32.0,13,1,11,2,3,2,0,0.41,0.03,0.44,0.34,0.38,13.6,11.4,1.8,13.2,0.43,0.06,0.48,0.36,0.41,Matches,32.0,15,9,4,3,8,4,14,28.6,10,432,99,22.9,37,182,213,25,4,0,21,11,26,23,0,,,,,,,,,,,,,,,,280,472,59.3,4553,1132,150,213,70.4,94,165,57.0,22,49,44.9,1,1.8,-0.8,11,20,7,1,33,228,24230.76923076923,1260000,11538.46153846154,600000,20189.384615384617,1049848,9614.0,499928,27432.19230769231,1426474,13062.942307692309,679273,6-yrs,7560000,3600000,6299090,2999567,8558845,4075640,Reserve,F,CF,24,Spain,Sevilla
1758,Jorge Miramón,es ESP,DF,Levante,es La Liga,31,1989,26,19,1732,19.2,0,3,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,0.7,0.7,1.3,2.0,0.04,0.07,0.1,0.04,0.1,Matches,19.2,41,24,31,10,0,20,38,52.6,18,208,75,36.1,109,69,30,48,4,0,44,34,75,66,1,,,,,,,,,,,,,,,,824,1053,78.3,15669,6694,351,398,88.2,363,425,85.4,103,194,53.1,3,1.3,1.7,14,52,31,15,85,435,6153.846153846154,320000,2884.6153846153848,150000,5127.461538461538,266628,2403.5,124982,6966.903846153846,362279,3265.730769230769,169818,1-yr,320000,150000,266628,124982,362279,169818,Reserve,D,RB,32,Spain,Levante
1760,Juan Miranda,es ESP,DF,Betis,es La Liga,20,2000,22,18,1652,18.4,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.6,0.6,1.3,1.9,0.03,0.07,0.1,0.03,0.1,Matches,18.4,31,15,15,15,1,12,32,37.5,20,249,72,28.9,115,93,41,46,3,0,43,27,58,68,0,,,,,,,,,,,,,,,,701,935,75.0,11958,5314,356,396,89.9,263,349,75.4,67,153,43.8,2,1.3,0.7,13,58,16,9,58,417,6923.076923076923,360000,3269.230769230769,170000,5768.403846153846,299957,2723.9615384615386,141646,7837.7692307692305,407564,3701.173076923077,192461,3-yrs,1080000,510000,899870,424939,1222692,577382,Starter,D,LB,22,Spain,Real Betis
1761,Antonio Mirante,it ITA,GK,Roma,it Serie A,37,1983,13,13,1153,12.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,12.8,0,0,0,0,0,0,2,0.0,2,1,1,100.0,1,0,0,1,0,0,1,0,0,1,0,19.0,1.48,54.0,36.0,68.5,6.0,3.0,4.0,5.0,38.5,3.0,2.0,1.0,0.0,33.3,341,436,78.2,9348,5673,66,66,100.0,160,165,97.0,113,202,55.9,0,0.0,0.0,0,2,0,0,1,252,25000.0,1300000,13461.53846153846,700000,20830.32692307692,1083177,11216.326923076924,583249,28303.05769230769,1471759,15240.115384615385,792486,1-yr,1300000,700000,1083177,583249,1471759,792486,Reserve,K,GK,38,Italy,AC Milan
1762,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19,19,1710,19.0,1,1,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,0.4,0.4,0.4,0.8,0.02,0.02,0.04,0.02,0.04,Matches,19.0,69,29,52,8,9,19,35,54.3,16,404,98,24.3,275,88,41,51,8,0,43,30,99,67,1,,,,,,,,,,,,,,,,547,779,70.2,8911,5506,274,322,85.1,220,308,71.4,40,92,43.5,1,0.4,0.6,3,50,10,6,55,316,34620.38461538462,1800260,19156.615384615383,996144,28846.153846153848,1500000,15961.53846153846,830000,39194.5,2038114,21687.634615384617,1127757,4-yrs,7201040,3984576,6000000,3320000,8152458,4511027,Starter,D,LB,22,England,Crystal Palace
1765,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,23,1997,27,22,1797,20.0,0,2,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1,0.8,0.8,1.9,2.7,0.04,0.09,0.14,0.04,0.14,Matches,20.0,76,36,49,21,6,30,69,43.5,39,331,98,29.6,179,116,36,58,4,0,54,52,128,70,1,,,,,,,,,,,,,,,,842,1126,74.8,17180,5985,308,365,84.4,375,447,83.9,150,270,55.6,2,1.9,0.1,23,63,28,14,81,195,19038.46153846154,990000,10000.0,520000,15863.096153846154,824881,8332.134615384615,433271,21553.865384615383,1120801,11321.23076923077,588704,2-yrs,1980000,1040000,1649762,866541,2241602,1177407,Starter,D,LB,24,Germany,Hertha Berlin
1766,Henrikh Mkhitaryan,am ARM,FWMF,Roma,it Serie A,31,1989,34,30,2745,30.5,13,10,12,1,1,2,0,0.43,0.33,0.75,0.39,0.72,12.3,11.5,9.0,20.5,0.4,0.3,0.7,0.38,0.67,Matches,30.5,56,38,9,31,16,15,66,22.7,51,606,168,27.7,89,295,222,41,1,0,40,36,92,8,0,,,,,,,,,,,,,,,,937,1230,76.2,15719,4067,482,588,82.0,345,428,80.6,92,145,63.4,10,9.0,1.0,50,71,48,5,121,57,86346.15384615384,4490000,67307.69230769231,3500000,71944.73076923077,3741126,56081.63461538462,2916245,97754.40384615384,5083229,76200.53846153847,3962428,1-yr,4490000,3500000,3741126,2916245,5083229,3962428,Starter,F,AM,33,Armenia,Roma
1767,Jakub Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,12,7,647,7.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.0,0.12,0.02,0.14,0.12,0.14,Matches,7.2,16,8,7,6,3,4,17,23.5,13,134,39,29.1,43,49,42,17,1,0,16,8,24,14,0,,,,,,,,,,,,,,,,200,268,74.6,2874,870,118,135,87.4,71,90,78.9,6,24,25.0,0,0.2,-0.2,3,17,7,0,21,443,12001.73076923077,624090,6693.269230769231,348050,10000.0,520000,5576.923076923077,290000,13587.423076923076,706546,7577.596153846154,394035,4-yrs,2496361,1392201,2080000,1160000,2826185,1576142,Starter,M,CM,22,Poland,Brighton
1768,Anthony Modeste,fr FRA,FWMF,Köln,de Bundesliga,32,1988,8,1,221,2.5,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.8,1.0,0.0,1.1,0.73,0.01,0.74,0.42,0.43,Matches,2.5,1,0,0,1,0,0,2,0.0,2,32,9,28.1,0,17,15,0,0,0,0,0,1,2,0,,,,,,,,,,,,,,,,31,54,57.4,472,59,22,35,62.9,6,11,54.5,3,7,42.9,0,0.1,-0.1,2,3,0,0,2,46,61538.46153846154,3200000,32692.30769230769,1700000,51274.65384615384,2666282,27239.653846153848,1416462,69669.05769230769,3622791,37011.69230769231,1924608,2-yrs,6400000,3400000,5332563,2832924,7245583,3849216,Starter,F,CF,33,France,Koln
1769,Anthony Modeste,fr FRA,FW,Saint-Étienne,fr Ligue 1,32,1988,7,3,293,3.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,0.26,0.04,0.3,0.26,0.3,Matches,2.5,1,0,0,1,0,0,2,0.0,2,32,9,28.1,0,17,15,0,0,0,0,0,1,2,0,,,,,,,,,,,,,,,,31,54,57.4,472,59,22,35,62.9,6,11,54.5,3,7,42.9,0,0.1,-0.1,2,3,0,0,2,46,61538.46153846154,3200000,32692.30769230769,1700000,51274.65384615384,2666282,27239.653846153848,1416462,69669.05769230769,3622791,37011.69230769231,1924608,2-yrs,6400000,3400000,5332563,2832924,7245583,3849216,Starter,F,CF,33,France,Koln
1771,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,32,26,2073,23.0,14,2,13,1,1,2,0,0.61,0.09,0.69,0.56,0.65,12.5,11.7,3.9,15.7,0.54,0.17,0.71,0.51,0.68,Matches,23.0,8,5,0,3,5,2,18,11.1,16,337,70,20.8,10,152,175,9,4,0,5,12,20,8,0,,,,,,,,,,,,,,,,285,401,71.1,4189,823,172,217,79.3,69,103,67.0,25,43,58.1,2,3.9,-1.9,28,17,15,1,30,231,9615.384615384615,500000,5384.615384615385,280000,8011.653846153846,416606,4486.538461538462,233300,10885.78846153846,566061,6096.038461538462,316994,3-yrs,1500000,840000,1249819,699899,1698183,950983,Starter,F,CF,22,Nigeria,Lorient
1772,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,27,17,1555,17.3,5,1,5,0,0,4,1,0.29,0.06,0.35,0.29,0.35,1.3,1.3,1.0,2.3,0.08,0.06,0.13,0.08,0.13,Matches,17.3,19,16,14,4,1,3,21,14.3,18,234,63,26.9,98,112,24,19,3,0,16,41,60,25,2,,,,,,,,,,,,,,,,832,986,84.4,14393,3098,409,451,90.7,303,341,88.9,95,144,66.0,1,1.0,0.0,12,65,11,2,60,202,17692.30769230769,920000,9423.076923076924,490000,14741.46153846154,766556,7851.423076923077,408274,20029.865384615383,1041553,10668.076923076924,554740,1-yr,920000,490000,766556,408274,1041553,554740,Reserve,M,CM,28,Germany,Union Berlin
1775,Johan Mojica,co COL,DF,Elche,es La Liga,27,1992,17,14,1204,13.4,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,0.01,0.06,0.07,0.01,0.07,Matches,13.4,26,15,20,6,0,7,19,36.8,12,223,67,30.0,132,69,22,20,3,0,17,27,53,32,0,,,,,,,,,,,,,,,,182,227,80.2,2950,874,89,101,88.1,74,87,85.1,14,26,53.8,0,0.3,-0.3,3,12,5,3,16,351,11538.46153846154,600000,5576.923076923077,290000,9614.0,499928,4646.769230769231,241632,13062.942307692309,679273,6313.75,328315,3-yrs,1800000,870000,1499783,724895,2037820,984946,Starter,D,LB,29,Colombia,Elche
1776,Johan Mojica,co COL,DFFW,Atalanta,it Serie A,27,1992,11,3,299,3.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.03,0.09,0.11,0.03,0.11,Matches,13.4,26,15,20,6,0,7,19,36.8,12,223,67,30.0,132,69,22,20,3,0,17,27,53,32,0,,,,,,,,,,,,,,,,182,227,80.2,2950,874,89,101,88.1,74,87,85.1,14,26,53.8,0,0.3,-0.3,3,12,5,3,16,351,11538.46153846154,600000,5576.923076923077,290000,9614.0,499928,4646.769230769231,241632,13062.942307692309,679273,6313.75,328315,3-yrs,1800000,870000,1499783,724895,2037820,984946,Starter,D,LB,29,Colombia,Elche
1778,Jorge Molina,es ESP,FWMF,Granada,es La Liga,38,1982,33,17,1615,17.9,8,2,8,0,1,3,0,0.45,0.11,0.56,0.45,0.56,5.0,4.3,2.2,6.5,0.28,0.12,0.4,0.24,0.36,Matches,17.9,8,6,1,2,5,2,10,20.0,8,223,48,21.5,23,102,98,6,1,0,5,2,10,15,0,,,,,,,,,,,,,,,,294,471,62.4,4509,1329,178,243,73.3,87,149,58.4,22,38,57.9,2,2.2,-0.2,21,36,17,1,51,191,29615.384615384617,1540000,14230.76923076923,740000,24675.92307692308,1283148,11857.26923076923,616578,33528.230769230766,1743468,16110.98076923077,837771,1-yr,1540000,740000,1283148,616578,1743468,837771,Reserve,F,CF,39,Spain,Granada
1779,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,22,1997,29,18,1828,20.3,2,5,2,0,0,1,0,0.1,0.25,0.34,0.1,0.34,1.6,1.6,2.5,4.1,0.08,0.12,0.2,0.08,0.2,Matches,20.3,30,20,20,5,5,12,36,33.3,24,285,72,25.3,122,81,82,49,6,0,43,32,62,45,3,,,,,,,,,,,,,,,,782,1009,77.5,12506,4811,436,487,89.5,260,336,77.4,69,142,48.6,5,2.5,2.5,22,35,21,14,81,399,7307.692307692308,380000,5769.2307692307695,300000,6088.865384615385,316621,4807.0,249964,8273.192307692309,430206,6531.4807692307695,339637,5-yrs,1900000,1500000,1583105,1249819,2151032,1698183,Reserve,D,RB,23,Argentina,Udinese
1782,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,34,30,2355,26.2,3,5,3,0,0,5,2,0.11,0.19,0.31,0.11,0.31,3.4,3.4,3.4,6.9,0.13,0.13,0.26,0.13,0.26,Matches,26.2,22,13,6,12,4,9,51,17.6,42,315,61,19.4,72,179,64,27,3,0,24,29,51,13,0,,,,,,,,,,,,,,,,1055,1267,83.3,19966,4815,453,502,90.2,418,469,89.1,157,247,63.6,5,3.4,1.6,38,91,22,2,101,88,29423.07692307692,1530000,16153.846153846154,840000,24515.69230769231,1274816,13459.596153846154,699899,33310.519230769234,1732147,18288.134615384617,950983,2-yrs,3060000,1680000,2549632,1399798,3464294,1901965,Starter,M,CM,30,France,Montpellier
1785,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,36,28,2660,29.6,2,0,2,0,0,7,1,0.07,0.0,0.07,0.07,0.07,1.5,1.5,1.3,2.7,0.05,0.04,0.09,0.05,0.09,Matches,29.6,53,28,24,21,8,21,65,32.3,44,638,162,25.4,202,326,110,46,8,0,38,21,74,52,1,,,,,,,,,,,,,,,,935,1141,81.9,19875,4665,326,374,87.2,423,492,86.0,176,246,71.5,0,1.3,-1.3,16,94,13,5,77,371,9615.384615384615,500000,4615.384615384615,240000,8011.653846153846,416606,3845.596153846154,199971,10885.78846153846,566061,5225.173076923077,271709,10-yrs,5000000,2400000,4166065,1999711,5660612,2717094,Starter,M,CM,23,Spain,Osasuna
1787,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,27,12,1153,12.8,2,0,2,0,0,4,0,0.16,0.0,0.16,0.16,0.16,1.1,1.1,1.2,2.3,0.09,0.09,0.18,0.09,0.18,Matches,12.8,38,25,17,19,2,11,37,29.7,26,253,74,29.2,104,127,22,19,4,0,15,12,50,24,0,,,,,,,,,,,,,,,,542,679,79.8,10811,3179,208,243,85.6,248,276,89.9,81,135,60.0,0,1.2,-1.2,12,60,9,2,76,260,8076.923076923077,420000,4423.076923076923,230000,6729.788461538462,349949,3685.3653846153848,191639,9144.057692307691,475491,5007.461538461538,260388,2-yrs,840000,460000,699899,383278,950983,520776,Starter,M,DM,30,France,Lorient
1789,Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,26,23,2082,23.1,1,1,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,0.8,0.8,1.2,2.0,0.03,0.05,0.08,0.03,0.08,Matches,23.1,31,20,15,14,2,9,22,40.9,13,232,89,38.4,96,87,49,34,5,0,29,32,63,67,0,,,,,,,,,,,,,,,,981,1212,80.9,16601,6468,478,532,89.8,417,485,86.0,71,144,49.3,1,1.2,-0.2,10,41,14,4,60,101,66346.15384615384,3450000,31923.07692307692,1660000,55280.480769230766,2874585,26598.73076923077,1383134,75111.96153846153,3905822,36140.82692307692,1879323,1-yr,3450000,1660000,2874585,1383134,3905822,1879323,Reserve,D,LB,35,Spain,Real Sociedad
1791,Lorenzo Montipò,it ITA,GK,Benevento,it Serie A,24,1996,37,37,3330,37.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,37.0,0,0,0,0,0,0,0,,0,5,1,20.0,5,0,0,1,0,0,1,0,0,1,3,74.0,2.0,170.0,104.0,58.8,7.0,11.0,19.0,7.0,18.9,5.0,4.0,1.0,0.0,20.0,786,1236,63.6,25590,14961,122,122,100.0,290,296,98.0,368,810,45.4,0,0.0,0.0,0,5,0,0,2,386,9615.384615384615,500000,5192.307692307692,270000,8011.653846153846,416606,4326.307692307692,224968,10885.78846153846,566061,5878.326923076923,305673,1-yr,500000,270000,416606,224968,566061,305673,Starter,K,GK,25,Italy,Hellas Verona
1792,Ángel Montoro,es ESP,MF,Granada,es La Liga,32,1988,22,17,1362,15.1,1,1,0,1,1,6,0,0.07,0.07,0.13,0.0,0.07,1.4,0.7,1.6,2.3,0.09,0.11,0.2,0.04,0.15,Matches,15.1,19,13,9,10,0,5,15,33.3,10,177,47,26.6,42,111,24,24,3,0,21,15,34,22,0,,,,,,,,,,,,,,,,518,745,69.5,12790,4186,163,200,81.5,209,259,80.7,141,255,55.3,1,1.6,-0.6,22,78,19,8,71,316,13461.53846153846,700000,6538.461538461538,340000,11216.326923076924,583249,5447.923076923077,283292,15240.115384615385,792486,7402.346153846154,384922,1-yr,700000,340000,583249,283292,792486,384922,Reserve,M,CM,33,Spain,Granada
