name,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
Pedro,61730.769230769234,3210000,48076.92307692308,2500000,51434.88461538462,2674614,40058.307692307695,2083032,69886.78846153847,3634113,54428.96153846154,2830306,2-yrs,6420000,5000000,5349227,4166065,7268225,5660612,Starter,F,RW,34,Spain,Lazio
Ridgeciano Haps,61730.769230769234,3210000,48076.92307692308,2500000,51434.88461538462,2674614,40058.307692307695,2083032,69886.78846153847,3634113,54428.96153846154,2830306,3-yrs,9630000,7500000,8023841,6249097,10902338,8490917,Starter,D,LB,28,Suriname,Venezia
Diego Demme,61730.769230769234,3210000,48076.92307692308,2500000,51434.88461538462,2674614,40058.307692307695,2083032,69886.78846153847,3634113,54428.96153846154,2830306,3-yrs,9630000,7500000,8023841,6249097,10902338,8490917,Reserve,M,DM,30,Germany,Napoli
Moise Kean,61730.769230769234,3210000,48076.92307692308,2500000,51434.88461538462,2674614,40058.307692307695,2083032,69886.78846153847,3634113,54428.96153846154,2830306,2-yrs,6420000,5000000,5349227,4166065,7268225,5660612,Reserve,F,CF,21,Italy,Juventus
Nicolás González,61730.769230769234,3210000,48076.92307692308,2500000,51434.88461538462,2674614,40058.307692307695,2083032,69886.78846153847,3634113,54428.96153846154,2830306,5-yrs,16050000,12500000,13373068,10415162,18170563,14151529,Starter,F,LW,23,Argentina,Fiorentina
Armando Izzo,60576.92307692308,3150000,32692.30769230769,1700000,50473.480769230766,2624621,27239.653846153848,1416462,68580.48076923077,3566185,37011.692307692305,1924608,3-yrs,9450000,5100000,7873863,4249386,10698556,5773824,Reserve,D,CB,29,Italy,Torino
Simone Zaza,60576.92307692308,3150000,32692.30769230769,1700000,50473.480769230766,2624621,27239.653846153848,1416462,68580.48076923077,3566185,37011.692307692305,1924608,2-yrs,6300000,3400000,5249242,2832924,7132370,3849216,Reserve,F,CF,30,Italy,Torino
Simone Verdi,60576.92307692308,3150000,32692.30769230769,1700000,50473.480769230766,2624621,27239.653846153848,1416462,68580.48076923077,3566185,37011.692307692305,1924608,1-yr,3150000,1700000,2624621,1416462,3566185,1924608,Starter,F,AM,29,Italy,Salernitana
Axel Tuanzebe,60000,3120000,46730.769230769234,2430000,49992.769230769234,2599624,38936.692307692305,2024708,67927.34615384616,3532222,52904.942307692305,2751057,1-yr,3120000,2430000,2599624,2024708,3532222,2751057,Reserve,D,CB,24,England,Napoli
Antonio Sanabria,56923.07692307692,2960000,30769.23076923077,1600000,47429.03846153846,2466310,25637.326923076922,1333141,64443.88461538462,3351082,34834.53846153846,1811396,4-yrs,11840000,6400000,9865242,5332563,13404328,7245583,Starter,F,CF,25,Paraguay,Torino
Adam Ounas,56923.07692307692,2960000,30769.23076923077,1600000,47429.03846153846,2466310,25637.326923076922,1333141,64443.88461538462,3351082,34834.53846153846,1811396,2-yrs,5920000,3200000,4932621,2666282,6702164,3622791,Reserve,F,RW,25,Algeria,Napoli
Juan Musso,56923.07692307692,2960000,30769.23076923077,1600000,47429.03846153846,2466310,25637.326923076922,1333141,64443.88461538462,3351082,34834.53846153846,1811396,4-yrs,11840000,6400000,9865242,5332563,13404328,7245583,Starter,K,GK,27,Argentina,Atalanta
Felipe Anderson,54230.769230769234,2820000,42307.692307692305,2200000,45185.78846153846,2349661,35251.32692307692,1833069,61395.86538461538,3192585,47897.480769230766,2490669,4-yrs,11280000,8800000,9398642,7332274,12770340,9962676,Reserve,F,LW,28,Brazil,Lazio
Ismaël Bennacer,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,3-yrs,8340000,4500000,6948996,3749458,9441900,5094550,Starter,M,DM,24,Algeria,AC Milan
Aleksey Miranchuk,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,3-yrs,8340000,4500000,6948996,3749458,9441900,5094550,Reserve,F,AM,26,Russia,Atalanta
Jérémie Boga,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,1-yr,2780000,1500000,2316332,1249819,3147300,1698183,Starter,F,LW,25,Cote d&#39;Ivoire,Atalanta
Nikola Kalinic,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,1-yr,2780000,1500000,2316332,1249819,3147300,1698183,Reserve,F,CF,34,Croatia,Hellas Verona
Fabián Ruiz,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,2-yrs,5560000,3000000,4632664,2499639,6294600,3396367,Starter,M,CM,25,Spain,Napoli
Marko Rog,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,3-yrs,8340000,4500000,6948996,3749458,9441900,5094550,Reserve,M,CM,26,Croatia,Cagliari
Marko Pjaca,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,1-yr,2780000,1500000,2316332,1249819,3147300,1698183,Reserve,F,AM,26,Croatia,Torino
Davide Santon,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,1-yr,2780000,1500000,2316332,1249819,3147300,1698183,Reserve,D,RB,31,Italy,Roma
Nikola Maksimovic,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,4-yrs,11120000,6000000,9265328,4999278,12589200,6792734,Reserve,D,CB,30,Serbia,Genoa
Giacomo Bonaventura,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,1-yr,2780000,1500000,2316332,1249819,3147300,1698183,Reserve,M,CM,32,Italy,Fiorentina
Roberto Gagliardini,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,2-yrs,5560000,3000000,4632664,2499639,6294600,3396367,Reserve,M,CM,27,Italy,Inter Milan
Ricardo Rodríguez,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,3-yrs,8340000,4500000,6948996,3749458,9441900,5094550,Starter,D,LB,29,Switzerland,Torino
Samu Castillejo,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,2-yrs,5560000,3000000,4632664,2499639,6294600,3396367,Reserve,F,RW,27,Spain,AC Milan
Aleksandar Kolarov,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,1-yr,2780000,1500000,2316332,1249819,3147300,1698183,Reserve,D,LB,36,Serbia,Inter Milan
Giovanni Simeone,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,1-yr,2780000,1500000,2316332,1249819,3147300,1698183,Reserve,F,CF,26,Argentina,Hellas Verona
Manuel Lazzari,53461.53846153846,2780000,28846.153846153848,1500000,44544.846153846156,2316332,24034.98076923077,1249819,60525,3147300,32657.365384615383,1698183,3-yrs,8340000,4500000,6948996,3749458,9441900,5094550,Starter,M,RM,28,Italy,Lazio
Krzysztof Piatek,51923.07692307692,2700000,28076.923076923078,1460000,43262.980769230766,2249675,23394.05769230769,1216491,58783.269230769234,3056730,31786.51923076923,1652899,1-yr,2700000,1460000,2249675,1216491,3056730,1652899,Starter,F,CF,26,Poland,Fiorentina
Tomás Rincón,49807.692307692305,2590000,26923.076923076922,1400000,41500.42307692308,2158022,22432.653846153848,1166498,56388.403846153844,2932197,30480.21153846154,1584971,1-yr,2590000,1400000,2158022,1166498,2932197,1584971,Starter,M,DM,34,Venezuela,Sampdoria
Danilo Cataldi,49807.692307692305,2590000,26923.076923076922,1400000,41500.42307692308,2158022,22432.653846153848,1166498,56388.403846153844,2932197,30480.21153846154,1584971,3-yrs,7770000,4200000,6474065,3499494,8796590,4754914,Reserve,M,DM,27,Italy,Lazio
Gaetano Castrovilli,49807.692307692305,2590000,26923.076923076922,1400000,41500.42307692308,2158022,22432.653846153848,1166498,56388.403846153844,2932197,30480.21153846154,1584971,3-yrs,7770000,4200000,6474065,3499494,8796590,4754914,Starter,M,CM,24,Italy,Fiorentina
Leonardo Pavoletti,49807.692307692305,2590000,26923.076923076922,1400000,41500.42307692308,2158022,22432.653846153848,1166498,56388.403846153844,2932197,30480.21153846154,1584971,3-yrs,7770000,4200000,6474065,3499494,8796590,4754914,Reserve,F,CF,33,Italy,Cagliari
Karol Linetty,49807.692307692305,2590000,26923.076923076922,1400000,41500.42307692308,2158022,22432.653846153848,1166498,56388.403846153844,2932197,30480.21153846154,1584971,3-yrs,7770000,4200000,6474065,3499494,8796590,4754914,Reserve,F,AM,27,Poland,Torino
João Pedro,49807.692307692305,2590000,26923.076923076922,1400000,41500.42307692308,2158022,22432.653846153848,1166498,56388.403846153844,2932197,30480.21153846154,1584971,2-yrs,5180000,2800000,4316043,2332996,5864394,3169942,Reserve,F,SS,29,Italy,Cagliari
Carles Pérez,49230.769230769234,2560000,38461.53846153846,2000000,41019.71153846154,2133025,32046.653846153848,1666426,55735.25,2898233,43543.17307692308,2264245,3-yrs,7680000,6000000,6399076,4999278,8694699,6792734,Reserve,F,RW,23,Spain,Roma
Stanislav Lobotka,49230.769230769234,2560000,38461.53846153846,2000000,41019.71153846154,2133025,32046.653846153848,1666426,55735.25,2898233,43543.17307692308,2264245,4-yrs,10240000,8000000,8532101,6665704,11592932,9056978,Starter,M,DM,27,Slovakia,Napoli
Fikayo Tomori,49230.769230769234,2560000,38461.53846153846,2000000,41019.71153846154,2133025,32046.653846153848,1666426,55735.25,2898233,43543.17307692308,2264245,4-yrs,10240000,8000000,8532101,6665704,11592932,9056978,Starter,D,CB,24,England,AC Milan
Gianluca Busio,49230.769230769234,2560000,38461.53846153846,2000000,41019.71153846154,2133025,32046.653846153848,1666426,55735.25,2898233,43543.17307692308,2264245,3-yrs,7680000,6000000,6399076,4999278,8694699,6792734,Reserve,M,CM,19,United States,Venezia
Matteo Darmian,49230.769230769234,2560000,38461.53846153846,2000000,41019.71153846154,2133025,32046.653846153848,1666426,55735.25,2898233,43543.17307692308,2264245,2-yrs,5120000,4000000,4266050,3332852,5796466,4528489,Reserve,D,RB,32,Italy,Inter Milan
Hernani,46346.153846153844,2410000,25000,1300000,38616.21153846154,2008043,20830.326923076922,1083177,52469.519230769234,2728415,28303.05769230769,1471759,1-yr,2410000,1300000,2008043,1083177,2728415,1471759,Reserve,M,CM,27,Brazil,Genoa
Sebastiano Luperto,46346.153846153844,2410000,25000,1300000,38616.21153846154,2008043,20830.326923076922,1083177,52469.519230769234,2728415,28303.05769230769,1471759,1-yr,2410000,1300000,2008043,1083177,2728415,1471759,Reserve,D,CB,25,Italy,Empoli
Luca Pellegrini,46346.153846153844,2410000,25000,1300000,38616.21153846154,2008043,20830.326923076922,1083177,52469.519230769234,2728415,28303.05769230769,1471759,4-yrs,9640000,5200000,8032173,4332707,10913659,5887036,Reserve,D,LB,22,Italy,Juventus
Alfred Duncan,46346.153846153844,2410000,25000,1300000,38616.21153846154,2008043,20830.326923076922,1083177,52469.519230769234,2728415,28303.05769230769,1471759,3-yrs,7230000,3900000,6024130,3249531,8185244,4415277,Reserve,M,CM,28,Ghana,Fiorentina
Antonio Candreva,46346.153846153844,2410000,25000,1300000,38616.21153846154,2008043,20830.326923076922,1083177,52469.519230769234,2728415,28303.05769230769,1471759,3-yrs,7230000,3900000,6024130,3249531,8185244,4415277,Starter,M,RM,34,Italy,Sampdoria
Amir Rrahmani,44423.07692307692,2310000,34615.38461538462,1800000,37013.88461538462,1924722,28841.98076923077,1499783,50292.36538461538,2615203,39188.846153846156,2037820,3-yrs,6930000,5400000,5774166,4499350,7845608,6113460,Starter,D,CB,27,Kosovo,Napoli
Luis Muriel,44423.07692307692,2310000,34615.38461538462,1800000,37013.88461538462,1924722,28841.98076923077,1499783,50292.36538461538,2615203,39188.846153846156,2037820,2-yrs,4620000,3600000,3849444,2999567,5230405,4075640,Reserve,F,CF,30,Colombia,Atalanta
Dalbert,42692.307692307695,2220000,23076.923076923078,1200000,35571.78846153846,1849733,19228,999856,48332.92307692308,2513312,26125.903846153848,1358547,1-yr,2220000,1200000,1849733,999856,2513312,1358547,Starter,D,LB,28,Brazil,Cagliari
Mohamed Fares,42692.307692307695,2220000,23076.923076923078,1200000,35571.78846153846,1849733,19228,999856,48332.92307692308,2513312,26125.903846153848,1358547,1-yr,2220000,1200000,1849733,999856,2513312,1358547,Reserve,M,LM,25,Algeria,Torino
Stefan Radu,42692.307692307695,2220000,23076.923076923078,1200000,35571.78846153846,1849733,19228,999856,48332.92307692308,2513312,26125.903846153848,1358547,1-yr,2220000,1200000,1849733,999856,2513312,1358547,Reserve,D,CB,35,Romania,Lazio
Sandro Tonali,42692.307692307695,2220000,23076.923076923078,1200000,35571.78846153846,1849733,19228,999856,48332.92307692308,2513312,26125.903846153848,1358547,5-yrs,11100000,6000000,9248664,4999278,12566558,6792734,Starter,M,DM,21,Italy,AC Milan
Cristiano Biraghi,42692.307692307695,2220000,23076.923076923078,1200000,35571.78846153846,1849733,19228,999856,48332.92307692308,2513312,26125.903846153848,1358547,3-yrs,6660000,3600000,5549198,2999567,7539935,4075640,Starter,D,LB,29,Italy,Fiorentina
Thomas Strakosha,42692.307692307695,2220000,23076.923076923078,1200000,35571.78846153846,1849733,19228,999856,48332.92307692308,2513312,26125.903846153848,1358547,1-yr,2220000,1200000,1849733,999856,2513312,1358547,Starter,K,GK,26,Albania,Lazio
Fabio Quagliarella,42692.307692307695,2220000,23076.923076923078,1200000,35571.78846153846,1849733,19228,999856,48332.92307692308,2513312,26125.903846153848,1358547,1-yr,2220000,1200000,1849733,999856,2513312,1358547,Reserve,F,CF,39,Italy,Sampdoria
Domenico Criscito,42692.307692307695,2220000,23076.923076923078,1200000,35571.78846153846,1849733,19228,999856,48332.92307692308,2513312,26125.903846153848,1358547,2-yrs,4440000,2400000,3699466,1999711,5026623,2717094,Reserve,D,CB,35,Italy,Genoa
André Zambo Anguissa,41923.07692307692,2180000,32692.30769230769,1700000,34930.846153846156,1816404,27239.653846153848,1416462,47462.057692307695,2468027,37011.692307692305,1924608,1-yr,2180000,1700000,1816404,1416462,2468027,1924608,Reserve,M,DM,26,Cameroon,Napoli
Aleksandr Kokorin,41923.07692307692,2180000,32692.30769230769,1700000,34930.846153846156,1816404,27239.653846153848,1416462,47462.057692307695,2468027,37011.692307692305,1924608,3-yrs,6540000,5100000,5449213,4249386,7404080,5773824,Reserve,F,CF,30,Russia,Fiorentina
Jonathan Ikoné,41923.07692307692,2180000,32692.30769230769,1700000,34930.846153846156,1816404,27239.653846153848,1416462,47462.057692307695,2468027,37011.692307692305,1924608,5-yrs,10900000,8500000,9082021,7082310,12340133,9623040,Reserve,F,RW,23,France,Fiorentina
Arthur Cabral,41923.07692307692,2180000,32692.30769230769,1700000,34930.846153846156,1816404,27239.653846153848,1416462,47462.057692307695,2468027,37011.692307692305,1924608,5-yrs,10900000,8500000,9082021,7082310,12340133,9623040,Reserve,F,CF,23,Brazil,Fiorentina
Federico Dimarco,40961.53846153846,2130000,22115.384615384617,1150000,34129.692307692305,1774744,18426.826923076922,958195,46373.46153846154,2411420,25037.326923076922,1301941,5-yrs,10650000,5750000,8873718,4790975,12057102,6509703,Reserve,D,LB,24,Italy,Inter Milan
Nahitan Nández,39423.07692307692,2050000,30769.23076923077,1600000,32847.82692307692,1708087,25637.326923076922,1333141,44631.75,2320851,34834.53846153846,1811396,3-yrs,6150000,4800000,5124260,3999422,6962552,5434187,Reserve,M,RM,26,Uruguay,Cagliari
Nicola Sansone,39423.07692307692,2050000,30769.23076923077,1600000,32847.82692307692,1708087,25637.326923076922,1333141,44631.75,2320851,34834.53846153846,1811396,2-yrs,4100000,3200000,3416173,2666282,4641701,3622791,Reserve,F,LW,30,Italy,Bologna
Roberto Soriano,39423.07692307692,2050000,30769.23076923077,1600000,32847.82692307692,1708087,25637.326923076922,1333141,44631.75,2320851,34834.53846153846,1811396,2-yrs,4100000,3200000,3416173,2666282,4641701,3622791,Starter,F,AM,30,Italy,Bologna
Riccardo Orsolini,39230.769230769234,2040000,21153.846153846152,1100000,32687.576923076922,1699754,17625.653846153848,916534,44414.019230769234,2309529,23948.75,1245335,3-yrs,6120000,3300000,5099263,2749603,6928588,3736004,Starter,F,RW,25,Italy,Bologna
Marco Benassi,39230.769230769234,2040000,21153.846153846152,1100000,32687.576923076922,1699754,17625.653846153848,916534,44414.019230769234,2309529,23948.75,1245335,1-yr,2040000,1100000,1699754,916534,2309529,1245335,Reserve,M,CM,27,Italy,Empoli
Albin Ekdal,39230.769230769234,2040000,21153.846153846152,1100000,32687.576923076922,1699754,17625.653846153848,916534,44414.019230769234,2309529,23948.75,1245335,1-yr,2040000,1100000,1699754,916534,2309529,1245335,Reserve,M,DM,32,Sweden,Sampdoria
Rade Krunic,39230.769230769234,2040000,21153.846153846152,1100000,32687.576923076922,1699754,17625.653846153848,916534,44414.019230769234,2309529,23948.75,1245335,3-yrs,6120000,3300000,5099263,2749603,6928588,3736004,Reserve,M,CM,28,Bosnia-Herzegovina,AC Milan
Teun Koopmeiners,36923.07692307692,1920000,28846.153846153848,1500000,30764.78846153846,1599769,24034.98076923077,1249819,41801.442307692305,2173675,32657.365384615383,1698183,4-yrs,7680000,6000000,6399076,4999278,8694699,6792734,Reserve,M,DM,23,Netherlands,Atalanta
Dennis Praet,36923.07692307692,1920000,28846.153846153848,1500000,30764.78846153846,1599769,24034.98076923077,1249819,41801.442307692305,2173675,32657.365384615383,1698183,1-yr,1920000,1500000,1599769,1249819,2173675,1698183,Starter,M,CM,27,Belgium,Torino
Sofyan Amrabat,36923.07692307692,1920000,28846.153846153848,1500000,30764.78846153846,1599769,24034.98076923077,1249819,41801.442307692305,2173675,32657.365384615383,1698183,3-yrs,5760000,4500000,4799307,3749458,6521024,5094550,Reserve,M,DM,25,Morocco,Fiorentina
Brahim Díaz,36923.07692307692,1920000,28846.153846153848,1500000,30764.78846153846,1599769,24034.98076923077,1249819,41801.442307692305,2173675,32657.365384615383,1698183,2-yrs,3840000,3000000,3199538,2499639,4347350,3396367,Starter,F,AM,22,Spain,AC Milan
Roger Ibañez,36923.07692307692,1920000,28846.153846153848,1500000,30764.78846153846,1599769,24034.98076923077,1249819,41801.442307692305,2173675,32657.365384615383,1698183,4-yrs,7680000,6000000,6399076,4999278,8694699,6792734,Starter,D,CB,23,Brazil,Roma
Eldor Shomurodov,36923.07692307692,1920000,28846.153846153848,1500000,30764.78846153846,1599769,24034.98076923077,1249819,41801.442307692305,2173675,32657.365384615383,1698183,5-yrs,9600000,7500000,7998845,6249097,10868374,8490917,Reserve,F,CF,26,Uzbekistan,Roma
Eljif Elmas,36923.07692307692,1920000,28846.153846153848,1500000,30764.78846153846,1599769,24034.98076923077,1249819,41801.442307692305,2173675,32657.365384615383,1698183,4-yrs,7680000,6000000,6399076,4999278,8694699,6792734,Reserve,M,CM,22,North Macedonia,Napoli
Simon Kjaer,36923.07692307692,1920000,28846.153846153848,1500000,30764.78846153846,1599769,24034.98076923077,1249819,41801.442307692305,2173675,32657.365384615383,1698183,3-yrs,5760000,4500000,4799307,3749458,6521024,5094550,Reserve,D,CB,32,Denmark,AC Milan
Franck Ribéry,36923.07692307692,1920000,28846.153846153848,1500000,30764.78846153846,1599769,24034.98076923077,1249819,41801.442307692305,2173675,32657.365384615383,1698183,1-yr,1920000,1500000,1599769,1249819,2173675,1698183,Starter,F,LW,38,France,Salernitana
Gary Medel,36923.07692307692,1920000,28846.153846153848,1500000,30764.78846153846,1599769,24034.98076923077,1249819,41801.442307692305,2173675,32657.365384615383,1698183,1-yr,1920000,1500000,1599769,1249819,2173675,1698183,Starter,D,CB,34,Chile,Bologna
Juan Jesus,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Starter,D,CB,30,Brazil,Napoli
Andrea Consigli,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,3-yrs,5550000,3000000,4624332,2499639,6283279,3396367,Starter,K,GK,35,Italy,Sassuolo
Alex Meret,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,2-yrs,3700000,2000000,3082888,1666426,4188853,2264245,Reserve,K,GK,24,Italy,Napoli
Federico Bonazzoli,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Reserve,F,CF,24,Italy,Salernitana
Nicolò Rovella,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Reserve,M,DM,20,Italy,Genoa
Kevin Bonifazi,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,4-yrs,7400000,4000000,6165776,3332852,8377705,4528489,Reserve,D,CB,25,Italy,Bologna
Rafael Tolói,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,2-yrs,3700000,2000000,3082888,1666426,4188853,2264245,Reserve,D,CB,31,Italy,Atalanta
Etrit Berisha,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Reserve,K,GK,32,Albania,Torino
Cristian Ansaldi,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Reserve,D,LB,35,Argentina,Torino
Ionut Radu,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,3-yrs,5550000,3000000,4624332,2499639,6283279,3396367,Reserve,K,GK,24,Romania,Inter Milan
Mario Pasalic,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,4-yrs,7400000,4000000,6165776,3332852,8377705,4528489,Reserve,M,CM,26,Croatia,Atalanta
Simone Romagnoli,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Starter,D,CB,31,Italy,Empoli
Federico Santander,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Reserve,F,CF,30,Paraguay,Bologna
Junior Messias,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Reserve,F,RW,30,Brazil,AC Milan
Ola Aina,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,2-yrs,3700000,2000000,3082888,1666426,4188853,2264245,Reserve,D,RB,25,Nigeria,Torino
Andrea Pinamonti,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Starter,F,CF,22,Italy,Empoli
Alessio Cragno,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,3-yrs,5550000,3000000,4624332,2499639,6283279,3396367,Starter,K,GK,27,Italy,Cagliari
Lorenzo Tonelli,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,2-yrs,3700000,2000000,3082888,1666426,4188853,2264245,Reserve,D,CB,32,Italy,Empoli
Marten de Roon,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,3-yrs,5550000,3000000,4624332,2499639,6283279,3396367,Starter,M,DM,30,Netherlands,Atalanta
Patric,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Starter,D,CB,28,Spain,Lazio
Luca Ceppitelli,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Reserve,D,CB,32,Italy,Cagliari
Samuele Ricci,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.576923076922,1132122,1-yr,1850000,1000000,1541444,833213,2094426,1132122,Reserve,M,DM,20,Italy,Torino
Toma Basic,34423.07692307692,1790000,26923.076923076922,1400000,28681.75,1491451,22432.653846153848,1166498,38971.13461538462,2026499,30480.21153846154,1584971,5-yrs,8950000,7000000,7457256,5832491,10132495,7924856,Reserve,M,CM,25,Croatia,Lazio
Rafael Leão,34423.07692307692,1790000,26923.076923076922,1400000,28681.75,1491451,22432.653846153848,1166498,38971.13461538462,2026499,30480.21153846154,1584971,3-yrs,5370000,4200000,4474354,3499494,6079497,4754914,Starter,F,LW,22,Portugal,AC Milan
David Ospina,34423.07692307692,1790000,26923.076923076922,1400000,28681.75,1491451,22432.653846153848,1166498,38971.13461538462,2026499,30480.21153846154,1584971,1-yr,1790000,1400000,1491451,1166498,2026499,1584971,Starter,K,GK,33,Colombia,Napoli
Milan Badelj,34423.07692307692,1790000,26923.076923076922,1400000,28681.75,1491451,22432.653846153848,1166498,38971.13461538462,2026499,30480.21153846154,1584971,2-yrs,3580000,2800000,2982902,2332996,4052998,3169942,Starter,M,DM,32,Croatia,Genoa
Gastón Pereiro,34423.07692307692,1790000,26923.076923076922,1400000,28681.75,1491451,22432.653846153848,1166498,38971.13461538462,2026499,30480.21153846154,1584971,3-yrs,5370000,4200000,4474354,3499494,6079497,4754914,Starter,F,AM,26,Uruguay,Cagliari
Omar Colley,33846.153846153844,1760000,18269.23076923077,950000,28201.05769230769,1466455,15222.153846153846,791552,38317.980769230766,1992535,20683,1075516,4-yrs,7040000,3800000,5865819,3166209,7970141,4302065,Starter,D,CB,29,The Gambia,Sampdoria
