Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Unnamed: 0,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
2,Max Aarons,eng ENG,DF,Norwich City,eng Premier League,19,2000,36,36,3240,36.0,0,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03,0.5,0.5,3.4,3.9,0.01,0.09,0.11,0.01,0.11,Matches,36.0,64,36,40,17,7,21,45,46.7,24,487,132,27.1,283,142,62,100,30,2,70,20,84,86,0,,,,,,,,,,,,,,,,1316,1684,78.1,20293,6834,733,820,89.4,475,596,79.7,78,174,44.8,1,3.4,-2.4,24,43,32,13,77,356,27003.903846153848,1404203,14771.365384615385,768111,22500.0,1170000,12307.692307692309,640000,30571.71153846154,1589729,16723.0,869596,3-yrs,4212609,2304333,3510000,1920000,4769188,2608787,Starter,D,RB,22,England,Norwich
3,Yunis Abdelhamid,ma MAR,DF,Reims,fr Ligue 1,31,1987,28,28,2520,28.0,3,0,3,0,0,0,0,0.11,0.0,0.11,0.11,0.11,1.3,1.3,0.1,1.5,0.05,0.0,0.05,0.05,0.05,Matches,28.0,61,37,43,16,2,14,28,50.0,14,299,111,37.1,189,97,13,43,19,0,24,24,85,166,1,,,,,,,,,,,,,,,,1328,1515,87.7,29512,9038,331,355,93.2,715,777,92.0,273,360,75.8,0,0.1,-0.1,2,45,3,0,80,238,9230.76923076923,480000,5000.0,260000,7691.192307692308,399942,4166.057692307692,216635,10450.365384615385,543419,5660.615384615385,294352,1-yr,480000,260000,399942,216635,543419,294352,Starter,D,CB,34,Morocco,Reims
4,Suleiman Abdullahi,ng NGA,FWMF,Union Berlin,de Bundesliga,22,1996,6,1,157,1.7,1,0,1,0,0,1,0,0.57,0.0,0.57,0.57,0.57,1.3,1.3,0.2,1.4,0.72,0.1,0.82,0.72,0.82,Matches,1.7,1,1,1,0,0,1,3,33.3,2,25,9,36.0,9,11,5,3,1,0,2,1,2,2,0,,,,,,,,,,,,,,,,18,40,45.0,316,132,12,20,60.0,4,12,33.3,2,3,66.7,0,0.2,-0.2,1,2,2,1,3,301,9230.76923076923,480000,4807.692307692308,250000,7691.192307692308,399942,4005.826923076923,208303,10450.365384615385,543419,5442.903846153846,283031,1-yr,480000,250000,399942,208303,543419,283031,Reserve,F,CF,25,Nigeria,Union Berlin
8,Tammy Abraham,eng ENG,FW,Chelsea,eng Premier League,21,1997,34,25,2215,24.6,15,3,15,0,0,2,0,0.61,0.12,0.73,0.61,0.73,14.1,14.1,2.5,16.6,0.57,0.1,0.67,0.57,0.67,Matches,24.6,14,10,4,5,5,4,16,25.0,12,430,130,30.2,19,170,241,23,5,0,18,5,19,26,0,,,,,,,,,,,,,,,,288,412,69.9,4213,811,159,222,71.6,77,101,76.2,26,35,74.3,3,2.5,0.5,18,16,5,0,31,33,110961.53846153848,5770000,86538.46153846153,4500000,92454.59615384616,4807639,72104.96153846153,3749458,125622.03846153848,6532346,97972.1153846154,5094550,5-yrs,28850000,22500000,24038194,18747292,32661728,25472752,Starter,F,CF,24,England,Roma
10,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,31,1988,36,36,3162,35.1,2,2,2,0,0,4,0,0.06,0.06,0.11,0.06,0.11,2.0,2.0,1.6,3.6,0.06,0.05,0.1,0.06,0.1,Matches,35.1,52,33,36,10,6,13,26,50.0,13,320,115,35.9,213,81,26,61,30,0,31,28,80,165,2,,,,,,,,,,,,,,,,1809,2011,90.0,41350,12495,519,558,93.0,884,937,94.3,390,481,81.1,2,1.6,0.4,7,138,14,3,119,49,89038.46153846153,4630000,48076.92307692308,2500000,74188.0,3857776,40058.307692307695,2083032,100802.42307692308,5241726,54428.96153846154,2830306,4-yrs,18520000,10000000,15431104,8332130,20966905,11321223,Reserve,D,CB,33,Italy,Lazio
12,Tyler Adams,us USA,MFDF,RB Leipzig,de Bundesliga,20,1999,14,10,953,10.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,0.04,0.05,0.09,0.04,0.09,Matches,10.6,23,12,13,8,2,9,30,30.0,21,194,60,30.9,79,88,27,22,1,0,21,7,30,16,0,,,,,,,,,,,,,,,,595,699,85.1,9793,2653,292,325,89.8,242,276,87.7,49,69,71.0,0,0.5,-0.5,6,30,8,2,38,193,19230.76923076923,1000000,10192.307692307691,530000,16023.326923076924,833213,8492.365384615385,441603,21771.57692307692,1132122,11538.942307692309,600025,4-yrs,4000000,2120000,3332852,1766411,4528489,2400099,Reserve,M,DM,22,United States,Leipzig
17,Amine Adli,fr FRA,MFFW,Toulouse,fr Ligue 1,19,2000,4,0,46,0.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.11,0.0,0.11,Matches,0.5,0,0,0,0,0,0,3,0.0,3,17,4,23.5,6,10,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,21,27,77.8,336,127,12,12,100.0,7,9,77.8,2,6,33.3,0,0.1,-0.1,2,4,1,0,4,178,21346.153846153848,1110000,11346.153846153846,590000,17785.884615384617,924866,9453.76923076923,491596,24166.46153846154,1256656,12845.23076923077,667952,5-yrs,5550000,2950000,4624332,2457978,6283279,3339761,Reserve,F,RW,21,France,Bayer Leverkusen
18,Yacine Adli,fr FRA,MFFW,Bordeaux,fr Ligue 1,19,2000,21,11,1020,11.3,3,3,3,0,0,3,0,0.26,0.26,0.53,0.26,0.53,0.9,0.9,2.0,2.9,0.08,0.18,0.26,0.08,0.26,Matches,11.3,27,18,6,15,6,10,31,32.3,21,328,86,26.2,72,166,90,11,0,0,11,9,36,4,0,,,,,,,,,,,,,,,,460,581,79.2,8420,1964,216,250,86.4,178,215,82.8,59,99,59.6,3,2.0,1.0,18,50,8,0,55,159,15961.53846153846,830000,8846.153846153846,460000,13299.365384615385,691567,7370.7307692307695,383278,18070.42307692308,939662,10014.923076923076,520776,1-yr,830000,460000,691567,383278,939662,520776,Starter,F,AM,21,France,Bordeaux
19,Adrián,es ESP,GK,Liverpool,eng Premier League,32,1987,11,9,875,9.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,9.7,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,0,2,10.0,1.03,28.0,17.0,64.3,9.0,0.0,0.0,2.0,22.2,0.0,0.0,0.0,0.0,,227,314,72.3,6819,3815,30,30,100.0,104,106,98.1,91,174,52.3,0,0.0,0.0,0,3,0,0,0,178,69702.38461538461,3624524,38313.230769230766,1992288,58076.92307692308,3020000,31923.07692307692,1660000,78911.61538461539,4103404,43375.25,2255513,1-yr,3624524,1992288,3020000,1660000,4103404,2255513,Reserve,K,GK,35,Spain,Liverpool
23,Lucien Agoume,fr FRA,MF,Inter,it Serie A,17,2002,3,0,68,0.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.08,0.0,0.08,Matches,0.8,4,3,1,1,2,1,1,100.0,0,15,2,13.3,4,7,4,3,1,0,2,1,5,1,0,,,,,,,,,,,,,,,,36,39,92.3,671,201,16,17,94.1,16,18,88.9,4,4,100.0,0,0.1,-0.1,1,4,2,1,5,248,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.21153846154,509455,5442.903846153846,283031,1-yr,450000,250000,374946,208303,509455,283031,Reserve,M,DM,19,France,Brest
24,Kevin Agudelo,co COL,MFFW,Fiorentina,it Serie A,20,1998,3,1,64,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.45,0.3,0.75,0.45,0.75,Matches,0.7,3,1,1,1,1,0,1,0.0,1,22,6,27.3,6,9,7,1,0,0,1,0,3,0,0,,,,,,,,,,,,,,,,29,36,80.6,458,141,14,19,73.7,14,15,93.3,1,2,50.0,0,0.2,-0.2,2,1,1,0,3,348,14230.76923076923,740000,7692.307692307692,400000,11857.26923076923,616578,6409.326923076923,333285,16110.98076923077,837771,8708.634615384615,452849,1-yr,740000,400000,616578,333285,837771,452849,Reserve,F,RW,23,Colombia,Spezia
25,Kevin Agudelo,co COL,MFFW,Genoa,it Serie A,20,1998,10,7,666,7.4,1,1,1,0,0,5,1,0.14,0.14,0.27,0.14,0.27,1.1,1.1,1.2,2.3,0.15,0.16,0.31,0.15,0.31,Matches,0.7,3,1,1,1,1,0,1,0.0,1,22,6,27.3,6,9,7,1,0,0,1,0,3,0,0,,,,,,,,,,,,,,,,29,36,80.6,458,141,14,19,73.7,14,15,93.3,1,2,50.0,0,0.2,-0.2,2,1,1,0,3,348,14230.76923076923,740000,7692.307692307692,400000,11857.26923076923,616578,6409.326923076923,333285,16110.98076923077,837771,8708.634615384615,452849,1-yr,740000,400000,616578,333285,837771,452849,Reserve,F,RW,23,Colombia,Spezia
26,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,11,11,957,10.6,1,0,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,0.7,0.7,0.0,0.7,0.06,0.0,0.06,0.06,0.06,Matches,10.6,14,11,9,4,1,6,13,46.2,7,106,28,26.4,74,30,2,21,13,0,8,10,24,88,2,,,,,,,,,,,,,,,,487,572,85.1,11844,4421,128,132,97.0,235,249,94.4,123,183,67.2,0,0.0,0.0,0,21,0,0,21,352,4230.769230769231,220000,2307.692307692308,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,4-yrs,880000,480000,733227,399942,996268,543419,Starter,D,CB,25,Morocco,Rennes
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,19,11,1072,11.9,0,2,0,0,0,2,2,0.0,0.17,0.17,0.0,0.17,0.1,0.1,1.5,1.6,0.01,0.12,0.13,0.01,0.13,Matches,11.9,39,28,20,14,5,18,27,66.7,9,203,71,35.0,99,75,29,11,2,0,9,11,50,25,1,,,,,,,,,,,,,,,,666,791,84.2,11012,4091,356,378,94.2,244,284,85.9,54,100,54.0,2,1.5,0.5,14,39,25,15,51,109,23461.53846153846,1220000,20384.615384615383,1060000,19548.46153846154,1016520,16984.73076923077,883206,26561.32692307692,1381189,23077.884615384617,1200050,3-yrs,3660000,3180000,3049559,2649617,4143568,3600149,Starter,D,RB,28,France,Monaco
30,Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,fr Ligue 1,25,1994,11,8,630,7.0,1,1,1,0,0,3,1,0.14,0.14,0.29,0.14,0.29,0.8,0.8,0.1,0.9,0.12,0.02,0.13,0.12,0.13,Matches,7.0,21,19,5,14,2,4,11,36.4,7,148,57,38.5,24,104,20,8,1,0,7,12,33,13,0,,,,,,,,,,,,,,,,262,313,83.7,4836,830,103,118,87.3,122,135,90.4,32,50,64.0,1,0.1,0.9,3,17,0,0,19,137,17884.615384615383,930000,9807.692307692309,510000,14901.692307692309,774888,8171.903846153846,424939,20247.57692307692,1052874,11103.5,577382,1-yr,930000,510000,774888,424939,1052874,577382,Reserve,M,DM,27,Cote d&#39;Ivoire,Strasbourg
31,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,32,27,2502,27.8,0,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,0.8,0.8,0.8,1.7,0.03,0.03,0.06,0.03,0.06,Matches,27.8,40,26,28,11,1,8,28,28.6,20,304,108,35.5,218,79,7,42,16,0,26,33,73,162,1,,,,,,,,,,,,,,,,1073,1223,87.7,23979,6722,233,262,88.9,615,659,93.3,219,279,78.5,1,0.8,0.2,2,61,2,0,62,161,37500.0,1950000,18076.92307692308,940000,31245.48076923077,1624765,15061.923076923076,783220,42454.57692307692,2207638,20465.28846153846,1064195,3-yrs,5850000,2820000,4874296,2349661,6622915,3192585,Starter,D,CB,26,Ghana,Celta Vigo
32,Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,32,20,2079,23.1,0,2,0,0,0,8,0,0.0,0.09,0.09,0.0,0.09,0.4,0.4,2.2,2.6,0.02,0.1,0.11,0.02,0.11,Matches,23.1,49,28,26,19,4,24,49,49.0,25,328,95,29.0,140,130,58,70,9,0,61,26,75,56,1,,,,,,,,,,,,,,,,863,1160,74.4,15457,6411,420,468,89.7,320,405,79.0,107,234,45.7,2,2.2,-0.2,21,56,21,11,84,192,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.57692307692,1132122,2-yrs,3700000,2000000,3082888,1666426,4188853,2264245,Reserve,D,RB,25,Nigeria,Torino
36,Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,25,1994,26,24,2058,22.9,8,4,7,1,1,3,0,0.35,0.17,0.52,0.31,0.48,6.2,5.4,3.0,8.5,0.27,0.13,0.4,0.24,0.37,Matches,22.9,18,14,3,13,2,3,19,15.8,16,280,75,26.8,19,146,115,11,2,0,9,3,21,23,0,,,,,,,,,,,,,,,,371,509,72.9,5861,927,199,252,79.0,127,177,71.8,33,52,63.5,4,3.0,1.0,14,14,12,4,27,236,9423.076923076924,490000,5192.307692307692,270000,7851.423076923077,408274,4326.307692307692,224968,10668.076923076924,554740,5878.326923076923,305673,3-yrs,1470000,810000,1224823,674903,1664220,917019,Starter,F,CF,27,France,Strasbourg
37,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,29,25,2309,25.7,0,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04,0.8,0.8,0.8,1.6,0.03,0.03,0.06,0.03,0.06,Matches,25.7,44,23,29,13,2,17,30,56.7,13,223,86,38.6,129,83,11,35,11,0,24,18,62,85,3,,,,,,,,,,,,,,,,1767,1929,91.6,36920,11998,532,563,94.5,978,1017,96.2,249,324,76.9,1,0.8,0.2,3,103,2,0,85,79,48076.92307692308,2500000,25576.92307692308,1330000,40058.307692307695,2083032,21311.01923076923,1108173,54428.96153846154,2830306,28956.21153846154,1505723,2-yrs,5000000,2660000,4166065,2216347,5660612,3011445,Starter,D,CB,26,Switzerland,Borussia Dortmund
39,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,29,29,2503,27.8,2,2,2,0,0,2,0,0.07,0.07,0.14,0.07,0.14,2.4,2.4,0.6,3.0,0.09,0.02,0.11,0.09,0.11,Matches,27.8,25,11,20,5,0,7,24,29.2,17,222,66,29.7,146,66,10,59,30,0,29,27,52,176,1,,,,,,,,,,,,,,,,1042,1183,88.1,21690,7029,303,330,91.8,564,609,92.6,166,224,74.1,2,0.6,1.4,4,66,10,0,57,96,110785.23076923077,5760832,60931.88461538462,3168458,92307.69230769233,4800000,50769.230769230766,2640000,125422.42307692308,6521966,68982.34615384616,3587082,4-yrs,23043329,12673831,19200000,10560000,26087866,14348326,Reserve,D,CB,26,Netherlands,Manchester City
41,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,18,12,1142,12.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.01,0.0,0.01,0.01,0.01,Matches,12.7,27,11,19,8,0,15,32,46.9,17,169,56,33.1,106,54,9,31,10,0,21,11,38,67,1,,,,,,,,,,,,,,,,659,754,87.4,12650,3663,229,244,93.9,370,400,92.5,56,101,55.4,0,0.0,0.0,1,25,1,0,26,219,16730.76923076923,870000,8846.153846153846,460000,13940.28846153846,724895,7370.7307692307695,383278,18941.26923076923,984946,10014.923076923076,520776,3-yrs,2610000,1380000,2174686,1149834,2954839,1562329,Reserve,D,CB,26,Nigeria,Hoffenheim
42,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,28,27,2498,27.8,1,1,1,0,0,0,0,0.04,0.04,0.07,0.04,0.07,0.7,0.7,2.1,2.8,0.03,0.07,0.1,0.03,0.1,Matches,27.8,27,17,10,17,0,10,24,41.7,14,208,80,38.5,79,109,20,40,11,0,29,11,38,65,0,,,,,,,,,,,,,,,,2250,2478,90.8,47127,15534,714,759,94.1,1146,1219,94.0,370,463,79.9,1,2.1,-1.1,18,294,24,7,222,3,432692.3076923077,22500000,207692.3076923077,10800000,360524.8461538461,18747292,173051.92307692306,8998700,489860.6153846154,25472752,235133.09615384616,12226921,5-yrs,112500000,54000000,93736459,44993500,127363759,61134604,Starter,D,CB,29,Austria,Real Madrid
43,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,21,1998,17,17,1400,15.6,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.1,1.7,0.04,0.07,0.11,0.04,0.11,Matches,15.6,49,30,28,12,9,25,49,51.0,24,250,78,31.2,124,81,45,23,2,0,21,18,67,35,2,,,,,,,,,,,,,,,,664,810,82.0,11883,4858,301,330,91.2,290,336,86.3,68,116,58.6,0,1.1,-1.1,13,48,13,6,64,251,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.21153846154,509455,5442.903846153846,283031,4-yrs,1800000,1000000,1499783,833213,2037820,1132122,Reserve,D,RB,23,Morocco,Metz
44,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,26,1992,24,11,1174,13.0,7,1,6,1,1,6,0,0.54,0.08,0.61,0.46,0.54,7.1,6.3,2.1,8.4,0.54,0.16,0.7,0.48,0.64,Matches,13.0,7,2,1,3,3,3,10,30.0,7,185,51,27.6,5,72,108,9,2,0,7,2,9,5,0,,,,,,,,,,,,,,,,227,308,73.7,3353,375,132,177,74.6,60,75,80.0,18,24,75.0,1,2.1,-1.1,15,6,9,0,13,58,56923.07692307692,2960000,30192.30769230769,1570000,47429.03846153846,2466310,25156.615384615383,1308144,64443.88461538462,3351082,34181.38461538462,1777432,3-yrs,8880000,4710000,7398931,3924433,10053246,5332296,Reserve,F,CF,29,Argentina,Bayer Leverkusen
45,Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,27,25,2187,24.3,2,5,2,0,0,7,0,0.08,0.21,0.29,0.08,0.29,1.1,1.1,3.3,4.3,0.04,0.14,0.18,0.04,0.18,Matches,24.3,25,14,10,9,6,8,30,26.7,22,231,68,29.4,89,95,47,40,5,0,35,25,50,42,1,,,,,,,,,,,,,,,,1864,2141,87.1,30213,9511,976,1055,92.5,713,797,89.5,140,203,69.0,5,3.3,1.7,28,126,38,18,141,7,400576.9230769231,20830000,192307.6923076923,10000000,333765.8846153846,17355826,160233.26923076922,8332130,453502.07692307694,23582108,217715.8269230769,11321223,3-yrs,62490000,30000000,52067478,24996389,70746323,33963669,Starter,D,LB,32,Spain,Barcelona
46,Luis Alberto,es ESP,MF,Lazio,it Serie A,26,1992,36,36,3113,34.6,6,15,5,1,1,5,0,0.17,0.43,0.61,0.14,0.58,7.2,6.4,10.7,17.1,0.21,0.31,0.52,0.18,0.49,Matches,34.6,52,34,24,22,6,22,91,24.2,69,677,202,29.8,188,323,166,43,1,0,42,16,68,16,0,,,,,,,,,,,,,,,,1792,2264,79.2,33398,11824,767,874,87.8,748,871,85.9,237,431,55.0,15,10.7,4.3,108,255,97,5,321,50,89038.46153846153,4630000,48076.92307692308,2500000,74188.0,3857776,40058.307692307695,2083032,100802.42307692308,5241726,54428.96153846154,2830306,4-yrs,18520000,10000000,15431104,8332130,20966905,11321223,Starter,M,CM,29,Spain,Lazio
47,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36,36,3237,36.0,1,0,1,0,0,9,0,0.03,0.0,0.03,0.03,0.03,1.4,1.4,0.4,1.7,0.04,0.01,0.05,0.04,0.05,Matches,36.0,50,33,31,18,1,18,33,54.5,15,278,85,30.6,172,102,4,40,21,0,19,17,67,254,4,,,,,,,,,,,,,,,,1619,1882,86.0,41783,12195,283,313,90.4,815,882,92.4,515,671,76.8,0,0.4,-0.4,5,96,5,1,78,107,57884.61538461538,3010000,27692.30769230769,1440000,48230.21153846154,2507971,23073.596153846152,1199827,65532.46153846154,3407688,31351.07692307692,1630256,2-yrs,6020000,2880000,5015942,2399653,6815376,3260512,Starter,D,CB,36,Spain,Villarreal
48,Marc Albrighton,eng ENG,MFDF,Leicester City,eng Premier League,29,1989,20,9,867,9.6,0,3,0,0,0,2,0,0.0,0.31,0.31,0.0,0.31,0.6,0.6,2.0,2.6,0.06,0.2,0.27,0.06,0.27,Matches,9.6,23,11,11,11,1,7,29,24.1,22,191,65,34.0,46,94,51,18,1,0,17,9,32,7,0,,,,,,,,,,,,,,,,344,507,67.9,6189,2444,176,207,85.0,116,154,75.3,46,115,40.0,3,2.0,1.0,18,31,20,9,50,238,54007.807692307695,2808406,29773.53846153846,1548224,45000.0,2340000,24807.69230769231,1290000,61143.44230769231,3179459,33707.269230769234,1752778,3-yrs,8425217,4644671,7020000,3870000,9538376,5258335,Starter,M,RM,32,England,Leicester
49,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,25,1993,13,11,924,10.3,4,1,4,0,0,1,0,0.39,0.1,0.49,0.39,0.49,3.2,3.2,1.6,4.7,0.31,0.15,0.46,0.31,0.46,Matches,10.3,4,2,2,2,0,1,12,8.3,11,146,43,29.5,18,67,61,10,2,0,8,2,6,9,0,,,,,,,,,,,,,,,,181,230,78.7,2575,372,112,133,84.2,54,66,81.8,9,17,52.9,1,1.6,-0.6,9,6,6,0,9,45,132884.61538461538,6910000,63846.15384615384,3320000,110721.19230769233,5757502,53197.44230769231,2766267,150441.63461538462,7822965,72281.65384615384,3758646,4-yrs,27640000,13280000,23030006,11065068,31291860,15034584,Starter,F,CF,28,Spain,Villarreal
50,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,25,1993,11,6,530,5.9,5,1,5,0,0,0,0,0.85,0.17,1.02,0.85,1.02,3.8,3.8,1.0,4.8,0.64,0.17,0.81,0.64,0.81,Matches,10.3,4,2,2,2,0,1,12,8.3,11,146,43,29.5,18,67,61,10,2,0,8,2,6,9,0,,,,,,,,,,,,,,,,181,230,78.7,2575,372,112,133,84.2,54,66,81.8,9,17,52.9,1,1.6,-0.6,9,6,6,0,9,45,132884.61538461538,6910000,63846.15384615384,3320000,110721.19230769233,5757502,53197.44230769231,2766267,150441.63461538462,7822965,72281.65384615384,3758646,4-yrs,27640000,13280000,23030006,11065068,31291860,15034584,Starter,F,CF,28,Spain,Villarreal
52,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,27,20,1927,21.4,2,2,2,0,0,10,0,0.09,0.09,0.19,0.09,0.19,1.6,1.6,0.8,2.5,0.08,0.04,0.11,0.08,0.11,Matches,21.4,59,36,34,20,5,23,61,37.7,38,444,130,29.3,184,232,28,57,20,0,37,16,75,68,0,,,,,,,,,,,,,,,,831,1059,78.5,19154,4979,254,295,86.1,380,425,89.4,186,300,62.0,2,0.8,1.2,14,95,4,1,72,300,14807.692307692309,770000,7115.384615384615,370000,12337.96153846154,641574,5928.634615384615,308289,16764.115384615383,871734,8055.4807692307695,418885,1-yr,770000,370000,641574,308289,871734,418885,Starter,M,CM,30,Spain,Cadiz
56,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,21,1998,4,2,172,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,1.9,2,1,1,1,0,1,5,20.0,4,38,6,15.8,10,21,7,2,0,0,2,0,2,1,0,,,,,,,,,,,,,,,,143,156,91.7,2693,591,56,59,94.9,63,65,96.9,21,26,80.8,0,0.0,0.0,0,18,1,0,13,341,12115.384615384615,630000,5769.2307692307695,300000,10094.692307692309,524924,4807.0,249964,13716.096153846154,713237,6531.4807692307695,339637,5-yrs,3150000,1500000,2624621,1249819,3566185,1698183,Starter,M,CM,24,Spain,Getafe
57,Carles Aleñá,es ESP,MFFW,Betis,es La Liga,21,1998,17,7,735,8.2,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,1.1,1.1,0.2,1.3,0.14,0.02,0.16,0.14,0.16,Matches,1.9,2,1,1,1,0,1,5,20.0,4,38,6,15.8,10,21,7,2,0,0,2,0,2,1,0,,,,,,,,,,,,,,,,143,156,91.7,2693,591,56,59,94.9,63,65,96.9,21,26,80.8,0,0.0,0.0,0,18,1,0,13,341,12115.384615384615,630000,5769.2307692307695,300000,10094.692307692309,524924,4807.0,249964,13716.096153846154,713237,6531.4807692307695,339637,5-yrs,3150000,1500000,2624621,1249819,3566185,1698183,Starter,M,CM,24,Spain,Getafe
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,38,35,3175,35.3,4,13,4,0,0,5,0,0.11,0.37,0.48,0.11,0.48,2.8,2.8,9.9,12.7,0.08,0.28,0.36,0.08,0.36,Matches,35.3,58,25,38,14,6,34,85,40.0,51,409,131,32.0,193,123,93,53,9,0,44,34,92,98,2,,,,,,,,,,,,,,,,2254,3147,71.6,49838,19993,761,850,89.5,1014,1275,79.5,446,902,49.4,13,9.9,3.1,85,200,90,30,274,26,216031.2115384616,11233623,118863.32692307692,6180893,180000.0,9360000,99038.46153846152,5150000,244573.7307692308,12717834,134567.8076923077,6997526,4-yrs,44934492,24723572,37440000,20600000,50871338,27990106,Starter,D,RB,23,England,Liverpool
62,Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,29,29,2543,28.3,0,1,0,0,0,0,1,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.5,0.5,0.0,0.02,0.02,0.0,0.02,Matches,28.3,0,0,0,0,0,0,3,0.0,3,5,1,20.0,5,0,0,0,0,0,0,1,1,2,1,23.0,0.81,79.0,58.0,72.2,23.0,3.0,3.0,13.0,44.8,1.0,1.0,0.0,0.0,0.0,794,925,85.8,22277,12306,150,150,100.0,352,356,98.9,290,417,69.5,1,0.5,0.5,2,7,1,0,1,36,180026.01923076922,9361353,99014.30769230767,5148744,150000.0,7800000,82500.0,4290000,203811.4423076923,10598195,112096.28846153848,5829007,6-yrs,56168115,30892463,46800000,25740000,63589172,34974045,Starter,K,GK,29,Brazil,Liverpool
