Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
1,Max Aarons,eng ENG,DF,Norwich City,22-075,2000,26.6,61,35,44,17,0,36,55,65.5,19,353,95,26.9,207,111,35,75,17,0,58,42,103,62,0,Matches
2,Che Adams,sct SCO,FW,Southampton,25-250,1996,18.3,12,6,3,5,4,2,11,18.2,9,257,67,26.1,30,95,132,19,4,0,15,9,21,13,0,Matches
3,Rayan Aït Nouri,fr FRA,DF,Wolves,20-287,2001,15.3,58,31,44,10,4,21,37,56.8,16,316,101,32.0,182,88,46,29,2,0,27,27,85,24,0,Matches
4,Kristoffer Ajer,no NOR,DF,Brentford,23-337,1998,14.9,24,14,18,4,2,14,26,53.8,12,133,46,34.6,70,50,13,27,10,1,17,35,59,63,1,Matches
5,Nathan Aké,nl NED,DF,Manchester City,27-030,1995,7.5,9,4,5,3,1,3,5,60.0,2,44,12,27.3,20,21,3,10,5,0,5,16,25,23,0,Matches
6,Marc Albrighton,eng ENG,FWDF,Leicester City,32-122,1989,11.1,32,15,16,9,7,9,38,23.7,29,263,55,20.9,87,130,46,26,5,1,21,22,54,9,0,Matches
7,Thiago Alcántara,es ESP,MF,Liverpool,30-343,1991,11.2,41,28,13,20,8,7,27,25.9,20,205,78,38.0,54,107,44,16,1,0,15,21,62,10,2,Matches
8,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23-164,1998,25.7,34,18,17,13,4,18,46,39.1,28,232,76,32.8,88,81,63,34,4,1,30,64,98,40,1,Matches
9,Alisson,br BRA,GK,Liverpool,29-169,1992,27.0,0,0,0,0,0,0,2,0.0,2,5,2,40.0,5,0,0,0,0,0,0,0,0,1,1,Matches
10,Allan,br BRA,MF,Everton,31-071,1991,21.5,69,57,28,36,5,22,77,28.6,55,554,184,33.2,212,288,54,40,8,0,32,35,104,30,0,Matches
11,Dele Alli,eng ENG,MF,Everton,25-343,1996,1.9,7,4,3,4,0,2,9,22.2,7,77,17,22.1,17,41,19,5,1,0,4,3,10,5,0,Matches
12,Dele Alli,eng ENG,MFFW,Tottenham,25-343,1996,7.3,19,7,11,6,2,5,17,29.4,12,209,55,26.3,81,92,36,25,5,0,20,17,36,12,0,Matches
13,Miguel Almirón,py PAR,MFFW,Newcastle Utd,28-038,1994,12.6,42,25,22,13,7,12,38,31.6,26,295,72,24.4,104,113,78,18,1,1,17,16,58,6,0,Matches
14,Marcos Alonso,es ESP,DF,Chelsea,31-082,1990,16.1,34,21,17,10,7,13,26,50.0,13,214,58,27.1,96,69,49,30,3,0,27,50,84,42,0,Matches
15,Steven Alzate,co COL,MF,Brighton,23-193,1998,4.5,9,8,3,5,1,3,5,60.0,2,79,20,25.3,30,37,12,5,1,0,4,14,23,10,0,Matches
16,Daniel Amartey,gh GHA,DF,Leicester City,27-089,1994,15.7,16,7,8,8,0,11,21,52.4,10,112,37,33.0,64,43,5,35,18,1,17,24,40,76,2,Matches
17,Joachim Andersen,dk DEN,DF,Crystal Palace,25-293,1996,23.4,25,14,17,8,0,11,22,50.0,11,107,31,29.0,68,34,5,30,14,0,16,49,74,120,2,Matches
18,Michail Antonio,jm JAM,FW,West Ham,31-357,1990,27.0,23,18,5,7,11,6,19,31.6,13,379,110,29.0,25,139,215,22,1,0,21,10,33,14,0,Matches
19,Cameron Archer,eng ENG,MFFW,Aston Villa,20-242,2001,0.3,0,0,0,0,0,0,0,,0,4,0,0.0,0,2,2,0,0,0,0,1,1,1,0,Matches
20,Alphonse Areola,fr FRA,GK,West Ham,29-021,1993,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
21,Adam Armstrong,eng ENG,FWMF,Southampton,25-038,1997,13.5,9,6,3,3,3,0,5,0.0,5,201,55,27.4,21,75,105,8,1,0,7,8,17,5,0,Matches
22,Stuart Armstrong,sct SCO,MF,Southampton,29-355,1992,10.7,14,9,7,3,4,4,14,28.6,10,155,56,36.1,42,72,41,11,0,0,11,11,25,8,0,Matches
23,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-168,1994,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
24,Harrison Ashby,sct SCO,DF,West Ham,20-126,2001,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,1,1,0,0,Matches
25,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-275,1989,11.5,12,7,5,5,2,2,6,33.3,4,201,53,26.4,23,78,100,19,3,0,16,1,13,3,0,Matches
26,Jordan Ayew,gh GHA,FW,Crystal Palace,30-190,1991,17.3,40,28,15,18,7,9,18,50.0,9,384,112,29.2,93,170,121,30,4,0,26,20,60,4,0,Matches
27,Luke Ayling,eng ENG,DF,Leeds United,30-207,1991,21.0,55,32,36,16,3,33,64,51.6,31,289,103,35.6,158,105,26,40,24,0,16,43,98,54,1,Matches
28,César Azpilicueta,es ESP,DF,Chelsea,32-204,1989,15.9,43,23,20,18,5,16,32,50.0,16,247,63,25.5,107,103,37,43,9,0,34,25,68,52,0,Matches
29,Daniel Bachmann,at AUT,GK,Watford,27-254,1994,11.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
30,Leon Bailey,jm JAM,FWMF,Aston Villa,24-223,1997,5.8,17,11,7,7,3,3,8,37.5,5,76,25,32.9,17,29,30,6,2,0,4,3,20,3,0,Matches
31,Eric Bailly,ci CIV,DF,Manchester Utd,27-342,1994,2.4,8,3,6,2,0,1,2,50.0,1,21,9,42.9,14,6,1,5,2,0,3,8,16,10,0,Matches
32,Folarin Balogun,eng ENG,FW,Arsenal,20-260,2001,0.8,0,0,0,0,0,0,0,,0,21,5,23.8,2,2,17,1,0,0,1,0,0,1,0,Matches
33,Patrick Bamford,eng ENG,FW,Leeds United,28-196,1993,6.2,3,2,1,2,0,1,4,25.0,3,111,38,34.2,4,47,60,6,3,0,3,3,6,8,0,Matches
34,Shandon Baptiste,gd GRN,MF,Brentford,23-346,1998,9.4,8,5,6,1,1,3,13,23.1,10,193,63,32.6,59,91,43,12,0,0,12,16,24,10,0,Matches
35,Ross Barkley,eng ENG,MF,Chelsea,28-105,1993,1.7,1,1,0,1,0,0,1,0.0,1,15,3,20.0,1,9,5,1,0,0,1,2,3,0,0,Matches
36,Ashley Barnes,eng ENG,FW,Burnley,32-141,1989,4.7,11,8,4,5,2,2,3,66.7,1,85,15,17.6,9,43,33,4,1,1,3,4,15,2,0,Matches
37,Harvey Barnes,eng ENG,FWMF,Leicester City,24-101,1997,16.4,16,7,4,8,4,4,16,25.0,12,186,62,33.3,44,75,67,16,1,0,15,6,22,4,0,Matches
38,Lewis Bate,eng ENG,MF,Leeds United,19-142,2002,0.5,1,0,0,0,1,0,3,0.0,3,14,4,28.6,3,9,2,0,0,0,0,2,3,1,0,Matches
39,Mads Bech Sørensen,dk DEN,DF,Brentford,23-072,1999,4.2,5,4,4,1,0,3,4,75.0,1,29,13,44.8,15,11,3,2,2,0,0,8,13,14,0,Matches
40,Jan Bednarek,pl POL,DF,Southampton,25-342,1996,22.2,30,19,17,12,1,15,33,45.5,18,178,63,35.4,90,83,5,44,22,1,22,68,98,128,0,Matches
41,Donny van de Beek,nl NED,MF,Manchester Utd,24-336,1997,0.8,5,3,3,2,0,1,1,100.0,0,16,6,37.5,5,6,5,2,1,0,1,2,7,2,0,Matches
42,Donny van de Beek,nl NED,MF,Everton,24-336,1997,4.8,13,7,6,6,1,5,12,41.7,7,89,24,27.0,23,48,18,7,3,0,4,10,23,5,0,Matches
43,Asmir Begović,ba BIH,GK,Everton,34-273,1987,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
44,Saïd Benrahma,dz ALG,FWMF,West Ham,26-222,1995,18.9,28,18,14,9,5,12,29,41.4,17,291,73,25.1,88,148,55,16,1,0,15,10,38,5,0,Matches
45,Rodrigo Bentancur,uy URU,MF,Tottenham,24-288,1997,5.8,17,10,7,8,2,6,15,40.0,9,160,41,25.6,56,84,20,15,3,0,12,6,23,7,0,Matches
46,Christian Benteke,be BEL,FW,Crystal Palace,31-107,1990,12.4,8,2,2,4,2,2,6,33.3,4,116,30,25.9,9,50,57,8,4,0,4,1,9,30,1,Matches
47,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-144,1990,12.2,19,9,10,7,2,9,20,45.0,11,170,44,25.9,49,69,52,18,2,0,16,17,36,21,0,Matches
48,Steven Bergwijn,nl NED,FWMF,Tottenham,24-163,1997,5.5,4,3,2,1,1,1,6,16.7,5,72,12,16.7,12,31,29,4,0,0,4,4,8,9,0,Matches
49,Ryan Bertrand,eng ENG,DF,Leicester City,32-227,1989,3.7,9,4,1,7,1,4,5,80.0,1,75,25,33.3,40,24,11,11,3,0,8,3,12,7,0,Matches
50,Mads Bidstrup,dk DEN,MF,Brentford,21-023,2001,0.5,4,2,2,2,0,0,2,0.0,2,19,8,42.1,12,7,0,1,0,0,1,1,5,2,0,Matches
51,Yves Bissouma,ml MLI,MF,Brighton,25-202,1996,18.1,63,42,30,30,3,16,27,59.3,11,314,117,37.3,121,157,36,32,4,0,28,43,106,34,0,Matches
52,Willy Boly,ci CIV,DF,Wolves,31-045,1991,2.0,2,1,2,0,0,0,1,0.0,1,8,4,50.0,5,3,0,0,0,0,0,4,6,8,0,Matches
53,Jarrod Bowen,eng ENG,FW,West Ham,25-090,1996,26.2,36,23,18,12,6,15,44,34.1,29,448,94,21.0,138,194,116,43,2,0,41,34,70,3,0,Matches
