Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
405,Oriol Romeu,es ESP,MF,Southampton,30-177,1991,25.7,66,41,19,37,10,21,61,34.4,40,434,145,33.4,144,233,57,37,8,0,29,49,115,45,0,Matches
406,Cristiano Ronaldo,pt POR,FW,Manchester Utd,37-043,1985,21.3,7,6,1,3,3,4,7,57.1,3,143,40,28.0,15,61,67,9,2,0,7,3,10,25,1,Matches
407,Salomón Rondón,ve VEN,FW,Everton,32-185,1989,7.9,5,2,0,2,3,2,8,25.0,6,140,43,30.7,10,63,67,6,1,0,5,4,9,11,0,Matches
408,Danny Rose,eng ENG,DF,Watford,31-261,1990,7.7,23,15,15,8,0,12,29,41.4,17,85,34,40.0,44,36,5,14,6,0,8,15,38,13,0,Matches
409,Jon Rowe,eng ENG,FWMF,Norwich City,18-324,2003,1.2,4,2,3,1,0,0,0,,0,28,7,25.0,8,8,12,5,0,0,5,3,7,0,0,Matches
410,Antonio Rüdiger,de GER,DF,Chelsea,29-017,1993,26.0,37,21,20,15,2,18,29,62.1,11,214,67,31.3,108,79,27,31,8,0,23,32,69,87,0,Matches
411,Lukas Rupp,de GER,MF,Norwich City,31-071,1991,6.5,9,7,4,5,0,4,12,33.3,8,129,47,36.4,52,58,19,8,1,0,7,16,25,3,1,Matches
412,José Sá,pt POR,GK,Wolves,29-062,1993,30.0,1,0,1,0,0,1,3,33.3,2,7,2,28.6,7,0,0,0,0,0,0,0,1,3,2,Matches
413,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,25-008,1997,22.7,7,5,3,2,2,0,12,0.0,12,183,48,26.2,41,79,63,17,1,0,16,17,24,1,0,Matches
414,Romain Saïss,ma MAR,DF,Wolves,31-359,1990,27.4,53,33,35,15,3,14,28,50.0,14,251,88,35.1,145,88,18,55,22,0,33,72,125,164,1,Matches
415,Bukayo Saka,eng ENG,FWMF,Arsenal,20-196,2001,23.7,24,17,8,13,3,3,20,15.0,17,330,95,28.8,67,132,131,30,1,0,29,20,44,11,0,Matches
416,Mohamed Salah,eg EGY,FW,Liverpool,29-278,1992,25.1,10,4,3,3,4,3,12,25.0,9,345,95,27.5,51,95,199,7,0,0,7,13,23,4,0,Matches
417,Mohammed Salisu,gh GHA,DF,Southampton,22-337,1999,26.0,71,45,50,18,3,32,58,55.2,26,268,110,41.0,160,92,16,52,21,1,31,71,142,161,3,Matches
418,Albert Sambi Lokonga,be BEL,MF,Arsenal,22-149,1999,10.1,19,12,8,10,1,7,12,58.3,5,114,36,31.6,38,56,20,17,8,0,9,19,38,11,2,Matches
419,Davinson Sánchez,co COL,DF,Tottenham,25-281,1996,14.8,37,18,20,14,3,12,22,54.5,10,168,61,36.3,80,73,15,33,18,0,15,25,62,64,0,Matches
420,Robert Sánchez,es ESP,GK,Brighton,24-122,1997,28.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,1,0,0,1,0,0,0,3,Matches
421,Jadon Sancho,eng ENG,FWMF,Manchester Utd,21-360,2000,16.6,13,8,6,6,1,6,19,31.6,13,234,56,23.9,55,111,68,18,2,0,16,15,28,5,1,Matches
422,Morgan Sanson,fr FRA,MF,Aston Villa,27-214,1994,3.2,9,6,5,2,2,2,3,66.7,1,100,34,34.0,45,43,12,11,0,0,11,11,20,2,0,Matches
423,Samir Santos,br BRA,DF,Watford,27-105,1994,11.0,25,14,17,7,1,7,12,58.3,5,95,35,36.8,59,31,5,16,7,1,9,40,65,48,0,Matches
424,Josh Sargent,us USA,FWMF,Norwich City,22-028,2000,17.3,33,17,16,8,9,13,31,41.9,18,357,98,27.5,96,143,118,43,2,0,41,21,54,18,2,Matches
425,Jeremy Sarmiento,ec ECU,FW,Brighton,19-277,2002,0.2,2,1,1,0,1,0,1,0.0,1,10,4,40.0,4,4,2,2,1,0,1,1,3,0,0,Matches
426,Ismaila Sarr,sn SEN,FWMF,Watford,24-023,1998,14.9,9,4,2,5,2,1,8,12.5,7,279,61,21.9,57,122,100,11,1,0,10,13,22,7,0,Matches
427,Malang Sarr,fr FRA,DF,Chelsea,23-056,1999,4.7,9,4,8,1,0,1,4,25.0,3,46,15,32.6,27,16,3,6,3,0,3,12,21,22,0,Matches
428,Dane Scarlett,eng ENG,MF,Tottenham,17-361,2004,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
429,Fabian Schär,ch SUI,DF,Newcastle Utd,30-090,1991,18.8,16,9,13,2,1,10,14,71.4,4,120,38,31.7,67,40,13,26,14,2,12,62,78,101,2,Matches
430,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,29-087,1992,14.4,34,16,10,19,5,13,32,40.6,19,279,86,30.8,73,154,52,36,7,0,29,15,49,18,0,Matches
431,Kasper Schmeichel,dk DEN,GK,Leicester City,35-135,1986,26.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,0,1,2,Matches
432,Ken Sema,se SWE,MFFW,Watford,28-171,1993,6.1,11,7,9,2,0,4,18,22.2,14,150,30,20.0,58,78,14,10,0,0,10,5,16,16,0,Matches
433,Nélson Semedo,pt POR,DF,Wolves,28-124,1993,22.1,55,38,37,14,4,24,45,53.3,21,346,95,27.5,168,122,56,40,3,0,37,41,96,55,0,Matches
434,Ryan Sessegnon,eng ENG,DFMF,Tottenham,21-306,2000,6.0,13,6,8,4,1,5,12,41.7,7,125,25,20.0,57,41,27,11,1,0,10,13,26,10,0,Matches
435,Jamie Shackleton,eng ENG,DFMF,Leeds United,22-163,1999,7.6,26,18,17,7,2,9,20,45.0,11,113,37,32.7,51,48,14,16,7,1,9,9,35,9,2,Matches
436,Luke Shaw,eng ENG,DF,Manchester Utd,26-251,1995,17.3,22,13,9,10,3,12,24,50.0,12,185,53,28.6,81,70,34,40,11,0,29,15,37,22,0,Matches
437,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,30-021,1992,17.0,18,9,7,9,2,5,23,21.7,18,213,52,24.4,88,105,20,21,7,0,14,28,46,28,2,Matches
438,Francisco Sierralta,cl CHI,DF,Watford,24-318,1997,4.7,6,4,6,0,0,5,8,62.5,3,24,10,41.7,18,6,0,9,2,0,7,14,20,40,0,Matches
439,Bernardo Silva,pt POR,MFFW,Manchester City,27-222,1994,26.7,40,25,16,14,10,21,56,37.5,35,408,114,27.9,78,185,145,30,3,0,27,26,66,20,0,Matches
440,Fábio Silva,pt POR,FWMF,Wolves,19-244,2002,2.9,3,2,0,2,1,1,4,25.0,3,64,19,29.7,4,37,23,0,0,0,0,1,4,2,0,Matches
441,Thiago Silva,br BRA,DF,Chelsea,37-179,1984,21.3,25,18,13,10,2,9,19,47.4,10,124,47,37.9,73,47,4,54,26,3,28,46,71,98,0,Matches
442,Ellis Simms,eng ENG,FW,Everton,21-074,2001,0.7,0,0,0,0,0,0,0,,0,10,3,30.0,2,5,3,2,1,0,1,0,0,0,0,Matches
443,Moussa Sissoko,fr FRA,MF,Watford,32-216,1989,26.8,42,26,22,18,2,13,25,52.0,12,368,112,30.4,133,179,56,39,12,0,27,33,75,57,0,Matches
444,Oliver Skipp,eng ENG,MF,Tottenham,21-185,2000,15.0,33,18,14,16,3,12,28,42.9,16,275,71,25.8,109,131,35,25,9,0,16,19,52,14,0,Matches
445,William Smallbone,ie IRL,MFFW,Southampton,22-027,2000,1.3,3,2,1,2,0,0,2,0.0,2,36,11,30.6,5,17,14,3,0,0,3,2,5,1,0,Matches
446,Emile Smith Rowe,eng ENG,MFFW,Arsenal,21-235,2000,16.7,15,12,5,10,0,1,10,10.0,9,194,59,30.4,44,90,60,14,1,0,13,16,31,9,0,Matches
447,Cédric Soares,pt POR,DF,Arsenal,30-201,1991,9.2,19,9,11,4,4,8,13,61.5,5,102,31,30.4,41,40,21,13,5,0,8,14,33,21,1,Matches
448,Tomáš Souček,cz CZE,MF,West Ham,27-021,1995,26.9,58,34,28,23,7,21,56,37.5,35,379,102,26.9,144,182,53,40,11,0,29,43,101,91,1,Matches
449,Boubakary Soumaré,fr FRA,MF,Leicester City,23-021,1999,11.4,24,13,10,10,4,6,15,40.0,9,230,61,26.5,88,114,28,10,1,0,9,17,41,15,0,Matches
450,Çağlar Söyüncü,tr TUR,DF,Leicester City,25-301,1996,22.7,42,23,27,13,2,19,31,61.3,12,215,77,35.8,118,90,7,47,25,0,22,42,84,106,1,Matches
451,Jason Steele,eng ENG,GK,Brighton,31-214,1990,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
452,Jed Steer,eng ENG,GK,Aston Villa,29-178,1992,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
453,Zack Steffen,us USA,GK,Manchester City,26-352,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Dale Stephens,eng ENG,MF,Burnley,32-281,1989,1.4,6,2,1,4,1,1,5,20.0,4,40,14,35.0,6,29,5,4,1,0,3,2,8,1,0,Matches
455,Jack Stephens,eng ENG,DF,Southampton,28-052,1994,7.0,16,8,7,7,2,4,16,25.0,12,70,23,32.9,40,24,6,10,6,0,4,22,38,40,0,Matches
456,Raheem Sterling,eng ENG,FW,Manchester City,27-102,1994,17.4,24,16,1,11,12,5,16,31.3,11,228,61,26.8,29,111,88,13,0,0,13,12,36,2,0,Matches
457,Finley Stevens,wls WAL,DF,Brentford,18-344,2003,0.2,2,0,0,2,0,1,1,100.0,0,5,1,20.0,0,4,1,0,0,0,0,0,2,0,0,Matches
458,John Stones,eng ENG,DF,Manchester City,27-296,1994,9.6,4,3,3,1,0,2,4,50.0,2,40,17,42.5,18,19,3,6,3,0,3,10,14,34,1,Matches
459,Pascal Struijk,nl NED,DFMF,Leeds United,22-221,1999,19.8,56,31,33,19,4,21,39,53.8,18,326,125,38.3,165,136,25,49,24,0,25,59,115,75,2,Matches
460,Crysencio Summerville,nl NED,MFFW,Leeds United,20-141,2001,1.4,5,3,2,0,3,2,2,100.0,0,18,6,33.3,4,6,8,1,0,0,1,5,10,0,0,Matches
461,Jakob Sørensen,dk DEN,DFMF,Norwich City,24-017,1998,4.1,15,9,6,9,0,4,8,50.0,4,76,32,42.1,36,35,5,8,2,0,6,11,26,12,0,Matches
462,Japhet Tanganga,eng ENG,DF,Tottenham,22-354,1999,8.2,21,12,10,6,5,8,13,61.5,5,110,36,32.7,52,45,13,16,7,0,9,17,38,30,0,Matches
463,Matt Targett,eng ENG,DF,Newcastle Utd,26-183,1995,7.0,15,8,8,6,1,7,13,53.8,6,78,25,32.1,39,15,24,10,3,0,7,10,25,23,1,Matches
464,Matt Targett,eng ENG,DF,Aston Villa,26-183,1995,15.9,31,15,26,5,0,13,35,37.1,22,191,44,23.0,107,62,22,44,10,0,34,35,66,25,0,Matches
465,James Tarkowski,eng ENG,DF,Burnley,29-121,1992,25.0,51,32,38,12,1,24,42,57.1,18,202,68,33.7,135,58,9,67,47,2,20,63,114,157,5,Matches
466,Nuno Tavares,pt POR,DF,Arsenal,22-053,2000,7.0,11,8,5,3,3,1,4,25.0,3,73,18,24.7,32,25,16,12,3,0,9,17,28,19,1,Matches
467,Charlie Taylor,eng ENG,DF,Burnley,28-183,1993,19.3,37,15,23,12,2,21,35,60.0,14,156,41,26.3,81,56,19,71,15,0,56,54,91,69,1,Matches
468,Nathan Tella,eng ENG,MFFW,Southampton,22-258,1999,6.5,8,3,3,5,0,2,14,14.3,12,194,56,28.9,35,89,70,14,0,0,14,13,21,4,0,Matches
469,Alex Telles,br BRA,DF,Manchester Utd,29-095,1992,11.1,34,18,26,7,1,14,24,58.3,10,122,39,32.0,64,40,18,16,3,0,13,22,56,30,1,Matches
470,Luke Thomas,eng ENG,DF,Leicester City,20-283,2001,17.2,41,25,28,9,4,17,39,43.6,22,278,83,29.9,154,93,31,47,13,1,34,35,76,44,1,Matches
471,Dominic Thompson,eng ENG,DF,Brentford,21-237,2000,1.6,3,1,3,0,0,2,3,66.7,1,16,3,18.8,9,5,2,2,2,0,0,3,6,4,0,Matches
472,Youri Tielemans,be BEL,MF,Leicester City,24-317,1997,19.1,42,30,18,20,4,19,56,33.9,37,303,98,32.3,103,151,49,32,11,1,21,27,69,29,1,Matches
473,Kieran Tierney,sct SCO,DF,Arsenal,24-288,1997,21.3,21,12,11,7,3,10,14,71.4,4,163,49,30.1,60,58,45,35,7,0,28,30,51,47,0,Matches
474,Takehiro Tomiyasu,jp JPN,DF,Arsenal,23-135,1998,15.4,31,13,14,11,6,16,25,64.0,9,182,59,32.4,71,81,30,34,2,0,32,28,59,39,1,Matches
475,James Tomkins,eng ENG,DF,Crystal Palace,32-356,1989,6.1,12,6,7,5,0,5,7,71.4,2,49,20,40.8,33,16,0,13,8,0,5,10,22,14,0,Matches
476,Ivan Toney,eng ENG,FW,Brentford,26-004,1996,23.3,25,16,4,14,7,5,21,23.8,16,310,83,26.8,43,127,140,21,2,1,19,18,43,36,1,Matches
477,Ferrán Torres,es ESP,FW,Manchester City,22-019,2000,3.4,1,1,0,1,0,0,1,0.0,1,38,13,34.2,3,8,27,6,1,0,5,1,2,0,0,Matches
478,Cenk Tosun,tr TUR,FW,Everton,30-286,1991,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
479,Andros Townsend,eng ENG,MF,Everton,30-247,1991,16.2,29,15,15,9,5,8,35,22.9,27,302,98,32.5,85,128,89,44,3,0,41,21,50,6,0,Matches
480,Adama Traoré,es ESP,FW,Wolves,26-054,1996,11.9,12,9,7,2,3,2,9,22.2,7,141,42,29.8,37,69,35,8,1,0,7,4,16,2,0,Matches
481,Bertrand Traoré,bf BFA,FWMF,Aston Villa,26-195,1995,2.0,1,0,0,0,1,0,2,0.0,2,20,5,25.0,3,4,13,0,0,0,0,0,1,0,0,Matches
482,Trézéguet,eg EGY,FW,Aston Villa,27-170,1994,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
483,Francisco Trincão,pt POR,FWMF,Wolves,22-081,1999,12.7,23,12,7,10,6,4,11,36.4,7,279,83,29.7,64,138,77,21,1,0,20,15,38,1,0,Matches
484,Kieran Trippier,eng ENG,DF,Newcastle Utd,31-182,1990,3.5,18,10,9,7,2,7,13,53.8,6,48,16,33.3,18,24,6,9,2,0,7,10,28,11,0,Matches
485,William Troost-Ekong,ng NGA,DF,Watford,28-200,1993,15.3,17,10,10,7,0,6,11,54.5,5,105,38,36.2,61,41,3,29,14,1,15,22,39,87,1,Matches
486,Leandro Trossard,be BEL,FWMF,Brighton,27-106,1994,24.4,28,19,8,8,12,4,21,19.0,17,386,121,31.3,71,136,179,32,1,0,31,24,52,5,0,Matches
487,Kostas Tsimikas,gr GRE,DF,Liverpool,25-312,1996,7.4,15,6,6,4,5,6,13,46.2,7,107,38,35.5,41,36,30,12,2,0,10,11,26,18,0,Matches
488,Axel Tuanzebe,eng ENG,DF,Aston Villa,24-126,1997,5.6,8,6,6,2,0,2,5,40.0,3,47,13,27.7,23,20,4,5,4,0,1,9,17,13,1,Matches
489,Ozan Tufan,tr TUR,MF,Watford,26-362,1995,3.7,4,2,1,2,1,1,4,25.0,3,77,9,11.7,23,39,15,5,0,0,5,2,6,4,0,Matches
490,Christos Tzolis,gr GRE,FWMF,Norwich City,20-049,2002,3.4,6,2,3,3,0,3,10,30.0,7,58,13,22.4,21,16,21,2,0,0,2,2,8,1,0,Matches
491,Yan Valery,fr FRA,DF,Southampton,23-026,1999,1.5,0,0,0,0,0,0,2,0.0,2,12,5,41.7,2,9,1,3,2,0,1,5,5,3,0,Matches
492,Raphaël Varane,fr FRA,DF,Manchester Utd,28-329,1993,15.3,23,13,15,5,3,10,20,50.0,10,126,48,38.1,88,34,4,28,11,0,17,29,52,73,0,Matches
493,Jamie Vardy,eng ENG,FW,Leicester City,35-068,1987,15.6,2,1,0,2,0,0,3,0.0,3,212,52,24.5,12,85,115,8,1,0,7,5,7,11,0,Matches
494,Joël Veltman,nl NED,DF,Brighton,30-064,1992,22.9,66,31,39,22,5,20,48,41.7,28,271,87,32.1,133,109,29,43,9,0,34,53,119,59,0,Matches
495,Jannik Vestergaard,dk DEN,DF,Leicester City,29-229,1992,6.3,16,11,13,3,0,6,15,40.0,9,60,22,36.7,45,15,0,15,10,0,5,15,31,41,1,Matches
496,Nikola Vlašić,hr CRO,FWMF,West Ham,24-167,1997,5.0,11,9,3,7,1,3,18,16.7,15,127,31,24.4,36,54,37,4,0,0,4,9,20,2,0,Matches
497,Matěj Vydra,cz CZE,FW,Burnley,29-323,1992,5.0,7,4,1,1,5,2,4,50.0,2,108,26,24.1,10,43,55,2,1,0,1,2,9,7,0,Matches
498,Theo Walcott,eng ENG,MFFW,Southampton,33-004,1989,4.2,5,3,2,1,2,3,5,60.0,2,79,17,21.5,20,35,24,5,0,0,5,7,12,2,0,Matches
499,Kyle Walker,eng ENG,DF,Manchester City,31-296,1990,17.5,22,16,11,9,2,10,21,47.6,11,146,53,36.3,50,74,22,15,4,0,11,19,41,20,0,Matches
500,Kyle Walker-Peters,eng ENG,DF,Southampton,24-341,1997,20.3,46,19,18,21,7,15,27,55.6,12,250,85,34.0,91,103,56,29,4,0,25,44,90,32,0,Matches
501,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,24-114,1997,17.9,36,21,19,12,5,6,16,37.5,10,193,52,26.9,87,68,38,54,13,1,41,39,75,44,0,Matches
502,Joel Ward,eng ENG,DF,Crystal Palace,32-142,1989,23.0,44,25,27,17,0,23,46,50.0,23,244,69,28.3,129,83,32,45,9,0,36,40,84,88,1,Matches
503,James Ward-Prowse,eng ENG,MF,Southampton,27-139,1994,26.7,40,24,13,21,6,11,51,21.6,40,416,137,32.9,119,233,64,46,11,1,35,48,88,35,0,Matches
504,Ollie Watkins,eng ENG,FW,Aston Villa,26-080,1995,24.1,9,8,2,4,3,0,8,0.0,8,402,101,25.1,33,185,184,34,4,0,30,15,24,21,0,Matches
505,Adam Webster,eng ENG,DF,Brighton,27-075,1995,13.0,19,9,14,3,2,10,19,52.6,9,93,34,36.6,57,29,7,28,14,0,14,24,43,60,2,Matches
506,Wout Weghorst,nl NED,FW,Burnley,29-225,1992,8.4,9,8,2,4,3,2,10,20.0,8,267,71,26.6,46,121,100,18,2,0,16,4,13,7,0,Matches
507,Danny Welbeck,eng ENG,FWMF,Brighton,31-114,1990,8.1,5,4,0,4,1,1,8,12.5,7,121,33,27.3,18,45,58,9,1,0,8,2,7,7,0,Matches
508,Timo Werner,de GER,FWMF,Chelsea,26-014,1996,8.2,3,0,0,1,2,0,13,0.0,13,146,34,23.3,25,46,75,6,0,0,6,4,7,2,0,Matches
509,Ashley Westwood,eng ENG,MF,Burnley,31-353,1990,22.1,29,22,7,19,3,14,29,48.3,15,387,85,22.0,108,218,61,17,8,0,9,41,70,19,0,Matches
510,Ben White,eng ENG,DF,Arsenal,24-163,1997,26.0,32,18,20,9,3,14,33,42.4,19,184,66,35.9,95,73,16,44,21,0,23,59,91,88,0,Matches
511,Brandon Williams,eng ENG,DF,Norwich City,21-198,2000,21.5,53,26,36,14,3,22,53,41.5,31,301,77,25.6,146,115,40,48,7,0,41,58,111,42,0,Matches
512,Neco Williams,wls WAL,DF,Liverpool,20-341,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
513,Joe Willock,eng ENG,MF,Newcastle Utd,22-212,1999,19.5,59,39,28,25,6,19,56,33.9,37,460,99,21.5,157,213,90,36,8,0,28,27,86,16,0,Matches
514,Callum Wilson,eng ENG,FW,Newcastle Utd,30-021,1992,13.2,7,5,1,3,3,1,4,25.0,3,162,36,22.2,20,59,83,9,4,0,5,4,11,12,1,Matches
515,Harry Winks,eng ENG,MF,Tottenham,26-046,1996,9.4,14,5,4,7,3,6,14,42.9,8,135,29,21.5,47,66,22,17,4,0,13,19,33,7,0,Matches
516,Yoane Wissa,cd COD,FWMF,Brentford,25-198,1996,8.6,9,4,3,2,4,0,8,0.0,8,110,33,30.0,19,36,55,10,3,0,7,5,14,6,0,Matches
517,Chris Wood,nz NZL,FW,Newcastle Utd,30-103,1991,10.0,2,1,0,2,0,1,2,50.0,1,167,50,29.9,10,82,75,6,2,0,4,2,4,4,0,Matches
518,Chris Wood,nz NZL,FW,Burnley,30-103,1991,15.2,11,8,2,5,4,4,8,50.0,4,198,60,30.3,8,81,109,16,7,0,9,4,15,6,0,Matches
519,Freddie Woodman,eng ENG,GK,Newcastle Utd,25-016,1997,4.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
520,Granit Xhaka,ch SUI,MF,Arsenal,29-174,1992,16.2,30,18,13,12,5,13,29,44.8,16,202,57,28.2,60,90,52,21,5,0,16,21,51,16,0,Matches
521,Andriy Yarmolenko,ua UKR,FWMF,West Ham,32-148,1989,1.5,2,0,1,1,0,2,4,50.0,2,32,6,18.8,11,11,10,4,2,0,2,0,2,1,0,Matches
522,Ashley Young,eng ENG,DFFW,Aston Villa,36-254,1985,11.7,21,11,10,7,4,9,11,81.8,2,107,26,24.3,43,39,25,11,4,0,7,15,36,19,0,Matches
523,Wilfried Zaha,ci CIV,FW,Crystal Palace,29-130,1992,22.5,37,26,13,16,8,8,17,47.1,9,461,122,26.5,105,232,124,19,0,0,19,19,56,3,0,Matches
524,Christoph Zimmermann,de GER,DF,Norwich City,29-067,1993,0.5,0,0,0,0,0,0,1,0.0,1,8,2,25.0,4,2,2,0,0,0,0,2,2,1,0,Matches
525,Oleksandr Zinchenko,ua UKR,DF,Manchester City,25-095,1996,6.6,13,7,4,7,2,3,9,33.3,6,54,20,37.0,9,33,12,7,1,0,6,11,24,8,0,Matches
526,Hakim Ziyech,ma MAR,FWMF,Chelsea,29-001,1993,10.7,16,8,4,9,3,3,23,13.0,20,204,59,28.9,45,94,65,16,1,0,15,17,33,7,0,Matches
527,Kurt Zouma,fr FRA,DF,West Ham,27-144,1994,16.8,9,4,8,1,0,4,7,57.1,3,68,23,33.8,39,21,8,25,21,0,4,38,47,109,0,Matches
528,Martin Ødegaard,no NOR,MF,Arsenal,23-093,1998,21.0,29,17,4,14,11,7,28,25.0,21,395,108,27.3,74,173,148,14,1,0,13,16,45,8,1,Matches
