Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
572,Diogo Dalot,pt POR,DFMF,Manchester Utd,eng Premier League,19,1999,11.3,395,549,71.9,7147,2599,183,217,84.3,161,221,72.9,46,85,54.1,2,2.0,0.0,17,23,13,6,39,Matches
573,Matty Daly,eng ENG,MF,Huddersfield,eng Premier League,17,2001,0.8,7,13,53.8,72,14,5,6,83.3,1,5,20.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
574,Vitalie Damașcan,md MDA,MF,Torino,it Serie A,19,1999,0.0,2,4,50.0,10,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
575,Loïc Damour,fr FRA,MF,Cardiff City,eng Premier League,27,1991,0.3,9,12,75.0,250,35,4,4,100.0,2,4,50.0,3,4,75.0,0,0.0,0.0,0,1,0,0,1,Matches
576,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,795,1026,77.5,14336,5887,373,423,88.2,316,389,81.2,88,168,52.4,0,0.6,-0.6,10,63,20,7,71,Matches
577,Danilo,br BRA,DF,Manchester City,eng Premier League,27,1991,9.0,767,875,87.7,14086,3072,305,327,93.3,374,422,88.6,81,109,74.3,0,0.2,-0.2,4,63,9,2,59,Matches
578,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,190,247,76.9,3784,1692,61,65,93.8,99,117,84.6,29,59,49.2,1,0.0,+1.0,0,10,0,0,15,Matches
579,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,453,611,74.1,10609,4053,119,142,83.8,225,266,84.6,105,193,54.4,1,0.0,+1.0,1,31,2,0,42,Matches
580,Dante,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,2147,2352,91.3,45275,16368,636,666,95.5,1189,1237,96.1,314,425,73.9,1,0.3,+0.7,4,89,4,0,69,Matches
581,Palkó Dárdai,hu HUN,MFFW,Hertha BSC,de Bundesliga,19,1999,1.3,29,41,70.7,487,160,15,18,83.3,6,10,60.0,5,6,83.3,0,0.1,-0.1,2,2,2,2,1,Matches
582,Sergi Darder,es ESP,MF,Espanyol,es La Liga,24,1993,30.1,1025,1313,78.1,19696,5741,413,481,85.9,452,537,84.2,149,260,57.3,2,4.4,-2.4,35,124,32,5,135,Matches
583,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,27,1990,4.2,214,245,87.3,3933,914,94,99,94.9,85,95,89.5,33,44,75.0,1,1.0,0.0,8,19,6,4,23,Matches
584,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,179,213,84.0,2952,1284,95,97,97.9,63,73,86.3,16,35,45.7,0,0.1,-0.1,2,10,1,1,11,Matches
585,Alphonso Davies,ca CAN,FWMF,Bayern Munich,de Bundesliga,17,2000,0.9,31,36,86.1,431,58,16,19,84.2,13,14,92.9,1,2,50.0,0,0.0,0.0,0,2,1,0,1,Matches
586,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,25,1993,20.5,1077,1313,82.0,18850,7484,490,545,89.9,482,557,86.5,94,173,54.3,0,2.0,-2.0,15,78,20,10,109,Matches
587,Tom Davies,eng ENG,MF,Everton,eng Premier League,20,1998,10.9,411,524,78.4,7594,1685,177,203,87.2,168,205,82.0,57,90,63.3,0,0.5,-0.5,5,50,8,0,40,Matches
588,Steven Davis,nir NIR,MF,Southampton,eng Premier League,33,1985,1.1,63,69,91.3,1325,414,26,29,89.7,25,27,92.6,12,13,92.3,1,0.7,+0.3,3,5,2,0,7,Matches
589,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,27,1991,10.8,629,827,76.1,12745,3484,240,279,86.0,267,327,81.7,108,184,58.7,2,3.5,-1.5,33,65,43,7,89,Matches
590,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,31,1987,13.0,326,408,79.9,7285,2408,89,100,89.0,172,197,87.3,65,106,61.3,0,0.1,-0.1,2,14,4,2,17,Matches
591,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,207,256,80.9,4656,1826,60,66,90.9,102,118,86.4,45,68,66.2,1,0.1,+0.9,2,16,3,2,16,Matches
592,Rodrigo De Paul,ar ARG,MFFW,Udinese,it Serie A,24,1994,35.4,1295,1837,70.5,28665,9458,473,569,83.1,491,641,76.6,309,553,55.9,9,8.1,+0.9,100,175,80,19,235,Matches
593,Daniele De Rossi,it ITA,MF,Roma,it Serie A,35,1983,14.1,809,924,87.6,16876,5691,291,309,94.2,379,421,90.0,139,186,74.7,1,0.9,+0.1,16,115,15,0,112,Matches
594,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,25,1992,19.4,987,1180,83.6,19158,6029,387,438,88.4,469,527,89.0,125,185,67.6,1,0.8,+0.2,12,68,13,8,74,Matches
595,Lorenzo De Silvestri,it ITA,DFMF,Torino,it Serie A,30,1988,26.8,791,1220,64.8,13387,6187,382,467,81.8,326,508,64.2,68,185,36.8,4,3.5,+0.5,29,54,40,27,107,Matches
596,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,1988,13.2,371,533,69.6,6894,2209,166,224,74.1,143,197,72.6,54,91,59.3,1,1.2,-0.2,11,44,7,3,45,Matches
597,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21.6,861,1165,73.9,14669,6114,435,492,88.4,345,460,75.0,74,171,43.3,3,1.4,+1.6,15,57,21,16,82,Matches
598,Troy Deeney,eng ENG,FW,Watford,eng Premier League,30,1988,28.3,523,837,62.5,7562,2659,318,441,72.1,153,255,60.0,29,84,34.5,5,4.8,+0.2,40,61,44,3,100,Matches
599,Jermain Defoe,eng ENG,FW,Bournemouth,eng Premier League,35,1982,0.3,3,5,60.0,52,0,1,2,50.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
600,Steven Defour,be BEL,MF,Burnley,eng Premier League,30,1988,5.0,198,250,79.2,4045,1130,69,77,89.6,83,93,89.2,38,66,57.6,0,0.1,-0.1,3,20,3,0,20,Matches
601,Grégoire Defrel,mq MTQ,FWMF,Sampdoria,it Serie A,27,1991,26.0,672,805,83.5,8570,1376,466,519,89.8,163,200,81.5,24,46,52.2,3,3.1,-0.1,24,25,23,2,40,Matches
602,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,22,1995,5.0,123,172,71.5,1911,699,70,89,78.7,41,57,71.9,9,20,45.0,0,0.1,-0.1,2,11,1,0,13,Matches
603,Alessandro Deiola,it ITA,MFFW,Parma,it Serie A,22,1995,6.1,134,181,74.0,2233,747,71,83,85.5,46,57,80.7,11,26,42.3,1,0.0,+1.0,2,7,2,0,12,Matches
604,Romain Del Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,22,1996,14.9,380,560,67.9,5879,1952,222,285,77.9,126,184,68.5,26,59,44.1,3,3.1,-0.1,25,22,27,10,53,Matches
605,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,1991,25.4,1405,1645,85.4,25108,5057,620,696,89.1,605,676,89.5,154,222,69.4,5,1.4,+3.6,12,149,14,1,90,Matches
606,Moisés Delgado,es ESP,DF,Valladolid,es La Liga,24,1994,3.0,71,100,71.0,1245,475,32,35,91.4,30,40,75.0,7,21,33.3,0,0.2,-0.2,3,9,3,2,6,Matches
607,Cristian Dell'Orco,it ITA,DF,Empoli,it Serie A,24,1994,11.5,458,520,88.1,8555,2667,176,189,93.1,240,264,90.9,40,57,70.2,0,0.1,-0.1,1,21,1,0,25,Matches
608,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,50,69,72.5,945,515,19,24,79.2,23,26,88.5,8,16,50.0,1,0.2,+0.8,1,4,3,2,8,Matches
609,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,1991,34.6,694,1197,58.0,11959,3256,358,513,69.8,231,388,59.5,81,203,39.9,7,5.9,+1.1,52,64,47,21,92,Matches
610,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,689,751,91.7,11932,3089,346,356,97.2,271,288,94.1,64,86,74.4,1,0.4,+0.6,3,67,13,1,46,Matches
611,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,31,1987,5.7,280,307,91.2,4889,941,128,140,91.4,121,130,93.1,26,28,92.9,0,0.0,0.0,0,17,1,0,17,Matches
612,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,22,1996,22.4,324,435,74.5,4252,713,215,259,83.0,74,109,67.9,15,26,57.7,4,3.5,+0.5,26,16,14,4,24,Matches
613,Ousmane Dembélé,fr FRA,FWMF,Barcelona,es La Liga,21,1997,18.5,790,1018,77.6,12801,2943,433,513,84.4,272,347,78.4,69,113,61.1,5,4.7,+0.3,46,51,47,12,70,Matches
614,Jessy Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,20,1998,14.1,379,468,81.0,7526,1525,149,173,86.1,161,188,85.6,63,90,70.0,0,0.2,-0.2,6,35,5,1,31,Matches
615,Merih Demiral,tr TUR,DF,Sassuolo,it Serie A,20,1998,14.0,619,704,87.9,12427,3741,161,175,92.0,387,415,93.3,64,101,63.4,0,0.2,-0.2,1,46,1,0,40,Matches
616,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,1993,22.4,1096,1420,77.2,21713,7941,431,501,86.0,445,539,82.6,202,336,60.1,9,8.5,+0.5,83,138,40,5,161,Matches
617,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,26,1991,22.8,1188,1495,79.5,21033,7245,561,640,87.7,471,583,80.8,133,227,58.6,2,2.0,0.0,27,158,30,5,153,Matches
618,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,23,1995,30.6,1840,1947,94.5,36813,12730,526,553,95.1,1061,1103,96.2,233,263,88.6,0,0.1,-0.1,3,98,3,0,102,Matches
619,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,23,1995,16.3,502,625,80.3,8313,1790,256,298,85.9,189,228,82.9,44,63,69.8,0,1.2,-1.2,8,29,6,1,33,Matches
620,Fabio Depaoli,it ITA,DF,Chievo,it Serie A,21,1997,27.4,890,1228,72.5,17112,7804,362,427,84.8,402,521,77.2,122,242,50.4,4,3.8,+0.2,33,56,40,23,106,Matches
621,Memphis Depay,nl NED,FWMF,Lyon,fr Ligue 1,24,1994,30.4,1093,1491,73.3,19060,6362,585,690,84.8,324,415,78.1,150,305,49.2,10,11.6,-1.6,122,110,63,18,150,Matches
622,Laurent Depoitre,be BEL,FW,Huddersfield,eng Premier League,29,1988,11.9,165,264,62.5,2164,391,100,141,70.9,46,84,54.8,6,10,60.0,1,0.9,+0.1,10,9,3,0,14,Matches
623,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,1994,4.9,114,166,68.7,1530,311,82,106,77.4,26,47,55.3,3,9,33.3,0,0.1,-0.1,4,9,3,0,11,Matches
624,Kiril Despodov,bg BUL,FWMF,Cagliari,it Serie A,21,1996,1.2,7,17,41.2,70,25,5,10,50.0,1,5,20.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
625,Daniele Dessena,it ITA,MF,Cagliari,it Serie A,31,1987,3.9,136,184,73.9,2076,605,83,97,85.6,38,47,80.9,11,32,34.4,0,0.0,0.0,1,11,3,1,10,Matches
626,Mattia Destro,it ITA,FWMF,Bologna,it Serie A,27,1991,5.5,49,90,54.4,811,221,21,38,55.3,19,31,61.3,5,15,33.3,1,0.6,+0.4,3,4,1,0,6,Matches
627,Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,24,1994,23.0,584,798,73.2,9218,2243,331,403,82.1,184,257,71.6,52,90,57.8,5,5.1,-0.1,31,39,41,5,73,Matches
628,Jacopo Dezi,it ITA,MF,Parma,it Serie A,26,1992,1.0,38,43,88.4,561,102,16,18,88.9,18,19,94.7,1,2,50.0,0,0.0,0.0,0,3,0,0,4,Matches
629,Federico Di Francesco,it ITA,FWMF,Sassuolo,it Serie A,24,1994,11.9,322,394,81.7,4880,1166,185,215,86.0,102,121,84.3,22,32,68.8,2,1.2,+0.8,14,11,11,1,35,Matches
630,Antonio Di Gaudio,it ITA,FWMF,Parma,it Serie A,28,1989,7.8,68,119,57.1,895,274,46,70,65.7,21,35,60.0,1,4,25.0,1,0.3,+0.7,4,2,2,0,7,Matches
631,Giovanni Di Lorenzo,it ITA,DF,Empoli,it Serie A,24,1993,37.0,1696,2197,77.2,29154,13132,788,903,87.3,736,908,81.1,146,293,49.8,3,4.2,-1.2,34,160,73,17,246,Matches
632,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,30,1988,25.8,1068,1457,73.3,18416,5465,543,654,83.0,388,489,79.3,121,263,46.0,11,8.7,+2.3,59,88,65,6,144,Matches
633,Franco Di Santo,ar ARG,FWMF,Rayo Vallecano,es La Liga,29,1989,1.9,22,36,61.1,271,24,16,23,69.6,4,10,40.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches
634,Franco Di Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,29,1989,2.7,43,72,59.7,640,140,29,39,74.4,9,20,45.0,5,10,50.0,0,0.4,-0.4,4,1,4,3,2,Matches
635,Boulaye Dia,sn SEN,FWMF,Reims,fr Ligue 1,21,1996,8.3,109,158,69.0,1408,322,70,86,81.4,27,44,61.4,4,13,30.8,0,1.2,-1.2,8,7,4,0,11,Matches
636,Fousseni Diabaté,ml MLI,FW,Leicester City,eng Premier League,22,1995,0.6,9,16,56.3,164,38,3,7,42.9,6,7,85.7,0,1,0.0,0,0.1,-0.1,1,0,1,1,0,Matches
637,Moussa Diaby,fr FRA,MFFW,Paris S-G,fr Ligue 1,19,1999,12.7,464,579,80.1,6730,1420,278,315,88.3,169,207,81.6,10,22,45.5,6,4.2,+1.8,18,16,21,4,36,Matches
638,Adama Diakhaby,fr FRA,FWMF,Huddersfield,eng Premier League,22,1996,6.1,119,167,71.3,1853,306,64,84,76.2,47,57,82.5,7,16,43.8,0,0.5,-0.5,5,5,3,1,8,Matches
639,Mouctar Diakhaby,fr FRA,DF,Valencia,es La Liga,21,1996,17.6,592,688,86.0,12641,4126,172,194,88.7,321,349,92.0,96,138,69.6,0,0.0,0.0,0,25,0,0,30,Matches
640,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,17,2001,7.0,271,345,78.6,4921,1508,111,127,87.4,127,159,79.9,30,52,57.7,0,0.0,0.0,2,12,1,0,18,Matches
641,Abdou Diallo,sn SEN,DF,Dortmund,de Bundesliga,22,1996,26.4,1727,1953,88.4,34816,11787,612,664,92.2,839,901,93.1,260,351,74.1,1,0.7,+0.3,11,126,12,6,116,Matches
642,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,1992,5.5,106,147,72.1,3364,2159,7,9,77.8,52,53,98.1,47,85,55.3,0,0.0,0.0,0,0,0,0,0,Matches
643,Mustapha Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,1986,5.1,116,173,67.1,2089,561,43,67,64.2,55,74,74.3,13,24,54.2,1,0.1,+0.9,2,9,2,0,12,Matches
644,Mohamed Diamé,sn SEN,MF,Newcastle Utd,eng Premier League,31,1987,24.1,564,728,77.5,10178,2400,261,295,88.5,212,256,82.8,74,136,54.4,0,0.1,-0.1,2,50,9,1,46,Matches
645,Grady Diangana,eng ENG,MFFW,West Ham,eng Premier League,20,1998,6.8,203,270,75.2,3012,788,126,154,81.8,57,75,76.0,12,24,50.0,1,1.1,-0.1,11,17,8,1,20,Matches
646,Lassana Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,33,1985,1.8,131,147,89.1,2290,505,58,62,93.5,63,71,88.7,8,10,80.0,0,0.0,0.0,1,13,0,0,10,Matches
647,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,21,1997,7.3,501,548,91.4,9645,2109,203,222,91.4,223,232,96.1,71,86,82.6,0,0.1,-0.1,5,59,2,0,47,Matches
648,Brahim Díaz,es ESP,FW,Real Madrid,es La Liga,18,1999,4.2,147,174,84.5,1978,475,98,105,93.3,38,50,76.0,6,10,60.0,1,1.2,-0.2,6,10,6,0,13,Matches
649,Javier Díaz,es ESP,GK,Sevilla,es La Liga,21,1997,1.0,14,24,58.3,485,300,0,0,,8,9,88.9,6,15,40.0,0,0.0,0.0,0,0,0,0,0,Matches
650,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,32.7,1097,1442,76.1,20865,7291,440,505,87.1,495,614,80.6,150,274,54.7,1,0.3,+0.7,6,72,13,6,93,Matches
651,Lorenzo Dickmann,it ITA,DFMF,SPAL,it Serie A,21,1996,1.9,48,59,81.4,648,171,34,35,97.1,13,16,81.3,1,4,25.0,0,0.0,0.0,0,1,0,0,1,Matches
652,Daniel Didavi,de GER,MFFW,Stuttgart,de Bundesliga,28,1990,10.6,328,454,72.2,5964,1825,150,175,85.7,126,158,79.7,46,102,45.1,2,3.3,-1.3,29,32,15,3,40,Matches
653,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,1983,23.4,927,1232,75.2,20242,6390,303,370,81.9,426,510,83.5,193,326,59.2,1,1.5,-0.5,20,122,19,0,130,Matches
654,Adrián Diéguez,es ESP,DF,Huesca,es La Liga,22,1996,8.3,153,200,76.5,3193,1329,55,59,93.2,75,86,87.2,23,52,44.2,0,0.0,0.0,1,6,0,0,10,Matches
655,Eric Dier,eng ENG,MFDF,Tottenham,eng Premier League,24,1994,16.7,903,1060,85.2,17436,4672,353,395,89.4,419,465,90.1,118,173,68.2,0,0.7,-0.7,7,78,12,3,71,Matches
656,Tim Dierßen,de GER,FW,Hannover 96,de Bundesliga,22,1996,0.2,3,3,100.0,37,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
657,Lucas Digne,fr FRA,DF,Everton,eng Premier League,25,1993,32.9,1480,2066,71.6,26892,12219,697,817,85.3,579,767,75.5,178,401,44.4,4,6.6,-2.6,71,108,54,33,153,Matches
658,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,27,1991,37.6,2732,3013,90.7,62859,17693,654,703,93.0,1478,1566,94.4,587,716,82.0,2,1.2,+0.8,7,185,6,0,139,Matches
659,Mitchell Dijks,nl NED,DFMF,Bologna,it Serie A,25,1993,22.5,722,1009,71.6,13460,6326,287,342,83.9,351,475,73.9,76,144,52.8,0,0.8,-0.8,14,53,20,9,99,Matches
660,Javairô Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,20,1998,10.0,188,258,72.9,2931,1010,105,124,84.7,66,90,73.3,12,31,38.7,3,2.6,+0.4,14,9,12,3,23,Matches
661,Federico Dimarco,it ITA,DF,Parma,it Serie A,20,1997,9.9,309,431,71.7,6048,2526,118,138,85.5,140,171,81.9,45,99,45.5,0,0.6,-0.6,8,26,13,2,46,Matches
662,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21.0,430,648,66.4,16020,11139,29,31,93.5,189,194,97.4,212,422,50.2,0,0.0,0.0,0,11,1,0,0,Matches
663,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,27,1991,14.9,474,605,78.3,8516,2122,208,243,85.6,205,241,85.1,54,99,54.5,3,2.3,+0.7,24,60,21,3,61,Matches
664,Ismaël Diomandé,ci CIV,MFDF,Caen,fr Ligue 1,25,1992,14.4,499,594,84.0,10441,2753,189,212,89.2,207,222,93.2,95,148,64.2,1,0.4,+0.6,4,41,1,1,46,Matches
665,Federico Dionisi,it ITA,FW,Frosinone,it Serie A,31,1987,2.3,40,61,65.6,617,188,23,34,67.6,13,18,72.2,3,7,42.9,0,0.3,-0.3,5,3,4,3,4,Matches
666,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,17.7,220,339,64.9,3203,611,125,178,70.2,69,101,68.3,15,31,48.4,1,1.3,-0.3,19,11,5,3,15,Matches
667,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33.0,1004,1141,88.0,20679,6909,343,378,90.7,482,526,91.6,167,208,80.3,0,0.1,-0.1,2,39,0,0,64,Matches
668,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,32,1986,26.1,850,1145,74.2,17339,4316,272,356,76.4,449,567,79.2,121,197,61.4,1,0.7,+0.3,9,121,16,1,123,Matches
669,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,18,2000,8.2,163,235,69.4,2699,653,96,118,81.4,48,73,65.8,18,34,52.9,0,0.5,-0.5,6,17,5,0,21,Matches
670,Assane Dioussé,sn SEN,MF,Chievo,it Serie A,20,1997,9.9,403,500,80.6,8232,2308,146,167,87.4,179,209,85.6,72,110,65.5,0,0.2,-0.2,5,40,4,2,38,Matches
671,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,2.4,120,139,86.3,2432,702,41,47,87.2,62,69,89.9,17,22,77.3,0,0.5,-0.5,2,13,1,0,13,Matches
672,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,1.8,52,69,75.4,1070,474,17,22,77.3,27,34,79.4,8,12,66.7,0,0.0,0.0,0,1,0,0,1,Matches
673,Djené,tg TOG,DF,Getafe,es La Liga,26,1991,33.1,705,973,72.5,16148,5352,175,226,77.4,362,452,80.1,164,273,60.1,0,0.2,-0.2,5,50,6,1,72,Matches
674,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,1992,15.4,497,595,83.5,10538,3452,162,179,90.5,236,267,88.4,92,139,66.2,0,0.0,0.0,0,30,2,0,32,Matches
675,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1.0,44,50,88.0,1151,448,8,10,80.0,22,22,100.0,13,17,76.5,0,0.0,0.0,0,6,0,0,4,Matches
676,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,30.6,1158,1375,84.2,26966,8929,270,318,84.9,585,645,90.7,287,378,75.9,0,0.2,-0.2,2,49,6,0,54,Matches
677,Papy Djilobodji,sn SEN,DFFW,Guingamp,fr Ligue 1,29,1988,1.9,56,83,67.5,1532,577,11,14,78.6,27,36,75.0,18,33,54.5,0,0.0,0.0,1,9,0,0,9,Matches
678,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,20.1,930,1034,89.9,19649,5010,266,294,90.5,509,535,95.1,150,193,77.7,2,1.2,+0.8,4,19,2,1,25,Matches
679,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,3.1,105,122,86.1,2212,664,38,43,88.4,47,53,88.7,19,23,82.6,0,0.0,0.0,0,1,1,0,3,Matches
680,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,1992,24.0,371,748,49.6,17658,14230,29,29,100.0,94,96,97.9,248,623,39.8,0,0.0,0.0,0,45,0,0,0,Matches
681,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,26,1992,34.9,1336,1836,72.8,22954,10361,654,783,83.5,543,735,73.9,114,234,48.7,5,3.9,+1.1,38,71,31,13,160,Matches
682,Keagan Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,1.0,34,41,82.9,760,270,13,16,81.3,11,12,91.7,9,11,81.8,0,0.0,0.0,1,6,0,0,3,Matches
683,Jaume Doménech,es ESP,GK,Valencia,es La Liga,27,1990,4.0,58,94,61.7,2173,1690,6,6,100.0,21,21,100.0,31,67,46.3,0,0.0,0.0,0,0,0,0,0,Matches
684,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,6.9,260,354,73.4,5221,2739,91,104,87.5,130,166,78.3,38,78,48.7,0,0.3,-0.3,7,21,9,9,25,Matches
685,Ji Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,27,1991,9.9,273,382,71.5,4355,1157,145,184,78.8,96,134,71.6,25,47,53.2,1,1.2,-0.2,11,22,7,3,31,Matches
686,Anastasios Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,21,1996,10.7,143,200,71.5,2205,318,80,97,82.5,46,66,69.7,13,28,46.4,2,0.9,+1.1,6,1,6,4,6,Matches
687,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,34.3,958,1161,82.5,26613,16507,161,163,98.8,483,492,98.2,312,504,61.9,0,0.0,0.0,2,4,0,0,0,Matches
688,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,1.7,50,57,87.7,849,257,21,25,84.0,20,22,90.9,5,6,83.3,0,0.0,0.0,1,10,0,0,7,Matches
689,Riccardo Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,0.9,6,7,85.7,82,28,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,Matches
690,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,11.8,541,617,87.7,11858,3928,134,146,91.8,315,326,96.6,89,140,63.6,0,0.1,-0.1,3,23,2,0,32,Matches
691,Mathieu Dossevi,tg TOG,FWMF,Toulouse,fr Ligue 1,30,1988,27.4,618,931,66.4,10460,3231,317,402,78.9,206,294,70.1,80,178,44.9,2,4.3,-2.3,57,42,29,17,57,Matches
692,Abdoulaye Doucouré,fr FRA,MF,Watford,eng Premier League,25,1993,34.0,1639,1966,83.4,28430,6813,743,850,87.4,662,764,86.6,188,253,74.3,6,3.3,+2.7,36,130,34,3,154,Matches
693,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,25,1992,3.5,85,113,75.2,1614,420,32,47,68.1,42,51,82.4,9,12,75.0,0,0.0,0.0,0,11,1,0,11,Matches
694,Moussa Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,23,1994,17.8,503,653,77.0,8412,1904,265,316,83.9,178,226,78.8,51,83,61.4,1,2.2,-1.2,21,32,26,8,53,Matches
695,Seydou Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,6.0,52,71,73.2,653,119,35,44,79.5,12,15,80.0,2,3,66.7,0,0.0,0.0,0,2,2,0,5,Matches
696,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,6.7,311,356,87.4,5045,1718,179,188,95.2,107,123,87.0,24,39,61.5,0,0.0,0.0,1,11,1,0,20,Matches
697,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,1991,14.8,987,1098,89.9,22607,6646,235,258,91.1,510,553,92.2,237,275,86.2,0,0.1,-0.1,2,60,2,0,66,Matches
698,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,20,1997,2.5,72,106,67.9,2307,1239,4,4,100.0,39,39,100.0,28,62,45.2,0,0.0,0.0,0,1,0,0,0,Matches
699,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,1997,14.0,319,481,66.3,9883,5979,39,40,97.5,149,154,96.8,130,286,45.5,0,0.3,-0.3,1,3,0,0,0,Matches
700,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,24,1993,22.7,1421,1610,88.3,23672,5388,720,783,92.0,547,595,91.9,131,182,72.0,7,5.4,+1.6,42,117,42,2,132,Matches
701,Luke Dreher,eng ENG,MF,Crystal Palace,eng Premier League,19,1998,0.0,3,3,100.0,28,0,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
702,Josip Drmić,ch SUI,FWMF,M'Gladbach,de Bundesliga,25,1992,2.5,54,63,85.7,800,143,26,29,89.7,19,23,82.6,4,5,80.0,0,0.0,0.0,1,1,3,2,2,Matches
