,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
861,Gabriel,br BRA,MF,Leganés,es La Liga,23,1993,29,28,2377,26.4,5,2,4,1,1,6,1,0.19,0.08,0.27,0.15,0.23,5.7,4.9,2.2,7.1,0.21,0.08,0.30,0.19,0.27,Matches
862,Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,de Bundesliga,22,1995,29,22,1815,20.2,1,3,1,0,0,4,0,0.05,0.15,0.20,0.05,0.20,4.0,4.0,2.8,6.8,0.20,0.14,0.34,0.20,0.34,Matches
863,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,23,1994,30,23,1988,22.1,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.8,2.4,0.07,0.04,0.11,0.07,0.11,Matches
864,Nicolás Gaitán,ar ARG,MFFW,Atlético Madrid,es La Liga,29,1988,6,1,219,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.15,0.16,0.31,0.15,0.31,Matches
865,Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,21,1996,4,4,360,4.0,0,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,Matches
866,Serge Gakpé,tg TOG,FWMF,Amiens,fr Ligue 1,30,1987,29,23,1825,20.3,3,3,3,0,0,1,0,0.15,0.15,0.30,0.15,0.30,3.4,3.4,0.8,4.3,0.17,0.04,0.21,0.17,0.21,Matches
867,Andrey Galabinov,bg BUL,FW,Genoa,it Serie A,28,1988,20,12,1129,12.5,3,1,2,1,1,2,0,0.24,0.08,0.32,0.16,0.24,4.1,3.3,1.1,4.4,0.32,0.08,0.41,0.26,0.35,Matches
868,Álex Gálvez,es ESP,DF,Las Palmas,es La Liga,28,1989,18,18,1619,18.0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matches
869,Álex Gálvez,es ESP,DF,Eibar,es La Liga,28,1989,4,4,360,4.0,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,0.1,0.1,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matches
870,Bruno Gama,pt POR,FWMF,La Coruña,es La Liga,29,1987,6,1,115,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.02,0.12,0.14,0.02,0.14,Matches
871,Alessandro Gamberini,it ITA,DF,Chievo,it Serie A,35,1981,23,20,1815,20.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.03,0.00,0.03,0.03,0.03,Matches
872,Kévin Gameiro,fr FRA,FW,Atlético Madrid,es La Liga,30,1987,25,11,1125,12.5,7,2,5,2,2,0,0,0.56,0.16,0.72,0.40,0.56,5.6,4.1,1.3,5.3,0.45,0.10,0.55,0.33,0.43,Matches
873,Jesús Gámez,es ESP,DF,Newcastle Utd,eng Premier League,32,1985,2,1,98,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.11,0.13,0.02,0.13,Matches
874,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,27,1989,33,32,2751,30.6,2,1,2,0,0,7,2,0.07,0.03,0.10,0.07,0.10,1.6,1.6,0.9,2.5,0.05,0.03,0.08,0.05,0.08,Matches
875,Ignatius Ganago,cm CMR,FWMF,Nice,fr Ligue 1,18,1999,6,0,69,0.8,1,0,1,0,0,1,0,1.30,0.00,1.30,1.30,1.30,1.3,1.3,0.0,1.3,1.73,0.02,1.75,1.73,1.75,Matches
876,Najib Gandi,fr FRA,MFFW,Nantes,fr Ligue 1,23,1994,5,0,96,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches
877,Ganso,br BRA,MF,Sevilla,es La Liga,27,1989,8,7,519,5.8,2,0,2,0,0,0,0,0.35,0.00,0.35,0.35,0.35,1.0,1.0,0.4,1.4,0.18,0.07,0.25,0.18,0.25,Matches
878,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,30,1986,24,23,2028,22.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.01,0.03,0.04,0.01,0.04,Matches
879,Aleix García,es ESP,MF,Girona,es La Liga,20,1997,20,7,852,9.5,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.4,0.4,1.0,1.4,0.04,0.11,0.15,0.04,0.15,Matches
880,Borja García,es ESP,MFFW,Girona,es La Liga,26,1990,37,34,2798,31.1,2,5,2,0,0,2,0,0.06,0.16,0.23,0.06,0.23,2.2,2.2,3.8,6.0,0.07,0.12,0.19,0.07,0.19,Matches
881,Dani García,es ESP,MF,Eibar,es La Liga,27,1990,32,32,2775,30.8,0,1,0,0,0,14,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,1.2,1.7,0.02,0.04,0.06,0.02,0.06,Matches
882,David García,es ESP,DF,Las Palmas,es La Liga,35,1982,11,9,860,9.6,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.3,0.6,0.03,0.03,0.06,0.03,0.06,Matches
883,Javi García,es ESP,MFDF,Betis,es La Liga,30,1987,32,27,2410,26.8,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,1.2,1.2,0.3,1.5,0.04,0.01,0.06,0.04,0.06,Matches
884,Manu García,es ESP,MF,Alavés,es La Liga,31,1986,30,27,2439,27.1,3,0,3,0,2,9,0,0.11,0.00,0.11,0.11,0.11,3.0,1.5,1.5,3.0,0.11,0.06,0.17,0.06,0.11,Matches
885,Raúl García,es ESP,DF,Leganés,es La Liga,28,1989,19,15,1392,15.5,0,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.4,0.4,1.4,1.8,0.02,0.09,0.12,0.02,0.12,Matches
886,Raúl García,es ESP,MFFW,Athletic Club,es La Liga,31,1986,34,30,2627,29.2,10,1,7,3,3,10,0,0.34,0.03,0.38,0.24,0.27,9.3,7.0,3.2,10.2,0.32,0.11,0.43,0.24,0.35,Matches
887,Samu García,es ESP,MFFW,Málaga,es La Liga,27,1990,7,2,177,2.0,0,1,0,0,0,1,1,0.00,0.51,0.51,0.00,0.51,0.0,0.0,0.2,0.3,0.03,0.13,0.15,0.03,0.15,Matches
888,Samu García,es ESP,MFFW,Levante,es La Liga,27,1990,11,2,191,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.07,0.08,0.01,0.08,Matches
889,Sergio García,es ESP,FWMF,Espanyol,es La Liga,34,1983,33,14,1641,18.2,2,6,2,0,0,4,0,0.11,0.33,0.44,0.11,0.44,4.3,4.3,3.3,7.6,0.24,0.18,0.42,0.24,0.42,Matches
890,Ulisses Garcia,ch SUI,DF,Werder Bremen,de Bundesliga,21,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
891,Luca Garritano,it ITA,MFFW,Chievo,it Serie A,23,1994,11,0,189,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.06,0.02,0.08,0.06,0.08,Matches
892,Bruno Gaspar,ao ANG,DF,Fiorentina,it Serie A,24,1993,15,6,781,8.7,0,2,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,0.0,0.0,1.1,1.1,0.00,0.12,0.13,0.00,0.13,Matches
893,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,26,1990,32,31,2806,31.2,2,3,2,0,0,6,0,0.06,0.10,0.16,0.06,0.16,1.0,1.0,1.9,2.9,0.03,0.06,0.09,0.03,0.09,Matches
894,Gianluca Gaudino,de GER,MF,Chievo,it Serie A,20,1996,2,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.10,0.13,0.22,0.10,0.22,Matches
895,Dwight Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,26,1990,35,23,1958,21.8,6,3,6,0,0,3,0,0.28,0.14,0.41,0.28,0.41,9.5,9.5,2.8,12.3,0.44,0.13,0.57,0.44,0.57,Matches
896,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
897,Marcello Gazzola,it ITA,DF,Sassuolo,it Serie A,32,1985,9,9,739,8.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.04,0.04,0.00,0.04,Matches
898,Jean-Philippe Gbamin,ci CIV,MFDF,Mainz 05,de Bundesliga,21,1995,30,29,2591,28.8,1,3,1,0,0,4,0,0.03,0.10,0.14,0.03,0.14,1.0,1.0,1.6,2.6,0.04,0.06,0.09,0.04,0.09,Matches
899,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,26,1990,37,37,3330,37.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
900,Theodor Gebre Selassie,cz CZE,DFMF,Werder Bremen,de Bundesliga,30,1986,32,31,2828,31.4,3,0,3,0,0,4,0,0.10,0.00,0.10,0.10,0.10,2.5,2.5,1.4,3.9,0.08,0.04,0.13,0.08,0.13,Matches
901,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,19,1998,21,20,1588,17.6,2,1,2,0,0,9,0,0.11,0.06,0.17,0.11,0.17,1.4,1.4,1.4,2.8,0.08,0.08,0.16,0.08,0.16,Matches
902,Johannes Geis,de GER,DFMF,Sevilla,es La Liga,23,1993,14,7,676,7.5,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,0.4,0.6,0.02,0.05,0.08,0.02,0.08,Matches
903,Jérémy Gélin,fr FRA,DFMF,Rennes,fr Ligue 1,20,1997,28,25,2315,25.7,0,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,1.1,1.3,0.01,0.04,0.05,0.01,0.05,Matches
904,Romain Genevois,ht HAI,DF,Caen,fr Ligue 1,29,1987,24,22,1808,20.1,0,1,0,0,0,4,1,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.3,1.0,0.03,0.02,0.05,0.03,0.05,Matches
905,Santiago Gentiletti,ar ARG,DF,Genoa,it Serie A,32,1985,4,3,291,3.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
906,Christian Gentner,de GER,MF,Stuttgart,de Bundesliga,31,1985,27,27,2412,26.8,2,2,2,0,0,3,0,0.07,0.07,0.15,0.07,0.15,1.8,1.8,2.2,3.9,0.07,0.08,0.15,0.07,0.15,Matches
907,Yannick Gerhardt,de GER,DFMF,Wolfsburg,de Bundesliga,23,1994,17,12,1228,13.6,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.9,0.9,0.6,1.5,0.07,0.05,0.11,0.07,0.11,Matches
908,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,27,1990,35,24,2167,24.1,9,5,9,0,1,2,0,0.37,0.21,0.58,0.37,0.58,10.2,9.4,3.9,13.3,0.42,0.16,0.58,0.39,0.55,Matches
909,Gerson,br BRA,MFFW,Roma,it Serie A,20,1997,24,8,909,10.1,2,1,2,0,0,1,0,0.20,0.10,0.30,0.20,0.30,1.8,1.8,0.8,2.6,0.18,0.08,0.26,0.18,0.26,Matches
910,Willem Geubbels,fr FRA,FW,Lyon,fr Ligue 1,15,2001,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
911,Yassine El Ghanassy,be BEL,FWMF,Nantes,fr Ligue 1,27,1990,20,5,644,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.7,2.8,0.15,0.24,0.39,0.15,0.39,Matches
912,Anwar El Ghazi,nl NED,FWMF,Lille,fr Ligue 1,22,1995,27,19,1648,18.3,4,4,4,0,0,2,0,0.22,0.22,0.44,0.22,0.44,4.0,4.0,2.6,6.6,0.22,0.14,0.36,0.22,0.36,Matches
913,Rachid Ghezzal,dz ALG,FWMF,Monaco,fr Ligue 1,25,1992,26,7,1006,11.2,2,3,2,0,0,2,1,0.18,0.27,0.45,0.18,0.45,1.9,1.9,2.3,4.2,0.17,0.20,0.38,0.17,0.38,Matches
914,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,26,1991,11,11,985,10.9,2,2,2,0,0,1,0,0.18,0.18,0.37,0.18,0.37,0.4,0.4,2.8,3.2,0.04,0.26,0.29,0.04,0.29,Matches
915,Emanuele Giaccherini,it ITA,MFFW,Chievo,it Serie A,32,1985,13,11,903,10.0,3,2,3,0,0,4,0,0.30,0.20,0.50,0.30,0.50,0.5,0.5,0.8,1.4,0.05,0.08,0.13,0.05,0.13,Matches
916,Emanuele Giaccherini,it ITA,FW,Napoli,it Serie A,32,1985,4,0,64,0.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.16,0.23,0.39,0.16,0.39,Matches
917,Niccolò Giannetti,it ITA,FWMF,Cagliari,it Serie A,26,1991,8,3,293,3.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.0,0.26,0.05,0.31,0.26,0.31,Matches
918,Kieran Gibbs,eng ENG,DF,West Brom,eng Premier League,27,1989,33,32,2827,31.4,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.4,0.4,1.6,2.0,0.01,0.05,0.06,0.01,0.06,Matches
919,Rafał Gikiewicz,pl POL,GK,Freiburg,de Bundesliga,29,1987,2,1,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
920,Carles Gil,es ESP,FWMF,La Coruña,es La Liga,24,1992,10,6,476,5.3,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,0.4,0.4,1.0,1.4,0.07,0.20,0.27,0.07,0.27,Matches
921,Nacho Gil,es ESP,FWMF,Las Palmas,es La Liga,21,1995,14,8,729,8.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.06,0.10,0.16,0.06,0.16,Matches
922,Nacho Gil,es ESP,MFFW,Valencia,es La Liga,21,1995,6,2,229,2.5,0,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,0.2,0.2,1.2,1.3,0.06,0.47,0.53,0.06,0.53,Matches
923,Guillaume Gillet,be BEL,MF,Nantes,fr Ligue 1,33,1984,1,0,16,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
924,Dani Giménez,es ESP,GK,Betis,es La Liga,34,1983,4,4,308,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
925,Daniel Ginczek,de GER,FWMF,Stuttgart,de Bundesliga,26,1991,23,17,1523,16.9,7,0,6,1,1,3,0,0.41,0.00,0.41,0.35,0.35,7.5,6.7,1.3,8.0,0.44,0.08,0.52,0.40,0.47,Matches
926,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,23,1994,34,34,3060,34.0,5,2,5,0,0,2,0,0.15,0.06,0.21,0.15,0.21,3.7,3.7,0.4,4.2,0.11,0.01,0.12,0.11,0.12,Matches
927,Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,25,1992,25,24,2092,23.2,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.00,0.02,0.02,0.02,Matches
928,Thibault Giresse,fr FRA,FWMF,Guingamp,fr Ligue 1,36,1981,3,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.22,0.00,0.22,0.22,0.22,Matches
929,Andrei Girotto,br BRA,MF,Nantes,fr Ligue 1,25,1992,25,18,1520,16.9,1,1,1,0,0,8,0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,0.6,2.1,0.09,0.03,0.13,0.09,0.13,Matches
930,Olivier Giroud,fr FRA,FW,Arsenal,eng Premier League,30,1986,16,1,388,4.3,4,1,4,0,0,0,0,0.93,0.23,1.16,0.93,1.16,3.4,3.4,1.1,4.5,0.79,0.25,1.04,0.79,1.04,Matches
931,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,30,1986,13,6,613,6.8,3,1,3,0,0,0,0,0.44,0.15,0.59,0.44,0.59,4.5,4.5,1.9,6.4,0.66,0.28,0.94,0.66,0.94,Matches
932,Kamil Glik,pl POL,DF,Monaco,fr Ligue 1,29,1988,36,36,3240,36.0,3,3,3,0,0,8,0,0.08,0.08,0.17,0.08,0.17,2.3,2.3,0.3,2.5,0.06,0.01,0.07,0.06,0.07,Matches
933,Serge Gnabry,de GER,FWDF,Hoffenheim,de Bundesliga,22,1995,22,20,1507,16.7,10,5,10,0,1,0,0,0.60,0.30,0.90,0.60,0.90,7.0,6.2,3.2,9.5,0.42,0.20,0.62,0.38,0.57,Matches
934,Joris Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,20,1997,36,32,2919,32.4,2,2,2,0,0,3,0,0.06,0.06,0.12,0.06,0.12,2.6,2.6,0.1,2.7,0.08,0.00,0.08,0.08,0.08,Matches
935,Massimo Gobbi,it ITA,DF,Chievo,it Serie A,36,1980,24,23,2048,22.8,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,2.4,2.6,0.01,0.11,0.11,0.01,0.11,Matches
936,Diego Godín,uy URU,DF,Atlético Madrid,es La Liga,31,1986,30,28,2554,28.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.3,1.7,0.05,0.01,0.06,0.05,0.06,Matches
937,Edoardo Goldaniga,it ITA,DF,Sassuolo,it Serie A,23,1993,13,13,1153,12.8,1,0,1,0,0,5,4,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.2,0.8,0.05,0.01,0.06,0.05,0.06,Matches
938,Connor Goldson,eng ENG,DF,Brighton,eng Premier League,24,1992,3,2,200,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.00,0.09,0.09,0.09,Matches
939,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,22,1995,7,7,622,6.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
940,André Gomes,pt POR,MFFW,Barcelona,es La Liga,24,1993,16,6,635,7.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.09,0.02,0.11,0.09,0.11,Matches
941,Heurelho Gomes,br BRA,GK,Watford,eng Premier League,36,1981,24,24,2128,23.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
942,Ibai Gómez,es ESP,MFFW,Alavés,es La Liga,27,1989,34,26,2319,25.8,7,6,6,1,1,1,0,0.27,0.23,0.50,0.23,0.47,5.5,4.8,4.3,9.0,0.21,0.17,0.38,0.18,0.35,Matches
943,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,20,1997,23,21,1902,21.1,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.0,1.3,0.02,0.05,0.06,0.02,0.06,Matches
944,Mario Gómez,de GER,FW,Wolfsburg,de Bundesliga,32,1985,12,11,936,10.4,1,2,1,0,2,0,0,0.10,0.19,0.29,0.10,0.29,4.7,3.2,1.3,4.5,0.46,0.13,0.58,0.31,0.44,Matches
945,Mario Gómez,de GER,FW,Stuttgart,de Bundesliga,32,1985,16,16,1385,15.4,8,0,8,0,0,3,0,0.52,0.00,0.52,0.52,0.52,4.6,4.6,2.3,6.8,0.30,0.15,0.44,0.30,0.44,Matches
946,Maxi Gómez,uy URU,FW,Celta Vigo,es La Liga,20,1996,36,35,3068,34.1,17,4,17,0,0,12,0,0.50,0.12,0.62,0.50,0.62,13.8,13.8,4.6,18.5,0.41,0.14,0.54,0.41,0.54,Matches
947,Papu Gómez,ar ARG,FWMF,Atalanta,it Serie A,29,1988,33,31,2750,30.6,6,8,4,2,3,2,0,0.20,0.26,0.46,0.13,0.39,11.9,9.6,10.0,19.6,0.39,0.33,0.72,0.32,0.64,Matches
948,Sergi Gómez,es ESP,DF,Celta Vigo,es La Liga,25,1992,33,31,2680,29.8,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.1,1.2,0.03,0.00,0.04,0.03,0.04,Matches
949,Sergio Gómez,es ESP,MF,Dortmund,de Bundesliga,16,2000,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,1.06,1.06,0.00,1.06,Matches
950,Vicente Gómez,es ESP,MF,Las Palmas,es La Liga,28,1988,25,17,1525,16.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.5,1.3,0.05,0.03,0.08,0.05,0.08,Matches
951,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,23,1993,26,25,2261,25.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
952,Maxime Gonalons,fr FRA,MF,Roma,it Serie A,28,1989,16,12,1096,12.2,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.8,0.8,1.2,2.0,0.07,0.10,0.16,0.07,0.16,Matches
953,Anthony Gonçalves,fr FRA,MFFW,Strasbourg,fr Ligue 1,31,1986,29,18,1757,19.5,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,1.6,1.6,4.0,5.7,0.08,0.21,0.29,0.08,0.29,Matches
954,Vagner Gonçalves,cv CPV,FWMF,Saint-Étienne,fr Ligue 1,21,1996,4,1,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.11,0.23,0.34,0.11,0.34,Matches
955,Jérôme Gondorf,de GER,MFFW,Werder Bremen,de Bundesliga,29,1988,21,7,797,8.9,1,1,1,0,0,4,0,0.11,0.11,0.23,0.11,0.23,1.3,1.3,0.7,2.1,0.15,0.08,0.23,0.15,0.23,Matches
956,Adrián González,es ESP,MF,Málaga,es La Liga,29,1988,29,27,2340,26.0,3,0,2,1,1,8,1,0.12,0.00,0.12,0.08,0.08,2.8,2.0,0.9,3.0,0.11,0.04,0.14,0.08,0.11,Matches
957,Álvaro González,es ESP,DF,Villarreal,es La Liga,27,1990,33,32,2898,32.2,0,2,0,0,0,14,1,0.00,0.06,0.06,0.00,0.06,1.6,1.6,0.5,2.1,0.05,0.02,0.07,0.05,0.07,Matches
958,Bruno González,es ESP,DF,Getafe,es La Liga,27,1990,20,17,1540,17.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5,0.02,0.01,0.03,0.02,0.03,Matches
959,Diego González,es ESP,DF,Málaga,es La Liga,22,1995,18,17,1429,15.9,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.4,0.4,0.7,1.2,0.03,0.05,0.07,0.03,0.07,Matches
960,Fabio González,es ESP,MF,Las Palmas,es La Liga,20,1997,1,1,64,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
961,Giancarlo González,cr CRC,DF,Bologna,it Serie A,29,1988,22,22,1857,20.6,0,0,0,0,0,5,3,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches
962,Mario González,es ESP,FW,Villarreal,es La Liga,21,1996,2,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.25,0.71,0.96,0.25,0.96,Matches
963,Georges Gope-Fenepej,nc NCL,MFFW,Amiens,fr Ligue 1,28,1988,3,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
964,Leon Goretzka,de GER,MF,Schalke 04,de Bundesliga,22,1995,26,21,1982,22.0,4,2,3,1,1,3,0,0.18,0.09,0.27,0.14,0.23,5.2,4.4,1.2,5.6,0.24,0.05,0.29,0.20,0.26,Matches
965,Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,26,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
966,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,20,1996,2,1,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
967,Robin Gosens,de GER,DFMF,Atalanta,it Serie A,23,1994,21,17,1451,16.1,1,2,1,0,0,1,0,0.06,0.12,0.19,0.06,0.19,0.7,0.7,1.8,2.5,0.04,0.11,0.15,0.04,0.15,Matches
968,Dan Gosling,eng ENG,MF,Bournemouth,eng Premier League,27,1990,28,21,1947,21.6,2,1,2,0,0,8,0,0.09,0.05,0.14,0.09,0.14,2.6,2.6,1.1,3.7,0.12,0.05,0.17,0.12,0.17,Matches
969,Mario Götze,de GER,MF,Dortmund,de Bundesliga,25,1992,23,19,1601,17.8,2,3,2,0,0,1,0,0.11,0.17,0.28,0.11,0.28,1.6,1.6,5.1,6.7,0.09,0.29,0.38,0.09,0.38,Matches
970,Mohamed Gouaida,tn TUN,MF,Hamburger SV,de Bundesliga,24,1993,1,1,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
971,Prince-Désir Gouano,fr FRA,DF,Amiens,fr Ligue 1,23,1993,32,32,2746,30.5,0,0,0,0,0,4,3,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.8,0.02,0.00,0.03,0.02,0.03,Matches
