,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
2376,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,28,1989,36.0,100,69,62,38,0,25,131,19.1,106,806,233,28.9,432,345,29,57,18,1,39,90,190,85,2,Matches
2377,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,23,1994,22.0,36,22,24,11,1,13,26,50.0,13,181,73,40.3,117,51,13,39,20,0,19,47,83,147,1,Matches
2378,Mariusz Stępiński,pl POL,FW,Chievo,it Serie A,22,1995,7.9,14,6,4,8,2,1,7,14.3,6,241,43,17.8,26,132,83,5,0,0,5,3,17,6,0,Matches
2379,Mariusz Stępiński,pl POL,FW,Nantes,fr Ligue 1,22,1995,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2380,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,22,1994,28.7,27,20,7,14,6,8,25,32.0,17,375,127,33.9,67,174,134,17,1,0,16,17,44,10,1,Matches
2381,Ognjen Stijepović,me MNE,MF,Sampdoria,it Serie A,17,1999,0.1,0,0,0,0,0,0,0,,0,3,2,66.7,0,0,3,0,0,0,0,0,0,0,0,Matches
2382,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,28,1988,30.3,46,39,12,21,13,13,39,33.3,26,727,180,24.8,102,400,225,44,5,1,39,22,68,30,0,Matches
2383,Valentin Stocker,ch SUI,MF,Hertha BSC,de Bundesliga,28,1989,0.6,2,1,1,1,0,0,1,0.0,1,20,5,25.0,8,6,6,2,0,0,2,1,3,0,0,Matches
2384,Adrian Stoian,ro ROU,MFFW,Crotone,it Serie A,26,1991,23.7,27,21,12,13,2,9,53,17.0,44,417,82,19.7,113,197,107,39,0,0,39,20,47,23,0,Matches
2385,John Stones,eng ENG,DF,Manchester City,eng Premier League,23,1994,14.5,19,12,9,8,2,7,20,35.0,13,91,32,35.2,56,30,5,12,5,0,7,24,43,61,0,Matches
2386,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,22,1995,38.0,0,0,0,0,0,0,0,,0,2,2,100.0,2,0,0,0,0,0,0,0,0,1,1,Matches
2387,Ivan Strinić,hr CRO,DF,Sampdoria,it Serie A,30,1987,13.9,34,25,19,13,2,12,40,30.0,28,188,66,35.1,88,68,32,22,2,0,20,22,56,36,0,Matches
2388,Tobias Strobl,de GER,MF,M'Gladbach,de Bundesliga,27,1990,1.3,2,1,0,2,0,0,2,0.0,2,12,7,58.3,4,4,4,1,0,0,1,2,4,4,0,Matches
2389,Kevin Strootman,nl NED,MF,Roma,it Serie A,27,1990,25.1,57,37,18,25,14,18,46,39.1,28,553,160,28.9,116,290,147,42,3,0,39,22,79,13,0,Matches
2390,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,26,1991,28.1,37,29,25,12,0,19,44,43.2,25,380,110,28.9,214,124,42,57,16,0,41,19,56,77,2,Matches
2391,Cristhian Stuani,uy URU,FW,Girona,es La Liga,30,1986,30.1,16,7,1,11,4,2,18,11.1,16,625,146,23.4,28,351,246,15,1,0,14,10,26,17,0,Matches
2392,Stefano Sturaro,it ITA,MFDF,Juventus,it Serie A,24,1993,6.8,19,4,6,6,7,9,21,42.9,12,160,33,20.6,46,79,35,19,3,0,16,3,22,7,1,Matches
2393,Daniel Sturridge,eng ENG,FW,Liverpool,eng Premier League,27,1989,4.8,1,1,0,0,1,0,3,0.0,3,44,10,22.7,2,15,27,2,1,0,1,0,1,1,0,Matches
2394,Daniel Sturridge,eng ENG,FWMF,West Brom,eng Premier League,27,1989,1.3,0,0,0,0,0,0,0,,0,15,2,13.3,2,10,3,0,0,0,0,0,0,0,0,Matches
2395,Damián Suárez,uy URU,DF,Getafe,es La Liga,29,1988,32.0,79,55,50,20,9,39,90,43.3,51,470,139,29.6,257,146,67,52,6,0,46,43,122,57,1,Matches
2396,Denis Suárez,es ESP,MFFW,Barcelona,es La Liga,23,1994,6.6,14,11,5,9,0,7,12,58.3,5,140,39,27.9,30,78,32,8,0,0,8,2,16,0,0,Matches
2397,Leonardo Suárez,ar ARG,MFFW,Villarreal,es La Liga,21,1996,0.3,1,1,0,1,0,1,3,33.3,2,6,2,33.3,2,4,0,0,0,0,0,0,1,1,0,Matches
2398,Luis Suárez,uy URU,FW,Barcelona,es La Liga,30,1987,32.2,22,13,5,7,10,2,18,11.1,16,353,86,24.4,18,132,203,12,5,0,7,8,30,30,0,Matches
2399,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,32,1984,32.7,0,0,0,0,0,0,2,0.0,2,0,0,,0,0,0,0,0,0,0,0,0,0,1,Matches
2400,Neven Subotić,rs SRB,DF,Dortmund,de Bundesliga,28,1988,3.0,9,7,5,3,1,5,6,83.3,1,32,10,31.3,19,11,2,5,2,0,3,3,12,31,1,Matches
2401,Neven Subotić,rs SRB,DF,Saint-Étienne,fr Ligue 1,28,1988,16.0,18,11,14,4,0,8,24,33.3,16,87,31,35.6,63,21,3,23,10,0,13,16,34,74,0,Matches
2402,Isaac Success,ng NGA,MFFW,Málaga,es La Liga,21,1996,5.5,5,3,1,3,1,0,3,0.0,3,65,12,18.5,13,38,14,6,0,0,6,5,10,0,0,Matches
2403,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,21,1995,21.4,36,19,26,9,1,16,29,55.2,13,210,77,36.7,108,86,16,28,15,1,13,20,56,86,1,Matches
2404,Ki Sung-yueng,kr KOR,MF,Swansea City,eng Premier League,28,1989,20.8,23,15,10,12,1,5,24,20.8,19,350,90,25.7,143,162,45,19,1,0,18,36,59,25,0,Matches
2405,Gilles Sunu,tg TOG,MFFW,Angers,fr Ligue 1,26,1991,7.3,7,0,3,3,1,1,5,20.0,4,101,15,14.9,23,55,23,7,0,0,7,3,10,0,0,Matches
2406,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,30,1986,20.6,18,12,7,9,2,9,27,33.3,18,273,80,29.3,85,164,24,41,13,3,28,26,44,68,0,Matches
2407,Markel Susaeta,es ESP,FWMF,Athletic Club,es La Liga,29,1987,25.2,37,24,14,15,8,18,69,26.1,51,579,160,27.6,134,277,168,26,0,0,26,19,56,10,0,Matches
2408,Suso,es ESP,FW,Milan,it Serie A,23,1993,31.4,15,10,4,4,7,6,31,19.4,25,437,100,22.9,61,217,159,38,1,0,37,9,24,3,0,Matches
2409,Markus Suttner,at AUT,DF,Brighton,eng Premier League,30,1987,13.1,28,17,19,4,5,9,27,33.3,18,151,48,31.8,88,38,25,25,3,0,22,13,41,31,1,Matches
2410,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,21,1995,2.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2411,Issiaga Sylla,gn GUI,DFMF,Toulouse,fr Ligue 1,23,1994,17.8,31,19,15,12,4,14,45,31.1,31,289,88,30.4,135,104,50,38,3,0,35,27,58,25,0,Matches
2412,Moussa Sylla,fr FRA,FWMF,Monaco,fr Ligue 1,17,1999,3.4,0,0,0,0,0,0,1,0.0,1,104,23,22.1,4,48,52,3,0,0,3,0,0,0,0,Matches
2413,Ádám Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,29,1987,10.0,9,6,1,7,1,0,8,0.0,8,153,49,32.0,16,77,60,10,3,0,7,0,9,5,0,Matches
2414,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,27,1990,17.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2415,Alexander Søderlund,no NOR,FWMF,Saint-Étienne,fr Ligue 1,29,1987,4.0,0,0,0,0,0,0,0,,0,72,15,20.8,2,32,38,5,0,0,5,2,2,2,0,Matches
2416,Frederik Sørensen,dk DEN,DF,Köln,de Bundesliga,25,1992,22.2,51,33,33,15,3,22,43,51.2,21,285,105,36.8,165,103,17,45,20,0,25,25,76,132,0,Matches
2417,Lasse Sørensen,dk DEN,MF,Stoke City,eng Premier League,17,1999,0.8,2,1,2,0,0,0,1,0.0,1,15,5,33.3,11,4,0,1,0,0,1,0,2,4,0,Matches
2418,Alexander Sørloth,no NOR,FW,Crystal Palace,eng Premier League,21,1995,4.0,6,3,1,4,1,2,3,66.7,1,65,15,23.1,10,31,24,6,0,0,6,5,11,5,0,Matches
2419,Adel Taarabt,ma MAR,FWMF,Genoa,it Serie A,28,1989,17.9,17,11,7,8,2,7,22,31.8,15,234,61,26.1,34,127,73,15,3,0,12,11,28,2,0,Matches
2420,Franck Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,28,1989,11.6,19,10,14,5,0,12,30,40.0,18,80,22,27.5,42,31,7,19,2,0,17,22,41,27,2,Matches
2421,Dušan Tadić,rs SRB,MFFW,Southampton,eng Premier League,28,1988,31.0,48,30,18,22,8,8,37,21.6,29,591,163,27.6,119,282,190,44,2,0,42,22,70,22,0,Matches
2422,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,21,1996,27.0,38,21,31,7,0,15,27,55.6,12,153,59,38.6,111,40,2,27,13,0,14,16,54,119,3,Matches
2423,Ervin Taha,fr FRA,MFFW,Bordeaux,fr Ligue 1,18,1999,0.4,1,0,1,0,0,0,0,,0,6,2,33.3,0,4,2,0,0,0,0,0,1,0,0,Matches
2424,Mehdi Tahrat,dz ALG,MF,Angers,fr Ligue 1,27,1990,4.9,5,5,1,4,0,1,5,20.0,4,86,26,30.2,31,44,11,6,1,0,5,10,15,9,0,Matches
2425,Saphir Taïder,dz ALG,MF,Bologna,it Serie A,25,1992,4.3,6,4,5,1,0,1,6,16.7,5,120,24,20.0,34,74,12,3,2,0,1,0,6,3,0,Matches
2426,Flavien Tait,fr FRA,MFFW,Angers,fr Ligue 1,24,1993,24.8,44,26,24,15,5,12,72,16.7,60,553,125,22.6,142,300,111,51,3,1,48,27,71,7,0,Matches
2427,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,23,1994,18.7,47,32,30,10,7,10,36,27.8,26,291,89,30.6,118,124,49,38,7,0,31,26,73,23,1,Matches
2428,Tana,es ESP,MFFW,Las Palmas,es La Liga,26,1990,17.2,29,18,13,12,4,15,45,33.3,30,380,80,21.1,94,194,92,22,0,0,22,19,48,2,0,Matches
2429,Oussama Tannane,ma MAR,FW,Las Palmas,es La Liga,23,1994,6.4,14,11,6,6,2,6,14,42.9,8,134,41,30.6,31,56,47,6,0,0,6,4,18,0,0,Matches
2430,Oussama Tannane,ma MAR,FWMF,Saint-Étienne,fr Ligue 1,23,1994,2.3,10,5,5,2,3,3,6,50.0,3,61,9,14.8,19,26,16,4,0,0,4,4,14,0,0,Matches
2431,Matt Targett,eng ENG,DF,Southampton,eng Premier League,21,1995,1.8,4,3,3,0,1,2,4,50.0,2,19,7,36.8,11,7,1,4,2,0,2,7,11,6,1,Matches
2432,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,24,1992,31.0,56,38,43,12,1,28,50,56.0,22,243,95,39.1,162,74,7,62,45,1,17,69,125,286,0,Matches
2433,Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,31,1986,37.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,Matches
2434,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,28,1988,22.8,2,1,1,1,0,0,6,0.0,6,269,69,25.7,11,111,147,14,4,0,10,5,7,33,1,Matches
2435,Taleb Tawatha,il ISR,DFMF,Eint Frankfurt,de Bundesliga,25,1992,4.9,14,8,10,4,0,5,8,62.5,3,110,32,29.1,63,37,10,14,1,0,13,4,18,18,0,Matches
2436,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,23,1993,10.6,18,8,10,6,2,7,12,58.3,5,86,34,39.5,44,32,10,28,5,0,23,21,39,47,0,Matches
2437,Jordan Tell,fr FRA,FWDF,Rennes,fr Ligue 1,20,1997,1.3,3,3,1,1,1,0,1,0.0,1,25,9,36.0,4,8,13,1,1,0,0,1,4,0,0,Matches
2438,Cristian Tello,es ESP,FWMF,Betis,es La Liga,25,1991,18.8,23,18,9,8,6,9,45,20.0,36,362,83,22.9,104,151,107,24,2,0,22,21,44,3,0,Matches
2439,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,25,1992,37.0,0,0,0,0,0,0,3,0.0,3,0,0,,0,0,0,1,0,0,1,0,0,0,1,Matches
2440,Simon Terodde,de GER,FW,Stuttgart,de Bundesliga,29,1988,10.6,4,3,0,4,0,0,3,0.0,3,203,49,24.1,11,79,113,10,4,0,6,1,5,7,0,Matches
2441,Simon Terodde,de GER,FW,Köln,de Bundesliga,29,1988,12.9,11,6,3,8,0,3,10,30.0,7,205,61,29.8,9,118,78,5,2,0,3,4,15,6,0,Matches
2442,Marco Terrazzino,de GER,MFFW,Freiburg,de Bundesliga,26,1991,16.5,22,15,9,8,5,10,29,34.5,19,369,83,22.5,87,181,101,25,0,0,25,12,34,13,0,Matches
2443,Martin Terrier,fr FRA,FWMF,Strasbourg,fr Ligue 1,20,1997,18.6,36,26,18,14,4,8,22,36.4,14,248,73,29.4,45,119,84,11,0,0,11,11,47,6,0,Matches
2444,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,21,1995,17.9,39,23,27,9,3,14,24,58.3,10,244,76,31.1,130,80,34,31,7,0,24,30,69,29,1,Matches
2445,Cedric Teuchert,de GER,MFFW,Schalke 04,de Bundesliga,20,1997,0.4,0,0,0,0,0,0,0,,0,11,4,36.4,2,5,4,2,0,0,2,0,0,0,0,Matches
2446,Florian Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,24,1993,32.8,34,17,15,16,3,15,41,36.6,26,339,94,27.7,83,160,96,37,1,0,36,18,52,9,0,Matches
2447,Kévin Théophile-Catherine,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1989,24.1,34,24,23,10,1,8,20,40.0,12,199,75,37.7,141,49,9,32,17,1,15,24,58,96,3,Matches
2448,Cyril Théréau,fr FRA,FW,Udinese,it Serie A,34,1983,2.0,1,1,1,0,0,1,1,100.0,0,25,7,28.0,1,12,12,1,0,0,1,0,1,0,0,Matches
2449,Cyril Théréau,fr FRA,FWMF,Fiorentina,it Serie A,34,1983,12.4,12,8,5,5,2,5,22,22.7,17,221,69,31.2,35,112,74,17,1,0,16,4,16,9,0,Matches
2450,Vincent Thill,lu LUX,MFFW,Metz,fr Ligue 1,17,2000,0.3,1,1,0,0,1,0,1,0.0,1,3,3,100.0,0,2,1,0,0,0,0,0,1,0,0,Matches
2451,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,29,1988,27.4,31,21,22,9,0,8,21,38.1,13,148,56,37.8,96,42,10,47,20,1,27,26,57,98,5,Matches
2452,Adrien Thomasson,fr FRA,MFFW,Nantes,fr Ligue 1,23,1993,28.6,65,44,37,20,8,24,84,28.6,60,648,163,25.2,180,316,152,60,7,0,53,32,97,9,0,Matches
2453,Erik Thommy,de GER,FW,Augsburg,de Bundesliga,22,1994,1.9,7,3,1,2,4,3,7,42.9,4,56,12,21.4,12,27,17,4,0,0,4,3,10,3,0,Matches
2454,Erik Thommy,de GER,MFFW,Stuttgart,de Bundesliga,22,1994,10.9,17,12,5,8,4,7,19,36.8,12,223,65,29.1,65,104,54,24,2,0,22,3,20,5,0,Matches
2455,Marcus Thuram,fr FRA,FW,Guingamp,fr Ligue 1,19,1997,21.4,14,10,5,6,3,2,16,12.5,14,269,62,23.0,40,115,114,14,2,0,12,4,18,9,0,Matches
2456,Youri Tielemans,be BEL,MF,Monaco,fr Ligue 1,20,1997,17.4,35,20,10,18,7,9,44,20.5,35,321,95,29.6,77,173,71,29,4,0,25,23,58,13,1,Matches
2457,David Timor,es ESP,MFDF,Girona,es La Liga,27,1989,10.3,14,6,6,6,2,4,16,25.0,12,142,22,15.5,53,78,11,18,5,0,13,15,29,23,0,Matches
2458,Jonathan Tinhan,bj BEN,FWMF,Troyes,fr Ligue 1,28,1989,0.8,0,0,0,0,0,0,2,0.0,2,24,4,16.7,1,13,10,3,0,0,3,0,0,0,0,Matches
2459,Marcel Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,24,1993,13.9,9,3,4,4,1,3,11,27.3,8,119,41,34.5,72,32,15,31,14,0,17,20,29,51,0,Matches
2460,Tito,es ESP,DF,Leganés,es La Liga,32,1985,6.8,9,7,4,5,0,2,12,16.7,10,101,35,34.7,64,29,8,15,3,0,12,10,19,8,0,Matches
2461,Ola Toivonen,se SWE,FWMF,Toulouse,fr Ligue 1,31,1986,8.9,4,4,1,0,3,1,7,14.3,6,128,35,27.3,9,64,55,7,0,0,7,0,4,9,0,Matches
2462,Karl Toko Ekambi,cm CMR,FWMF,Angers,fr Ligue 1,24,1992,33.8,13,6,0,4,9,4,18,22.2,14,353,90,25.5,24,167,162,22,1,0,21,12,25,1,0,Matches
2463,Hernán Toledo,ar ARG,FWMF,Las Palmas,es La Liga,21,1996,6.9,7,4,3,3,1,1,11,9.1,10,116,33,28.4,29,57,30,2,0,0,2,7,14,0,0,Matches
2464,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,22,1994,17.5,28,15,10,11,7,10,29,34.5,19,271,94,34.7,56,161,54,21,4,0,17,13,41,12,1,Matches
2465,Jeremy Toljan,de GER,DF,Dortmund,de Bundesliga,22,1994,13.5,26,16,16,9,1,12,30,40.0,18,190,67,35.3,112,59,19,34,3,0,31,9,35,49,0,Matches
2466,Jeremy Toljan,de GER,DFMF,Hoffenheim,de Bundesliga,22,1994,2.0,1,1,0,1,0,0,1,0.0,1,41,18,43.9,20,11,10,6,1,0,5,1,2,0,0,Matches
2467,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,26,1990,27.2,62,40,33,28,1,27,80,33.8,53,374,139,37.2,163,184,27,55,16,0,39,43,105,127,0,Matches
2468,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,28,1989,26.5,49,27,39,8,2,15,35,42.9,20,223,60,26.9,156,63,4,32,14,1,18,61,110,248,0,Matches
2469,Nenad Tomović,rs SRB,DF,Chievo,it Serie A,29,1987,25.6,42,25,31,10,1,16,27,59.3,11,237,74,31.2,151,72,14,55,26,1,29,32,74,142,0,Matches
2470,Nenad Tomović,rs SRB,DF,Fiorentina,it Serie A,29,1987,1.5,3,3,3,0,0,2,6,33.3,4,13,2,15.4,8,4,1,3,1,0,2,1,4,2,0,Matches
2471,Lorenzo Tonelli,it ITA,DF,Napoli,it Serie A,27,1990,3.9,7,5,3,4,0,1,4,25.0,3,35,14,40.0,17,16,2,3,1,0,2,3,10,9,0,Matches
2472,Aleksandar Tonev,bg BUL,FWMF,Crotone,it Serie A,27,1990,4.5,3,1,1,1,1,1,4,25.0,3,91,14,15.4,16,44,31,7,1,0,6,2,5,2,0,Matches
2473,Toño,es ESP,DF,Levante,es La Liga,27,1989,12.0,15,10,12,3,0,6,12,50.0,6,81,26,32.1,57,13,11,15,0,0,15,17,32,13,0,Matches
2474,Ömer Toprak,tr TUR,DF,Dortmund,de Bundesliga,28,1989,22.4,37,27,27,8,2,13,21,61.9,8,172,74,43.0,117,49,6,33,16,0,17,16,53,125,1,Matches
2475,Vasilis Torosidis,gr GRE,DF,Bologna,it Serie A,32,1985,9.1,10,5,6,3,1,5,10,50.0,5,79,21,26.6,53,18,8,16,3,0,13,6,16,23,0,Matches
2476,Emanuele Torrasi,it ITA,MF,Milan,it Serie A,18,1999,0.1,,,,,,,,,,,,,,,,,,,,,,,,Matches
2477,Lucas Torreira,uy URU,MF,Sampdoria,it Serie A,21,1996,35.3,105,73,39,53,13,29,88,33.0,59,660,194,29.4,218,360,82,59,17,0,42,55,160,43,0,Matches
2478,Daniel Torres,co COL,MF,Alavés,es La Liga,27,1989,13.5,20,15,13,5,2,7,26,26.9,19,266,61,22.9,113,129,24,25,8,0,17,15,35,30,2,Matches
2479,Fernando Torres,es ESP,FW,Atlético Madrid,es La Liga,33,1984,10.9,7,5,2,3,2,1,3,33.3,2,176,48,27.3,26,82,68,8,0,0,8,0,7,6,0,Matches
2480,Ferrán Torres,es ESP,MFFW,Valencia,es La Liga,17,2000,3.5,5,5,3,2,0,1,5,20.0,4,63,12,19.0,16,30,17,2,0,0,2,2,7,1,0,Matches
2481,Miguel Torres,es ESP,DF,Málaga,es La Liga,31,1986,7.5,10,4,8,2,0,2,8,25.0,6,75,19,25.3,49,21,5,17,4,0,13,6,16,23,1,Matches
2482,Pau Torres,es ESP,DFMF,Villarreal,es La Liga,20,1997,0.6,1,1,1,0,0,0,1,0.0,1,5,0,0.0,5,0,0,3,1,0,2,0,1,3,0,Matches
2483,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,19,1997,7.4,21,11,17,4,0,5,11,45.5,6,125,43,34.4,78,38,9,23,13,2,10,14,35,59,0,Matches
2484,Alin Toșca,ro ROU,DF,Betis,es La Liga,25,1992,4.7,12,5,6,6,0,5,9,55.6,4,60,15,25.0,35,21,4,8,1,0,7,4,16,14,0,Matches
2485,Alin Toșca,ro ROU,DF,Benevento,it Serie A,25,1992,13.0,11,6,6,5,0,5,13,38.5,8,74,26,35.1,52,22,0,23,6,0,17,9,20,50,0,Matches
2486,Cenk Tosun,tr TUR,FW,Everton,eng Premier League,26,1991,11.0,4,2,1,2,1,3,14,21.4,11,213,48,22.5,14,96,103,15,4,2,11,5,9,9,0,Matches
2487,Jérémy Toulalan,fr FRA,DF,Bordeaux,fr Ligue 1,33,1983,21.0,42,35,35,6,1,14,37,37.8,23,103,41,39.8,83,18,2,37,15,0,22,24,66,93,1,Matches
2488,Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,23,1994,31.2,73,55,31,32,10,26,66,39.4,40,532,150,28.2,167,288,77,58,11,0,47,71,144,41,1,Matches
2489,Almamy Touré,ml MLI,DF,Monaco,fr Ligue 1,21,1996,13.9,44,23,24,9,11,13,27,48.1,14,152,34,22.4,83,55,14,24,1,0,23,19,63,30,0,Matches
2490,Thomas Touré,ci CIV,MF,Bordeaux,fr Ligue 1,23,1993,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,1,2,0,0,0,0,0,0,0,0,0,Matches
2491,Thomas Touré,ci CIV,MF,Angers,fr Ligue 1,23,1993,1.4,2,0,1,1,0,0,6,0.0,6,31,5,16.1,10,15,6,3,0,0,3,2,4,0,0,Matches
2492,Yaya Touré,ci CIV,MF,Manchester City,eng Premier League,34,1983,2.6,1,1,1,0,0,0,2,0.0,2,19,9,47.4,4,8,7,5,1,0,4,3,4,6,0,Matches
2493,Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,20,1997,34.8,83,55,38,41,4,22,77,28.6,55,788,247,31.3,319,398,71,56,20,0,36,48,131,51,0,Matches
2494,Andros Townsend,eng ENG,FWMF,Crystal Palace,eng Premier League,26,1991,34.7,60,31,34,16,10,21,67,31.3,46,606,159,26.2,189,239,178,52,1,1,51,52,112,29,0,Matches
2495,Adama Traoré,ml MLI,MFFW,Monaco,fr Ligue 1,22,1995,2.1,2,1,0,2,0,0,5,0.0,5,21,7,33.3,1,12,8,2,0,0,2,3,5,1,0,Matches
2496,Bertrand Traoré,bf BFA,FW,Lyon,fr Ligue 1,21,1995,25.4,25,10,7,12,6,8,36,22.2,28,437,109,24.9,111,206,120,40,7,0,33,42,67,23,1,Matches
2497,Charles Traore,ml MLI,DF,Troyes,fr Ligue 1,25,1992,33.3,54,31,44,4,6,15,44,34.1,29,459,131,28.5,318,97,44,84,14,1,70,66,120,82,2,Matches
2498,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,25,1992,29.3,63,35,39,20,4,24,47,51.1,23,233,61,26.2,126,76,31,60,12,2,48,52,115,55,1,Matches
2499,Ibrahima Traoré,gn GUI,MFFW,M'Gladbach,de Bundesliga,29,1988,2.2,4,2,2,2,0,1,4,25.0,3,24,10,41.7,10,11,3,0,0,0,0,1,5,1,0,Matches
2500,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,30,1986,31.7,45,32,38,7,0,12,27,44.4,15,214,74,34.6,152,55,7,47,10,0,37,39,84,96,0,Matches
2501,Lacina Traoré,ci CIV,FW,Amiens,fr Ligue 1,27,1990,8.7,12,8,2,4,6,2,7,28.6,5,126,26,20.6,11,56,59,6,4,0,2,3,15,18,0,Matches
2502,Kevin Trapp,de GER,GK,Paris S-G,fr Ligue 1,27,1990,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2503,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,25,1991,30.0,56,45,23,27,6,20,71,28.2,51,488,118,24.2,171,241,76,50,13,1,37,26,82,38,0,Matches
2504,Kieran Trippier,eng ENG,DF,Tottenham,eng Premier League,26,1990,21.3,55,29,29,22,4,19,43,44.2,24,273,77,28.2,102,117,54,47,5,0,42,29,84,56,0,Matches
2505,Marcello Trotta,it ITA,FW,Crotone,it Serie A,24,1992,25.1,39,25,11,17,11,9,46,19.6,37,451,113,25.1,83,209,159,30,2,0,28,10,49,17,0,Matches
2506,Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,31,1985,31.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,2,0,0,2,0,0,0,0,Matches
2507,Axel Tuanzebe,eng ENG,FW,Manchester Utd,eng Premier League,19,1997,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2508,Marco Tumminello,it ITA,FW,Roma,it Serie A,18,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2509,Marco Tumminello,it ITA,FWMF,Crotone,it Serie A,18,1998,2.3,0,0,0,0,0,0,2,0.0,2,58,10,17.2,5,24,29,3,0,0,3,2,2,1,0,Matches
2510,Ľubomír Tupta,sk SVK,FW,Hellas Verona,it Serie A,19,1998,0.4,1,1,1,0,0,1,3,33.3,2,17,2,11.8,4,10,3,1,0,0,1,0,1,0,0,Matches
2511,Josh Tymon,eng ENG,DF,Stoke City,eng Premier League,18,1999,1.8,3,2,3,0,0,1,4,25.0,3,21,5,23.8,15,6,0,4,1,0,3,0,3,3,0,Matches
2512,Przemysław Tytoń,pl POL,GK,La Coruña,es La Liga,30,1987,1.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2513,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,21,1996,3.9,13,5,9,4,0,8,20,40.0,12,60,20,33.3,45,11,4,8,1,0,7,6,19,9,0,Matches
2514,Anthony Ujah,ng NGA,FW,Mainz 05,de Bundesliga,26,1990,2.3,4,4,1,1,2,0,2,0.0,2,58,21,36.2,2,27,29,1,1,0,0,0,4,4,0,Matches
2515,Leonardo Ulloa,ar ARG,FW,Leicester City,eng Premier League,31,1986,0.2,2,2,0,0,2,0,1,0.0,1,6,1,16.7,1,2,3,0,0,0,0,1,3,0,0,Matches
2516,Leonardo Ulloa,ar ARG,FW,Brighton,eng Premier League,31,1986,3.0,4,1,0,2,2,0,2,0.0,2,104,21,20.2,11,59,34,2,1,0,1,0,4,3,0,Matches
2517,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,28,1988,29.0,0,0,0,0,0,0,0,,0,4,1,25.0,4,0,0,0,0,0,0,0,0,0,0,Matches
2518,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,23,1993,24.3,41,27,26,15,0,14,27,51.9,13,220,89,40.5,128,84,8,32,16,0,16,41,82,55,0,Matches
