Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Unnamed: 0,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
35,Carlos Akapo,gq EQG,DF,Huesca,es La Liga,25,1993,13,12,1023,11.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.7,0.03,0.03,0.06,0.03,0.06,Matches,11.4,33,17,22,9,2,14,29,48.3,15,171,44,25.7,99,50,22,16,2,0,14,17,50,38,0,,,,,,,,,,,,,,,,346,442,78.3,5601,2530,184,210,87.6,124,166,74.7,31,47,66.0,0,0.3,-0.3,3,20,5,0,25,391,8653.846153846154,450000,4230.769230769231,220000,7210.5,374946,3525.1346153846152,183307,9797.21153846154,509455,4789.75,249067,1-yr,450000,220000,374946,183307,509455,249067,Reserve,D,RB,28,Equatorial Guinea,Cadiz
36,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,38,38,3411,37.9,4,0,4,0,0,3,0,0.11,0.0,0.11,0.11,0.11,2.9,2.9,0.7,3.7,0.08,0.02,0.1,0.08,0.1,Matches,37.9,65,40,46,16,3,17,34,50.0,17,386,127,32.9,260,112,14,76,43,2,33,59,124,206,1,,,,,,,,,,,,,,,,1488,1726,86.2,30575,10923,475,532,89.3,778,853,91.2,225,310,72.6,0,0.7,-0.7,4,81,5,2,66,96,110785.23076923077,5760832,60931.88461538462,3168458,92307.69230769233,4800000,50769.230769230766,2640000,125422.42307692308,6521966,68982.34615384616,3587082,4-yrs,23043329,12673831,19200000,10560000,26087866,14348326,Reserve,D,CB,26,Netherlands,Manchester City
39,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,8,5,499,5.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5.5,22,11,11,11,0,8,19,42.1,11,107,43,40.2,62,43,2,22,5,0,17,7,29,13,3,,,,,,,,,,,,,,,,229,271,84.5,4537,1630,80,87,92.0,118,125,94.4,30,51,58.8,0,0.0,0.0,0,27,0,0,28,219,16730.76923076923,870000,8846.153846153846,460000,13940.28846153846,724895,7370.7307692307695,383278,18941.26923076923,984946,10014.923076923076,520776,3-yrs,2610000,1380000,2174686,1149834,2954839,1562329,Reserve,D,CB,26,Nigeria,Hoffenheim
40,Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,4,4,313,3.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5.5,22,11,11,11,0,8,19,42.1,11,107,43,40.2,62,43,2,22,5,0,17,7,29,13,3,,,,,,,,,,,,,,,,229,271,84.5,4537,1630,80,87,92.0,118,125,94.4,30,51,58.8,0,0.0,0.0,0,27,0,0,28,219,16730.76923076923,870000,8846.153846153846,460000,13940.28846153846,724895,7370.7307692307695,383278,18941.26923076923,984946,10014.923076923076,520776,3-yrs,2610000,1380000,2174686,1149834,2954839,1562329,Reserve,D,CB,26,Nigeria,Hoffenheim
41,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,31,29,2530,28.1,3,3,3,0,0,4,0,0.11,0.11,0.21,0.11,0.21,2.2,2.2,4.9,7.1,0.08,0.17,0.25,0.08,0.25,Matches,28.1,30,21,13,11,6,9,26,34.6,17,249,108,43.4,85,93,71,48,3,0,45,15,45,41,0,,,,,,,,,,,,,,,,1768,2137,82.7,30706,10327,831,933,89.1,761,875,87.0,161,277,58.1,3,4.9,-1.9,34,162,46,24,148,3,432692.3076923077,22500000,207692.3076923077,10800000,360524.8461538461,18747292,173051.92307692306,8998700,489860.6153846154,25472752,235133.09615384616,12226921,5-yrs,112500000,54000000,93736459,44993500,127363759,61134604,Starter,D,CB,29,Austria,Real Madrid
42,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,25,23,1895,21.1,1,0,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05,0.6,0.6,1.8,2.4,0.03,0.08,0.11,0.03,0.11,Matches,21.1,73,36,44,26,3,27,69,39.1,42,421,131,31.1,247,131,43,43,6,0,37,29,102,53,0,,,,,,,,,,,,,,,,837,1104,75.8,13415,6145,476,547,87.0,290,366,79.2,58,142,40.8,0,1.8,-1.8,23,54,15,3,72,251,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.21153846154,509455,5442.903846153846,283031,4-yrs,1800000,1000000,1499783,833213,2037820,1132122,Reserve,D,RB,23,Morocco,Metz
43,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,25,1992,27,11,1265,14.1,9,3,9,0,0,1,0,0.64,0.21,0.85,0.64,0.85,7.9,7.9,1.9,9.8,0.56,0.13,0.7,0.56,0.7,Matches,14.1,13,9,4,7,2,2,12,16.7,10,287,90,31.4,17,133,137,14,3,0,11,1,14,11,0,,,,,,,,,,,,,,,,304,391,77.7,4025,659,191,234,81.6,72,102,70.6,21,22,95.5,3,1.9,1.1,15,8,8,1,20,58,56923.07692307692,2960000,30192.30769230769,1570000,47429.03846153846,2466310,25156.615384615383,1308144,64443.88461538462,3351082,34181.38461538462,1777432,3-yrs,8880000,4710000,7398931,3924433,10053246,5332296,Reserve,F,CF,29,Argentina,Bayer Leverkusen
44,Jordi Alba,es ESP,DF,Barcelona,es La Liga,29,1989,36,32,2991,33.2,2,8,2,0,0,6,0,0.06,0.24,0.3,0.06,0.3,1.8,1.8,5.2,7.0,0.05,0.16,0.21,0.05,0.21,Matches,33.2,45,33,23,15,7,18,53,34.0,35,450,154,34.2,174,190,86,74,7,0,67,41,86,75,0,,,,,,,,,,,,,,,,2305,2686,85.8,36567,13309,1283,1393,92.1,856,986,86.8,145,233,62.2,8,5.2,2.8,44,141,60,18,213,7,400576.9230769231,20830000,192307.6923076923,10000000,333765.8846153846,17355826,160233.26923076922,8332130,453502.07692307694,23582108,217715.8269230769,11321223,3-yrs,62490000,30000000,52067478,24996389,70746323,33963669,Starter,D,LB,32,Spain,Barcelona
45,Luis Alberto,es ESP,MFFW,Lazio,it Serie A,25,1992,27,25,1990,22.1,4,5,3,1,1,5,1,0.18,0.23,0.41,0.14,0.36,4.6,3.9,6.1,10.0,0.21,0.28,0.49,0.17,0.45,Matches,22.1,46,28,11,28,7,18,61,29.5,43,590,175,29.7,111,315,164,32,3,0,29,11,57,5,0,,,,,,,,,,,,,,,,1121,1479,75.8,20363,7417,538,611,88.1,419,505,83.0,144,312,46.2,5,6.1,-1.1,80,141,62,8,191,50,89038.46153846153,4630000,48076.92307692308,2500000,74188.0,3857776,40058.307692307695,2083032,100802.42307692308,5241726,54428.96153846154,2830306,4-yrs,18520000,10000000,15431104,8332130,20966905,11321223,Starter,M,CM,29,Spain,Lazio
46,Raúl Albiol,es ESP,DF,Napoli,it Serie A,32,1985,20,19,1713,19.0,1,0,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05,0.2,0.2,1.0,1.2,0.01,0.05,0.06,0.01,0.06,Matches,19.0,23,17,19,4,0,7,18,38.9,11,107,35,32.7,73,31,3,31,18,1,13,18,41,90,1,,,,,,,,,,,,,,,,1000,1126,88.8,24705,7512,191,202,94.6,513,548,93.6,292,360,81.1,0,1.0,-1.0,5,89,4,1,59,107,57884.61538461538,3010000,27692.30769230769,1440000,48230.21153846154,2507971,23073.596153846152,1199827,65532.46153846154,3407688,31351.07692307692,1630256,2-yrs,6020000,2880000,5015942,2399653,6815376,3260512,Starter,D,CB,36,Spain,Villarreal
48,Marc Albrighton,eng ENG,FWMF,Leicester City,eng Premier League,28,1989,27,18,1625,18.1,2,2,2,0,0,3,0,0.11,0.11,0.22,0.11,0.22,1.1,1.1,2.4,3.5,0.06,0.13,0.2,0.06,0.2,Matches,18.1,42,24,19,17,6,18,46,39.1,28,337,100,29.7,119,139,79,29,3,0,26,25,67,20,0,,,,,,,,,,,,,,,,461,776,59.4,8838,3600,228,289,78.9,144,225,64.0,78,198,39.4,2,2.4,-0.4,29,51,30,15,78,238,54007.807692307695,2808406,29773.53846153846,1548224,45000.0,2340000,24807.69230769231,1290000,61143.44230769231,3179459,33707.269230769234,1752778,3-yrs,8425217,4644671,7020000,3870000,9538376,5258335,Starter,M,RM,32,England,Leicester
49,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,24,1993,26,11,1211,13.5,18,0,17,1,1,0,0,1.34,0.0,1.34,1.26,1.26,9.2,8.4,2.5,10.9,0.68,0.18,0.87,0.63,0.81,Matches,13.5,4,4,1,2,1,0,8,0.0,8,189,43,22.8,12,77,100,6,0,0,6,7,11,5,0,,,,,,,,,,,,,,,,210,274,76.6,2570,462,147,184,79.9,45,59,76.3,9,19,47.4,0,2.5,-2.5,17,10,8,0,18,45,132884.61538461538,6910000,63846.15384615384,3320000,110721.19230769233,5757502,53197.44230769231,2766267,150441.63461538462,7822965,72281.65384615384,3758646,4-yrs,27640000,13280000,23030006,11065068,31291860,15034584,Starter,F,CF,28,Spain,Villarreal
52,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,27,1991,34,34,2976,33.1,3,2,3,0,1,13,0,0.09,0.06,0.15,0.09,0.15,3.3,2.6,1.3,3.9,0.1,0.04,0.14,0.08,0.12,Matches,33.1,98,66,56,37,5,38,119,31.9,81,706,194,27.5,299,371,36,60,9,0,51,34,132,62,1,,,,,,,,,,,,,,,,1435,1748,82.1,30948,7169,483,540,89.4,655,724,90.5,278,439,63.3,2,1.3,0.7,20,170,2,0,107,300,14807.692307692309,770000,7115.384615384615,370000,12337.96153846154,641574,5928.634615384615,308289,16764.115384615383,871734,8055.4807692307695,418885,1-yr,770000,370000,641574,308289,871734,418885,Starter,M,CM,30,Spain,Cadiz
56,Iván Alejo,es ESP,MFFW,Getafe,es La Liga,23,1995,4,2,146,1.6,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.04,0.09,0.13,0.04,0.13,Matches,1.6,1,0,0,1,0,0,6,0.0,6,54,9,16.7,8,36,10,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,16,41,39.0,329,108,6,14,42.9,5,13,38.5,4,12,33.3,0,0.1,-0.1,1,2,2,1,2,387,9038.46153846154,470000,4423.076923076923,230000,7530.961538461538,391610,3685.3653846153848,191639,10232.634615384615,532097,5007.461538461538,260388,4-yrs,1880000,920000,1566440,766556,2128390,1041553,Starter,F,RW,26,Spain,Cadiz
57,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,20,1998,17,6,637,7.1,2,0,2,0,0,2,0,0.28,0.0,0.28,0.28,0.28,1.5,1.5,0.7,2.1,0.21,0.09,0.3,0.21,0.3,Matches,7.1,6,3,1,5,0,1,8,12.5,7,181,42,23.2,20,112,49,5,0,0,5,4,10,4,0,,,,,,,,,,,,,,,,540,587,92.0,9394,1852,260,270,96.3,221,236,93.6,53,67,79.1,0,0.7,-0.7,9,58,5,0,39,341,12115.384615384615,630000,5769.2307692307695,300000,10094.692307692309,524924,4807.0,249964,13716.096153846154,713237,6531.4807692307695,339637,5-yrs,3150000,1500000,2624621,1249819,3566185,1698183,Starter,M,CM,24,Spain,Getafe
60,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,29,27,2462,27.4,1,12,1,0,0,3,0,0.04,0.44,0.48,0.04,0.48,1.4,1.4,6.5,7.8,0.05,0.24,0.29,0.05,0.29,Matches,27.4,60,28,29,22,9,28,69,40.6,41,311,98,31.5,139,106,66,37,3,1,34,53,113,72,0,,,,,,,,,,,,,,,,1649,2202,74.9,34737,13514,614,697,88.1,734,902,81.4,288,547,52.7,12,6.5,5.5,46,121,56,25,194,26,216031.2115384616,11233623,118863.32692307692,6180893,180000.0,9360000,99038.46153846152,5150000,244573.7307692308,12717834,134567.8076923077,6997526,4-yrs,44934492,24723572,37440000,20600000,50871338,27990106,Starter,D,RB,23,England,Liverpool
62,Alisson,br BRA,GK,Liverpool,eng Premier League,25,1992,38,38,3420,38.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,38.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,1,1,0,4,22.0,0.58,97.0,75.0,77.3,30.0,7.0,1.0,21.0,55.3,1.0,0.0,0.0,1.0,,1053,1274,82.7,30945,16915,119,122,97.5,557,562,99.1,376,587,64.1,0,0.0,0.0,0,10,1,0,0,36,180026.01923076922,9361353,99014.30769230767,5148744,150000.0,7800000,82500.0,4290000,203811.4423076923,10598195,112096.28846153848,5829007,6-yrs,56168115,30892463,46800000,25740000,63589172,34974045,Starter,K,GK,29,Brazil,Liverpool
64,Allan,br BRA,MFDF,Eint Frankfurt,de Bundesliga,21,1997,4,2,176,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,Matches,2.0,4,3,3,0,1,1,4,25.0,3,45,10,22.2,18,21,6,6,2,0,4,0,4,0,0,,,,,,,,,,,,,,,,43,65,66.2,934,248,17,27,63.0,16,25,64.0,9,11,81.8,0,0.0,0.0,1,5,1,0,6,138,84012.13461538461,4368631,46160.519230769234,2400347,70000.0,3640000,38461.53846153846,2000000,95112.01923076923,4945825,52259.34615384616,2717486,2-yrs,8737262,4800694,7280000,4000000,9891649,5434972,Starter,M,DM,31,Brazil,Everton
65,Allan,br BRA,MF,Napoli,it Serie A,27,1991,33,28,2616,29.1,1,3,1,0,0,10,0,0.03,0.1,0.14,0.03,0.14,1.1,1.1,3.3,4.4,0.04,0.11,0.15,0.04,0.15,Matches,2.0,4,3,3,0,1,1,4,25.0,3,45,10,22.2,18,21,6,6,2,0,4,0,4,0,0,,,,,,,,,,,,,,,,43,65,66.2,934,248,17,27,63.0,16,25,64.0,9,11,81.8,0,0.0,0.0,1,5,1,0,6,138,84012.13461538461,4368631,46160.519230769234,2400347,70000.0,3640000,38461.53846153846,2000000,95112.01923076923,4945825,52259.34615384616,2717486,2-yrs,8737262,4800694,7280000,4000000,9891649,5434972,Starter,M,DM,31,Brazil,Everton
66,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,22,1996,25,22,1825,20.3,5,3,5,0,0,4,0,0.25,0.15,0.39,0.25,0.39,6.1,6.1,2.6,8.7,0.3,0.13,0.43,0.3,0.43,Matches,20.3,34,23,6,16,12,8,28,28.6,20,372,116,31.2,95,169,108,37,6,1,31,22,56,15,0,,,,,,,,,,,,,,,,841,1051,80.0,13911,3295,419,492,85.2,333,389,85.6,65,106,61.3,3,2.6,0.4,30,77,39,3,101,78,120017.34615384616,6240902,66009.53846153847,3432496,100000.0,5200000,55000.0,2860000,135874.3076923077,7065464,74730.86538461539,3886005,3-yrs,18722705,10297488,15600000,8580000,21196391,11658015,Reserve,F,AM,25,England,Everton
67,Miguel Almirón,py PAR,FWMF,Newcastle Utd,eng Premier League,24,1994,10,9,759,8.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.7,1.6,0.8,2.5,0.2,0.1,0.3,0.19,0.29,Matches,8.4,17,11,6,9,2,3,11,27.3,8,231,61,26.4,43,130,58,16,2,0,14,4,21,5,0,,,,,,,,,,,,,,,,188,260,72.3,3320,863,91,109,83.5,67,87,77.0,26,40,65.0,0,0.8,-0.8,12,16,14,9,19,244,50776.557692307695,2640381,27927.115384615383,1452210,42307.69230769231,2200000,23269.23076923077,1210000,57485.28846153846,2989235,31616.903846153848,1644079,3-yrs,7921144,4356629,6600000,3630000,8967704,4932237,Reserve,F,AM,27,Paraguay,Newcastle
69,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,31,31,2759,30.7,2,4,2,0,0,6,0,0.07,0.13,0.2,0.07,0.2,2.9,2.9,3.6,6.4,0.09,0.12,0.21,0.09,0.21,Matches,30.7,76,42,47,22,7,30,62,48.4,32,463,146,31.5,232,151,80,59,4,0,55,57,133,95,1,,,,,,,,,,,,,,,,1855,2234,83.0,29252,9727,1004,1099,91.4,707,842,84.0,111,217,51.2,4,3.6,0.4,31,117,22,9,133,80,120017.34615384616,6240902,66009.53846153847,3432496,100000.0,5200000,55000.0,2860000,135874.3076923077,7065464,74730.86538461539,3886005,2-yrs,12481803,6864992,10400000,5720000,14130927,7772010,Starter,D,LB,31,Spain,Chelsea
