Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Unnamed: 0,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
500,Conor Coady,eng ENG,DF,Wolves,eng Premier League,25,1993,38,38,3420,38.0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,38.0,40,23,33,7,0,21,39,53.8,18,198,54,27.3,164,34,0,50,29,0,21,40,80,153,1,,,,,,,,,,,,,,,,1426,1677,85.0,39750,12914,221,235,94.0,658,701,93.9,540,730,74.0,0,0.0,0.0,1,120,5,0,63,402,19849.01923076923,1032149,10847.71153846154,564081,16538.46153846154,860000,9038.46153846154,470000,22471.51923076923,1168519,12280.942307692309,638609,4-yrs,4128596,2256326,3440000,1880000,4674076,2554437,Starter,D,CB,28,England,Wolverhampton
501,Marcus Coco,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,33,21,1840,20.4,1,2,1,0,0,3,1,0.05,0.1,0.15,0.05,0.15,2.4,2.4,1.3,3.7,0.12,0.06,0.18,0.12,0.18,Matches,20.4,48,33,21,14,13,13,41,31.7,28,533,111,20.8,132,270,131,39,0,0,39,12,60,9,0,,,,,,,,,,,,,,,,368,587,62.7,5571,1391,207,278,74.5,128,202,63.4,23,64,35.9,2,1.3,0.7,16,17,17,10,36,240,9230.76923076923,480000,5000.0,260000,7691.192307692308,399942,4166.057692307692,216635,10450.365384615385,543419,5660.615384615385,294352,2-yrs,960000,520000,799884,433271,1086837,588704,Reserve,F,RW,25,France,Nantes
502,Coke,es ESP,DF,Levante,es La Liga,31,1987,27,19,1817,20.2,4,0,4,0,0,5,1,0.2,0.0,0.2,0.2,0.2,1.2,1.2,1.5,2.7,0.06,0.07,0.13,0.06,0.13,Matches,20.2,37,17,21,13,3,14,51,27.5,37,189,58,30.7,98,67,24,30,8,1,22,17,54,66,0,,,,,,,,,,,,,,,,700,925,75.7,12239,5761,348,406,85.7,282,354,79.7,64,133,48.1,0,1.5,-1.5,15,40,22,10,81,325,13076.923076923076,680000,6346.153846153846,330000,10895.865384615385,566585,5287.692307692308,274960,14804.673076923076,769843,7184.615384615385,373600,1-yr,680000,330000,566585,274960,769843,373600,Reserve,D,RB,34,Spain,Levante
505,Álex Collado,es ESP,FW,Barcelona,es La Liga,19,1999,1,0,85,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.13,0.0,0.13,0.13,0.13,Matches,0.9,1,0,0,1,0,0,2,0.0,2,40,2,5.0,9,27,4,3,0,0,3,2,3,0,0,,,,,,,,,,,,,,,,24,28,85.7,356,41,15,17,88.2,8,8,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,207,27884.615384615383,1450000,13461.53846153846,700000,23233.82692307692,1208159,11216.326923076924,583249,31568.78846153846,1641577,15240.115384615385,792486,1-yr,1450000,700000,1208159,583249,1641577,792486,Starter,F,RW,22,Spain,Granada
506,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,25,1992,21,21,1762,19.6,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.03,0.0,0.04,0.03,0.04,Matches,19.6,24,16,18,5,1,8,12,66.7,4,93,28,30.1,62,25,6,29,18,0,11,13,37,116,2,,,,,,,,,,,,,,,,982,1110,88.5,20700,6020,248,269,92.2,539,582,92.6,168,222,75.7,0,0.0,0.0,1,42,0,0,38,205,33846.153846153844,1760000,18269.23076923077,950000,28201.05769230769,1466455,15222.153846153846,791552,38317.980769230766,1992535,20683.0,1075516,4-yrs,7040000,3800000,5865819,3166209,7970141,4302065,Starter,D,CB,29,The Gambia,Sampdoria
508,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,22,1996,21,17,1378,15.3,6,4,6,0,0,2,0,0.39,0.26,0.65,0.39,0.65,3.8,3.8,3.4,7.3,0.25,0.22,0.47,0.25,0.47,Matches,15.3,10,6,5,3,2,5,19,26.3,14,277,81,29.2,58,113,106,24,0,0,24,4,14,3,0,,,,,,,,,,,,,,,,545,685,79.6,8790,1497,292,341,85.6,213,260,81.9,34,56,60.7,4,3.4,0.6,27,16,36,12,43,4,288461.53846153844,15000000,152884.61538461538,7950000,240349.90384615384,12498195,127385.44230769233,6624043,326573.73076923075,16981834,173084.07692307694,9000372,6-yrs,90000000,47700000,74989167,39744259,101891007,54002234,Starter,F,RW,25,France,Bayern Munich
509,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,25,23,2032,22.6,1,1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,0.8,0.8,0.3,1.1,0.03,0.01,0.05,0.03,0.05,Matches,22.6,55,36,23,28,4,17,64,26.6,47,500,136,27.2,203,261,36,38,4,0,34,16,71,41,1,,,,,,,,,,,,,,,,916,1075,85.2,18193,5038,337,387,87.1,417,467,89.3,143,184,77.7,1,0.3,0.7,10,70,9,3,80,367,10000.0,520000,4807.692307692308,250000,8332.134615384615,433271,4005.826923076923,208303,11321.23076923077,588704,5442.903846153846,283031,2-yrs,1040000,500000,866541,416606,1177407,566061,Starter,M,CM,25,Spain,Rayo Vallecano
511,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,36,36,3213,35.7,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,35.7,0,0,0,0,0,0,3,0.0,3,1,1,100.0,1,0,0,1,0,0,1,0,0,3,1,56.0,1.57,144.0,94.0,63.9,9.0,15.0,12.0,12.0,33.3,8.0,4.0,3.0,1.0,42.9,849,1172,72.4,25322,14578,144,144,100.0,377,385,97.9,326,641,50.9,0,0.0,0.0,0,10,0,0,0,179,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.57692307692,1132122,3-yrs,5550000,3000000,4624332,2499639,6283279,3396367,Starter,K,GK,35,Italy,Sassuolo
512,Andrea Conti,it ITA,DF,Milan,it Serie A,24,1994,12,4,500,5.6,0,2,0,0,0,3,0,0.0,0.36,0.36,0.0,0.36,0.0,0.0,1.3,1.3,0.0,0.23,0.23,0.0,0.23,Matches,5.6,8,5,5,2,1,3,13,23.1,10,103,27,26.2,64,24,15,11,0,0,11,8,16,20,1,,,,,,,,,,,,,,,,300,361,83.1,5067,1994,142,158,89.9,124,146,84.9,26,41,63.4,2,1.3,0.7,9,18,9,6,29,78,71153.84615384616,3700000,38461.53846153846,2000000,59286.307692307695,3082888,32046.653846153848,1666426,80554.86538461539,4188853,43543.17307692308,2264245,1-yr,3700000,2000000,3082888,1666426,4188853,2264245,Reserve,D,RB,27,Italy,Sampdoria
516,Francis Coquelin,fr FRA,MF,Valencia,es La Liga,27,1991,26,20,1761,19.6,0,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,0.7,1.1,0.02,0.04,0.06,0.02,0.06,Matches,19.6,45,35,24,17,4,16,41,39.0,25,303,89,29.4,106,171,26,19,5,0,14,50,95,34,2,,,,,,,,,,,,,,,,840,974,86.2,16494,4326,341,381,89.5,362,400,90.5,129,172,75.0,1,0.7,0.3,16,89,7,0,73,52,122500.0,6370000,58846.15384615384,3060000,102068.59615384616,5307567,49031.38461538462,2549632,138684.98076923078,7211619,66621.03846153847,3464294,3-yrs,19110000,9180000,15922700,7648895,21634857,10392883,Reserve,M,DM,30,France,Villarreal
519,Sergio Córdova,ve VEN,FW,Augsburg,de Bundesliga,20,1997,20,3,531,5.9,3,0,3,0,0,1,0,0.51,0.0,0.51,0.51,0.51,1.5,1.5,0.2,1.7,0.25,0.03,0.28,0.25,0.28,Matches,5.9,10,9,3,4,3,0,5,0.0,5,172,36,20.9,17,98,57,6,0,0,6,3,13,5,0,,,,,,,,,,,,,,,,101,132,76.5,1511,254,50,61,82.0,38,49,77.6,7,10,70.0,0,0.2,-0.2,3,7,3,0,10,396,3846.153846153846,200000,2115.3846153846152,110000,3204.673076923077,166643,1762.5576923076924,91653,4354.307692307692,226424,2394.8653846153848,124533,4-yrs,800000,440000,666570,366614,905698,498134,Reserve,F,CF,24,Venezuela,Augsburg
522,Jack Cork,eng ENG,MF,Burnley,eng Premier League,29,1989,37,37,3312,36.8,1,2,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08,1.6,1.6,1.4,3.0,0.04,0.04,0.08,0.04,0.08,Matches,36.8,49,29,16,26,7,19,62,30.6,43,616,165,26.8,186,326,104,53,16,0,37,44,93,75,1,,,,,,,,,,,,,,,,1087,1352,80.4,19916,4316,479,559,85.7,427,506,84.4,148,227,65.2,2,1.4,0.6,15,104,16,3,88,268,45698.90384615384,2376343,25157.48076923077,1308189,38076.92307692308,1980000,20961.53846153846,1090000,51736.75,2690311,28481.346153846152,1481030,1-yr,2376343,1308189,1980000,1090000,2690311,1481030,Reserve,M,DM,32,England,Burnley
524,Maxwel Cornet,ci CIV,FW,Lyon,fr Ligue 1,21,1996,27,12,1281,14.2,7,5,7,0,0,2,0,0.49,0.35,0.84,0.49,0.84,7.0,7.0,3.9,10.9,0.49,0.28,0.77,0.49,0.77,Matches,14.2,17,11,8,7,2,4,17,23.5,13,221,55,24.9,40,104,77,10,1,0,9,6,23,7,1,,,,,,,,,,,,,,,,348,485,71.8,5062,1058,206,251,82.1,119,153,77.8,16,51,31.4,5,3.9,1.1,26,11,20,6,31,311,36005.21153846154,1872271,19849.01923076923,1032149,30000.0,1560000,16538.46153846154,860000,40762.28846153846,2119639,22471.51923076923,1168519,5-yrs,9361353,5160746,7800000,4300000,10598195,5842595,Starter,F,LW,25,Cote d&#39;Ivoire,Burnley
526,Ángel Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,23,1995,36,20,1919,21.3,3,2,3,0,0,7,1,0.14,0.09,0.23,0.14,0.23,2.2,2.2,4.4,6.6,0.1,0.21,0.31,0.1,0.31,Matches,21.3,38,30,19,11,8,9,54,16.7,45,579,145,25.0,143,277,159,29,4,0,25,22,60,17,0,,,,,,,,,,,,,,,,566,766,73.9,8494,2177,331,398,83.2,191,255,74.9,29,60,48.3,2,4.4,-2.4,33,54,22,3,62,96,67307.69230769231,3500000,32307.69230769231,1680000,56081.63461538462,2916245,26919.19230769231,1399798,76200.53846153847,3962428,36576.25,1901965,5-yrs,17500000,8400000,14581227,6998989,19812140,9509827,Reserve,F,SS,26,Argentina,Atletico Madrid
527,Joaquín Correa,ar ARG,FWMF,Lazio,it Serie A,23,1994,34,18,1927,21.4,5,6,5,0,0,5,0,0.23,0.28,0.51,0.23,0.51,7.0,7.0,5.2,12.1,0.33,0.24,0.57,0.33,0.57,Matches,21.4,23,18,7,11,5,7,31,22.6,24,379,94,24.8,59,182,138,17,5,0,12,5,28,9,0,,,,,,,,,,,,,,,,748,883,84.7,10409,2456,477,540,88.3,192,228,84.2,47,58,81.0,6,5.2,0.8,51,52,36,0,74,25,124615.3846153846,6480000,67307.69230769231,3500000,103831.15384615384,5399220,56081.63461538462,2916245,141079.86538461538,7336153,76200.53846153847,3962428,1-yr,6480000,3500000,5399220,2916245,7336153,3962428,Reserve,F,SS,27,Argentina,Inter Milan
528,Danny da Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,25,1993,34,34,3033,33.7,2,4,2,0,0,1,0,0.06,0.12,0.18,0.06,0.18,3.0,3.0,3.8,6.8,0.09,0.11,0.2,0.09,0.2,Matches,33.7,57,37,28,23,6,19,46,41.3,27,532,139,26.1,203,226,103,67,8,0,59,30,87,60,0,,,,,,,,,,,,,,,,868,1368,63.5,15947,7866,389,488,79.7,373,574,65.0,100,236,42.4,4,3.8,0.2,30,67,39,20,119,248,14038.46153846154,730000,7500.0,390000,11697.01923076923,608245,6249.096153846154,324953,15893.25,826449,8490.923076923076,441528,1-yr,730000,390000,608245,324953,826449,441528,Reserve,D,RB,28,Germany,Eintracht Frankfurt
532,Hélder Costa,ao ANG,FWMF,Wolves,eng Premier League,24,1994,25,16,1341,14.9,1,2,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,2.2,2.2,1.7,3.9,0.15,0.11,0.26,0.15,0.26,Matches,14.9,18,14,6,7,5,7,25,28.0,18,352,60,17.0,67,196,89,18,0,0,18,12,30,5,0,,,,,,,,,,,,,,,,383,506,75.7,5877,1211,203,252,80.6,142,174,81.6,27,50,54.0,2,1.7,0.3,18,16,19,4,32,160,37884.61538461538,1970000,18269.23076923077,950000,31565.96153846154,1641430,15222.153846153846,791552,42890.019230769234,2230281,20683.0,1075516,1-yr,1970000,950000,1641430,791552,2230281,1075516,Reserve,F,RW,28,Angola,Valencia
533,Jaume Costa,es ESP,DF,Villarreal,es La Liga,30,1988,21,18,1495,16.6,1,0,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,0.6,0.6,0.8,1.4,0.04,0.05,0.09,0.04,0.09,Matches,16.6,33,17,24,8,1,13,28,46.4,15,167,42,25.1,74,71,22,34,2,0,32,19,52,54,1,,,,,,,,,,,,,,,,781,964,81.0,14164,5785,324,358,90.5,379,431,87.9,72,149,48.3,0,0.8,-0.8,10,75,19,6,88,432,6346.153846153846,330000,3076.923076923077,160000,5287.692307692308,274960,2563.730769230769,133314,7184.615384615385,373600,3483.4615384615386,181140,2-yrs,660000,320000,549921,266628,747201,362279,Reserve,D,LB,33,Spain,Mallorca
536,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37,37,3330,37.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,37.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,3,1,42.0,1.14,146.0,110.0,75.3,9.0,11.0,17.0,10.0,27.0,7.0,6.0,1.0,0.0,14.3,792,1150,68.9,28601,19331,64,66,97.0,339,345,98.3,389,739,52.6,0,0.1,-0.1,3,16,0,0,0,61,41538.46153846154,2160000,22884.615384615383,1190000,34610.38461538462,1799740,19067.75,991523,47026.61538461538,2445384,25908.19230769231,1347226,1-yr,2160000,1190000,1799740,991523,2445384,1347226,Reserve,K,GK,34,France,Bordeaux
537,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,26,1991,32,19,1751,19.5,8,2,7,1,1,6,1,0.41,0.1,0.51,0.36,0.46,7.9,7.1,1.3,8.4,0.41,0.07,0.47,0.37,0.43,Matches,19.5,13,11,0,7,6,3,14,21.4,11,279,57,20.4,12,142,125,15,2,0,13,2,15,17,0,,,,,,,,,,,,,,,,252,443,56.9,3631,889,172,256,67.2,56,123,45.5,20,43,46.5,2,1.3,0.7,20,28,8,4,26,89,28846.153846153848,1500000,15961.53846153846,830000,24034.98076923077,1249819,13299.365384615385,691567,32657.365384615383,1698183,18070.42307692308,939662,1-yr,1500000,830000,1249819,691567,1698183,939662,Reserve,F,CF,30,Mali,Nantes
539,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,26,1992,27,27,2430,27.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,27.0,0,0,0,0,0,0,3,0.0,3,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0,36.0,1.33,100.0,70.0,70.0,14.0,3.0,10.0,8.0,29.6,8.0,6.0,1.0,1.0,14.3,643,831,77.4,18387,9686,76,76,100.0,371,374,99.2,194,378,51.3,0,0.0,0.0,0,0,0,0,0,19,227307.6923076923,11820000,109038.46153846152,5670000,189395.7115384616,9848577,90852.26923076923,4724318,257340.11538461532,13381686,123444.8653846154,6419133,5-yrs,59100000,28350000,49242887,23621588,66908428,32095667,Starter,K,GK,29,Belgium,Real Madrid
540,Philippe Coutinho,br BRA,FWMF,Barcelona,es La Liga,26,1992,34,22,2018,22.4,5,2,5,0,0,2,0,0.22,0.09,0.31,0.22,0.31,7.2,7.2,3.5,10.6,0.32,0.15,0.47,0.32,0.47,Matches,22.4,18,12,3,11,4,6,24,25.0,18,370,94,25.4,71,189,110,37,3,0,34,8,26,6,0,,,,,,,,,,,,,,,,1260,1464,86.1,19541,4130,711,778,91.4,449,494,90.9,79,136,58.1,2,3.5,-1.5,32,94,51,3,108,4,421676.3076923077,21927168,231956.59615384616,12061743,351346.1538461539,18270000,193269.2307692308,10050000,477389.1346153846,24824235,262603.2115384616,13655367,1-yr,21927168,12061743,18270000,10050000,24824235,13655367,Starter,F,LW,29,Brazil,Aston Villa
541,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,12,11,984,10.9,0,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.4,0.4,0.0,0.04,0.04,0.0,0.04,Matches,10.9,23,11,17,6,0,3,10,30.0,7,116,33,28.4,85,27,4,22,9,0,13,15,38,33,0,,,,,,,,,,,,,,,,390,465,83.9,7543,2280,136,147,92.5,210,230,91.3,41,75,54.7,1,0.4,0.6,2,30,0,0,25,306,5961.538461538462,310000,3269.230769230769,170000,4967.2307692307695,258296,2723.9615384615386,141646,6749.192307692308,350958,3701.173076923077,192461,2-yrs,620000,340000,516592,283292,701916,384922,Starter,D,LB,23,France,Montpellier
542,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,24,1994,38,38,3420,38.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,38.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,1,0,0,1,0,0,0,0,54.0,1.42,195.0,147.0,76.4,10.0,11.0,17.0,7.0,18.4,10.0,8.0,2.0,0.0,20.0,813,1252,64.9,31082,24482,116,118,98.3,274,281,97.5,418,846,49.4,0,0.0,0.0,0,18,1,0,0,194,35576.92307692308,1850000,19230.76923076923,1000000,29643.153846153848,1541444,16023.326923076924,833213,40277.42307692308,2094426,21771.57692307692,1132122,3-yrs,5550000,3000000,4624332,2499639,6283279,3396367,Starter,K,GK,27,Italy,Cagliari
543,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,28,1989,20,18,1589,17.7,0,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.4,0.4,1.0,1.4,0.03,0.05,0.08,0.03,0.08,Matches,17.7,32,17,15,13,4,12,30,40.0,18,223,75,33.6,125,65,33,46,6,0,40,26,58,55,1,,,,,,,,,,,,,,,,840,1066,78.8,13888,5694,445,491,90.6,304,364,83.5,71,148,48.0,1,1.0,0.0,16,57,16,5,62,208,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,2-yrs,6240902,3432496,5200000,2860000,7065464,3886005,Starter,D,LB,32,England,West Ham
544,Domenico Criscito,it ITA,DF,Genoa,it Serie A,31,1986,35,35,3070,34.1,2,4,1,1,1,12,1,0.06,0.12,0.18,0.03,0.15,1.7,0.9,3.7,4.6,0.05,0.11,0.16,0.03,0.14,Matches,34.1,118,68,65,40,13,55,98,56.1,43,378,130,34.4,186,134,58,59,14,0,45,44,162,170,0,,,,,,,,,,,,,,,,1267,1755,72.2,27360,12307,426,492,86.6,601,730,82.3,230,484,47.5,4,3.7,0.3,47,158,55,15,187,155,42692.307692307695,2220000,23076.92307692308,1200000,35571.78846153846,1849733,19228.0,999856,48332.92307692308,2513312,26125.903846153848,1358547,2-yrs,4440000,2400000,3699466,1999711,5026623,2717094,Reserve,D,CB,35,Italy,Genoa
546,Bryan Cristante,it ITA,MF,Roma,it Serie A,23,1995,35,26,2425,26.9,4,3,4,0,0,10,0,0.15,0.11,0.26,0.15,0.26,4.0,4.0,1.5,5.5,0.15,0.06,0.21,0.15,0.21,Matches,26.9,69,42,23,37,9,23,74,31.1,51,841,195,23.2,232,463,146,56,6,0,50,20,89,46,1,,,,,,,,,,,,,,,,1085,1336,81.2,20411,6295,466,538,86.6,465,561,82.9,142,204,69.6,3,1.5,1.5,24,143,22,3,159,93,64038.46153846154,3330000,34615.38461538462,1800000,53357.67307692308,2774599,28841.98076923077,1499783,72499.36538461539,3769967,39188.84615384616,2037820,3-yrs,9990000,5400000,8323798,4499350,11309902,6113460,Reserve,M,CM,26,Italy,Roma
548,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,23,1995,33,28,2260,25.1,6,1,6,0,0,7,0,0.24,0.04,0.28,0.24,0.28,5.4,5.4,0.8,6.2,0.21,0.03,0.25,0.21,0.25,Matches,25.1,16,10,9,5,2,6,14,42.9,8,399,93,23.3,31,185,183,12,3,0,9,2,18,26,0,,,,,,,,,,,,,,,,364,557,65.4,4958,810,219,305,71.8,104,167,62.3,23,50,46.0,1,0.8,0.2,13,18,7,3,21,316,5576.923076923077,290000,3076.923076923077,160000,4646.769230769231,241632,2563.730769230769,133314,6313.75,328315,3483.4615384615386,181140,1-yr,290000,160000,241632,133314,328315,181140,Reserve,F,CF,26,France,St-Etienne
551,Juan Cuadrado,co COL,MFDF,Juventus,it Serie A,30,1988,18,14,1220,13.6,1,2,1,0,0,4,0,0.07,0.15,0.22,0.07,0.22,1.2,1.2,1.8,3.0,0.09,0.13,0.22,0.09,0.22,Matches,13.6,23,13,7,10,6,6,29,20.7,23,170,40,23.5,52,75,43,18,2,0,16,11,34,7,0,,,,,,,,,,,,,,,,684,811,84.3,13464,3490,303,329,92.1,274,313,87.5,102,147,69.4,2,1.8,0.2,28,56,32,12,83,9,178076.92307692306,9260000,96153.84615384616,5000000,148376.0,7715552,80116.63461538461,4166065,201604.84615384616,10483452,108857.92307692308,5660612,1-yr,9260000,5000000,7715552,4166065,10483452,5660612,Starter,D,RB,33,Colombia,Juventus
553,Marc Cucurella,es ESP,MFFW,Eibar,es La Liga,20,1998,31,26,2354,26.2,1,2,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,1.8,1.8,3.4,5.2,0.07,0.13,0.2,0.07,0.2,Matches,26.2,44,39,14,16,14,9,25,36.0,16,689,223,32.4,161,302,226,45,3,0,42,15,59,29,0,,,,,,,,,,,,,,,,763,997,76.5,12127,3490,408,474,86.1,296,385,76.9,48,90,53.3,2,3.4,-1.4,32,44,29,14,68,198,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,5-yrs,15602254,8581240,13000000,7150000,17663659,9715012,Starter,D,LB,23,Spain,Brighton
556,Matheus Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,19,1999,25,9,853,9.5,2,0,2,0,0,1,0,0.21,0.0,0.21,0.21,0.21,3.4,3.4,0.9,4.4,0.36,0.1,0.46,0.36,0.46,Matches,9.5,7,5,3,2,2,1,13,7.7,12,252,65,25.8,18,120,114,15,1,0,14,2,9,7,0,,,,,,,,,,,,,,,,161,235,68.5,2402,789,103,135,76.3,44,63,69.8,12,22,54.5,0,0.9,-0.9,8,15,9,1,29,110,57692.307692307695,3000000,27692.30769230769,1440000,48069.980769230766,2499639,23073.596153846152,1199827,65314.75,3396367,31351.07692307692,1630256,5-yrs,15000000,7200000,12498195,5999133,16981834,8151281,Reserve,F,CF,22,Brazil,Atletico Madrid
558,Patrick Cutrone,it ITA,FW,Milan,it Serie A,20,1998,34,12,1457,16.2,3,2,3,0,0,2,0,0.19,0.12,0.31,0.19,0.31,4.1,4.1,2.4,6.5,0.25,0.15,0.4,0.25,0.4,Matches,16.2,13,10,1,7,5,2,28,7.1,26,377,94,24.9,32,170,175,11,2,0,9,8,21,13,0,,,,,,,,,,,,,,,,241,335,71.9,3355,573,163,203,80.3,64,91,70.3,11,20,55.0,2,2.4,-0.4,21,13,3,0,14,72,73461.53846153847,3820000,57307.69230769231,2980000,61209.11538461538,3182874,47749.519230769234,2482975,83167.44230769231,4324707,64879.307692307695,3373724,1-yr,3820000,2980000,3182874,2482975,4324707,3373724,Reserve,F,CF,24,Italy,Empoli
559,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,23,1995,29,27,2360,26.2,4,1,3,1,2,2,1,0.15,0.04,0.19,0.11,0.15,4.9,3.4,3.8,7.3,0.19,0.15,0.33,0.13,0.28,Matches,26.2,41,24,15,21,5,12,44,27.3,32,428,109,25.5,128,239,61,24,5,0,19,12,53,17,0,,,,,,,,,,,,,,,,1688,2020,83.6,32576,8605,704,776,90.7,694,768,90.4,264,426,62.0,1,3.8,-2.8,58,143,13,2,139,142,17307.69230769231,900000,9615.384615384615,500000,14421.0,749892,8011.653846153846,416606,19594.42307692308,1018910,10885.78846153846,566061,1-yr,900000,500000,749892,416606,1018910,566061,Reserve,M,CM,27,France,Nantes
562,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,30,1988,33,32,2874,31.9,2,1,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,1.3,1.3,0.1,1.5,0.04,0.0,0.05,0.04,0.05,Matches,31.9,32,24,24,7,1,12,27,44.4,15,200,73,36.5,153,44,3,56,37,3,19,34,66,166,1,,,,,,,,,,,,,,,,1247,1424,87.6,27022,7779,312,341,91.5,697,736,94.7,228,322,70.8,1,0.1,0.9,1,56,3,0,58,123,20576.92307692308,1070000,11346.153846153846,590000,17144.96153846154,891538,9453.76923076923,491596,23295.596153846152,1211371,12845.23076923077,667952,2-yrs,2140000,1180000,1783076,983191,2422742,1335904,Reserve,D,CB,33,France,Lyon
