Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
511,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,30-097,1991,4.5,4,3,4,0,0,2,4,50.0,2,33,10,30.3,18,15,0,7,5,0,2,6,10,19,0,Matches
512,Javier Serrano,es ESP,MF,Atlético Madrid,19-063,2003,0.3,1,0,1,0,0,0,2,0.0,2,17,5,29.4,7,10,0,0,0,0,0,0,1,1,0,Matches
513,Nicolás Serrano,es ESP,MF,Athletic Club,19-015,2003,3.3,8,6,2,4,2,3,8,37.5,5,89,21,23.6,20,45,24,10,1,0,9,6,14,1,0,Matches
514,Salva Sevilla,es ESP,MF,Mallorca,38-002,1984,10.7,13,10,4,9,0,4,12,33.3,8,111,37,33.3,46,51,14,11,6,0,5,14,27,10,0,Matches
515,David Silva,es ESP,MF,Real Sociedad,36-071,1986,13.0,20,16,10,10,0,3,13,23.1,10,209,65,31.1,58,100,51,15,3,0,12,9,29,6,0,Matches
516,Jonathan Silva,ar ARG,DFMF,Getafe,27-264,1994,2.5,8,2,4,2,2,2,8,25.0,6,59,13,22.0,16,25,18,8,0,0,8,5,13,7,0,Matches
517,Rui Silva,pt POR,GK,Betis,28-041,1994,17.0,0,0,0,0,0,0,2,0.0,2,2,0,0.0,2,0,0,0,0,0,0,0,0,0,2,Matches
518,Unai Simón,es ESP,GK,Athletic Club,24-282,1997,25.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,Matches
519,Antonio Sivera,es ESP,GK,Alavés,25-221,1996,2.1,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
520,Rubén Sobrino,es ESP,FWMF,Cádiz,29-292,1992,14.7,18,12,9,6,3,1,18,5.6,17,307,64,20.8,59,162,86,18,1,0,17,11,29,13,0,Matches
521,Rubén Sobrino,es ESP,MF,Valencia,29-292,1992,0.2,1,0,1,0,0,0,0,,0,8,0,0.0,4,3,1,1,0,0,1,0,1,1,0,Matches
522,Alex Sola,es ESP,DFFW,Real Sociedad,22-284,1999,0.5,1,1,1,0,0,1,2,50.0,1,6,1,16.7,3,2,1,3,0,0,3,1,2,4,0,Matches
523,Augusto Solari,ar ARG,MFDF,Celta Vigo,30-076,1992,5.7,21,15,7,10,4,7,21,33.3,14,181,50,27.6,62,82,37,12,4,0,8,11,32,12,0,Matches
524,Roberto Soldado,es ESP,FW,Levante,36-297,1985,6.6,5,2,0,2,3,2,4,50.0,2,70,18,25.7,1,22,47,5,0,0,5,3,8,7,0,Matches
525,Carlos Soler,es ESP,MF,Valencia,25-077,1997,19.8,26,17,10,12,4,8,30,26.7,22,337,102,30.3,85,179,73,22,3,0,19,9,35,21,0,Matches
526,Son,es ESP,DF,Levante,27-355,1994,14.8,22,11,12,7,3,13,25,52.0,12,129,40,31.0,58,40,31,22,3,0,19,29,51,30,0,Matches
527,David Soria,es ESP,GK,Getafe,28-350,1993,28.9,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,Matches
528,Alberto Soro,es ESP,MFFW,Granada,23-011,1999,6.3,14,11,4,6,4,3,6,50.0,3,121,46,38.0,39,56,26,18,2,1,16,6,20,5,0,Matches
529,Hugo Sotelo,es ESP,MF,Celta Vigo,18-091,2003,0.0,0,0,0,0,0,0,0,,0,3,2,66.7,0,3,0,0,0,0,0,0,0,0,0,Matches
530,Damián Suárez,uy URU,DFMF,Getafe,33-327,1988,23.7,66,43,34,23,9,37,80,46.3,43,424,133,31.4,147,200,77,47,4,0,43,46,112,31,0,Matches
531,Denis Suárez,es ESP,MF,Celta Vigo,28-073,1994,22.4,47,26,13,28,6,15,54,27.8,39,453,122,26.9,109,254,90,29,3,0,26,16,63,11,0,Matches
532,Luis Suárez,uy URU,FW,Atlético Madrid,35-055,1987,17.2,7,4,1,3,3,3,8,37.5,5,128,34,26.6,9,54,65,6,2,0,4,3,10,12,0,Matches
533,Mario Suárez,es ESP,DF,Rayo Vallecano,35-024,1987,5.2,2,2,2,0,0,1,7,14.3,6,34,10,29.4,24,10,0,6,3,0,3,11,13,31,0,Matches
534,Suso,es ESP,FW,Sevilla,28-121,1993,4.3,5,2,1,4,0,2,7,28.6,5,45,13,28.9,9,28,8,6,0,0,6,1,6,0,0,Matches
535,Mamadou Sylla,sn SEN,FW,Alavés,28-000,1994,4.4,4,3,0,2,2,2,3,66.7,1,90,25,27.8,5,51,34,0,0,0,0,1,5,4,0,Matches
536,Mamadou Sylla,sn SEN,FWMF,Rayo Vallecano,28-000,1994,2.0,3,2,1,2,0,0,1,0.0,1,33,10,30.3,5,10,18,1,0,0,1,3,6,3,0,Matches
537,Alexander Sørloth,no NOR,FW,Real Sociedad,26-105,1995,10.2,19,11,4,6,9,6,13,46.2,7,189,39,20.6,27,81,81,8,1,0,7,3,22,6,0,Matches
538,Tachi,es ESP,DF,Alavés,24-191,1997,2.7,5,3,3,2,0,5,9,55.6,4,28,11,39.3,14,12,2,5,3,0,2,5,10,15,0,Matches
539,Renato Tapia,pe PER,MF,Celta Vigo,26-235,1995,13.1,49,38,15,31,3,10,36,27.8,26,277,94,33.9,95,157,25,33,6,0,27,28,77,24,1,Matches
540,Cristian Tello,es ESP,FWMF,Betis,30-221,1991,8.0,12,6,5,5,2,8,23,34.8,15,145,31,21.4,40,65,40,12,0,0,12,10,22,5,0,Matches
541,Nahuel Tenaglia,ar ARG,DF,Alavés,26-027,1996,6.4,19,7,16,1,2,8,16,50.0,8,89,23,25.8,49,31,9,7,1,0,6,18,37,30,1,Matches
542,Marc-André ter Stegen,de GER,GK,Barcelona,29-324,1992,25.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,2,Matches
543,David Timor,es ESP,MF,Getafe,32-154,1989,3.8,1,0,0,1,0,1,3,33.3,2,37,5,13.5,8,22,7,5,3,0,2,4,5,7,1,Matches
544,Raúl de Tomás,es ESP,FW,Espanyol,27-154,1994,25.4,13,5,5,6,2,4,9,44.4,5,224,41,18.3,34,115,75,20,4,0,16,8,21,31,0,Matches
545,Raúl Torrente,es ESP,DF,Granada,21-019,2001,14.1,37,20,24,12,1,16,25,64.0,9,177,58,32.8,112,65,0,21,11,0,10,19,56,70,0,Matches
546,Ferrán Torres,es ESP,FW,Barcelona,22-019,2000,6.1,5,3,2,1,2,2,3,66.7,1,75,28,37.3,7,33,35,4,1,0,3,3,8,1,0,Matches
547,Óliver Torres,es ESP,MFFW,Sevilla,27-130,1994,8.2,11,6,1,9,1,1,13,7.7,12,197,49,24.9,40,112,45,11,1,0,10,5,16,4,0,Matches
548,Pau Torres,es ESP,DF,Villarreal,25-063,1997,24.5,18,9,13,4,1,8,15,53.3,7,143,50,35.0,67,67,9,30,17,0,13,34,52,86,1,Matches
549,Roberto Torres,es ESP,MFFW,Osasuna,33-013,1989,7.3,5,3,1,2,2,2,10,20.0,8,75,17,22.7,18,36,21,9,0,0,9,10,15,6,0,Matches
550,Lucas Torró,es ESP,MF,Osasuna,27-244,1994,24.1,73,48,28,39,6,35,57,61.4,22,421,137,32.5,126,239,56,46,9,0,37,65,138,59,0,Matches
551,Adama Traoré,es ESP,FW,Barcelona,26-054,1996,2.9,3,0,0,2,1,1,3,33.3,2,25,6,24.0,3,9,13,2,0,0,2,3,6,1,0,Matches
552,Óscar Trejo,ar ARG,MF,Rayo Vallecano,33-328,1988,19.1,29,23,11,10,8,9,31,29.0,22,446,107,24.0,89,220,137,22,0,0,22,11,40,14,0,Matches
553,Manu Trigueros,es ESP,MFFW,Villarreal,30-154,1991,17.9,33,17,13,15,5,18,53,34.0,35,389,87,22.4,100,201,88,22,1,0,21,9,42,10,0,Matches
554,Kieran Trippier,eng ENG,DF,Atlético Madrid,31-182,1990,10.8,26,13,14,8,4,10,22,45.5,12,134,36,26.9,54,53,27,18,1,0,17,13,39,15,1,Matches
555,Beñat Turrientes,es ESP,MF,Real Sociedad,20-048,2002,2.3,2,1,0,1,1,0,5,0.0,5,38,13,34.2,8,19,11,2,0,0,2,2,4,4,0,Matches
556,Samuel Umtiti,fr FRA,DF,Barcelona,28-126,1993,1.0,2,2,1,1,0,2,3,66.7,1,7,5,71.4,4,3,0,2,1,0,1,1,3,2,0,Matches
557,Enes Ünal,tr TUR,FW,Getafe,24-314,1997,22.2,30,15,2,14,14,6,29,20.7,23,552,141,25.5,36,287,229,23,4,0,19,7,37,23,0,Matches
558,Myrto Uzuni,al ALB,MFFW,Granada,26-293,1995,5.3,8,6,6,1,1,2,3,66.7,1,97,31,32.0,28,37,32,11,1,0,10,7,15,2,0,Matches
559,Álvaro Vadillo,es ESP,MFDF,Espanyol,27-189,1994,0.1,1,0,1,0,0,0,1,0.0,1,6,0,0.0,5,0,1,1,0,0,1,0,1,1,0,Matches
560,Óscar Valentín,es ESP,MF,Rayo Vallecano,27-212,1994,19.9,77,46,36,37,4,32,81,39.5,49,519,183,35.3,195,288,36,37,10,1,27,59,136,35,0,Matches
561,Germán Valera,es ESP,FWMF,Real Sociedad,20-004,2002,0.6,3,1,2,1,0,1,1,100.0,0,14,5,35.7,6,4,4,1,0,0,1,0,3,1,0,Matches
562,Martin Valjent,sk SVK,DF,Mallorca,26-099,1995,26.3,22,10,13,8,1,11,23,47.8,12,149,46,30.9,83,60,6,54,27,1,27,33,55,125,1,Matches
563,Jesús Vallejo,es ESP,DF,Real Madrid,25-074,1997,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,1,0,1,0,0,0,0,0,0,1,0,Matches
564,Manu Vallejo,es ESP,FWMF,Valencia,25-034,1997,1.1,3,2,1,1,1,0,1,0.0,1,33,9,27.3,7,15,11,1,0,0,1,0,3,1,0,Matches
565,Manu Vallejo,es ESP,FWMF,Alavés,25-034,1997,1.8,2,1,1,1,0,1,1,100.0,0,27,8,29.6,2,13,12,1,0,0,1,0,2,0,0,Matches
566,Federico Valverde,uy URU,MF,Real Madrid,23-241,1998,13.8,25,15,3,15,7,6,23,26.1,17,213,73,34.3,56,102,55,19,3,0,16,22,47,8,0,Matches
567,José Luis García Vayá,es ESP,MF,Levante,23-221,1998,14.6,36,25,9,22,5,13,24,54.2,11,283,79,27.9,94,153,36,22,2,0,20,21,57,17,0,Matches
568,Jesus Vazquez,es ESP,DFMF,Valencia,19-077,2003,4.8,14,10,7,4,3,6,11,54.5,5,81,33,40.7,32,34,15,9,2,0,7,3,17,14,0,Matches
569,Kevin Vázquez,es ESP,DF,Celta Vigo,28-362,1993,7.5,21,13,12,8,1,7,17,41.2,10,95,40,42.1,47,31,17,17,5,0,12,24,45,18,0,Matches
570,Lucas Vázquez,es ESP,DF,Real Madrid,30-262,1991,12.5,30,20,21,6,3,14,24,58.3,10,195,66,33.8,96,56,43,25,3,0,22,17,47,19,1,Matches
571,Gabriel Veiga,es ESP,MFFW,Celta Vigo,19-297,2002,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,1,1,1,0,Matches
572,Unai Vencedor Paris,es ESP,MF,Athletic Club,21-125,2000,20.4,27,17,10,10,7,7,32,21.9,25,342,76,22.2,80,199,63,39,16,0,23,21,48,22,0,Matches
573,Gonzalo Verdú,es ESP,DF,Elche,33-150,1988,12.4,21,16,18,3,0,8,13,61.5,5,104,33,31.7,71,28,5,24,13,0,11,23,44,52,1,Matches
574,Mikel Vesga,es ESP,MF,Athletic Club,28-303,1993,10.1,15,9,4,10,1,5,12,41.7,7,198,54,27.3,51,119,28,19,4,0,15,19,34,30,0,Matches
575,Rúben Vezo,pt POR,DF,Levante,27-329,1994,20.8,46,28,31,13,2,14,21,66.7,7,153,59,38.6,98,49,6,35,19,0,16,38,84,74,1,Matches
576,Aleix Vidal,es ESP,DFMF,Espanyol,32-211,1989,15.5,25,19,16,5,4,11,30,36.7,19,155,51,32.9,81,45,29,29,3,0,26,33,58,20,1,Matches
577,Nacho Vidal,es ESP,DF,Osasuna,27-055,1995,25.5,58,32,34,15,9,29,65,44.6,36,354,103,29.1,158,123,73,65,10,0,55,47,105,62,0,Matches
578,Dídac Vilà,es ESP,DF,Espanyol,32-284,1989,1.8,4,1,0,4,0,2,4,50.0,2,26,10,38.5,11,8,7,0,0,0,0,3,7,7,0,Matches
579,Tonny Vilhena,nl NED,FWMF,Espanyol,27-076,1995,4.2,3,3,1,2,0,1,7,14.3,6,92,21,22.8,33,41,18,6,0,0,6,2,5,6,0,Matches
580,Asier Villalibre,es ESP,FW,Athletic Club,24-171,1997,3.8,2,1,1,0,1,2,4,50.0,2,71,19,26.8,4,25,42,4,1,0,3,0,2,4,0,Matches
581,Gonzalo Villar,es ESP,MF,Getafe,23-362,1998,1.4,2,2,2,0,0,2,4,50.0,2,29,9,31.0,12,15,2,1,0,0,1,0,2,4,0,Matches
582,Vitolo,es ESP,MFFW,Getafe,32-138,1989,2.5,5,1,1,3,1,2,7,28.6,5,56,16,28.6,13,29,14,1,0,0,1,1,6,1,0,Matches
583,Daniel Vivian,es ESP,DF,Athletic Club,22-248,1999,16.0,23,17,15,5,3,11,22,50.0,11,113,49,43.4,58,49,6,25,11,0,14,24,47,89,1,Matches
584,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,30-069,1992,6.5,22,14,12,7,3,9,14,64.3,5,91,28,30.8,43,34,14,18,4,0,14,10,32,20,0,Matches
585,Nikola Vukčević,me MNE,MF,Levante,30-097,1991,1.3,4,2,3,1,0,1,3,33.3,2,32,12,37.5,11,19,2,2,0,0,2,4,8,3,0,Matches
586,Daniel Wass,dk DEN,MF,Valencia,32-293,1989,17.6,29,22,10,18,1,7,25,28.0,18,242,54,22.3,58,148,36,22,2,0,20,16,45,21,0,Matches
587,Daniel Wass,dk DEN,DF,Atlético Madrid,32-293,1989,0.5,1,0,1,0,0,1,1,100.0,0,8,5,62.5,2,2,4,0,0,0,0,1,2,3,0,Matches
588,Iñaki Williams,es ESP,FW,Athletic Club,27-278,1994,23.4,13,8,0,5,8,3,9,33.3,6,309,85,27.5,9,114,186,14,4,0,10,4,17,15,0,Matches
589,Nico Williams,es ESP,MF,Athletic Club,19-251,2002,10.5,22,14,6,8,8,6,22,27.3,16,264,69,26.1,55,119,90,19,2,0,17,8,30,4,0,Matches
590,Okay Yokuşlu,tr TUR,MFDF,Getafe,28-011,1994,1.2,4,2,3,1,0,1,2,50.0,1,20,5,25.0,7,11,2,1,0,0,1,1,5,3,0,Matches
591,Okay Yokuşlu,tr TUR,DFMF,Celta Vigo,28-011,1994,1.6,3,2,1,1,1,1,2,50.0,1,19,9,47.4,9,8,2,2,1,0,1,5,8,7,0,Matches
592,Joseba Zaldúa,es ESP,DF,Real Sociedad,29-269,1992,9.6,28,16,19,8,1,10,17,58.8,7,121,27,22.3,64,44,13,22,4,1,18,10,38,29,0,Matches
593,Oier Zarraga,es ESP,MF,Athletic Club,23-075,1999,10.7,13,6,4,8,1,3,18,16.7,15,188,37,19.7,44,98,46,19,10,0,9,16,29,6,0,Matches
594,Luca Zidane,fr FRA,GKMF,Rayo Vallecano,23-311,1998,6.2,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,0,1,Matches
595,Igor Zubeldia,es ESP,DF,Real Sociedad,24-355,1997,10.9,16,11,10,6,0,7,11,63.6,4,93,28,30.1,49,31,13,14,6,0,8,16,32,42,0,Matches
596,Martín Zubimendi,es ESP,MF,Real Sociedad,23-046,1999,18.8,42,20,18,18,6,14,24,58.3,10,257,86,33.5,94,128,35,24,9,0,15,33,75,41,0,Matches
