name,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
Joaquín,27692.30769230769,1440000,13269.23076923077,690000,23073.596153846152,1199827,11056.096153846154,574917,31351.076923076922,1630256,15022.384615384615,781164,1-yr,1440000,690000,1199827,574917,1630256,781164,Reserve,F,RW,40,Spain,Real Betis
Florian Lejeune,27500,1430000,13269.23076923077,690000,22913.365384615383,1191495,11056.096153846154,574917,31133.365384615383,1618935,15022.384615384615,781164,3-yrs,4290000,2070000,3574484,1724751,4856805,2343493,Starter,D,CB,30,France,Alaves
Tomás Pina,27500,1430000,13269.23076923077,690000,22913.365384615383,1191495,11056.096153846154,574917,31133.365384615383,1618935,15022.384615384615,781164,1-yr,1430000,690000,1191495,574917,1618935,781164,Starter,M,CM,34,Spain,Alaves
Boulaye Dia,27115.384615384617,1410000,13076.923076923076,680000,22592.884615384617,1174830,10895.865384615385,566585,30697.923076923078,1596292,14804.673076923076,769843,5-yrs,7050000,3400000,5874151,2832924,7981462,3849216,Reserve,F,CF,25,Senegal,Villarreal
Gonzalo Montiel,27115.384615384617,1410000,13076.923076923076,680000,22592.884615384617,1174830,10895.865384615385,566585,30697.923076923078,1596292,14804.673076923076,769843,5-yrs,7050000,3400000,5874151,2832924,7981462,3849216,Starter,D,RB,25,Argentina,Sevilla
Oihan Sancet,26923.076923076922,1400000,12884.615384615385,670000,22432.653846153848,1166498,10735.634615384615,558253,30480.21153846154,1584971,14586.961538461539,758522,3-yrs,4200000,2010000,3499494,1674758,4754914,2275566,Reserve,F,AM,21,Spain,Athletic Club
Rodrigo Battaglia,26538.46153846154,1380000,12692.307692307691,660000,22112.19230769231,1149834,10575.403846153846,549921,30044.78846153846,1562329,14369.25,747201,1-yr,1380000,660000,1149834,549921,1562329,747201,Reserve,M,CM,30,Argentina,Mallorca
Sergio Canales,26346.153846153848,1370000,12692.307692307691,660000,21951.96153846154,1141502,10575.403846153846,549921,29827.076923076922,1551008,14369.25,747201,5-yrs,6850000,3300000,5707509,2749603,7755038,3736004,Starter,F,AM,30,Spain,Real Betis
Darwin Machís,26153.846153846152,1360000,12500,650000,21791.73076923077,1133170,10415.153846153846,541588,29609.346153846152,1539686,14151.51923076923,735879,2-yrs,2720000,1300000,2266339,1083177,3079373,1471759,Reserve,F,LW,28,Venezuela,Granada
Rubén García,25961.53846153846,1350000,12500,650000,21631.5,1124838,10415.153846153846,541588,29391.634615384617,1528365,14151.51923076923,735879,3-yrs,4050000,1950000,3374513,1624765,4585095,2207638,Starter,F,RW,28,Spain,Osasuna
Brais Méndez,25961.53846153846,1350000,12500,650000,21631.5,1124838,10415.153846153846,541588,29391.634615384617,1528365,14151.51923076923,735879,3-yrs,4050000,1950000,3374513,1624765,4585095,2207638,Starter,F,RW,25,Spain,Celta Vigo
Augusto Solari,25961.53846153846,1350000,12500,650000,21631.5,1124838,10415.153846153846,541588,29391.634615384617,1528365,14151.51923076923,735879,2-yrs,2700000,1300000,2249675,1083177,3056730,1471759,Reserve,F,RW,30,Argentina,Celta Vigo
Florentino,25384.615384615383,1320000,12115.384615384615,630000,21150.78846153846,1099841,10094.692307692309,524924,28738.48076923077,1494401,13716.096153846154,713237,1-yr,1320000,630000,1099841,524924,1494401,713237,Reserve,M,DM,22,Portugal,Getafe
Karim Rekik,25192.30769230769,1310000,12115.384615384615,630000,20990.55769230769,1091509,10094.692307692309,524924,28520.76923076923,1483080,13716.096153846154,713237,4-yrs,5240000,2520000,4366036,2099697,5932321,2852948,Starter,D,CB,27,Netherlands,Sevilla
Manu Morlanes,25192.30769230769,1310000,12115.384615384615,630000,20990.55769230769,1091509,10094.692307692309,524924,28520.76923076923,1483080,13716.096153846154,713237,1-yr,1310000,630000,1091509,524924,1483080,713237,Starter,M,CM,23,Spain,Espanyol
Lei Wu,25192.30769230769,1310000,12115.384615384615,630000,20990.55769230769,1091509,10094.692307692309,524924,28520.76923076923,1483080,13716.096153846154,713237,3-yrs,3930000,1890000,3274527,1574773,4449241,2139711,Reserve,F,LW,30,China,Espanyol
Sergio Escudero,25000,1300000,11923.076923076924,620000,20830.326923076922,1083177,9934.461538461539,516592,28303.05769230769,1471759,13498.384615384615,701916,1-yr,1300000,620000,1083177,516592,1471759,701916,Reserve,D,LB,32,Spain,Granada
Borja Iglesias,24807.69230769231,1290000,11923.076923076924,620000,20670.096153846152,1074845,9934.461538461539,516592,28085.346153846152,1460438,13498.384615384615,701916,5-yrs,6450000,3100000,5374224,2582960,7302189,3509579,Reserve,F,CF,29,Spain,Real Betis
Álvaro Negredo,24807.69230769231,1290000,11923.076923076924,620000,20670.096153846152,1074845,9934.461538461539,516592,28085.346153846152,1460438,13498.384615384615,701916,1-yr,1290000,620000,1074845,516592,1460438,701916,Starter,F,CF,36,Spain,Cadiz
Jeremías Ledesma,24615.384615384617,1280000,11730.76923076923,610000,20509.865384615383,1066513,9774.23076923077,508260,27867.634615384617,1449117,13280.673076923076,690595,4-yrs,5120000,2440000,4266050,2033040,5796466,2762378,Starter,K,GK,28,Argentina,Cadiz
Rafa Mir,24230.76923076923,1260000,11538.461538461539,600000,20189.384615384617,1049848,9614,499928,27432.19230769231,1426474,13062.942307692309,679273,6-yrs,7560000,3600000,6299090,2999567,8558845,4075640,Reserve,F,CF,24,Spain,Sevilla
Domingos Duarte,24230.76923076923,1260000,11538.461538461539,600000,20189.384615384617,1049848,9614,499928,27432.19230769231,1426474,13062.942307692309,679273,2-yrs,2520000,1200000,2099697,999856,2852948,1358547,Reserve,D,CB,26,Portugal,Granada
Daniel Wass,24038.46153846154,1250000,11538.461538461539,600000,20029.153846153848,1041516,9614,499928,27214.48076923077,1415153,13062.942307692309,679273,2-yrs,2500000,1200000,2083032,999856,2830306,1358547,Reserve,D,RB,32,Denmark,Atletico Madrid
Guido Carrillo,23653.846153846152,1230000,11346.153846153846,590000,19708.69230769231,1024852,9453.76923076923,491596,26779.03846153846,1392510,12845.23076923077,667952,1-yr,1230000,590000,1024852,491596,1392510,667952,Reserve,F,CF,30,Argentina,Elche
Shkodran Mustafi,23076.923076923078,1200000,11153.846153846154,580000,19228,999856,9293.538461538461,483264,26125.903846153848,1358547,12627.51923076923,656631,2-yrs,2400000,1160000,1999711,966527,2717094,1313262,Reserve,D,CB,29,Germany,Levante
Luuk de Jong,23076.923076923078,1200000,11153.846153846154,580000,19228,999856,9293.538461538461,483264,26125.903846153848,1358547,12627.51923076923,656631,1-yr,1200000,580000,999856,483264,1358547,656631,Reserve,F,CF,31,Netherlands,Barcelona
Falcao,23076.923076923078,1200000,11153.846153846154,580000,19228,999856,9293.538461538461,483264,26125.903846153848,1358547,12627.51923076923,656631,1-yr,1200000,580000,999856,483264,1358547,656631,Reserve,F,CF,35,Colombia,Rayo Vallecano
Omar Alderete,23076.923076923078,1200000,11153.846153846154,580000,19228,999856,9293.538461538461,483264,26125.903846153848,1358547,12627.51923076923,656631,1-yr,1200000,580000,999856,483264,1358547,656631,Reserve,D,CB,25,Paraguay,Valencia
Dani Vivian,22692.30769230769,1180000,10961.538461538461,570000,18907.51923076923,983191,9133.288461538461,474931,25690.46153846154,1335904,12409.807692307691,645310,2-yrs,2360000,1140000,1966383,949863,2671809,1290619,Starter,D,CB,22,Spain,Athletic Club
Landry Dimata,22692.30769230769,1180000,10961.538461538461,570000,18907.51923076923,983191,9133.288461538461,474931,25690.46153846154,1335904,12409.807692307691,645310,3-yrs,3540000,1710000,2949574,1424794,4007713,1935929,Starter,F,CF,24,Belgium,Espanyol
Manu García,22692.30769230769,1180000,10961.538461538461,570000,18907.51923076923,983191,9133.288461538461,474931,25690.46153846154,1335904,12409.807692307691,645310,1-yr,1180000,570000,983191,474931,1335904,645310,Reserve,F,AM,24,Spain,Alaves
Serge Aurier,22500,1170000,10769.23076923077,560000,18747.28846153846,974859,8973.057692307691,466599,25472.75,1324583,12192.076923076924,633988,1-yr,1170000,560000,974859,466599,1324583,633988,Reserve,D,RB,29,Cote d&#39;Ivoire,Villarreal
Roger Martí,22500,1170000,10769.23076923077,560000,18747.28846153846,974859,8973.057692307691,466599,25472.75,1324583,12192.076923076924,633988,3-yrs,3510000,1680000,2924578,1399798,3973749,1901965,Starter,F,CF,31,Spain,Levante
Alfonso Pedraza,22307.69230769231,1160000,10769.23076923077,560000,18587.05769230769,966527,8973.057692307691,466599,25255.03846153846,1313262,12192.076923076924,633988,4-yrs,4640000,2240000,3866108,1866397,5253047,2535954,Starter,D,LB,25,Spain,Villarreal
Rubén Peña,22307.69230769231,1160000,10769.23076923077,560000,18587.05769230769,966527,8973.057692307691,466599,25255.03846153846,1313262,12192.076923076924,633988,3-yrs,3480000,1680000,2899581,1399798,3939786,1901965,Reserve,D,RB,30,Spain,Villarreal
Óscar Rodríguez,22115.384615384617,1150000,10576.923076923076,550000,18426.826923076922,958195,8812.826923076924,458267,25037.326923076922,1301941,11974.365384615385,622667,1-yr,1150000,550000,958195,458267,1301941,622667,Reserve,F,AM,23,Spain,Getafe
Pau Torres,22115.384615384617,1150000,10576.923076923076,550000,18426.826923076922,958195,8812.826923076924,458267,25037.326923076922,1301941,11974.365384615385,622667,3-yrs,3450000,1650000,2874585,1374801,3905822,1868002,Starter,D,CB,25,Spain,Villarreal
Alexander Isak,21538.46153846154,1120000,10384.615384615385,540000,17946.134615384617,933199,8652.596153846154,449935,24384.173076923078,1267977,11756.653846153846,611346,5-yrs,5600000,2700000,4665993,2249675,6339885,3056730,Reserve,F,CF,22,Sweden,Real Sociedad
Facundo Pellistri,21346.153846153848,1110000,10192.307692307691,530000,17785.884615384617,924866,8492.365384615385,441603,24166.46153846154,1256656,11538.942307692309,600025,1-yr,1110000,530000,924866,441603,1256656,600025,Reserve,F,RW,20,Uruguay,Alaves
Robin Le Normand,21346.153846153848,1110000,10192.307692307691,530000,17785.884615384617,924866,8492.365384615385,441603,24166.46153846154,1256656,11538.942307692309,600025,3-yrs,3330000,1590000,2774599,1324809,3769967,1800074,Starter,D,CB,25,France,Real Sociedad
Jules Koundé,21153.846153846152,1100000,10192.307692307691,530000,17625.653846153848,916534,8492.365384615385,441603,23948.75,1245335,11538.942307692309,600025,3-yrs,3300000,1590000,2749603,1324809,3736004,1800074,Reserve,D,CB,23,France,Sevilla
Eray Cömert,21153.846153846152,1100000,10192.307692307691,530000,17625.653846153848,916534,8492.365384615385,441603,23948.75,1245335,11538.942307692309,600025,5-yrs,5500000,2650000,4582671,2208014,6226673,3000124,Starter,D,CB,23,Switzerland,Valencia
Juan Cala,21153.846153846152,1100000,10192.307692307691,530000,17625.653846153848,916534,8492.365384615385,441603,23948.75,1245335,11538.942307692309,600025,3-yrs,3300000,1590000,2749603,1324809,3736004,1800074,Reserve,D,CB,32,Spain,Cadiz
Carlos Bacca,20769.23076923077,1080000,10000,520000,17305.19230769231,899870,8332.134615384615,433271,23513.30769230769,1222692,11321.23076923077,588704,1-yr,1080000,520000,899870,433271,1222692,588704,Reserve,F,CF,35,Colombia,Granada
Aitor Fernández,20769.23076923077,1080000,10000,520000,17305.19230769231,899870,8332.134615384615,433271,23513.30769230769,1222692,11321.23076923077,588704,3-yrs,3240000,1560000,2699610,1299812,3668076,1766111,Starter,K,GK,30,Spain,Levante
Lucas Pérez,20769.23076923077,1080000,10000,520000,17305.19230769231,899870,8332.134615384615,433271,23513.30769230769,1222692,11321.23076923077,588704,2-yrs,2160000,1040000,1799740,866541,2445384,1177407,Starter,F,CF,33,Spain,Cadiz
Luis Milla,20576.923076923078,1070000,9807.692307692309,510000,17144.96153846154,891538,8171.903846153846,424939,23295.596153846152,1211371,11103.5,577382,3-yrs,3210000,1530000,2674614,1274816,3634113,1732147,Starter,M,CM,27,Spain,Granada
Ludwig Augustinsson,20576.923076923078,1070000,9807.692307692309,510000,17144.96153846154,891538,8171.903846153846,424939,23295.596153846152,1211371,11103.5,577382,4-yrs,4280000,2040000,3566152,1699754,4845483,2309529,Reserve,D,LB,27,Sweden,Sevilla
Jason,20192.30769230769,1050000,9615.384615384615,500000,16824.5,874874,8011.653846153846,416606,22860.153846153848,1188728,10885.788461538461,566061,4-yrs,4200000,2000000,3499494,1666426,4754914,2264245,Starter,F,RW,27,Spain,Alaves
Gastón Álvarez,20192.30769230769,1050000,9615.384615384615,500000,16824.5,874874,8011.653846153846,416606,22860.153846153848,1188728,10885.788461538461,566061,1-yr,1050000,500000,874874,416606,1188728,566061,Reserve,D,CB,21,Uruguay,Getafe
Pere Pons,20192.30769230769,1050000,9615.384615384615,500000,16824.5,874874,8011.653846153846,416606,22860.153846153848,1188728,10885.788461538461,566061,1-yr,1050000,500000,874874,416606,1188728,566061,Reserve,M,DM,28,Spain,Alaves
Carlos Fernández,20000,1040000,9615.384615384615,500000,16664.25,866541,8011.653846153846,416606,22642.44230769231,1177407,10885.788461538461,566061,5-yrs,5200000,2500000,4332707,2083032,5887036,2830306,Reserve,F,CF,25,Spain,Real Sociedad
Cristian Tello,20000,1040000,9615.384615384615,500000,16664.25,866541,8011.653846153846,416606,22642.44230769231,1177407,10885.788461538461,566061,1-yr,1040000,500000,866541,416606,1177407,566061,Reserve,F,LW,30,Spain,Real Betis
Enis Bardhi,19615.384615384617,1020000,9423.076923076924,490000,16343.788461538461,849877,7851.423076923077,408274,22207.01923076923,1154765,10668.076923076924,554740,1-yr,1020000,490000,849877,408274,1154765,554740,Starter,F,AM,26,North Macedonia,Levante
Dídac Vilà,19423.076923076922,1010000,9230.76923076923,480000,16183.557692307691,841545,7691.192307692308,399942,21989.30769230769,1143444,10450.365384615385,543419,1-yr,1010000,480000,841545,399942,1143444,543419,Reserve,D,LB,32,Spain,Espanyol
Nacho Vidal,19423.076923076922,1010000,9230.76923076923,480000,16183.557692307691,841545,7691.192307692308,399942,21989.30769230769,1143444,10450.365384615385,543419,4-yrs,4040000,1920000,3366180,1599769,4573774,2173675,Reserve,D,RB,27,Spain,Osasuna
Takefusa Kubo,19230.76923076923,1000000,9230.76923076923,480000,16023.326923076924,833213,7691.192307692308,399942,21771.576923076922,1132122,10450.365384615385,543419,1-yr,1000000,480000,833213,399942,1132122,543419,Starter,F,RW,20,Japan,Mallorca
Lucas Olaza,19230.76923076923,1000000,9230.76923076923,480000,16023.326923076924,833213,7691.192307692308,399942,21771.576923076922,1132122,10450.365384615385,543419,1-yr,1000000,480000,833213,399942,1132122,543419,Reserve,D,LB,27,Uruguay,Elche
Jon Guridi,19230.76923076923,1000000,9230.76923076923,480000,16023.326923076924,833213,7691.192307692308,399942,21771.576923076922,1132122,10450.365384615385,543419,3-yrs,3000000,1440000,2499639,1199827,3396367,1630256,Reserve,M,CM,26,Spain,Real Sociedad
Fernando Calero,19038.46153846154,990000,9230.76923076923,480000,15863.096153846154,824881,7691.192307692308,399942,21553.865384615383,1120801,10450.365384615385,543419,3-yrs,2970000,1440000,2474643,1199827,3362403,1630256,Reserve,D,CB,26,Spain,Espanyol
Oier Olazábal,19038.46153846154,990000,9230.76923076923,480000,15863.096153846154,824881,7691.192307692308,399942,21553.865384615383,1120801,10450.365384615385,543419,1-yr,990000,480000,824881,399942,1120801,543419,Reserve,K,GK,32,Spain,Espanyol
Aihen Muñoz,19038.46153846154,990000,9230.76923076923,480000,15863.096153846154,824881,7691.192307692308,399942,21553.865384615383,1120801,10450.365384615385,543419,3-yrs,2970000,1440000,2474643,1199827,3362403,1630256,Reserve,D,LB,24,Spain,Real Sociedad
Pablo Maffeo,18846.153846153848,980000,9038.461538461539,470000,15702.865384615385,816549,7530.961538461538,391610,21336.153846153848,1109480,10232.634615384615,532097,1-yr,980000,470000,816549,391610,1109480,532097,Starter,D,RB,24,Spain,Mallorca
Adrià Pedrosa,18461.53846153846,960000,8846.153846153846,460000,15382.384615384615,799884,7370.7307692307695,383278,20900.71153846154,1086837,10014.923076923076,520776,2-yrs,1920000,920000,1599769,766556,2173675,1041553,Starter,D,LB,23,Spain,Espanyol
Kevin Vázquez,18461.53846153846,960000,8846.153846153846,460000,15382.384615384615,799884,7370.7307692307695,383278,20900.71153846154,1086837,10014.923076923076,520776,2-yrs,1920000,920000,1599769,766556,2173675,1041553,Reserve,D,RB,28,Spain,Celta Vigo
Nikola Vukcevic,18461.53846153846,960000,8846.153846153846,460000,15382.384615384615,799884,7370.7307692307695,383278,20900.71153846154,1086837,10014.923076923076,520776,1-yr,960000,460000,799884,383278,1086837,520776,Reserve,M,DM,30,Montenegro,Levante
Sergio Herrera,18269.23076923077,950000,8846.153846153846,460000,15222.153846153846,791552,7370.7307692307695,383278,20683,1075516,10014.923076923076,520776,5-yrs,4750000,2300000,3957762,1916390,5377581,2603881,Starter,K,GK,28,Spain,Osasuna
Marko Dmitrovic,18269.23076923077,950000,8846.153846153846,460000,15222.153846153846,791552,7370.7307692307695,383278,20683,1075516,10014.923076923076,520776,4-yrs,3800000,1840000,3166209,1533112,4302065,2083105,Reserve,K,GK,30,Serbia,Sevilla
Víctor Ruiz,17884.615384615383,930000,8653.846153846154,450000,14901.692307692309,774888,7210.5,374946,20247.576923076922,1052874,9797.211538461539,509455,2-yrs,1860000,900000,1549776,749892,2105747,1018910,Reserve,D,CB,33,Spain,Real Betis
Santiago Arias,17692.30769230769,920000,8461.538461538461,440000,14741.461538461539,766556,7050.2692307692305,366614,20029.865384615383,1041553,9579.5,498134,1-yr,920000,440000,766556,366614,1041553,498134,Reserve,D,RB,30,Colombia,Granada
Matt Miazga,17500,910000,8461.538461538461,440000,14581.23076923077,758224,7050.2692307692305,366614,19812.134615384617,1030231,9579.5,498134,1-yr,910000,440000,758224,366614,1030231,498134,Reserve,D,CB,26,United States,Alaves
Juanmi,17500,910000,8461.538461538461,440000,14581.23076923077,758224,7050.2692307692305,366614,19812.134615384617,1030231,9579.5,498134,3-yrs,2730000,1320000,2274671,1099841,3090694,1494401,Starter,F,LW,28,Spain,Real Betis
Fran Beltrán,17307.69230769231,900000,8269.23076923077,430000,14421,749892,6890.038461538462,358282,19594.423076923078,1018910,9361.788461538461,486813,5-yrs,4500000,2150000,3749458,1791408,5094550,2434063,Starter,M,CM,22,Spain,Celta Vigo
Joel Robles,17307.69230769231,900000,8269.23076923077,430000,14421,749892,6890.038461538462,358282,19594.423076923078,1018910,9361.788461538461,486813,1-yr,900000,430000,749892,358282,1018910,486813,Reserve,K,GK,31,Spain,Real Betis
Víctor Camarasa,17115.384615384617,890000,8269.23076923077,430000,14260.76923076923,741560,6890.038461538462,358282,19376.71153846154,1007589,9361.788461538461,486813,1-yr,890000,430000,741560,358282,1007589,486813,Reserve,M,CM,27,Spain,Real Betis
Uros Racic,16923.076923076922,880000,8076.923076923077,420000,14100.51923076923,733227,6729.788461538462,349949,19159,996268,9144.057692307691,475491,3-yrs,2640000,1260000,2199682,1049848,2988803,1426474,Reserve,M,DM,23,Serbia,Valencia
Ander Guevara,16730.76923076923,870000,8076.923076923077,420000,13940.288461538461,724895,6729.788461538462,349949,18941.26923076923,984946,9144.057692307691,475491,3-yrs,2610000,1260000,2174686,1049848,2954839,1426474,Reserve,M,CM,24,Spain,Real Sociedad
Enes Ünal,16538.46153846154,860000,7884.615384615385,410000,13780.057692307691,716563,6569.557692307692,341617,18723.55769230769,973625,8926.346153846154,464170,4-yrs,3440000,1640000,2866253,1366469,3894501,1856681,Starter,F,CF,24,Turkey,Getafe
Diego Rico,16346.153846153846,850000,7884.615384615385,410000,13619.826923076924,708231,6569.557692307692,341617,18505.846153846152,962304,8926.346153846154,464170,2-yrs,1700000,820000,1416462,683235,1924608,928340,Starter,D,LB,28,Spain,Real Sociedad
Jens Jönsson,16153.846153846154,840000,7692.307692307692,400000,13459.596153846154,699899,6409.326923076923,333285,18288.134615384617,950983,8708.634615384615,452849,1-yr,840000,400000,699899,333285,950983,452849,Reserve,M,DM,29,Denmark,Cadiz
Orbelín Pineda,16153.846153846154,840000,7692.307692307692,400000,13459.596153846154,699899,6409.326923076923,333285,18288.134615384617,950983,8708.634615384615,452849,6-yrs,5040000,2400000,4199393,1999711,5705896,2717094,Reserve,F,LW,25,Mexico,Celta Vigo
Tomás Alarcón,15961.538461538461,830000,7692.307692307692,400000,13299.365384615385,691567,6409.326923076923,333285,18070.423076923078,939662,8708.634615384615,452849,4-yrs,3320000,1600000,2766267,1333141,3758646,1811396,Reserve,M,DM,23,Chile,Cadiz
Luis Rioja,15769.23076923077,820000,7500,390000,13139.134615384615,683235,6249.096153846154,324953,17852.69230769231,928340,8490.923076923076,441528,4-yrs,3280000,1560000,2732939,1299812,3713361,1766111,Starter,F,LW,28,Spain,Alaves
Iddrisu Baba,15769.23076923077,820000,7500,390000,13139.134615384615,683235,6249.096153846154,324953,17852.69230769231,928340,8490.923076923076,441528,3-yrs,2460000,1170000,2049704,974859,2785021,1324583,Reserve,M,CM,26,Ghana,Mallorca
Omar Mascarell,15769.23076923077,820000,7500,390000,13139.134615384615,683235,6249.096153846154,324953,17852.69230769231,928340,8490.923076923076,441528,1-yr,820000,390000,683235,324953,928340,441528,Starter,M,DM,29,Spain,Elche
Loren Morón,15576.923076923076,810000,7500,390000,12978.903846153846,674903,6249.096153846154,324953,17634.98076923077,917019,8490.923076923076,441528,1-yr,810000,390000,674903,324953,917019,441528,Reserve,F,CF,28,Spain,Espanyol
Álvaro García,15384.615384615385,800000,7307.692307692308,380000,12818.653846153846,666570,6088.865384615385,316621,17417.26923076923,905698,8273.192307692309,430206,5-yrs,4000000,1900000,3332852,1583105,4528489,2151032,Starter,F,LW,29,Spain,Rayo Vallecano
Giovanni González,15384.615384615385,800000,7307.692307692308,380000,12818.653846153846,666570,6088.865384615385,316621,17417.26923076923,905698,8273.192307692309,430206,3-yrs,2400000,1140000,1999711,949863,2717094,1290619,Reserve,D,RB,27,Uruguay,Mallorca
Reinildo Mandava,15384.615384615385,800000,7307.692307692308,380000,12818.653846153846,666570,6088.865384615385,316621,17417.26923076923,905698,8273.192307692309,430206,4-yrs,3200000,1520000,2666282,1266484,3622791,1720826,Reserve,D,LB,28,Mozambique,Atletico Madrid
Mouctar Diakhaby,15384.615384615385,800000,7307.692307692308,380000,12818.653846153846,666570,6088.865384615385,316621,17417.26923076923,905698,8273.192307692309,430206,2-yrs,1600000,760000,1333141,633242,1811396,860413,Reserve,D,CB,25,France,Valencia
Fran Mérida,15192.307692307691,790000,7307.692307692308,380000,12658.423076923076,658238,6088.865384615385,316621,17199.55769230769,894377,8273.192307692309,430206,1-yr,790000,380000,658238,316621,894377,430206,Reserve,M,CM,31,Spain,Espanyol
Antonio Raíllo,15000,780000,7115.384615384615,370000,12498.192307692309,649906,5928.634615384615,308289,16981.826923076922,883055,8055.4807692307695,418885,3-yrs,2340000,1110000,1949718,924866,2649166,1256656,Starter,D,CB,30,Spain,Mallorca
Rubén Alcaraz,14807.692307692309,770000,7115.384615384615,370000,12337.961538461539,641574,5928.634615384615,308289,16764.115384615383,871734,8055.4807692307695,418885,1-yr,770000,370000,641574,308289,871734,418885,Starter,M,CM,30,Spain,Cadiz
Darko Brasanac,14807.692307692309,770000,7115.384615384615,370000,12337.961538461539,641574,5928.634615384615,308289,16764.115384615383,871734,8055.4807692307695,418885,2-yrs,1540000,740000,1283148,616578,1743468,837771,Reserve,M,CM,29,Serbia,Osasuna
Giorgi Mamardashvili,14615.384615384615,760000,6923.076923076923,360000,12177.73076923077,633242,5768.403846153846,299957,16546.403846153848,860413,7837.7692307692305,407564,3-yrs,2280000,1080000,1899726,899870,2581239,1222692,Starter,K,GK,21,Georgia,Valencia
Koba Koindredi,14615.384615384615,760000,6923.076923076923,360000,12177.73076923077,633242,5768.403846153846,299957,16546.403846153848,860413,7837.7692307692305,407564,4-yrs,3040000,1440000,2532967,1199827,3441652,1630256,Reserve,M,CM,20,Neukaledonien,Valencia
Rúben Vezo,14423.076923076924,750000,6923.076923076923,360000,12017.5,624910,5768.403846153846,299957,16328.692307692309,849092,7837.7692307692305,407564,3-yrs,2250000,1080000,1874729,899870,2547275,1222692,Starter,D,CB,27,Portugal,Levante
Sandro Ramírez,14423.076923076924,750000,6923.076923076923,360000,12017.5,624910,5768.403846153846,299957,16328.692307692309,849092,7837.7692307692305,407564,1-yr,750000,360000,624910,299957,849092,407564,Starter,F,CF,26,Spain,Getafe
Martín Cáceres,14423.076923076924,750000,6923.076923076923,360000,12017.5,624910,5768.403846153846,299957,16328.692307692309,849092,7837.7692307692305,407564,1-yr,750000,360000,624910,299957,849092,407564,Reserve,D,CB,34,Uruguay,Levante
Youssouf Sabaly,14423.076923076924,750000,6923.076923076923,360000,12017.5,624910,5768.403846153846,299957,16328.692307692309,849092,7837.7692307692305,407564,5-yrs,3750000,1800000,3124549,1499783,4245459,2037820,Reserve,D,RB,28,Senegal,Real Betis
Miguel Gutiérrez,14423.076923076924,750000,6923.076923076923,360000,12017.5,624910,5768.403846153846,299957,16328.692307692309,849092,7837.7692307692305,407564,3-yrs,2250000,1080000,1874729,899870,2547275,1222692,Reserve,D,LB,20,Spain,Real Madrid
Tonny Vilhena,14423.076923076924,750000,6923.076923076923,360000,12017.5,624910,5768.403846153846,299957,16328.692307692309,849092,7837.7692307692305,407564,1-yr,750000,360000,624910,299957,849092,407564,Starter,M,CM,27,Netherlands,Espanyol
Luís Maximiano,14230.76923076923,740000,6923.076923076923,360000,11857.26923076923,616578,5768.403846153846,299957,16110.98076923077,837771,7837.7692307692305,407564,4-yrs,2960000,1440000,2466310,1199827,3351082,1630256,Starter,K,GK,23,Portugal,Granada
Yangel Herrera,13846.153846153846,720000,6730.7692307692305,350000,11536.788461538461,599913,5608.173076923077,291625,15675.538461538461,815128,7620.057692307692,396243,1-yr,720000,350000,599913,291625,815128,396243,Reserve,M,CM,24,Venezuela,Espanyol
Roberto Soldado,13653.846153846154,710000,6538.461538461538,340000,11376.557692307691,591581,5447.923076923077,283292,15457.826923076924,803807,7402.346153846154,384922,2-yrs,1420000,680000,1183162,566585,1607614,769843,Reserve,F,CF,36,Spain,Levante
Roberto Torres,13653.846153846154,710000,6538.461538461538,340000,11376.557692307691,591581,5447.923076923077,283292,15457.826923076924,803807,7402.346153846154,384922,2-yrs,1420000,680000,1183162,566585,1607614,769843,Reserve,F,AM,32,Spain,Osasuna
Joselu,13653.846153846154,710000,6538.461538461538,340000,11376.557692307691,591581,5447.923076923077,283292,15457.826923076924,803807,7402.346153846154,384922,1-yr,710000,340000,591581,283292,803807,384922,Starter,F,CF,31,Spain,Alaves
Rubén Sobrino,13461.538461538461,700000,6538.461538461538,340000,11216.326923076924,583249,5447.923076923077,283292,15240.115384615385,792486,7402.346153846154,384922,3-yrs,2100000,1020000,1749747,849877,2377457,1154765,Reserve,F,CF,29,Spain,Cadiz
Ángel Montoro,13461.538461538461,700000,6538.461538461538,340000,11216.326923076924,583249,5447.923076923077,283292,15240.115384615385,792486,7402.346153846154,384922,1-yr,700000,340000,583249,283292,792486,384922,Reserve,M,CM,33,Spain,Granada
Keidi Bare,13461.538461538461,700000,6538.461538461538,340000,11216.326923076924,583249,5447.923076923077,283292,15240.115384615385,792486,7402.346153846154,384922,3-yrs,2100000,1020000,1749747,849877,2377457,1154765,Reserve,M,CM,24,Albania,Espanyol
Andoni Gorosabel,13461.538461538461,700000,6538.461538461538,340000,11216.326923076924,583249,5447.923076923077,283292,15240.115384615385,792486,7402.346153846154,384922,3-yrs,2100000,1020000,1749747,849877,2377457,1154765,Starter,D,RB,25,Spain,Real Sociedad
