name,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
Nacho Monreal,66346.15384615384,3450000,31923.076923076922,1660000,55280.480769230766,2874585,26598.73076923077,1383134,75111.96153846153,3905822,36140.82692307692,1879323,1-yr,3450000,1660000,2874585,1383134,3905822,1879323,Reserve,D,LB,35,Spain,Real Sociedad
Igor Zubeldia,65769.23076923077,3420000,31538.46153846154,1640000,54799.769230769234,2849588,26278.25,1366469,74458.80769230769,3871858,35705.403846153844,1856681,3-yrs,10260000,4920000,8548765,4099408,11615575,5570042,Starter,D,CB,24,Spain,Real Sociedad
Diego Carlos,63846.153846153844,3320000,30576.923076923078,1590000,53197.442307692305,2766267,25477.096153846152,1324809,72281.65384615384,3758646,34616.807692307695,1800074,3-yrs,9960000,4770000,8298801,3974426,11275938,5400223,Starter,D,CB,28,Brazil,Sevilla
Rafinha,62500,3250000,30000,1560000,52075.807692307695,2707942,24996.384615384617,1299812,70757.63461538461,3679397,33963.67307692308,1766111,1-yr,3250000,1560000,2707942,1299812,3679397,1766111,Starter,M,CM,28,Brazil,Real Sociedad
Denis Cheryshev,61346.153846153844,3190000,29423.076923076922,1530000,51114.403846153844,2657949,24515.69230769231,1274816,69451.34615384616,3611470,33310.519230769234,1732147,1-yr,3190000,1530000,2657949,1274816,3611470,1732147,Reserve,F,LW,31,Russia,Valencia
Benjamin Lecomte,59423.07692307692,3090000,28461.53846153846,1480000,49512.07692307692,2574628,23714.51923076923,1233155,67274.19230769231,3498258,32221.94230769231,1675541,1-yr,3090000,1480000,2574628,1233155,3498258,1675541,Reserve,K,GK,30,France,Atletico Madrid
Raúl Albiol,57884.61538461538,3010000,27692.30769230769,1440000,48230.21153846154,2507971,23073.596153846152,1199827,65532.46153846154,3407688,31351.076923076922,1630256,2-yrs,6020000,2880000,5015942,2399653,6815376,3260512,Starter,D,CB,36,Spain,Villarreal
Eric García,57692.307692307695,3000000,27692.30769230769,1440000,48069.980769230766,2499639,23073.596153846152,1199827,65314.75,3396367,31351.076923076922,1630256,5-yrs,15000000,7200000,12498195,5999133,16981834,8151281,Reserve,D,CB,21,Spain,Barcelona
Yeremi Pino,57692.307692307695,3000000,27692.30769230769,1440000,48069.980769230766,2499639,23073.596153846152,1199827,65314.75,3396367,31351.076923076922,1630256,6-yrs,18000000,8640000,14997833,7198960,20378201,9781537,Reserve,F,RW,19,Spain,Villarreal
Matheus Cunha,57692.307692307695,3000000,27692.30769230769,1440000,48069.980769230766,2499639,23073.596153846152,1199827,65314.75,3396367,31351.076923076922,1630256,5-yrs,15000000,7200000,12498195,5999133,16981834,8151281,Reserve,F,CF,22,Brazil,Atletico Madrid
Willian José,57692.307692307695,3000000,27692.30769230769,1440000,48069.980769230766,2499639,23073.596153846152,1199827,65314.75,3396367,31351.076923076922,1630256,1-yr,3000000,1440000,2499639,1199827,3396367,1630256,Starter,F,CF,30,Brazil,Real Betis
Gonzalo Escalante,56153.846153846156,2920000,26923.076923076922,1400000,46788.11538461538,2432982,22432.653846153848,1166498,63573.019230769234,3305797,30480.21153846154,1584971,1-yr,2920000,1400000,2432982,1166498,3305797,1584971,Starter,M,CM,28,Argentina,Alaves
Gerónimo Rulli,55769.230769230766,2900000,26730.76923076923,1390000,46467.653846153844,2416318,22272.423076923078,1158166,63137.596153846156,3283155,30262.5,1573650,3-yrs,8700000,4170000,7248953,3474498,9849464,4720950,Starter,K,GK,29,Argentina,Villarreal
David Silva,55769.230769230766,2900000,26730.76923076923,1390000,46467.653846153844,2416318,22272.423076923078,1158166,63137.596153846156,3283155,30262.5,1573650,1-yr,2900000,1390000,2416318,1158166,3283155,1573650,Reserve,F,AM,36,Spain,Real Sociedad
Hugo Duro,55576.92307692308,2890000,26730.76923076923,1390000,46307.403846153844,2407985,22272.423076923078,1158166,62919.86538461538,3271833,30262.5,1573650,1-yr,2890000,1390000,2407985,1158166,3271833,1573650,Reserve,F,CF,22,Spain,Valencia
Álex Berenguer,54807.692307692305,2850000,26346.153846153848,1370000,45666.480769230766,2374657,21951.96153846154,1141502,62049.019230769234,3226549,29827.076923076922,1551008,3-yrs,8550000,4110000,7123971,3424505,9679646,4653023,Starter,F,LW,26,Spain,Athletic Club
Marcos Acuña,54615.38461538462,2840000,26153.846153846152,1360000,45506.25,2366325,21791.73076923077,1133170,61831.28846153846,3215227,29609.346153846152,1539686,3-yrs,8520000,4080000,7098975,3399509,9645682,4619059,Starter,D,LB,30,Argentina,Sevilla
Dani Ceballos,54230.769230769234,2820000,25961.53846153846,1350000,45185.78846153846,2349661,21631.5,1124838,61395.86538461538,3192585,29391.634615384617,1528365,2-yrs,5640000,2700000,4699321,2249675,6385170,3056730,Reserve,M,CM,25,Spain,Real Madrid
Dani García,53269.230769230766,2770000,25576.923076923078,1330000,44384.61538461538,2308000,21311.01923076923,1108173,60307.28846153846,3135979,28956.21153846154,1505723,1-yr,2770000,1330000,2308000,1108173,3135979,1505723,Starter,M,CM,31,Spain,Athletic Club
Marc Bartra,51923.07692307692,2700000,25000,1300000,43262.980769230766,2249675,20830.326923076922,1083177,58783.269230769234,3056730,28303.05769230769,1471759,2-yrs,5400000,2600000,4499350,2166354,6113460,2943518,Starter,D,CB,31,Spain,Real Betis
Adama Traoré,51730.769230769234,2690000,24807.69230769231,1290000,43102.75,2241343,20670.096153846152,1074845,58565.557692307695,3045409,28085.346153846152,1460438,1-yr,2690000,1290000,2241343,1074845,3045409,1460438,Starter,F,RW,26,Spain,Barcelona
Raúl de Tomás,51730.769230769234,2690000,24807.69230769231,1290000,43102.75,2241343,20670.096153846152,1074845,58565.557692307695,3045409,28085.346153846152,1460438,5-yrs,13450000,6450000,11206714,5374224,15227045,7302189,Reserve,F,CF,27,Spain,Espanyol
Guido Rodríguez,51538.46153846154,2680000,24807.69230769231,1290000,42942.519230769234,2233011,20670.096153846152,1074845,58347.846153846156,3034088,28085.346153846152,1460438,3-yrs,8040000,3870000,6699032,3224534,9102263,4381313,Starter,M,DM,27,Argentina,Real Betis
Nemanja Gudelj,50769.230769230766,2640000,24423.076923076922,1270000,42301.57692307692,2199682,20349.615384615383,1058180,57476.980769230766,2988803,27649.903846153848,1437795,2-yrs,5280000,2540000,4399364,2116361,5977606,2875591,Starter,M,DM,30,Serbia,Sevilla
Erik Lamela,50576.92307692308,2630000,24230.76923076923,1260000,42141.346153846156,2191350,20189.384615384617,1049848,57259.269230769234,2977482,27432.19230769231,1426474,3-yrs,7890000,3780000,6574050,3149545,8932445,4279422,Reserve,F,RW,29,Argentina,Sevilla
Manu Vallejo,50576.92307692308,2630000,24230.76923076923,1260000,42141.346153846156,2191350,20189.384615384617,1049848,57259.269230769234,2977482,27432.19230769231,1426474,1-yr,2630000,1260000,2191350,1049848,2977482,1426474,Reserve,F,CF,24,Spain,Alaves
Iago Aspas,50000,2600000,24038.46153846154,1250000,41660.653846153844,2166354,20029.153846153848,1041516,56606.11538461538,2943518,27214.48076923077,1415153,2-yrs,5200000,2500000,4332707,2083032,5887036,2830306,Starter,F,CF,34,Spain,Celta Vigo
Hugo Mallo,49807.692307692305,2590000,23846.153846153848,1240000,41500.42307692308,2158022,19868.923076923078,1033184,56388.403846153844,2932197,26996.76923076923,1403832,2-yrs,5180000,2480000,4316043,2066368,5864394,2807663,Starter,D,RB,30,Spain,Celta Vigo
Yeray Álvarez,49230.769230769234,2560000,23653.846153846152,1230000,41019.71153846154,2133025,19708.69230769231,1024852,55735.25,2898233,26779.03846153846,1392510,5-yrs,12800000,6150000,10665126,5124260,14491165,6962552,Reserve,D,CB,27,Spain,Athletic Club
Andriy Lunin,48653.846153846156,2530000,23269.23076923077,1210000,40539.019230769234,2108029,19388.23076923077,1008188,55082.096153846156,2864269,26343.615384615383,1369868,3-yrs,7590000,3630000,6324086,3024563,8592808,4109604,Reserve,K,GK,22,Ukraine,Real Madrid
Pierre-Emerick Aubameyang,48076.92307692308,2500000,23076.923076923078,1200000,40058.307692307695,2083032,19228,999856,54428.96153846154,2830306,26125.903846153848,1358547,4-yrs,10000000,4800000,8332130,3999422,11321223,5434187,Reserve,F,CF,32,Gabon,Barcelona
Gonzalo Villar,48076.92307692308,2500000,23076.923076923078,1200000,40058.307692307695,2083032,19228,999856,54428.96153846154,2830306,26125.903846153848,1358547,1-yr,2500000,1200000,2083032,999856,2830306,1358547,Reserve,M,CM,23,Spain,Getafe
Franco Cervi,48076.92307692308,2500000,23076.923076923078,1200000,40058.307692307695,2083032,19228,999856,54428.96153846154,2830306,26125.903846153848,1358547,3-yrs,7500000,3600000,6249097,2999567,8490917,4075640,Starter,F,LW,27,Argentina,Celta Vigo
Florin Andone,46730.769230769234,2430000,22500,1170000,38936.692307692305,2024708,18747.28846153846,974859,52904.942307692305,2751057,25472.75,1324583,1-yr,2430000,1170000,2024708,974859,2751057,1324583,Reserve,F,CF,28,Romania,Cadiz
Manu Trigueros,46538.46153846154,2420000,22307.69230769231,1160000,38776.442307692305,2016375,18587.05769230769,966527,52687.230769230766,2739736,25255.03846153846,1313262,4-yrs,9680000,4640000,8065502,3866108,10958944,5253047,Reserve,M,CM,30,Spain,Villarreal
Étienne Capoue,46153.846153846156,2400000,22115.384615384617,1150000,38455.980769230766,1999711,18426.826923076922,958195,52251.807692307695,2717094,25037.326923076922,1301941,2-yrs,4800000,2300000,3999422,1916390,5434187,2603881,Starter,M,DM,33,France,Villarreal
Nico Williams,45192.307692307695,2350000,21730.76923076923,1130000,37654.807692307695,1958050,18106.365384615383,941531,51163.21153846154,2660487,24601.884615384617,1279298,3-yrs,7050000,3390000,5874151,2824592,7981462,3837895,Starter,F,RW,19,Spain,Athletic Club
Rubén Blanco,45000,2340000,21538.46153846154,1120000,37494.57692307692,1949718,17946.134615384617,933199,50945.5,2649166,24384.173076923078,1267977,2-yrs,4680000,2240000,3899437,1866397,5298332,2535954,Reserve,K,GK,26,Spain,Celta Vigo
Jeison Murillo,44038.46153846154,2290000,21153.846153846152,1100000,36693.42307692308,1908058,17625.653846153848,916534,49856.92307692308,2592560,23948.75,1245335,1-yr,2290000,1100000,1908058,916534,2592560,1245335,Reserve,D,CB,29,Colombia,Celta Vigo
Sergi Darder,44038.46153846154,2290000,21153.846153846152,1100000,36693.42307692308,1908058,17625.653846153848,916534,49856.92307692308,2592560,23948.75,1245335,2-yrs,4580000,2200000,3816115,1833069,5185120,2490669,Starter,M,CM,28,Spain,Espanyol
Juan Foyth,43653.846153846156,2270000,20961.53846153846,1090000,36372.942307692305,1891393,17465.423076923078,908202,49421.5,2569918,23731.01923076923,1234013,5-yrs,11350000,5450000,9456967,4541011,12849588,6170067,Starter,D,CB,24,Argentina,Villarreal
Diego López,43269.230769230766,2250000,20769.23076923077,1080000,36052.480769230766,1874729,17305.19230769231,899870,48986.057692307695,2547275,23513.30769230769,1222692,1-yr,2250000,1080000,1874729,899870,2547275,1222692,Starter,K,GK,40,Spain,Espanyol
Unai Núñez,43076.92307692308,2240000,20769.23076923077,1080000,35892.25,1866397,17305.19230769231,899870,48768.346153846156,2535954,23513.30769230769,1222692,4-yrs,8960000,4320000,7465588,3599480,10143816,4890768,Reserve,D,CB,25,Spain,Athletic Club
Álex Remiro,42884.61538461538,2230000,20576.923076923078,1070000,35732.019230769234,1858065,17144.96153846154,891538,48550.63461538462,2524633,23295.596153846152,1211371,2-yrs,4460000,2140000,3716130,1783076,5049265,2422742,Starter,K,GK,26,Spain,Real Sociedad
Djené,42307.692307692305,2200000,20384.615384615383,1060000,35251.32692307692,1833069,16984.73076923077,883206,47897.480769230766,2490669,23077.884615384617,1200050,2-yrs,4400000,2120000,3666137,1766411,4981338,2400099,Starter,D,CB,30,Togo,Getafe
Moi Gómez,41923.07692307692,2180000,20192.30769230769,1050000,34930.846153846156,1816404,16824.5,874874,47462.057692307695,2468027,22860.153846153848,1188728,4-yrs,8720000,4200000,7265617,3499494,9872106,4754914,Reserve,F,LW,27,Spain,Villarreal
Jaime Mata,41153.846153846156,2140000,19807.69230769231,1030000,34289.92307692308,1783076,16504.01923076923,858209,46591.192307692305,2422742,22424.73076923077,1166086,3-yrs,6420000,3090000,5349227,2574628,7268225,3498258,Reserve,F,CF,33,Spain,Getafe
Portu,40576.92307692308,2110000,19423.076923076922,1010000,33809.21153846154,1758079,16183.557692307691,841545,45938.03846153846,2388778,21989.30769230769,1143444,3-yrs,6330000,3030000,5274238,2524635,7166334,3430331,Starter,F,RW,29,Spain,Real Sociedad
Jaume Doménech,40576.92307692308,2110000,19423.076923076922,1010000,33809.21153846154,1758079,16183.557692307691,841545,45938.03846153846,2388778,21989.30769230769,1143444,2-yrs,4220000,2020000,3516159,1683090,4777556,2286887,Reserve,K,GK,31,Spain,Valencia
Aritz Elustondo,40576.92307692308,2110000,19423.076923076922,1010000,33809.21153846154,1758079,16183.557692307691,841545,45938.03846153846,2388778,21989.30769230769,1143444,3-yrs,6330000,3030000,5274238,2524635,7166334,3430331,Reserve,D,CB,27,Spain,Real Sociedad
Carlos Soler,40384.61538461538,2100000,19423.076923076922,1010000,33648.980769230766,1749747,16183.557692307691,841545,45720.32692307692,2377457,21989.30769230769,1143444,2-yrs,4200000,2020000,3499494,1683090,4754914,2286887,Starter,M,CM,25,Spain,Valencia
Mario Hermoso,40384.61538461538,2100000,19423.076923076922,1010000,33648.980769230766,1749747,16183.557692307691,841545,45720.32692307692,2377457,21989.30769230769,1143444,3-yrs,6300000,3030000,5249242,2524635,7132370,3430331,Starter,D,CB,26,Spain,Atletico Madrid
Marcos Llorente,40384.61538461538,2100000,19423.076923076922,1010000,33648.980769230766,1749747,16183.557692307691,841545,45720.32692307692,2377457,21989.30769230769,1143444,6-yrs,12600000,6060000,10498483,5049271,14264741,6860661,Reserve,M,CM,27,Spain,Atletico Madrid
Nemanja Maksimovic,40000,2080000,19230.76923076923,1000000,33328.519230769234,1733083,16023.326923076924,833213,45284.88461538462,2354814,21771.576923076922,1132122,3-yrs,6240000,3000000,5199249,2499639,7064443,3396367,Starter,M,DM,27,Serbia,Getafe
Mario Gaspar,39807.692307692305,2070000,19038.46153846154,990000,33168.28846153846,1724751,15863.096153846154,824881,45067.17307692308,2343493,21553.865384615383,1120801,2-yrs,4140000,1980000,3449502,1649762,4686986,2241602,Reserve,D,RB,31,Spain,Villarreal
Sergio Rico,39423.07692307692,2050000,18846.153846153848,980000,32847.82692307692,1708087,15702.865384615385,816549,44631.75,2320851,21336.153846153848,1109480,1-yr,2050000,980000,1708087,816549,2320851,1109480,Starter,K,GK,28,Spain,Mallorca
Ander Capa,38461.53846153846,2000000,18461.53846153846,960000,32046.653846153848,1666426,15382.384615384615,799884,43543.17307692308,2264245,20900.71153846154,1086837,1-yr,2000000,960000,1666426,799884,2264245,1086837,Reserve,D,RB,29,Spain,Athletic Club
Marcos André,38461.53846153846,2000000,18461.53846153846,960000,32046.653846153848,1666426,15382.384615384615,799884,43543.17307692308,2264245,20900.71153846154,1086837,5-yrs,10000000,4800000,8332130,3999422,11321223,5434187,Reserve,F,CF,25,Brazil,Valencia
Martín Montoya,38269.230769230766,1990000,18461.53846153846,960000,31886.423076923078,1658094,15382.384615384615,799884,43325.442307692305,2252923,20900.71153846154,1086837,3-yrs,5970000,2880000,4974281,2399653,6758770,3260512,Reserve,D,RB,30,Spain,Real Betis
Hélder Costa,37884.61538461538,1970000,18269.23076923077,950000,31565.96153846154,1641430,15222.153846153846,791552,42890.019230769234,2230281,20683,1075516,1-yr,1970000,950000,1641430,791552,2230281,1075516,Reserve,F,RW,28,Angola,Valencia
Joseph Aidoo,37500,1950000,18076.923076923078,940000,31245.48076923077,1624765,15061.923076923076,783220,42454.57692307692,2207638,20465.28846153846,1064195,3-yrs,5850000,2820000,4874296,2349661,6622915,3192585,Starter,D,CB,26,Ghana,Celta Vigo
Kiko Casilla,37307.692307692305,1940000,17884.615384615383,930000,31085.25,1616433,14901.692307692309,774888,42236.86538461538,2196317,20247.576923076922,1052874,1-yr,1940000,930000,1616433,774888,2196317,1052874,Reserve,K,GK,35,Spain,Elche
Rubén Rochina,37115.38461538462,1930000,17884.615384615383,930000,30925.01923076923,1608101,14901.692307692309,774888,42019.153846153844,2184996,20247.576923076922,1052874,2-yrs,3860000,1860000,3216202,1549776,4369992,2105747,Reserve,F,RW,30,Spain,Granada
Andrés Guardado,36730.769230769234,1910000,17692.30769230769,920000,30604.55769230769,1591437,14741.461538461539,766556,41583.730769230766,2162354,20029.865384615383,1041553,1-yr,1910000,920000,1591437,766556,2162354,1041553,Starter,M,CM,35,Mexico,Real Betis
Dimitri Foulquier,35961.53846153846,1870000,17307.69230769231,900000,29963.615384615383,1558108,14421,749892,40712.86538461538,2117069,19594.423076923078,1018910,4-yrs,7480000,3600000,6232433,2999567,8468275,4075640,Starter,D,RB,28,Guadeloupe,Valencia
Óscar de Marcos,35576.92307692308,1850000,17115.384615384617,890000,29643.153846153848,1541444,14260.76923076923,741560,40277.42307692308,2094426,19376.71153846154,1007589,1-yr,1850000,890000,1541444,741560,2094426,1007589,Reserve,D,RB,32,Spain,Athletic Club
José Luis Morales,35384.61538461538,1840000,16923.076923076922,880000,29482.923076923078,1533112,14100.51923076923,733227,40059.71153846154,2083105,19159,996268,2-yrs,3680000,1760000,3066224,1466455,4166210,1992535,Reserve,F,CF,34,Spain,Levante
Néstor Araújo,35384.61538461538,1840000,16923.076923076922,880000,29482.923076923078,1533112,14100.51923076923,733227,40059.71153846154,2083105,19159,996268,2-yrs,3680000,1760000,3066224,1466455,4166210,1992535,Reserve,D,CB,30,Mexico,Celta Vigo
Thierry Correia,35384.61538461538,1840000,16923.076923076922,880000,29482.923076923078,1533112,14100.51923076923,733227,40059.71153846154,2083105,19159,996268,5-yrs,9200000,4400000,7665559,3666137,10415525,4981338,Starter,D,RB,22,Portugal,Valencia
Joseba Zaldua,34807.692307692305,1810000,16730.76923076923,870000,29002.21153846154,1508115,13940.288461538461,724895,39406.557692307695,2049141,18941.26923076923,984946,2-yrs,3620000,1740000,3016231,1449791,4098283,1969893,Reserve,D,RB,29,Spain,Real Sociedad
Alexander Sörloth,34615.38461538462,1800000,16538.46153846154,860000,28841.98076923077,1499783,13780.057692307691,716563,39188.846153846156,2037820,18723.55769230769,973625,1-yr,1800000,860000,1499783,716563,2037820,973625,Starter,F,CF,26,Norway,Real Sociedad
Okay Yokuslu,34423.07692307692,1790000,16538.46153846154,860000,28681.75,1491451,13780.057692307691,716563,38971.13461538462,2026499,18723.55769230769,973625,1-yr,1790000,860000,1491451,716563,2026499,973625,Reserve,M,DM,27,Turkey,Getafe
Iván Marcone,34230.769230769234,1780000,16346.153846153846,850000,28521.51923076923,1483119,13619.826923076924,708231,38753.42307692308,2015178,18505.846153846152,962304,2-yrs,3560000,1700000,2966238,1416462,4030355,1924608,Reserve,M,DM,31,Argentina,Elche
Asier Villalibre,34038.46153846154,1770000,16346.153846153846,850000,28361.28846153846,1474787,13619.826923076924,708231,38535.692307692305,2003856,18505.846153846152,962304,2-yrs,3540000,1700000,2949574,1416462,4007713,1924608,Reserve,F,CF,24,Spain,Athletic Club
Toni Lato,33846.153846153844,1760000,16153.846153846154,840000,28201.05769230769,1466455,13459.596153846154,699899,38317.980769230766,1992535,18288.134615384617,950983,2-yrs,3520000,1680000,2932910,1399798,3985070,1901965,Reserve,D,LB,24,Spain,Valencia
Aïssa Mandi,33076.92307692308,1720000,15961.538461538461,830000,27560.115384615383,1433126,13299.365384615385,691567,37447.11538461538,1947250,18070.423076923078,939662,4-yrs,6880000,3320000,5732505,2766267,7789001,3758646,Reserve,D,CB,30,Algeria,Villarreal
Martín Zubimendi,33076.92307692308,1720000,15961.538461538461,830000,27560.115384615383,1433126,13299.365384615385,691567,37447.11538461538,1947250,18070.423076923078,939662,4-yrs,6880000,3320000,5732505,2766267,7789001,3758646,Starter,M,DM,23,Spain,Real Sociedad
Santi Mina,32884.61538461538,1710000,15769.23076923077,820000,27399.884615384617,1424794,13139.134615384615,683235,37229.403846153844,1935929,17852.69230769231,928340,3-yrs,5130000,2460000,4274383,2049704,5807787,2785021,Starter,F,CF,26,Spain,Celta Vigo
Bono,31923.076923076922,1660000,15384.615384615385,800000,26598.73076923077,1383134,12818.653846153846,666570,36140.82692307692,1879323,17417.26923076923,905698,3-yrs,4980000,2400000,4149401,1999711,5637969,2717094,Starter,K,GK,30,Morocco,Sevilla
Mikel Balenziaga,31730.76923076923,1650000,15192.307692307691,790000,26438.48076923077,1374801,12658.423076923076,658238,35923.11538461538,1868002,17199.55769230769,894377,1-yr,1650000,790000,1374801,658238,1868002,894377,Starter,D,LB,33,Spain,Athletic Club
Samuel Chukwueze,31538.46153846154,1640000,15192.307692307691,790000,26278.25,1366469,12658.423076923076,658238,35705.403846153844,1856681,17199.55769230769,894377,3-yrs,4920000,2370000,4099408,1974715,5570042,2683130,Starter,F,RW,22,Nigeria,Villarreal
Jesús Vallejo,31538.46153846154,1640000,15192.307692307691,790000,26278.25,1366469,12658.423076923076,658238,35705.403846153844,1856681,17199.55769230769,894377,4-yrs,6560000,3160000,5465877,2632953,7426722,3577506,Reserve,D,CB,25,Spain,Real Madrid
Ilaix Moriba,31153.846153846152,1620000,15000,780000,25957.78846153846,1349805,12498.192307692309,649906,35269.96153846154,1834038,16981.826923076922,883055,1-yr,1620000,780000,1349805,649906,1834038,883055,Starter,M,CM,19,Guinea,Valencia
Hugo Guillamón,31153.846153846152,1620000,15000,780000,25957.78846153846,1349805,12498.192307692309,649906,35269.96153846154,1834038,16981.826923076922,883055,2-yrs,3240000,1560000,2699610,1299812,3668076,1766111,Starter,M,DM,22,Spain,Valencia
Lucas Ocampos,30769.23076923077,1600000,14807.692307692309,770000,25637.326923076922,1333141,12337.961538461539,641574,34834.53846153846,1811396,16764.115384615383,871734,3-yrs,4800000,2310000,3999422,1924722,5434187,2615203,Reserve,F,LW,27,Argentina,Sevilla
Claudio Bravo,30769.23076923077,1600000,14807.692307692309,770000,25637.326923076922,1333141,12337.961538461539,641574,34834.53846153846,1811396,16764.115384615383,871734,1-yr,1600000,770000,1333141,641574,1811396,871734,Reserve,K,GK,38,Chile,Real Betis
José Campaña,30769.23076923077,1600000,14807.692307692309,770000,25637.326923076922,1333141,12337.961538461539,641574,34834.53846153846,1811396,16764.115384615383,871734,2-yrs,3200000,1540000,2666282,1283148,3622791,1743468,Reserve,M,CM,28,Spain,Levante
Alberto Moreno,30192.30769230769,1570000,14423.076923076924,750000,25156.615384615383,1308144,12017.5,624910,34181.38461538462,1777432,16328.692307692309,849092,3-yrs,4710000,2250000,3924433,1874729,5332296,2547275,Starter,D,LB,29,Spain,Villarreal
Jokin Ezkieta,30000,1560000,14423.076923076924,750000,24996.384615384617,1299812,12017.5,624910,33963.67307692308,1766111,16328.692307692309,849092,2-yrs,3120000,1500000,2599624,1249819,3532222,1698183,Reserve,K,GK,25,Spain,Athletic Club
Iñigo Lekue,29807.69230769231,1550000,14230.76923076923,740000,24836.153846153848,1291480,11857.26923076923,616578,33745.96153846154,1754790,16110.98076923077,837771,2-yrs,3100000,1480000,2582960,1233155,3509579,1675541,Starter,D,RB,28,Spain,Athletic Club
Jorge Molina,29615.384615384617,1540000,14230.76923076923,740000,24675.923076923078,1283148,11857.26923076923,616578,33528.230769230766,1743468,16110.98076923077,837771,1-yr,1540000,740000,1283148,616578,1743468,837771,Reserve,F,CF,39,Spain,Granada
Luis Suárez,29615.384615384617,1540000,14230.76923076923,740000,24675.923076923078,1283148,11857.26923076923,616578,33528.230769230766,1743468,16110.98076923077,837771,4-yrs,6160000,2960000,5132592,2466310,6973873,3351082,Starter,F,CF,24,Colombia,Granada
Mauro Arambarri,29423.076923076922,1530000,14038.461538461539,730000,24515.69230769231,1274816,11697.01923076923,608245,33310.519230769234,1732147,15893.25,826449,2-yrs,3060000,1460000,2549632,1216491,3464294,1652899,Starter,M,CM,26,Uruguay,Getafe
Jorge Cuenca,29423.076923076922,1530000,14038.461538461539,730000,24515.69230769231,1274816,11697.01923076923,608245,33310.519230769234,1732147,15893.25,826449,1-yr,1530000,730000,1274816,608245,1732147,826449,Starter,D,CB,22,Spain,Getafe
David Soria,29038.46153846154,1510000,13846.153846153846,720000,24195.23076923077,1258152,11536.788461538461,599913,32875.096153846156,1709505,15675.538461538461,815128,2-yrs,3020000,1440000,2516303,1199827,3419009,1630256,Starter,K,GK,28,Spain,Getafe
Ezequiel Ponce,28846.153846153848,1500000,13846.153846153846,720000,24034.98076923077,1249819,11536.788461538461,599913,32657.365384615383,1698183,15675.538461538461,815128,1-yr,1500000,720000,1249819,599913,1698183,815128,Reserve,F,CF,24,Argentina,Elche
Javi Galán,28846.153846153848,1500000,13846.153846153846,720000,24034.98076923077,1249819,11536.788461538461,599913,32657.365384615383,1698183,15675.538461538461,815128,5-yrs,7500000,3600000,6249097,2999567,8490917,4075640,Starter,D,LB,27,Spain,Celta Vigo
Oier Zarraga,28846.153846153848,1500000,13846.153846153846,720000,24034.98076923077,1249819,11536.788461538461,599913,32657.365384615383,1698183,15675.538461538461,815128,2-yrs,3000000,1440000,2499639,1199827,3396367,1630256,Starter,M,CM,23,Spain,Athletic Club
Maxi Gómez,28846.153846153848,1500000,13846.153846153846,720000,24034.98076923077,1249819,11536.788461538461,599913,32657.365384615383,1698183,15675.538461538461,815128,3-yrs,4500000,2160000,3749458,1799740,5094550,2445384,Starter,F,CF,25,Uruguay,Valencia
Yunus Musah,28846.153846153848,1500000,13846.153846153846,720000,24034.98076923077,1249819,11536.788461538461,599913,32657.365384615383,1698183,15675.538461538461,815128,5-yrs,7500000,3600000,6249097,2999567,8490917,4075640,Starter,F,RW,19,United States,Valencia
Chimy Ávila,28846.153846153848,1500000,13846.153846153846,720000,24034.98076923077,1249819,11536.788461538461,599913,32657.365384615383,1698183,15675.538461538461,815128,2-yrs,3000000,1440000,2499639,1199827,3396367,1630256,Starter,F,CF,27,Argentina,Osasuna
Javier Pastore,28846.153846153848,1500000,13846.153846153846,720000,24034.98076923077,1249819,11536.788461538461,599913,32657.365384615383,1698183,15675.538461538461,815128,1-yr,1500000,720000,1249819,599913,1698183,815128,Reserve,F,AM,32,Argentina,Elche
Oussama Idrissi,28461.53846153846,1480000,13653.846153846154,710000,23714.51923076923,1233155,11376.557692307691,591581,32221.94230769231,1675541,15457.826923076924,803807,1-yr,1480000,710000,1233155,591581,1675541,803807,Reserve,F,LW,25,Morocco,Cadiz
Leandro Cabrera,28461.53846153846,1480000,13653.846153846154,710000,23714.51923076923,1233155,11376.557692307691,591581,32221.94230769231,1675541,15457.826923076924,803807,3-yrs,4440000,2130000,3699466,1774744,5026623,2411420,Starter,D,CB,30,Uruguay,Espanyol
Arnaut Danjuma,28269.23076923077,1470000,13653.846153846154,710000,23554.28846153846,1224823,11376.557692307691,591581,32004.23076923077,1664220,15457.826923076924,803807,5-yrs,7350000,3550000,6124115,2957906,8321099,4019034,Reserve,F,LW,25,Netherlands,Villarreal
Fernando Pacheco,28269.23076923077,1470000,13653.846153846154,710000,23554.28846153846,1224823,11376.557692307691,591581,32004.23076923077,1664220,15457.826923076924,803807,2-yrs,2940000,1420000,2449646,1183162,3328440,1607614,Starter,K,GK,29,Spain,Alaves
Álex Collado,27884.615384615383,1450000,13461.538461538461,700000,23233.826923076922,1208159,11216.326923076924,583249,31568.78846153846,1641577,15240.115384615385,792486,1-yr,1450000,700000,1208159,583249,1641577,792486,Starter,F,RW,22,Spain,Granada
