Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches
425,Dennis Praet,be BEL,MFFW,Torino,27-310,1994,17,12,1066,11.8,2,1,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,2.1,2.1,3.0,5.1,0.18,0.25,0.43,0.18,0.43,Matches
426,Mateusz Praszelik,pl POL,FWMF,Hellas Verona,21-175,2000,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.11,0.00,0.11,0.11,0.11,Matches
427,Ivan Provedel,it ITA,GK,Spezia,28-003,1994,23,23,2070,23.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
428,Erick Pulgar,cl CHI,MF,Fiorentina,28-064,1994,6,4,341,3.8,0,1,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,0.1,0.1,0.7,0.8,0.02,0.20,0.22,0.02,0.22,Matches
429,Ignacio Pussetto,ar ARG,FWMF,Udinese,26-089,1995,20,8,891,9.9,2,1,1,1,1,3,0,0.20,0.10,0.30,0.10,0.20,3.4,2.6,1.0,3.6,0.34,0.10,0.44,0.26,0.36,Matches
430,Niklas Pyyhtiä,fi FIN,MF,Bologna,18-176,2003,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
431,Fabio Quagliarella,it ITA,FW,Sampdoria,39-048,1983,25,17,1418,15.8,3,2,2,1,1,2,0,0.19,0.13,0.32,0.13,0.25,2.8,2.0,2.0,4.0,0.18,0.12,0.30,0.13,0.25,Matches
432,Adrien Rabiot,fr FRA,MF,Juventus,26-351,1995,24,20,1595,17.7,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,1.1,1.1,0.7,1.8,0.06,0.04,0.10,0.06,0.10,Matches
433,Ivan Radovanović,rs SRB,MF,Salernitana,33-203,1988,5,3,257,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.11,0.05,0.17,0.11,0.17,Matches
434,Ștefan Radu,ro ROU,DF,Lazio,35-149,1986,8,5,487,5.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
435,Boris Radunović,rs SRB,GK,Cagliari,25-298,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
436,Aaron Ramsey,wls WAL,MF,Juventus,31-084,1990,3,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,Matches
437,Luca Ranieri,it ITA,DF,Salernitana,22-331,1999,24,22,1868,20.8,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.7,1.3,0.03,0.04,0.07,0.03,0.07,Matches
438,Andrea Ranocchia,it ITA,DF,Inter,34-032,1988,5,3,323,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matches
439,Giacomo Raspadori,it ITA,MFFW,Sassuolo,22-030,2000,28,24,2032,22.6,9,3,9,0,0,8,1,0.40,0.13,0.53,0.40,0.53,6.5,6.5,2.8,9.3,0.29,0.12,0.41,0.29,0.41,Matches
440,Ante Rebić,hr CRO,FW,Milan,28-180,1993,18,6,691,7.7,2,2,2,0,0,2,0,0.26,0.26,0.52,0.26,0.52,1.7,1.7,3.8,5.5,0.22,0.49,0.71,0.22,0.71,Matches
441,Arkadiusz Reca,pl POL,DF,Spezia,26-276,1995,19,17,1416,15.7,0,2,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,1.8,2.4,0.04,0.11,0.15,0.04,0.15,Matches
442,Pepe Reina,es ESP,GK,Lazio,39-201,1982,15,15,1350,15.0,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches
443,Panagiotis Retsos,gr GRE,DFMF,Hellas Verona,23-223,1998,4,1,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.13,0.13,0.00,0.13,Matches
444,Bryan Reynolds,us USA,DF,Roma,20-265,2001,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
445,Franck Ribéry,fr FRA,MFFW,Salernitana,38-347,1983,17,15,1211,13.5,0,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.8,0.8,2.7,3.5,0.07,0.22,0.28,0.07,0.28,Matches
446,Samuele Ricci,it ITA,MF,Torino,20-211,2001,3,1,105,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.16,0.16,0.00,0.16,Matches
447,Samuele Ricci,it ITA,MF,Empoli,20-211,2001,21,17,1530,17.0,1,1,1,0,0,1,1,0.06,0.06,0.12,0.06,0.12,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches
448,Tomás Rincón,ve VEN,MF,Sampdoria,34-066,1988,9,6,610,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
449,Tomás Rincón,ve VEN,MFFW,Torino,34-066,1988,7,1,163,1.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
450,Ricardo Rodríguez,ch SUI,DF,Torino,29-207,1992,25,20,1841,20.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,1.2,0.01,0.05,0.06,0.01,0.06,Matches
451,Rogério,br BRA,DF,Sassuolo,24-066,1998,18,17,1459,16.2,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,1.8,2.1,0.02,0.11,0.13,0.02,0.13,Matches
452,Alessio Romagnoli,it ITA,DF,Milan,27-067,1995,18,16,1399,15.5,1,0,1,0,0,4,1,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.1,0.8,0.04,0.01,0.05,0.04,0.05,Matches
453,Simone Romagnoli,it ITA,DF,Empoli,32-039,1990,15,13,1150,12.8,2,0,2,0,0,2,0,0.16,0.00,0.16,0.16,0.16,1.4,1.4,0.4,1.8,0.11,0.03,0.14,0.11,0.14,Matches
454,Luka Romero,ar ARG,FW,Lazio,17-122,2004,3,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15,Matches
455,Sergio Romero,ar ARG,GK,Venezia,35-026,1987,16,16,1440,16.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
456,Cristiano Ronaldo,pt POR,FW,Juventus,37-043,1985,1,0,31,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.50,0.12,0.63,0.50,0.63,Matches
457,Marten de Roon,nl NED,MFDF,Atalanta,30-356,1991,21,19,1738,19.3,1,0,1,0,0,6,1,0.05,0.00,0.05,0.05,0.05,0.9,0.9,0.4,1.3,0.05,0.02,0.07,0.05,0.07,Matches
458,Francesco Rossi,it ITA,GK,Atalanta,30-327,1991,1,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
459,Nicolò Rovella,it ITA,MF,Genoa,20-106,2001,20,16,1444,16.0,0,3,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19,0.9,0.9,2.4,3.3,0.05,0.15,0.21,0.05,0.21,Matches
460,Amir Rrahmani,xk KVX,DF,Napoli,28-024,1994,27,27,2387,26.5,3,0,3,0,0,5,0,0.11,0.00,0.11,0.11,0.11,3.2,3.2,0.2,3.5,0.12,0.01,0.13,0.12,0.13,Matches
461,Ruan,br BRA,DF,Sassuolo,22-286,1999,6,0,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches
462,Daniele Rugani,it ITA,DF,Juventus,27-234,1994,8,7,646,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.03,0.02,0.03,Matches
463,Matteo Ruggeri,it ITA,DF,Salernitana,19-252,2002,6,4,325,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
464,Mário Rui,pt POR,DF,Napoli,30-297,1991,27,27,2394,26.6,0,4,0,0,0,7,0,0.00,0.15,0.15,0.00,0.15,1.5,1.5,2.9,4.4,0.06,0.11,0.17,0.06,0.17,Matches
465,Fabián Ruiz Peña,es ESP,MF,Napoli,25-351,1996,25,23,1926,21.4,6,2,6,0,0,2,0,0.28,0.09,0.37,0.28,0.37,1.3,1.3,2.5,3.9,0.06,0.12,0.18,0.06,0.18,Matches
466,Alessandro Russo,it ITA,MF,Salernitana,18-195,2003,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
467,Stefano Sabelli,it ITA,DF,Genoa,29-066,1993,7,5,348,3.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.01,0.07,0.06,0.07,Matches
468,Abdelhamid Sabiri,de GER,MFFW,Sampdoria,25-112,1996,5,1,171,1.9,1,0,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,0.1,0.1,0.1,0.3,0.07,0.06,0.13,0.07,0.13,Matches
469,Alexis Saelemaekers,be BEL,FW,Milan,22-266,1999,30,17,1516,16.8,1,3,1,0,0,2,0,0.06,0.18,0.24,0.06,0.24,2.2,2.2,3.1,5.3,0.13,0.18,0.31,0.13,0.31,Matches
470,Jacopo Sala,it ITA,MF,Spezia,30-105,1991,17,13,879,9.8,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches
471,Eddie Salcedo,it ITA,MFFW,Spezia,20-170,2001,9,5,402,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.2,1.6,0.32,0.05,0.36,0.32,0.36,Matches
472,Lazar Samardzic,de GER,MFFW,Udinese,20-024,2002,14,0,179,2.0,1,1,1,0,0,0,0,0.50,0.50,1.01,0.50,1.01,0.6,0.6,0.7,1.2,0.29,0.33,0.61,0.29,0.61,Matches
473,Luigi Samele,it ITA,FW,Sassuolo,19-345,2002,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
474,Antonio Sanabria,py PAR,FW,Torino,26-016,1996,27,20,1629,18.1,5,1,5,0,0,3,0,0.28,0.06,0.33,0.28,0.33,7.3,7.3,1.5,8.7,0.40,0.08,0.48,0.40,0.48,Matches
475,Alexis Sánchez,cl CHI,FW,Inter,33-091,1988,21,7,779,8.7,3,2,3,0,0,0,0,0.35,0.23,0.58,0.35,0.58,3.2,3.2,1.3,4.6,0.37,0.16,0.53,0.37,0.53,Matches
476,Alex Sandro,br BRA,DF,Juventus,31-053,1991,21,13,1357,15.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.7,0.05,0.07,0.11,0.05,0.11,Matches
477,Nicola Sansone,it ITA,FWMF,Bologna,30-191,1991,22,6,769,8.5,0,3,0,0,0,5,0,0.00,0.35,0.35,0.00,0.35,0.8,0.8,1.6,2.4,0.09,0.19,0.28,0.09,0.28,Matches
478,Federico Santander,py PAR,FWDF,Bologna,30-289,1991,7,0,67,0.7,1,0,1,0,0,1,0,1.34,0.00,1.34,1.34,1.34,0.4,0.4,0.1,0.5,0.54,0.14,0.68,0.54,0.68,Matches
479,Samir Santos,br BRA,DF,Udinese,27-105,1994,18,18,1511,16.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.1,1.4,0.08,0.01,0.09,0.08,0.09,Matches
480,Riccardo Saponara,it ITA,FW,Fiorentina,30-089,1991,22,9,934,10.4,2,3,2,0,0,1,0,0.19,0.29,0.48,0.19,0.48,1.5,1.5,3.1,4.6,0.14,0.29,0.44,0.14,0.44,Matches
481,Martin Satriano,it ITA,FWMF,Inter,21-028,2001,4,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.10,0.10,0.00,0.10,Matches
482,Giorgio Scalvini,it ITA,DFMF,Atalanta,18-099,2003,9,2,253,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.05,0.04,0.10,0.05,0.10,Matches
483,Gianluca Scamacca,it ITA,FW,Sassuolo,23-078,1999,28,17,1522,16.9,13,0,12,1,1,6,0,0.77,0.00,0.77,0.71,0.71,8.5,7.7,1.6,9.4,0.50,0.10,0.60,0.46,0.55,Matches
484,Andrea Schiavone,it ITA,MF,Salernitana,29-025,1993,14,5,571,6.3,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.3,0.3,0.6,0.8,0.04,0.09,0.13,0.04,0.13,Matches
485,David Schnegg,at AUT,DF,Venezia,23-172,1998,4,2,142,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
486,Jerdy Schouten,nl NED,MF,Bologna,25-067,1997,8,7,627,7.0,0,1,0,0,0,4,1,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.4,0.4,0.01,0.05,0.06,0.01,0.06,Matches
487,Demba Seck,sn SEN,MF,Torino,21-038,2001,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
488,Stefano Sensi,it ITA,MF,Inter,26-227,1995,9,1,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.18,0.15,0.33,0.18,0.33,Matches
489,Stefano Sensi,it ITA,MFFW,Sampdoria,26-227,1995,5,5,366,4.1,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.7,0.7,0.5,1.2,0.17,0.13,0.30,0.17,0.30,Matches
490,Luigi Sepe,it ITA,GK,Salernitana,30-316,1991,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
491,Laurens Serpe,it ITA,DF,Genoa,21-041,2001,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
492,Stephan El Shaarawy,it ITA,DFFW,Roma,29-144,1992,20,5,774,8.6,2,0,2,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.9,1.9,1.6,3.5,0.22,0.19,0.41,0.22,0.41,Matches
493,Aimar Sher,se SWE,MF,Spezia,19-090,2002,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
494,Eldor Shomurodov,uz UZB,FW,Roma,26-264,1995,21,4,617,6.9,2,3,2,0,0,1,0,0.29,0.44,0.73,0.29,0.73,2.9,2.9,1.5,4.3,0.42,0.21,0.63,0.42,0.63,Matches
495,Alassane Sidibe,ci CIV,FW,Atalanta,19-284,2002,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
496,Arnór Sigurðsson,is ISL,MFFW,Venezia,22-309,1999,9,0,183,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.02,0.06,0.04,0.06,Matches
497,Adrien Silva,pt POR,MF,Sampdoria,33-005,1989,17,12,1083,12.0,0,1,0,0,0,3,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.5,0.8,0.02,0.04,0.07,0.02,0.07,Matches
498,Marco Silvestri,it ITA,GK,Udinese,31-018,1991,27,27,2430,27.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
499,Giovanni Simeone,ar ARG,FW,Hellas Verona,26-258,1995,26,23,1897,21.1,15,2,15,0,0,6,0,0.71,0.09,0.81,0.71,0.81,7.2,7.2,1.2,8.3,0.34,0.06,0.40,0.34,0.40,Matches
500,Giovanni Simeone,ar ARG,FW,Cagliari,26-258,1995,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
501,Wilfried Singo,ci CIV,DF,Torino,21-085,2000,28,26,2106,23.4,3,3,3,0,0,3,1,0.13,0.13,0.26,0.13,0.26,2.3,2.3,2.2,4.5,0.10,0.09,0.19,0.10,0.19,Matches
502,Salvatore Sirigu,it ITA,GK,Genoa,35-067,1987,30,30,2700,30.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
503,Leo Skiri Østigård,no NOR,DF,Genoa,22-112,1999,8,6,542,6.0,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
504,Łukasz Skorupski,pl POL,GK,Bologna,30-319,1991,28,28,2520,28.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
505,Andreas Skov Olsen,dk DEN,DFFW,Bologna,22-081,1999,18,6,747,8.3,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.9,0.9,0.4,1.3,0.11,0.05,0.15,0.11,0.15,Matches
506,Milan Škriniar,sk SVK,DF,Inter,27-037,1995,26,26,2340,26.0,3,0,3,0,0,2,0,0.12,0.00,0.12,0.12,0.12,1.9,1.9,0.5,2.4,0.07,0.02,0.09,0.07,0.09,Matches
507,Chris Smalling,eng ENG,DF,Roma,32-118,1989,20,16,1461,16.2,2,0,2,0,0,0,0,0.12,0.00,0.12,0.12,0.12,1.2,1.2,0.1,1.3,0.08,0.01,0.08,0.08,0.08,Matches
508,Brandon Soppy,fr FRA,DFMF,Udinese,20-027,2002,20,6,591,6.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.06,0.02,0.08,0.06,0.08,Matches
509,Roberto Soriano,it ITA,MFFW,Bologna,31-040,1991,26,25,2033,22.6,0,2,0,0,0,6,2,0.00,0.09,0.09,0.00,0.09,1.8,1.8,2.4,4.2,0.08,0.11,0.19,0.08,0.19,Matches
510,Riccardo Sottil,it ITA,FW,Fiorentina,22-290,1999,20,13,1123,12.5,3,2,3,0,0,3,1,0.24,0.16,0.40,0.24,0.40,2.4,2.4,1.8,4.2,0.19,0.15,0.34,0.19,0.34,Matches
511,Matìas Soulé,ar ARG,FW,Juventus,18-339,2003,2,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,2.40,0.00,2.40,2.40,2.40,Matches
512,Adama Soumaoro,fr FRA,DF,Bologna,29-275,1992,20,18,1553,17.3,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.05,0.00,0.06,0.05,0.06,Matches
513,Marco Sportiello,it ITA,GK,Atalanta,29-314,1992,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
514,Luca Stanga,it ITA,DF,Milan,20-056,2002,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
515,Petar Stojanović,si SVN,DF,Empoli,26-164,1995,26,25,2130,23.7,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,0.5,0.5,2.5,3.0,0.02,0.11,0.13,0.02,0.13,Matches
516,Thomas Strakosha,al ALB,GK,Lazio,27-001,1995,14,14,1260,14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
517,Stefan Strandberg,no NOR,DF,Salernitana,31-238,1990,11,11,933,10.4,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.6,0.04,0.03,0.06,0.04,0.06,Matches
518,Dávid Strelec,sk SVK,FWMF,Spezia,20-350,2001,9,7,481,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.4,0.4,0.8,1.2,0.08,0.16,0.23,0.08,0.23,Matches
519,Kevin Strootman,nl NED,MF,Cagliari,32-035,1990,10,7,640,7.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,Matches
520,Jens Stryger Larsen,dk DEN,DF,Udinese,31-027,1991,11,8,684,7.6,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.7,0.7,0.9,1.6,0.09,0.12,0.21,0.09,0.21,Matches
521,Leo Štulac,si SVN,MF,Empoli,27-175,1994,17,6,625,6.9,1,2,1,0,0,1,0,0.14,0.29,0.43,0.14,0.43,0.2,0.2,0.4,0.6,0.03,0.06,0.08,0.03,0.08,Matches
522,Stefano Sturaro,it ITA,MF,Genoa,29-011,1993,22,21,1604,17.8,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.03,0.03,0.06,0.03,0.06,Matches
523,Isaac Success,ng NGA,FWMF,Udinese,26-072,1996,15,6,545,6.1,1,2,1,0,0,1,1,0.17,0.33,0.50,0.17,0.50,1.3,1.3,1.5,2.9,0.22,0.25,0.47,0.22,0.47,Matches
524,Vladyslav Supriaha,ua UKR,FW,Sampdoria,22-033,2000,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
525,Bosko Sutalo,hr CRO,DF,Hellas Verona,22-078,2000,15,4,599,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.03,0.01,0.04,0.03,0.04,Matches
526,Mattias Svanberg,se SWE,MF,Bologna,23-074,1999,27,24,2058,22.9,3,2,3,0,0,5,0,0.13,0.09,0.22,0.13,0.22,1.7,1.7,2.5,4.2,0.07,0.11,0.19,0.07,0.19,Matches
527,Michael Svoboda,at AUT,DF,Venezia,23-156,1998,13,9,866,9.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.06,0.00,0.06,0.06,0.06,Matches
528,Wojciech Szczęsny,pl POL,GK,Juventus,31-336,1990,26,26,2340,26.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
529,Adrien Tameze,cm CMR,MFDF,Hellas Verona,28-044,1994,29,18,1815,20.2,4,2,4,0,0,2,0,0.20,0.10,0.30,0.20,0.30,1.1,1.1,1.1,2.3,0.06,0.06,0.11,0.06,0.11,Matches
530,Ciprian Tătărușanu,ro ROU,GK,Milan,36-039,1986,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
531,Pietro Terracciano,it ITA,GK,Fiorentina,32-012,1990,23,22,2052,22.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
532,Aleksa Terzić,rs SRB,DF,Fiorentina,22-215,1999,10,1,227,2.5,0,1,0,0,0,1,0,0.00,0.40,0.40,0.00,0.40,0.0,0.0,0.4,0.4,0.00,0.15,0.15,0.00,0.15,Matches
533,Tanner Tessmann,us USA,MF,Venezia,20-177,2001,18,5,607,6.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.12,0.02,0.13,0.12,0.13,Matches
534,Arthur Theate,be BEL,DF,Bologna,21-299,2000,22,20,1797,20.0,2,1,2,0,0,5,0,0.10,0.05,0.15,0.10,0.15,1.3,1.3,0.2,1.5,0.07,0.01,0.08,0.07,0.08,Matches
535,Morten Thorsby,no NOR,MF,Sampdoria,25-319,1996,26,26,2221,24.7,2,1,2,0,0,10,0,0.08,0.04,0.12,0.08,0.12,2.7,2.7,0.9,3.6,0.11,0.04,0.15,0.11,0.15,Matches
536,Jeremy Toljan,de GER,DF,Sassuolo,27-224,1994,18,14,1362,15.1,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,1.1,1.2,0.00,0.07,0.08,0.00,0.08,Matches
537,Rafael Tolói,it ITA,DF,Atalanta,31-161,1990,18,15,1337,14.9,1,1,1,0,0,6,0,0.07,0.07,0.13,0.07,0.13,1.3,1.3,0.5,1.8,0.09,0.03,0.12,0.09,0.12,Matches
538,Takehiro Tomiyasu,jp JPN,DF,Bologna,23-135,1998,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.30,0.30,0.00,0.30,Matches
539,Fikayo Tomori,eng ENG,DF,Milan,24-091,1997,23,22,2012,22.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.03,0.00,0.03,0.03,0.03,Matches
540,Sandro Tonali,it ITA,MF,Milan,21-316,2000,28,23,1962,21.8,2,2,2,0,0,6,0,0.09,0.09,0.18,0.09,0.18,1.8,1.8,2.6,4.5,0.08,0.12,0.20,0.08,0.20,Matches
541,Lorenzo Tonelli,it ITA,DF,Empoli,32-062,1990,12,7,832,9.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.04,0.02,0.06,0.04,0.06,Matches
