name,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
Irvin Cardona,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.211538461539,509455,5442.903846153846,283031,2-yrs,900000,500000,749892,416606,1018910,566061,Reserve,F,CF,24,France,Brest
Yannick Cahuzac,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.211538461539,509455,5442.903846153846,283031,1-yr,450000,250000,374946,208303,509455,283031,Reserve,M,DM,37,France,Lens
Ambroise Oyongo,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.211538461539,509455,5442.903846153846,283031,1-yr,450000,250000,374946,208303,509455,283031,Reserve,D,LB,30,Cameroon,Montpellier
Mamadou Sakho,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.211538461539,509455,5442.903846153846,283031,3-yrs,1350000,750000,1124838,624910,1528365,849092,Starter,D,CB,31,France,Montpellier
Lucien Agoume,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.211538461539,509455,5442.903846153846,283031,1-yr,450000,250000,374946,208303,509455,283031,Reserve,M,DM,19,France,Brest
Habib Maïga,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.211538461539,509455,5442.903846153846,283031,3-yrs,1350000,750000,1124838,624910,1528365,849092,Reserve,M,DM,26,Cote d&#39;Ivoire,Metz
Gerzino Nyamsi,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.211538461539,509455,5442.903846153846,283031,4-yrs,1800000,1000000,1499783,833213,2037820,1132122,Starter,D,CB,25,France,Strasbourg
Sofiane Alakouch,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.211538461539,509455,5442.903846153846,283031,4-yrs,1800000,1000000,1499783,833213,2037820,1132122,Reserve,D,RB,23,Morocco,Metz
Mihailo Ristic,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.211538461539,509455,5442.903846153846,283031,1-yr,450000,250000,374946,208303,509455,283031,Starter,M,LM,26,Serbia,Montpellier
Julien Laporte,8461.538461538461,440000,4615.384615384615,240000,7050.2692307692305,366614,3845.596153846154,199971,9579.5,498134,5225.173076923077,271709,2-yrs,880000,480000,733227,399942,996268,543419,Starter,D,CB,28,France,Lorient
Adrien Thomasson,8461.538461538461,440000,4615.384615384615,240000,7050.2692307692305,366614,3845.596153846154,199971,9579.5,498134,5225.173076923077,271709,3-yrs,1320000,720000,1099841,599913,1494401,815128,Starter,F,AM,28,France,Strasbourg
Casimir Ninga,8269.23076923077,430000,4615.384615384615,240000,6890.038461538462,358282,3845.596153846154,199971,9361.788461538461,486813,5225.173076923077,271709,2-yrs,860000,480000,716563,399942,973625,543419,Reserve,F,LW,28,Chad,Angers
Arnaud Souquet,8269.23076923077,430000,4615.384615384615,240000,6890.038461538462,358282,3845.596153846154,199971,9361.788461538461,486813,5225.173076923077,271709,2-yrs,860000,480000,716563,399942,973625,543419,Starter,D,RB,29,France,Montpellier
Wesley Saïd,8269.23076923077,430000,4615.384615384615,240000,6890.038461538462,358282,3845.596153846154,199971,9361.788461538461,486813,5225.173076923077,271709,3-yrs,1290000,720000,1074845,599913,1460438,815128,Starter,F,LW,26,France,Lens
Amine Gouiri,8076.923076923077,420000,4423.076923076923,230000,6729.788461538462,349949,3685.3653846153848,191639,9144.057692307691,475491,5007.461538461538,260388,3-yrs,1260000,690000,1049848,574917,1426474,781164,Starter,F,CF,21,France,Nice
Wout Faes,8076.923076923077,420000,4423.076923076923,230000,6729.788461538462,349949,3685.3653846153848,191639,9144.057692307691,475491,5007.461538461538,260388,3-yrs,1260000,690000,1049848,574917,1426474,781164,Starter,D,CB,23,Belgium,Reims
Thomas Monconduit,8076.923076923077,420000,4423.076923076923,230000,6729.788461538462,349949,3685.3653846153848,191639,9144.057692307691,475491,5007.461538461538,260388,2-yrs,840000,460000,699899,383278,950983,520776,Starter,M,DM,30,France,Lorient
Paul Baysse,7884.615384615385,410000,4423.076923076923,230000,6569.557692307692,341617,3685.3653846153848,191639,8926.346153846154,464170,5007.461538461538,260388,3-yrs,1230000,690000,1024852,574917,1392510,781164,Reserve,D,CB,33,France,Bordeaux
Iké Ugbo,7884.615384615385,410000,4423.076923076923,230000,6569.557692307692,341617,3685.3653846153848,191639,8926.346153846154,464170,5007.461538461538,260388,1-yr,410000,230000,341617,191639,464170,260388,Reserve,F,CF,23,Canada,Troyes
Joris Gnagnon,7692.307692307692,400000,4230.7692307692305,220000,6409.326923076923,333285,3525.1346153846152,183307,8708.634615384615,452849,4789.75,249067,1-yr,400000,220000,333285,183307,452849,249067,Reserve,D,CB,25,France,St-Etienne
Ismaël Doukouré,7692.307692307692,400000,4230.7692307692305,220000,6409.326923076923,333285,3525.1346153846152,183307,8708.634615384615,452849,4789.75,249067,5-yrs,2000000,1100000,1666426,916534,2264245,1245335,Reserve,D,CB,18,France,Strasbourg
Arnaud Kalimuendo,7692.307692307692,400000,4230.7692307692305,220000,6409.326923076923,333285,3525.1346153846152,183307,8708.634615384615,452849,4789.75,249067,1-yr,400000,220000,333285,183307,452849,249067,Starter,F,CF,20,France,Lens
Azor Matusiwa,7692.307692307692,400000,4230.7692307692305,220000,6409.326923076923,333285,3525.1346153846152,183307,8708.634615384615,452849,4789.75,249067,5-yrs,2000000,1100000,1666426,916534,2264245,1245335,Starter,M,DM,23,Netherlands,Reims
Maxime Le Marchand,7692.307692307692,400000,4230.7692307692305,220000,6409.326923076923,333285,3525.1346153846152,183307,8708.634615384615,452849,4789.75,249067,2-yrs,800000,440000,666570,366614,905698,498134,Reserve,D,CB,32,France,Strasbourg
Nuno Mendes,7692.307692307692,400000,4230.7692307692305,220000,6409.326923076923,333285,3525.1346153846152,183307,8708.634615384615,452849,4789.75,249067,1-yr,400000,220000,333285,183307,452849,249067,Starter,D,LB,19,Portugal,PSG
Jodel Dossou,7692.307692307692,400000,4230.7692307692305,220000,6409.326923076923,333285,3525.1346153846152,183307,8708.634615384615,452849,4789.75,249067,2-yrs,800000,440000,666570,366614,905698,498134,Starter,F,RW,29,Benin,Clermont
Mathias Pereira Lage,7692.307692307692,400000,4230.7692307692305,220000,6409.326923076923,333285,3525.1346153846152,183307,8708.634615384615,452849,4789.75,249067,1-yr,400000,220000,333285,183307,452849,249067,Reserve,M,LM,25,Portugal,Angers
Malo Gusto,7692.307692307692,400000,4230.7692307692305,220000,6409.326923076923,333285,3525.1346153846152,183307,8708.634615384615,452849,4789.75,249067,3-yrs,1200000,660000,999856,549921,1358547,747201,Starter,D,RB,18,France,Lyon
Gabriel Gudmundsson,7692.307692307692,400000,4230.7692307692305,220000,6409.326923076923,333285,3525.1346153846152,183307,8708.634615384615,452849,4789.75,249067,5-yrs,2000000,1100000,1666426,916534,2264245,1245335,Starter,D,LB,22,Sweden,Lille
Lebo Mothiba,7500,390000,4038.4615384615386,210000,6249.096153846154,324953,3364.903846153846,174975,8490.923076923076,441528,4572.038461538462,237746,1-yr,390000,210000,324953,174975,441528,237746,Reserve,F,CF,26,South Africa,Troyes
Pablo Rosario,7500,390000,4038.4615384615386,210000,6249.096153846154,324953,3364.903846153846,174975,8490.923076923076,441528,4572.038461538462,237746,5-yrs,1950000,1050000,1624765,874874,2207638,1188728,Reserve,M,DM,25,Netherlands,Nice
Moussa Doumbia,7500,390000,4038.4615384615386,210000,6249.096153846154,324953,3364.903846153846,174975,8490.923076923076,441528,4572.038461538462,237746,1-yr,390000,210000,324953,174975,441528,237746,Reserve,F,LW,27,Mali,Reims
Kévin N&#39;Doram,7500,390000,4038.4615384615386,210000,6249.096153846154,324953,3364.903846153846,174975,8490.923076923076,441528,4572.038461538462,237746,3-yrs,1170000,630000,974859,524924,1324583,713237,Reserve,M,DM,26,France,Metz
Ismaël Gharbi,7307.692307692308,380000,4038.4615384615386,210000,6088.865384615385,316621,3364.903846153846,174975,8273.192307692309,430206,4572.038461538462,237746,1-yr,380000,210000,316621,174975,430206,237746,Reserve,F,AM,17,France,PSG
Mehdi Zerkane,7307.692307692308,380000,4038.4615384615386,210000,6088.865384615385,316621,3364.903846153846,174975,8273.192307692309,430206,4572.038461538462,237746,3-yrs,1140000,630000,949863,524924,1290619,713237,Reserve,F,RW,22,Algeria,Bordeaux
Chrislain Matsima,7307.692307692308,380000,6346.153846153846,330000,6088.865384615385,316621,5287.692307692308,274960,8273.192307692309,430206,7184.615384615385,373600,4-yrs,1520000,1320000,1266484,1099841,1720826,1494401,Reserve,D,CB,19,France,Monaco
Moreto Cassamá,7115.384615384615,370000,3846.153846153846,200000,5928.634615384615,308289,3204.673076923077,166643,8055.4807692307695,418885,4354.307692307692,226424,3-yrs,1110000,600000,924866,499928,1256656,679273,Starter,M,CM,23,Guinea-Bissau,Reims
Eiji Kawashima,7115.384615384615,370000,3846.153846153846,200000,5928.634615384615,308289,3204.673076923077,166643,8055.4807692307695,418885,4354.307692307692,226424,2-yrs,740000,400000,616578,333285,837771,452849,Reserve,K,GK,38,Japan,Strasbourg
Denis Franchi,7115.384615384615,370000,3846.153846153846,200000,5928.634615384615,308289,3204.673076923077,166643,8055.4807692307695,418885,4354.307692307692,226424,2-yrs,740000,400000,616578,333285,837771,452849,Reserve,K,GK,19,Italy,PSG
Sven Botman,7115.384615384615,370000,3846.153846153846,200000,5928.634615384615,308289,3204.673076923077,166643,8055.4807692307695,418885,4354.307692307692,226424,4-yrs,1480000,800000,1233155,666570,1675541,905698,Starter,D,CB,22,Netherlands,Lille
Franck Honorat,7115.384615384615,370000,3846.153846153846,200000,5928.634615384615,308289,3204.673076923077,166643,8055.4807692307695,418885,4354.307692307692,226424,4-yrs,1480000,800000,1233155,666570,1675541,905698,Starter,F,RW,25,France,Brest
Pierrick Capelle,6923.076923076923,360000,3846.153846153846,200000,5768.403846153846,299957,3204.673076923077,166643,7837.7692307692305,407564,4354.307692307692,226424,1-yr,360000,200000,299957,166643,407564,226424,Reserve,M,LM,34,France,Angers
Hamari Traoré,6923.076923076923,360000,3846.153846153846,200000,5768.403846153846,299957,3204.673076923077,166643,7837.7692307692305,407564,4354.307692307692,226424,2-yrs,720000,400000,599913,333285,815128,452849,Starter,D,RB,30,Mali,Rennes
Ronaël Pierre-Gabriel,6923.076923076923,360000,3846.153846153846,200000,5768.403846153846,299957,3204.673076923077,166643,7837.7692307692305,407564,4354.307692307692,226424,1-yr,360000,200000,299957,166643,407564,226424,Starter,D,RB,23,France,Brest
Randal Kolo Muani,6923.076923076923,360000,3846.153846153846,200000,5768.403846153846,299957,3204.673076923077,166643,7837.7692307692305,407564,4354.307692307692,226424,1-yr,360000,200000,299957,166643,407564,226424,Starter,F,CF,23,France,Nantes
Osman Bukari,6730.7692307692305,350000,3653.846153846154,190000,5608.173076923077,291625,3044.423076923077,158310,7620.057692307692,396243,4136.596153846154,215103,1-yr,350000,190000,291625,158310,396243,215103,Reserve,F,RW,23,Ghana,Nantes
Gideon Mensah,6730.7692307692305,350000,3653.846153846154,190000,5608.173076923077,291625,3044.423076923077,158310,7620.057692307692,396243,4136.596153846154,215103,1-yr,350000,190000,291625,158310,396243,215103,Starter,D,LB,23,Ghana,Bordeaux
Mitchell van Bergen,6730.7692307692305,350000,3653.846153846154,190000,5608.173076923077,291625,3044.423076923077,158310,7620.057692307692,396243,4136.596153846154,215103,4-yrs,1400000,760000,1166498,633242,1584971,860413,Reserve,F,LW,22,Netherlands,Reims
Sikou Niakaté,6538.461538461538,340000,3653.846153846154,190000,5447.923076923077,283292,3044.423076923077,158310,7402.346153846154,384922,4136.596153846154,215103,1-yr,340000,190000,283292,158310,384922,215103,Reserve,D,CB,22,France,Metz
Sada Thioub,6538.461538461538,340000,3653.846153846154,190000,5447.923076923077,283292,3044.423076923077,158310,7402.346153846154,384922,4136.596153846154,215103,1-yr,340000,190000,283292,158310,384922,215103,Reserve,F,RW,26,Senegal,St-Etienne
Jean-Ricner Bellegarde,6538.461538461538,340000,3653.846153846154,190000,5447.923076923077,283292,3044.423076923077,158310,7402.346153846154,384922,4136.596153846154,215103,3-yrs,1020000,570000,849877,474931,1154765,645310,Reserve,M,LM,23,France,Strasbourg
Jean-Louis Leca,6538.461538461538,340000,3653.846153846154,190000,5447.923076923077,283292,3044.423076923077,158310,7402.346153846154,384922,4136.596153846154,215103,1-yr,340000,190000,283292,158310,384922,215103,Starter,K,GK,36,France,Lens
Deiver Machado,6538.461538461538,340000,3653.846153846154,190000,5447.923076923077,283292,3044.423076923077,158310,7402.346153846154,384922,4136.596153846154,215103,3-yrs,1020000,570000,849877,474931,1154765,645310,Reserve,D,LB,28,Colombia,Lens
Jonathan Clauss,6538.461538461538,340000,3653.846153846154,190000,5447.923076923077,283292,3044.423076923077,158310,7402.346153846154,384922,4136.596153846154,215103,2-yrs,680000,380000,566585,316621,769843,430206,Starter,M,RM,29,France,Lens
Tiago Djaló,6346.153846153846,330000,3461.5384615384614,180000,5287.692307692308,274960,2884.1923076923076,149978,7184.615384615385,373600,3918.8846153846152,203782,3-yrs,990000,540000,824881,449935,1120801,611346,Reserve,D,CB,21,Portugal,Lille
Abdoulaye Bamba,6346.153846153846,330000,3461.5384615384614,180000,5287.692307692308,274960,2884.1923076923076,149978,7184.615384615385,373600,3918.8846153846152,203782,2-yrs,660000,360000,549921,299957,747201,407564,Reserve,D,RB,31,Cote d&#39;Ivoire,Angers
Ibrahima Sissoko,6346.153846153846,330000,3461.5384615384614,180000,5287.692307692308,274960,2884.1923076923076,149978,7184.615384615385,373600,3918.8846153846152,203782,3-yrs,990000,540000,824881,449935,1120801,611346,Starter,M,DM,24,France,Strasbourg
Corentin Jean,6153.846153846154,320000,3461.5384615384614,180000,5127.461538461538,266628,2884.1923076923076,149978,6966.903846153846,362279,3918.8846153846152,203782,2-yrs,640000,360000,533256,299957,724558,407564,Reserve,F,CF,26,France,Lens
Mohamed Bayo,6153.846153846154,320000,3461.5384615384614,180000,5127.461538461538,266628,2884.1923076923076,149978,6966.903846153846,362279,3918.8846153846152,203782,3-yrs,960000,540000,799884,449935,1086837,611346,Starter,F,CF,23,Guinea,Clermont
Adil Aouchiche,6153.846153846154,320000,3461.5384615384614,180000,5127.461538461538,266628,2884.1923076923076,149978,6966.903846153846,362279,3918.8846153846152,203782,2-yrs,640000,360000,533256,299957,724558,407564,Reserve,F,AM,19,France,St-Etienne
Timothée Pembélé,6153.846153846154,320000,3461.5384615384614,180000,5127.461538461538,266628,2884.1923076923076,149978,6966.903846153846,362279,3918.8846153846152,203782,1-yr,320000,180000,266628,149978,362279,203782,Starter,D,RB,19,France,Bordeaux
Nathan Bitumazala,5961.538461538462,310000,3269.230769230769,170000,4967.2307692307695,258296,2723.9615384615386,141646,6749.192307692308,350958,3701.173076923077,192461,2-yrs,620000,340000,516592,283292,701916,384922,Reserve,D,RB,19,France,PSG
Nicolas Cozza,5961.538461538462,310000,3269.230769230769,170000,4967.2307692307695,258296,2723.9615384615386,141646,6749.192307692308,350958,3701.173076923077,192461,2-yrs,620000,340000,516592,283292,701916,384922,Starter,D,LB,23,France,Montpellier
Calvin Stengs,5961.538461538462,310000,3269.230769230769,170000,4967.2307692307695,258296,2723.9615384615386,141646,6749.192307692308,350958,3701.173076923077,192461,5-yrs,1550000,850000,1291480,708231,1754790,962304,Reserve,F,RW,23,Netherlands,Nice
Mahdi Camara,5769.2307692307695,300000,3269.230769230769,170000,4807,249964,2723.9615384615386,141646,6531.4807692307695,339637,3701.173076923077,192461,3-yrs,900000,510000,749892,424939,1018910,577382,Reserve,M,CM,23,France,St-Etienne
Bakary Sako,5769.2307692307695,300000,3269.230769230769,170000,4807,249964,2723.9615384615386,141646,6531.4807692307695,339637,3701.173076923077,192461,1-yr,300000,170000,249964,141646,339637,192461,Reserve,F,LW,33,Mali,St-Etienne
Grejohn Kyei,5769.2307692307695,300000,3269.230769230769,170000,4807,249964,2723.9615384615386,141646,6531.4807692307695,339637,3701.173076923077,192461,1-yr,300000,170000,249964,141646,339637,192461,Reserve,F,CF,26,France,Clermont
Rayan Cherki,5769.2307692307695,300000,3269.230769230769,170000,4807,249964,2723.9615384615386,141646,6531.4807692307695,339637,3701.173076923077,192461,2-yrs,600000,340000,499928,283292,679273,384922,Reserve,F,AM,18,France,Lyon
Yoann Salmier,5769.2307692307695,300000,3269.230769230769,170000,4807,249964,2723.9615384615386,141646,6531.4807692307695,339637,3701.173076923077,192461,3-yrs,900000,510000,749892,424939,1018910,577382,Starter,D,CB,29,French Guiana,Troyes
Garissone Innocent,5769.2307692307695,300000,3269.230769230769,170000,4807,249964,2723.9615384615386,141646,6531.4807692307695,339637,3701.173076923077,192461,2-yrs,600000,340000,499928,283292,679273,384922,Reserve,K,GK,21,Haiti,PSG
Jemerson,5769.2307692307695,300000,3269.230769230769,170000,4807,249964,2723.9615384615386,141646,6531.4807692307695,339637,3701.173076923077,192461,1-yr,300000,170000,249964,141646,339637,192461,Reserve,D,CB,29,Brazil,Metz
Alexandre Oukidja,5576.923076923077,290000,3076.923076923077,160000,4646.7692307692305,241632,2563.730769230769,133314,6313.75,328315,3483.4615384615386,181140,2-yrs,580000,320000,483264,266628,656631,362279,Starter,K,GK,33,Algeria,Metz
Enzo Crivelli,5576.923076923077,290000,3076.923076923077,160000,4646.7692307692305,241632,2563.730769230769,133314,6313.75,328315,3483.4615384615386,181140,1-yr,290000,160000,241632,133314,328315,181140,Reserve,F,CF,26,France,St-Etienne
Hicham Boudaoui,5576.923076923077,290000,3076.923076923077,160000,4646.7692307692305,241632,2563.730769230769,133314,6313.75,328315,3483.4615384615386,181140,2-yrs,580000,320000,483264,266628,656631,362279,Starter,M,CM,22,Algeria,Nice
Przemyslaw Frankowski,5576.923076923077,290000,3076.923076923077,160000,4646.7692307692305,241632,2563.730769230769,133314,6313.75,328315,3483.4615384615386,181140,5-yrs,1450000,800000,1208159,666570,1641577,905698,Reserve,M,LM,26,Poland,Lens
Youssouf Fofana,5384.615384615385,280000,4615.384615384615,240000,4486.538461538462,233300,3845.596153846154,199971,6096.038461538462,316994,5225.173076923077,271709,3-yrs,840000,720000,699899,599913,950983,815128,Reserve,M,CM,23,France,Monaco
Florent Ogier,5384.615384615385,280000,2884.6153846153848,150000,4486.538461538462,233300,2403.5,124982,6096.038461538462,316994,3265.730769230769,169818,2-yrs,560000,300000,466599,249964,633988,339637,Reserve,D,CB,32,France,Clermont
Thomas Delaine,5384.615384615385,280000,2884.6153846153848,150000,4486.538461538462,233300,2403.5,124982,6096.038461538462,316994,3265.730769230769,169818,1-yr,280000,150000,233300,124982,316994,169818,Starter,D,LB,29,France,Metz
Malcolm Barcola,5384.615384615385,280000,2884.6153846153848,150000,4486.538461538462,233300,2403.5,124982,6096.038461538462,316994,3265.730769230769,169818,1-yr,280000,150000,233300,124982,316994,169818,Reserve,K,GK,22,Togo,Lyon
Xavier Chavalerin,5384.615384615385,280000,2884.6153846153848,150000,4486.538461538462,233300,2403.5,124982,6096.038461538462,316994,3265.730769230769,169818,3-yrs,840000,450000,699899,374946,950983,509455,Starter,M,CM,30,France,Troyes
Bonke Innocent,5192.307692307692,270000,2884.6153846153848,150000,4326.307692307692,224968,2403.5,124982,5878.326923076923,305673,3265.730769230769,169818,4-yrs,1080000,600000,899870,499928,1222692,679273,Starter,M,DM,26,Nigeria,Lorient
Jimmy Cabot,5192.307692307692,270000,2884.6153846153848,150000,4326.307692307692,224968,2403.5,124982,5878.326923076923,305673,3265.730769230769,169818,2-yrs,540000,300000,449935,249964,611346,339637,Starter,M,RM,27,France,Angers
Houboulang Mendes,5000,260000,2692.3076923076924,140000,4166.057692307692,216635,2243.269230769231,116650,5660.615384615385,294352,3048.019230769231,158497,1-yr,260000,140000,216635,116650,294352,158497,Starter,D,RB,23,Guinea-Bissau,Lorient
Léo Leroy,5000,260000,2692.3076923076924,140000,4166.057692307692,216635,2243.269230769231,116650,5660.615384615385,294352,3048.019230769231,158497,4-yrs,1040000,560000,866541,466599,1177407,633988,Reserve,M,CM,21,France,Montpellier
Assane Dioussé,5000,260000,2692.3076923076924,140000,4166.057692307692,216635,2243.269230769231,116650,5660.615384615385,294352,3048.019230769231,158497,1-yr,260000,140000,216635,116650,294352,158497,Reserve,M,DM,24,Senegal,St-Etienne
Armand Laurienté,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,3-yrs,750000,420000,624910,349949,849092,475491,Starter,F,RW,23,France,Lorient
Ibrahima Koné,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,5-yrs,1250000,700000,1041516,583249,1415153,792486,Reserve,F,CF,22,Mali,Lorient
Vincent Le Goff,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,2-yrs,500000,280000,416606,233300,566061,316994,Starter,D,LB,32,France,Lorient
Adam Jakubech,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,4-yrs,1000000,560000,833213,466599,1132122,633988,Reserve,K,GK,25,Slovakia,Lille
Marin Jakolis,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,4-yrs,1000000,560000,833213,466599,1132122,633988,Reserve,F,LW,25,Croatia,Angers
Boubacar Fall,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,4-yrs,1000000,560000,833213,466599,1132122,633988,Reserve,K,GK,20,Senegal,St-Etienne
Bilal Benkhedim,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,1-yr,250000,140000,208303,116650,283031,158497,Reserve,F,AM,20,France,St-Etienne
Maxence Rivera,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,3-yrs,750000,420000,624910,349949,849092,475491,Reserve,F,RW,19,France,St-Etienne
Éric Ebimbe,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,2-yrs,500000,280000,416606,233300,566061,316994,Reserve,M,CM,21,France,PSG
Lorenz Assignon,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,4-yrs,1000000,560000,833213,466599,1132122,633988,Reserve,D,RB,21,France,Rennes
Renaud Ripart,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,4-yrs,1000000,560000,833213,466599,1132122,633988,Reserve,F,AM,28,France,Troyes
El Bilal Touré,4807.692307692308,250000,2692.3076923076924,140000,4005.826923076923,208303,2243.269230769231,116650,5442.903846153846,283031,3048.019230769231,158497,3-yrs,750000,420000,624910,349949,849092,475491,Starter,F,CF,20,Mali,Reims
Massadio Haidara,4615.384615384615,240000,2500,130000,3845.596153846154,199971,2083.0384615384614,108318,5225.173076923077,271709,2830.3076923076924,147176,2-yrs,480000,260000,399942,216635,543419,294352,Starter,D,LB,29,Mali,Lens
Kiki Kouyaté,4615.384615384615,240000,2500,130000,3845.596153846154,199971,2083.0384615384614,108318,5225.173076923077,271709,2830.3076923076924,147176,3-yrs,720000,390000,599913,324953,815128,441528,Starter,D,CB,24,Mali,Metz
Laurent Abergel,4615.384615384615,240000,2500,130000,3845.596153846154,199971,2083.0384615384614,108318,5225.173076923077,271709,2830.3076923076924,147176,4-yrs,960000,520000,799884,433271,1086837,588704,Reserve,M,DM,29,France,Lorient
Florian Sotoca,4615.384615384615,240000,2500,130000,3845.596153846154,199971,2083.0384615384614,108318,5225.173076923077,271709,2830.3076923076924,147176,3-yrs,720000,390000,599913,324953,815128,441528,Reserve,F,CF,31,France,Lens
Ricardo Mangas,4615.384615384615,240000,2500,130000,3845.596153846154,199971,2083.0384615384614,108318,5225.173076923077,271709,2830.3076923076924,147176,1-yr,240000,130000,199971,108318,271709,147176,Reserve,D,LB,23,Portugal,Bordeaux
Vital N&#39;Simba,4423.076923076923,230000,2500,130000,3685.3653846153848,191639,2083.0384615384614,108318,5007.461538461538,260388,2830.3076923076924,147176,1-yr,230000,130000,191639,108318,260388,147176,Starter,D,LB,28,Democratic Republic of the Congo,Clermont
Ghislain Konan,4423.076923076923,230000,2500,130000,3685.3653846153848,191639,2083.0384615384614,108318,5007.461538461538,260388,2830.3076923076924,147176,1-yr,230000,130000,191639,108318,260388,147176,Starter,D,LB,26,Cote d&#39;Ivoire,Reims
Jean-Kevin Duverne,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,2-yrs,440000,240000,366614,199971,498134,271709,Starter,D,CB,24,France,Brest
Matthieu Dreyer,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,2-yrs,440000,240000,366614,199971,498134,271709,Starter,K,GK,32,France,Lorient
Stéphane Diarra,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,4-yrs,880000,480000,733227,399942,996268,543419,Reserve,F,RW,23,Cote d&#39;Ivoire,Lorient
Julien Faussurier,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,1-yr,220000,120000,183307,99986,249067,135855,Reserve,D,RB,35,France,Brest
Nayef Aguerd,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,4-yrs,880000,480000,733227,399942,996268,543419,Starter,D,CB,25,Morocco,Rennes
Sékou Mara,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,2-yrs,440000,240000,366614,199971,498134,271709,Reserve,F,CF,19,France,Bordeaux
Yvann Maçon,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,4-yrs,880000,480000,733227,399942,996268,543419,Starter,D,RB,23,France,St-Etienne
Denis Petric,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,1-yr,220000,120000,183307,99986,249067,135855,Reserve,K,GK,33,Slovenia,Nantes
Fraser Hornby,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,3-yrs,660000,360000,549921,299957,747201,407564,Reserve,F,CF,22,Scotland,Reims
Denys Bain,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,1-yr,220000,120000,183307,99986,249067,135855,Reserve,D,CB,28,France,Brest
