name,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
Tristan Dingomé,4230.7692307692305,220000,2307.6923076923076,120000,3525.1346153846152,183307,1922.8076923076924,99986,4789.75,249067,2612.596153846154,135855,2-yrs,440000,240000,366614,199971,498134,271709,Reserve,M,CM,30,Cameroon,Troyes
Fabien Centonze,4038.4615384615386,210000,2307.6923076923076,120000,3364.903846153846,174975,1922.8076923076924,99986,4572.038461538462,237746,2612.596153846154,135855,3-yrs,630000,360000,524924,299957,713237,407564,Reserve,D,RB,26,France,Metz
Aimen Moueffek,4038.4615384615386,210000,2307.6923076923076,120000,3364.903846153846,174975,1922.8076923076924,99986,4572.038461538462,237746,2612.596153846154,135855,3-yrs,630000,360000,524924,299957,713237,407564,Reserve,M,CM,20,France,St-Etienne
Saïdou Sow,4038.4615384615386,210000,2307.6923076923076,120000,3364.903846153846,174975,1922.8076923076924,99986,4572.038461538462,237746,2612.596153846154,135855,4-yrs,840000,480000,699899,399942,950983,543419,Reserve,D,CB,19,Guinea,St-Etienne
Samuel Moutoussamy,4038.4615384615386,210000,2307.6923076923076,120000,3364.903846153846,174975,1922.8076923076924,99986,4572.038461538462,237746,2612.596153846154,135855,3-yrs,630000,360000,524924,299957,713237,407564,Starter,M,CM,25,Democratic Republic of the Congo,Nantes
Cheick Doucouré,4038.4615384615386,210000,2307.6923076923076,120000,3364.903846153846,174975,1922.8076923076924,99986,4572.038461538462,237746,2612.596153846154,135855,3-yrs,630000,360000,524924,299957,713237,407564,Reserve,M,DM,22,Mali,Lens
Enock Kwateng,4038.4615384615386,210000,2307.6923076923076,120000,3364.903846153846,174975,1922.8076923076924,99986,4572.038461538462,237746,2612.596153846154,135855,2-yrs,420000,240000,349949,199971,475491,271709,Reserve,D,RB,24,France,Bordeaux
Stefan Bajic,4038.4615384615386,210000,2307.6923076923076,120000,3364.903846153846,174975,1922.8076923076924,99986,4572.038461538462,237746,2612.596153846154,135855,1-yr,210000,120000,174975,99986,237746,135855,Reserve,K,GK,20,France,St-Etienne
Oriol Busquets,4038.4615384615386,210000,2307.6923076923076,120000,3364.903846153846,174975,1922.8076923076924,99986,4572.038461538462,237746,2612.596153846154,135855,3-yrs,630000,360000,524924,299957,713237,407564,Reserve,M,DM,23,Spain,Clermont
Melvin Bard,3846.153846153846,200000,2115.3846153846152,110000,3204.673076923077,166643,1762.5576923076924,91653,4354.307692307692,226424,2394.8653846153848,124533,4-yrs,800000,440000,666570,366614,905698,498134,Starter,D,LB,21,France,Nice
Strahinja Pavlovic,3846.153846153846,200000,3269.230769230769,170000,3204.673076923077,166643,2723.9615384615386,141646,4354.307692307692,226424,3701.173076923077,192461,3-yrs,600000,510000,499928,424939,679273,577382,Reserve,D,CB,20,Serbia,Monaco
Christophe Hérelle,3846.153846153846,200000,2115.3846153846152,110000,3204.673076923077,166643,1762.5576923076924,91653,4354.307692307692,226424,2394.8653846153848,124533,3-yrs,600000,330000,499928,274960,679273,373600,Starter,D,CB,29,Martinique,Brest
Alexis Flips,3846.153846153846,200000,2115.3846153846152,110000,3204.673076923077,166643,1762.5576923076924,91653,4354.307692307692,226424,2394.8653846153848,124533,3-yrs,600000,330000,499928,274960,679273,373600,Reserve,F,RW,22,France,Reims
Alberth Elis,3846.153846153846,200000,2115.3846153846152,110000,3204.673076923077,166643,1762.5576923076924,91653,4354.307692307692,226424,2394.8653846153848,124533,1-yr,200000,110000,166643,91653,226424,124533,Starter,F,RW,25,Honduras,Bordeaux
Johan Gastien,3846.153846153846,200000,2115.3846153846152,110000,3204.673076923077,166643,1762.5576923076924,91653,4354.307692307692,226424,2394.8653846153848,124533,2-yrs,400000,220000,333285,183307,452849,249067,Starter,M,DM,34,France,Clermont
Jessy Moulin,3846.153846153846,200000,2115.3846153846152,110000,3204.673076923077,166643,1762.5576923076924,91653,4354.307692307692,226424,2394.8653846153848,124533,2-yrs,400000,220000,333285,183307,452849,249067,Reserve,K,GK,36,France,Troyes
Anel Ahmedhodzic,3846.153846153846,200000,2115.3846153846152,110000,3204.673076923077,166643,1762.5576923076924,91653,4354.307692307692,226424,2394.8653846153848,124533,1-yr,200000,110000,166643,91653,226424,124533,Starter,D,CB,22,Bosnia-Herzegovina,Bordeaux
Karol Fila,3846.153846153846,200000,2115.3846153846152,110000,3204.673076923077,166643,1762.5576923076924,91653,4354.307692307692,226424,2394.8653846153848,124533,4-yrs,800000,440000,666570,366614,905698,498134,Reserve,D,RB,23,Poland,Strasbourg
Nicolas Penneteau,3846.153846153846,200000,2115.3846153846152,110000,3204.673076923077,166643,1762.5576923076924,91653,4354.307692307692,226424,2394.8653846153848,124533,2-yrs,400000,220000,333285,183307,452849,249067,Reserve,K,GK,40,France,Reims
Jérôme Hergault,3653.846153846154,190000,1923.076923076923,100000,3044.423076923077,158310,1602.326923076923,83321,4136.596153846154,215103,2177.153846153846,113212,1-yr,190000,100000,158310,83321,215103,113212,Reserve,D,RB,35,France,Lorient
Jean Marcelin,3653.846153846154,190000,3269.230769230769,170000,3044.423076923077,158310,2723.9615384615386,141646,4136.596153846154,215103,3701.173076923077,192461,3-yrs,570000,510000,474931,424939,645310,577382,Reserve,D,CB,21,France,Monaco
Manuel Cabit,3653.846153846154,190000,1923.076923076923,100000,3044.423076923077,158310,1602.326923076923,83321,4136.596153846154,215103,2177.153846153846,113212,1-yr,190000,100000,158310,83321,215103,113212,Reserve,D,LB,28,Martinique,Metz
Yvan Neyou,3653.846153846154,190000,1923.076923076923,100000,3044.423076923077,158310,1602.326923076923,83321,4136.596153846154,215103,2177.153846153846,113212,3-yrs,570000,300000,474931,249964,645310,339637,Reserve,M,DM,25,Cameroon,St-Etienne
Alidu Seidu,3461.5384615384614,180000,1923.076923076923,100000,2884.1923076923076,149978,1602.326923076923,83321,3918.8846153846152,203782,2177.153846153846,113212,4-yrs,720000,400000,599913,333285,815128,452849,Starter,D,RB,21,Ghana,Clermont
Anfane Ahamada,3461.5384615384614,180000,1923.076923076923,100000,2884.1923076923076,149978,1602.326923076923,83321,3918.8846153846152,203782,2177.153846153846,113212,2-yrs,360000,200000,299957,166643,407564,226424,Reserve,M,DM,19,France,PSG
Jean Onana,3461.5384615384614,180000,1923.076923076923,100000,2884.1923076923076,149978,1602.326923076923,83321,3918.8846153846152,203782,2177.153846153846,113212,5-yrs,900000,500000,749892,416606,1018910,566061,Reserve,M,DM,22,Cameroon,Bordeaux
Pape Sarr,3461.5384615384614,180000,1923.076923076923,100000,2884.1923076923076,149978,1602.326923076923,83321,3918.8846153846152,203782,2177.153846153846,113212,1-yr,180000,100000,149978,83321,203782,113212,Reserve,M,DM,19,Senegal,Metz
Fali Candé,3461.5384615384614,180000,1923.076923076923,100000,2884.1923076923076,149978,1602.326923076923,83321,3918.8846153846152,203782,2177.153846153846,113212,5-yrs,900000,500000,749892,416606,1018910,566061,Starter,D,LB,24,Guinea-Bissau,Metz
Marc-Aurèle Caillard,3461.5384615384614,180000,1923.076923076923,100000,2884.1923076923076,149978,1602.326923076923,83321,3918.8846153846152,203782,2177.153846153846,113212,3-yrs,540000,300000,449935,249964,611346,339637,Reserve,K,GK,27,France,Metz
Gabriel Barès,3461.5384615384614,180000,1923.076923076923,100000,2884.1923076923076,149978,1602.326923076923,83321,3918.8846153846152,203782,2177.153846153846,113212,1-yr,180000,100000,149978,83321,203782,113212,Reserve,M,DM,21,Switzerland,Montpellier
Jonathan Gradit,3269.230769230769,170000,1730.7692307692307,90000,2723.9615384615386,141646,1442.0961538461538,74989,3701.173076923077,192461,1959.4423076923076,101891,3-yrs,510000,270000,424939,224968,577382,305673,Starter,D,CB,29,France,Lens
Florian Tardieu,3269.230769230769,170000,1730.7692307692307,90000,2723.9615384615386,141646,1442.0961538461538,74989,3701.173076923077,192461,1959.4423076923076,101891,3-yrs,510000,270000,424939,224968,577382,305673,Starter,M,DM,29,France,Troyes
Arial Mendy,3076.923076923077,160000,1730.7692307692307,90000,2563.730769230769,133314,1442.0961538461538,74989,3483.4615384615386,181140,1959.4423076923076,101891,2-yrs,320000,180000,266628,149978,362279,203782,Reserve,D,LB,27,Senegal,Clermont
Jules Keita,3076.923076923077,160000,1730.7692307692307,90000,2563.730769230769,133314,1442.0961538461538,74989,3483.4615384615386,181140,1959.4423076923076,101891,2-yrs,320000,180000,266628,149978,362279,203782,Reserve,F,LW,23,Guinea,Lens
Ibrahima Niane,3076.923076923077,160000,1730.7692307692307,90000,2563.730769230769,133314,1442.0961538461538,74989,3483.4615384615386,181140,1959.4423076923076,101891,3-yrs,480000,270000,399942,224968,543419,305673,Starter,F,CF,22,Senegal,Metz
Youssouf Koné,3076.923076923077,160000,1730.7692307692307,90000,2563.730769230769,133314,1442.0961538461538,74989,3483.4615384615386,181140,1959.4423076923076,101891,1-yr,160000,90000,133314,74989,181140,101891,Reserve,D,LB,26,Mali,Troyes
Oualid El Hajjam,3076.923076923077,160000,1730.7692307692307,90000,2563.730769230769,133314,1442.0961538461538,74989,3483.4615384615386,181140,1959.4423076923076,101891,2-yrs,320000,180000,266628,149978,362279,203782,Reserve,D,RB,30,Morocco,Troyes
Lenny Pintor,3076.923076923077,160000,1730.7692307692307,90000,2563.730769230769,133314,1442.0961538461538,74989,3483.4615384615386,181140,1959.4423076923076,101891,2-yrs,320000,180000,266628,149978,362279,203782,Reserve,F,LW,21,France,Lyon
Thuler,3076.923076923077,160000,1730.7692307692307,90000,2563.730769230769,133314,1442.0961538461538,74989,3483.4615384615386,181140,1959.4423076923076,101891,1-yr,160000,90000,133314,74989,181140,101891,Reserve,D,CB,22,Brazil,Montpellier
Anthony Mandréa,2884.6153846153848,150000,1538.4615384615386,80000,2403.5,124982,1281.8653846153845,66657,3265.730769230769,169818,1741.7307692307693,90570,1-yr,150000,80000,124982,66657,169818,90570,Reserve,K,GK,25,France,Angers
Jérôme Phojo,2884.6153846153848,150000,1538.4615384615386,80000,2403.5,124982,1281.8653846153845,66657,3265.730769230769,169818,1741.7307692307693,90570,1-yr,150000,80000,124982,66657,169818,90570,Reserve,D,RB,28,France,Clermont
Pelé,2884.6153846153848,150000,2500,130000,2403.5,124982,2083.0384615384614,108318,3265.730769230769,169818,2830.3076923076924,147176,2-yrs,300000,260000,249964,216635,339637,294352,Reserve,M,DM,30,Guinea-Bissau,Monaco
Isaac Lihadji,2884.6153846153848,150000,1538.4615384615386,80000,2403.5,124982,1281.8653846153845,66657,3265.730769230769,169818,1741.7307692307693,90570,2-yrs,300000,160000,249964,133314,339637,181140,Reserve,F,RW,19,France,Lille
Tom Lacoux,2884.6153846153848,150000,1538.4615384615386,80000,2403.5,124982,1281.8653846153845,66657,3265.730769230769,169818,1741.7307692307693,90570,3-yrs,450000,240000,374946,199971,509455,271709,Reserve,M,CM,20,France,Bordeaux
Jean-Claude Billong,2884.6153846153848,150000,1538.4615384615386,80000,2403.5,124982,1281.8653846153845,66657,3265.730769230769,169818,1741.7307692307693,90570,2-yrs,300000,160000,249964,133314,339637,181140,Reserve,D,CB,28,Cameroon,Clermont
Amadou Onana,2884.6153846153848,150000,1538.4615384615386,80000,2403.5,124982,1281.8653846153845,66657,3265.730769230769,169818,1741.7307692307693,90570,5-yrs,750000,400000,624910,333285,849092,452849,Starter,M,DM,20,Belgium,Lille
Jason Berthomier,2884.6153846153848,150000,1538.4615384615386,80000,2403.5,124982,1281.8653846153845,66657,3265.730769230769,169818,1741.7307692307693,90570,1-yr,150000,80000,124982,66657,169818,90570,Reserve,F,AM,32,France,Clermont
Maxime Estève,2884.6153846153848,150000,1538.4615384615386,80000,2403.5,124982,1281.8653846153845,66657,3265.730769230769,169818,1741.7307692307693,90570,3-yrs,450000,240000,374946,199971,509455,271709,Reserve,D,CB,19,France,Montpellier
Adrien Truffert,2884.6153846153848,150000,1538.4615384615386,80000,2403.5,124982,1281.8653846153845,66657,3265.730769230769,169818,1741.7307692307693,90570,4-yrs,600000,320000,499928,266628,679273,362279,Reserve,D,LB,20,France,Rennes
Pierre-Yves Hamel,2884.6153846153848,150000,1538.4615384615386,80000,2403.5,124982,1281.8653846153845,66657,3265.730769230769,169818,1741.7307692307693,90570,1-yr,150000,80000,124982,66657,169818,90570,Reserve,F,CF,27,France,Clermont
Rominigue Kouamé,2692.3076923076924,140000,1538.4615384615386,80000,2243.269230769231,116650,1281.8653846153845,66657,3048.019230769231,158497,1741.7307692307693,90570,3-yrs,420000,240000,349949,199971,475491,271709,Starter,M,CM,25,Mali,Troyes
Gauthier Gallon,2692.3076923076924,140000,1538.4615384615386,80000,2243.269230769231,116650,1281.8653846153845,66657,3048.019230769231,158497,1741.7307692307693,90570,3-yrs,420000,240000,349949,199971,475491,271709,Starter,K,GK,28,France,Troyes
Pape Gueye,2692.3076923076924,140000,1538.4615384615386,80000,2243.269230769231,116650,1281.8653846153845,66657,3048.019230769231,158497,1741.7307692307693,90570,3-yrs,420000,240000,349949,199971,475491,271709,Reserve,M,DM,23,Senegal,Marseille
Christopher Wooh,2692.3076923076924,140000,1538.4615384615386,80000,2243.269230769231,116650,1281.8653846153845,66657,3048.019230769231,158497,1741.7307692307693,90570,4-yrs,560000,320000,466599,266628,633988,362279,Reserve,D,CB,20,France,Lens
Falaye Sacko,2692.3076923076924,140000,1538.4615384615386,80000,2243.269230769231,116650,1281.8653846153845,66657,3048.019230769231,158497,1741.7307692307693,90570,1-yr,140000,80000,116650,66657,158497,90570,Starter,D,RB,26,Mali,St-Etienne
Cédric Hountondji,2692.3076923076924,140000,1538.4615384615386,80000,2243.269230769231,116650,1281.8653846153845,66657,3048.019230769231,158497,1741.7307692307693,90570,3-yrs,420000,240000,349949,199971,475491,271709,Starter,D,CB,28,Benin,Clermont
Elbasan Rashani,2692.3076923076924,140000,1538.4615384615386,80000,2243.269230769231,116650,1281.8653846153845,66657,3048.019230769231,158497,1741.7307692307693,90570,2-yrs,280000,160000,233300,133314,316994,181140,Starter,F,LW,28,Kosovo,Clermont
Billal Brahimi,2692.3076923076924,140000,1538.4615384615386,80000,2243.269230769231,116650,1281.8653846153845,66657,3048.019230769231,158497,1741.7307692307693,90570,5-yrs,700000,400000,583249,333285,792486,452849,Reserve,F,LW,21,France,Nice
Ihsan Sacko,2500,130000,1346.1538461538462,70000,2083.0384615384614,108318,1121.6346153846155,58325,2830.3076923076924,147176,1524.0192307692307,79249,1-yr,130000,70000,108318,58325,147176,79249,Reserve,F,AM,24,France,Nice
Pépé Bonet,2500,130000,1346.1538461538462,70000,2083.0384615384614,108318,1121.6346153846155,58325,2830.3076923076924,147176,1524.0192307692307,79249,1-yr,130000,70000,108318,58325,147176,79249,Reserve,K,GK,18,Democratic Republic of the Congo,Rennes
Dogan Alemdar,2500,130000,1346.1538461538462,70000,2083.0384615384614,108318,1121.6346153846155,58325,2830.3076923076924,147176,1524.0192307692307,79249,5-yrs,650000,350000,541588,291625,735879,396243,Starter,K,GK,19,Turkey,Rennes
Jim Allevinah,2500,130000,1346.1538461538462,70000,2083.0384615384614,108318,1121.6346153846155,58325,2830.3076923076924,147176,1524.0192307692307,79249,3-yrs,390000,210000,324953,174975,441528,237746,Reserve,F,LW,26,Gabon,Clermont
Hyun-jun Suk,2500,130000,1346.1538461538462,70000,2083.0384615384614,108318,1121.6346153846155,58325,2830.3076923076924,147176,1524.0192307692307,79249,2-yrs,260000,140000,216635,116650,294352,158497,Reserve,F,CF,30,South Korea,Troyes
Lucas Lavallée,2307.6923076923076,120000,1346.1538461538462,70000,1922.8076923076924,99986,1121.6346153846155,58325,2612.596153846154,135855,1524.0192307692307,79249,3-yrs,360000,210000,299957,174975,407564,237746,Reserve,K,GK,18,France,PSG
Facundo Medina,2307.6923076923076,120000,1346.1538461538462,70000,1922.8076923076924,99986,1121.6346153846155,58325,2612.596153846154,135855,1524.0192307692307,79249,3-yrs,360000,210000,299957,174975,407564,237746,Starter,D,CB,22,Argentina,Lens
Rémy Descamps,2307.6923076923076,120000,1346.1538461538462,70000,1922.8076923076924,99986,1121.6346153846155,58325,2612.596153846154,135855,1524.0192307692307,79249,3-yrs,360000,210000,299957,174975,407564,237746,Reserve,K,GK,25,France,Nantes
Mama Baldé,2307.6923076923076,120000,1346.1538461538462,70000,1922.8076923076924,99986,1121.6346153846155,58325,2612.596153846154,135855,1524.0192307692307,79249,4-yrs,480000,280000,399942,233300,543419,316994,Starter,F,RW,26,Guinea-Bissau,Troyes
Maghnes Akliouche,2307.6923076923076,120000,1923.076923076923,100000,1922.8076923076924,99986,1602.326923076923,83321,2612.596153846154,135855,2177.153846153846,113212,2-yrs,240000,200000,199971,166643,271709,226424,Reserve,F,AM,19,France,Monaco
Danijel Petkovic,2307.6923076923076,120000,1346.1538461538462,70000,1922.8076923076924,99986,1121.6346153846155,58325,2612.596153846154,135855,1524.0192307692307,79249,1-yr,120000,70000,99986,58325,135855,79249,Starter,K,GK,28,Montenegro,Angers
Hugo Ekitike,2307.6923076923076,120000,1346.1538461538462,70000,1922.8076923076924,99986,1121.6346153846155,58325,2612.596153846154,135855,1524.0192307692307,79249,3-yrs,360000,210000,299957,174975,407564,237746,Starter,F,CF,19,France,Reims
Tidjany Touré,2307.6923076923076,120000,1346.1538461538462,70000,1922.8076923076924,99986,1121.6346153846155,58325,2612.596153846154,135855,1524.0192307692307,79249,2-yrs,240000,140000,199971,116650,271709,158497,Reserve,M,LM,19,France,PSG
Abdel Medioub,2115.3846153846152,110000,1153.8461538461538,60000,1762.5576923076924,91653,961.4038461538462,49993,2394.8653846153848,124533,1306.2884615384614,67927,1-yr,110000,60000,91653,49993,124533,67927,Starter,D,CB,24,Algeria,Bordeaux
Enzo Le Fée,1923.076923076923,100000,1153.8461538461538,60000,1602.326923076923,83321,961.4038461538462,49993,2177.153846153846,113212,1306.2884615384614,67927,3-yrs,300000,180000,249964,149978,339637,203782,Reserve,F,AM,21,France,Lorient
Issa Kaboré,1923.076923076923,100000,1153.8461538461538,60000,1602.326923076923,83321,961.4038461538462,49993,2177.153846153846,113212,1306.2884615384614,67927,1-yr,100000,60000,83321,49993,113212,67927,Reserve,D,RB,20,Burkina Faso,Troyes
Dimitry Bertaud,1923.076923076923,100000,1153.8461538461538,60000,1602.326923076923,83321,961.4038461538462,49993,2177.153846153846,113212,1306.2884615384614,67927,1-yr,100000,60000,83321,49993,113212,67927,Reserve,K,GK,23,France,Montpellier
Dion Lopy,1923.076923076923,100000,1153.8461538461538,60000,1602.326923076923,83321,961.4038461538462,49993,2177.153846153846,113212,1306.2884615384614,67927,3-yrs,300000,180000,249964,149978,339637,203782,Reserve,M,DM,20,Senegal,Reims
Castello Lukeba,1923.076923076923,100000,1153.8461538461538,60000,1602.326923076923,83321,961.4038461538462,49993,2177.153846153846,113212,1306.2884615384614,67927,4-yrs,400000,240000,333285,199971,452849,271709,Starter,D,CB,19,France,Lyon
Elye Wahi,1923.076923076923,100000,1153.8461538461538,60000,1602.326923076923,83321,961.4038461538462,49993,2177.153846153846,113212,1306.2884615384614,67927,4-yrs,400000,240000,333285,199971,452849,271709,Starter,F,CF,19,France,Montpellier
Saîf-Eddine Khaoui,1923.076923076923,100000,1153.8461538461538,60000,1602.326923076923,83321,961.4038461538462,49993,2177.153846153846,113212,1306.2884615384614,67927,1-yr,100000,60000,83321,49993,113212,67927,Reserve,F,AM,26,Tunisia,Clermont
Etienne Green,1923.076923076923,100000,1153.8461538461538,60000,1602.326923076923,83321,961.4038461538462,49993,2177.153846153846,113212,1306.2884615384614,67927,4-yrs,400000,240000,333285,199971,452849,271709,Reserve,K,GK,21,England,St-Etienne
Lucas Perrin,1923.076923076923,100000,1153.8461538461538,60000,1602.326923076923,83321,961.4038461538462,49993,2177.153846153846,113212,1306.2884615384614,67927,1-yr,100000,60000,83321,49993,113212,67927,Starter,D,CB,23,France,Strasbourg
Lucas Gourna-Douath,1923.076923076923,100000,1153.8461538461538,60000,1602.326923076923,83321,961.4038461538462,49993,2177.153846153846,113212,1306.2884615384614,67927,4-yrs,400000,240000,333285,199971,452849,271709,Starter,M,DM,18,France,St-Etienne
Andreaw Gravillon,1730.7692307692307,90000,961.5384615384615,50000,1442.0961538461538,74989,801.1730769230769,41661,1959.4423076923076,101891,1088.576923076923,56606,1-yr,90000,50000,74989,41661,101891,56606,Reserve,D,CB,23,Guadeloupe,Reims
Gaëtan Poussin,1730.7692307692307,90000,961.5384615384615,50000,1442.0961538461538,74989,801.1730769230769,41661,1959.4423076923076,101891,1088.576923076923,56606,2-yrs,180000,100000,149978,83321,203782,113212,Starter,K,GK,23,France,Bordeaux
Azzedine Ounahi,1730.7692307692307,90000,961.5384615384615,50000,1442.0961538461538,74989,801.1730769230769,41661,1959.4423076923076,101891,1088.576923076923,56606,4-yrs,360000,200000,299957,166643,407564,226424,Starter,M,CM,21,Morocco,Angers
Lilian Brassier,1730.7692307692307,90000,961.5384615384615,50000,1442.0961538461538,74989,801.1730769230769,41661,1959.4423076923076,101891,1088.576923076923,56606,3-yrs,270000,150000,224968,124982,305673,169818,Reserve,D,CB,22,France,Brest
Karim Azamoum,1538.4615384615386,80000,769.2307692307693,40000,1281.8653846153845,66657,640.9423076923077,33329,1741.7307692307693,90570,870.8653846153846,45285,1-yr,80000,40000,66657,33329,90570,45285,Reserve,M,CM,32,France,Troyes
Arthur Desmas,1538.4615384615386,80000,769.2307692307693,40000,1281.8653846153845,66657,640.9423076923077,33329,1741.7307692307693,90570,870.8653846153846,45285,2-yrs,160000,80000,133314,66657,181140,90570,Reserve,K,GK,27,France,Clermont
Mickaël Nade,1538.4615384615386,80000,769.2307692307693,40000,1281.8653846153845,66657,640.9423076923077,33329,1741.7307692307693,90570,870.8653846153846,45285,3-yrs,240000,120000,199971,99986,271709,135855,Starter,D,CB,22,France,St-Etienne
Samuel Loric,1538.4615384615386,80000,769.2307692307693,40000,1281.8653846153845,66657,640.9423076923077,33329,1741.7307692307693,90570,870.8653846153846,45285,2-yrs,160000,80000,133314,66657,181140,90570,Reserve,D,LB,21,France,Lorient
Ugo Bertelli,1538.4615384615386,80000,769.2307692307693,40000,1281.8653846153845,66657,640.9423076923077,33329,1741.7307692307693,90570,870.8653846153846,45285,2-yrs,160000,80000,133314,66657,181140,90570,Reserve,F,AM,18,France,Marseille
Jérémy Le Douaron,1538.4615384615386,80000,769.2307692307693,40000,1281.8653846153845,66657,640.9423076923077,33329,1741.7307692307693,90570,870.8653846153846,45285,2-yrs,160000,80000,133314,66657,181140,90570,Starter,F,CF,23,France,Brest
Yoann Touzghar,1538.4615384615386,80000,769.2307692307693,40000,1281.8653846153845,66657,640.9423076923077,33329,1741.7307692307693,90570,870.8653846153846,45285,2-yrs,160000,80000,133314,66657,181140,90570,Starter,F,CF,35,Tunisia,Troyes
Simon Ngapandouetnbu,1538.4615384615386,80000,769.2307692307693,40000,1281.8653846153845,66657,640.9423076923077,33329,1741.7307692307693,90570,870.8653846153846,45285,1-yr,80000,40000,66657,33329,90570,45285,Reserve,K,GK,18,France,Marseille
Gerson Rodrigues,1346.1538461538462,70000,769.2307692307693,40000,1121.6346153846155,58325,640.9423076923077,33329,1524.0192307692307,79249,870.8653846153846,45285,1-yr,70000,40000,58325,33329,79249,45285,Reserve,F,LW,26,Luxembourg,Troyes
Davy Rouyard,1346.1538461538462,70000,769.2307692307693,40000,1121.6346153846155,58325,640.9423076923077,33329,1524.0192307692307,79249,870.8653846153846,45285,4-yrs,280000,160000,233300,133314,316994,181140,Reserve,K,GK,22,Guadeloupe,Bordeaux
Matthieu Udol,1346.1538461538462,70000,769.2307692307693,40000,1121.6346153846155,58325,640.9423076923077,33329,1524.0192307692307,79249,870.8653846153846,45285,3-yrs,210000,120000,174975,99986,237746,135855,Reserve,D,LB,25,France,Metz
Louis Mafouta,1346.1538461538462,70000,769.2307692307693,40000,1121.6346153846155,58325,640.9423076923077,33329,1524.0192307692307,79249,870.8653846153846,45285,1-yr,70000,40000,58325,33329,79249,45285,Reserve,F,CF,27,Central African Republic,Metz
Quentin Merlin,1346.1538461538462,70000,769.2307692307693,40000,1121.6346153846155,58325,640.9423076923077,33329,1524.0192307692307,79249,870.8653846153846,45285,3-yrs,210000,120000,174975,99986,237746,135855,Starter,D,LB,19,France,Nantes
Akim Zedadka,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,1-yr,60000,30000,49993,24996,67927,33964,Starter,D,RB,26,France,Clermont
Taofeek Ismaheel,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,4-yrs,240000,120000,199971,99986,271709,135855,Reserve,F,LW,21,Nigeria,Lorient
Tanguy Zoukrou,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,3-yrs,180000,90000,149978,74989,203782,101891,Reserve,D,CB,18,France,Troyes
Roli Pereira de Sa,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,1-yr,60000,30000,49993,24996,67927,33964,Reserve,F,AM,25,France,Nantes
Brendan Chardonnet,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,4-yrs,240000,120000,199971,99986,271709,135855,Starter,D,CB,27,France,Brest
Hianga&#39;a Mbock,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,3-yrs,180000,90000,149978,74989,203782,101891,Reserve,M,CM,22,France,Brest
Dilane Bakwa,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,4-yrs,240000,120000,199971,99986,271709,135855,Reserve,F,LW,19,France,Bordeaux
Sambou Soumano,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,3-yrs,180000,90000,149978,74989,203782,101891,Starter,F,CF,21,Senegal,Lorient
Joris Chotard,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,3-yrs,180000,90000,149978,74989,203782,101891,Starter,M,DM,20,France,Montpellier
Erik Palmer-Brown,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,3-yrs,180000,90000,149978,74989,203782,101891,Starter,D,CB,24,United States,Troyes
Habib Keïta,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,4-yrs,240000,120000,199971,99986,271709,135855,Reserve,M,CM,19,Mali,Lyon
Sébastien Cibois,961.5384615384615,50000,576.9230769230769,30000,801.1730769230769,41661,480.6923076923077,24996,1088.576923076923,56606,653.1538461538462,33964,1-yr,50000,30000,41661,24996,56606,33964,Reserve,K,GK,23,France,Brest
Amadou Salif Mbengue,961.5384615384615,50000,576.9230769230769,30000,801.1730769230769,41661,480.6923076923077,24996,1088.576923076923,56606,653.1538461538462,33964,1-yr,50000,30000,41661,24996,56606,33964,Reserve,M,DM,20,Senegal,Metz
